Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Sheldon Dries,26,COL,C,3,0,0,0,1,4,0.0,0,0,0,0,0,0,0,1,0.0,23,7:49,0,6,0,1,0.0,driessh01,20-21
Jonathan Drouin,25,MTL,LW,44,2,21,23,-8,20,1.1,2,0,0,0,16,5,0,76,2.6,708,16:05,7,42,21,24,46.7,drouijo01,20-21
Jamie Drysdale,18,ANA,D,24,3,5,8,-12,6,0.8,3,0,0,0,4,1,0,28,10.7,470,19:35,23,7,0,0,,drysdja01,20-21
Dillon Dubé,22,CGY,C,51,11,11,22,-1,20,2.2,9,2,0,0,11,0,0,84,13.1,696,13:38,14,59,9,8,52.9,dubedi01,20-21
Pierre-Luc Dubois,22,TOT,LW,46,9,12,21,-8,38,1.6,8,1,0,3,7,5,0,76,11.8,691,15:02,26,59,166,216,43.5,duboipi01,20-21
Matt Duchene,30,NSH,C,34,6,7,13,-12,6,0.7,5,1,0,0,5,2,0,73,8.2,538,15:50,10,30,162,139,53.8,duchema01,20-21
Anthony Duclair,25,FLA,LW,43,10,22,32,27,18,4.2,9,1,0,1,20,1,1,104,9.6,674,15:41,9,32,0,2,0.0,duclaan01,20-21
Mathew Dumba,26,MIN,D,51,6,15,21,1,46,3.5,5,1,0,1,11,4,0,89,6.7,1136,22:17,75,74,0,0,,dumbama01,20-21
Brian Dumoulin,29,PIT,D,41,4,10,14,18,12,3.5,4,0,0,0,9,0,1,50,8.0,917,22:21,55,63,0,0,,dumoubr01,20-21
Vince Dunn,24,STL,D,43,6,14,20,-8,18,2.7,4,2,0,0,9,5,0,73,8.2,828,19:15,51,36,0,0,,dunnvi02,20-21
Joshua Dunne,22,CBJ,C,6,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,7,0.0,62,10:23,7,12,6,28,17.6,dunnejo01,20-21
Christian Dvorak,24,ARI,C,56,17,14,31,-11,12,3.1,8,8,1,4,11,3,0,95,17.9,1031,18:24,45,48,553,509,52.1,dvorach01,20-21
Ryan Dzingel,28,TOT,C,40,8,5,13,-5,21,1.2,6,2,0,0,4,1,0,48,16.7,508,12:42,10,44,3,9,25.0,dzingry01,20-21
Cody Eakin,29,BUF,C,46,3,4,7,-9,14,-0.1,3,0,0,0,4,0,0,39,7.7,595,12:56,20,33,271,228,54.3,eakinco01,20-21
Jordan Eberle,30,NYI,RW,55,16,17,33,9,16,4.2,15,1,0,2,13,4,0,128,12.5,922,16:45,18,30,3,4,42.9,eberljo01,20-21
Alexander Edler,34,VAN,D,52,0,8,8,-8,58,1.3,0,0,0,0,8,0,0,99,0.0,1087,20:54,118,80,0,0,,edleral01,20-21
Joel Edmundson,27,MTL,D,55,3,10,13,28,25,4.8,3,0,0,0,10,0,0,77,3.9,1103,20:03,75,98,0,0,,edmunjo01,20-21
Nikolaj Ehlers,24,WPG,LW,47,21,25,46,15,15,6.2,15,6,0,5,18,7,0,148,14.2,795,16:55,12,26,1,0,100.0,ehlerni01,20-21
Jack Eichel,24,BUF,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,20:30,15,20,195,197,49.7,eicheja01,20-21
Aaron Ekblad,24,FLA,D,35,11,11,22,5,33,4.4,5,6,0,3,6,5,0,101,10.9,878,25:05,27,24,0,0,,ekblaaa01,20-21
Mattias Ekholm,30,NSH,D,48,6,17,23,19,14,5.6,6,0,0,2,14,2,1,110,5.5,1098,22:52,46,23,0,0,,ekholma01,20-21
Oliver Ekman-Larsson,29,ARI,D,46,3,21,24,-17,32,2.8,1,2,0,0,9,12,0,83,3.6,965,20:58,26,72,0,0,,ekmanol01,20-21
Lars Eller,31,WSH,C,44,8,15,23,-1,21,1.9,8,0,0,2,11,4,0,69,11.6,719,16:21,16,36,332,327,50.4,ellerla01,20-21
Ryan Ellis,30,NSH,D,35,5,13,18,1,10,3.3,3,2,0,0,11,2,0,75,6.7,832,23:46,63,21,0,0,,ellisry01,20-21
Pierre Engvall,24,TOR,LW,42,7,5,12,2,16,1.0,7,0,0,1,5,0,0,61,11.5,501,11:56,12,43,102,135,43.0,engvapi01,20-21
Tyler Ennis,31,EDM,C,30,3,6,9,0,6,0.6,3,0,0,2,6,0,0,38,7.9,364,12:08,6,43,6,3,66.7,ennisty01,20-21
Mackenzie Entwistle,21,CHI,RW,5,1,1,2,1,2,0.3,1,0,0,0,1,0,0,6,16.7,49,9:49,2,10,6,21,22.2,entwima01,20-21
Loui Eriksson,35,VAN,LW,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,0.0,67,9:35,1,1,1,0,100.0,erikslo01,20-21
Joel Eriksson Ek,24,MIN,C,56,19,11,30,16,20,4.0,19,0,0,2,9,2,0,119,16.0,955,17:03,37,105,395,444,47.1,eriksjo02,20-21
Adam Erne,25,DET,LW,45,11,9,20,-1,26,2.2,8,3,0,0,6,3,0,71,15.5,626,13:55,16,82,20,14,58.8,ernead01,20-21
Jake Evans,24,MTL,C,47,3,10,13,2,29,0.8,2,0,1,0,9,0,1,55,5.5,556,11:50,26,79,203,202,50.1,evansja02,20-21
Robby Fabbri,25,DET,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,17:16,17,34,83,107,43.7,fabbrro01,20-21
Dante Fabbro,22,NSH,D,40,2,10,12,-1,23,2.2,1,1,0,1,9,1,0,59,3.4,773,19:19,57,32,0,0,,fabbrda01,20-21
Radek Faksa,27,DAL,C,55,6,8,14,-15,30,0.0,4,1,1,0,7,1,0,94,6.4,959,17:26,45,100,424,336,55.8,faksara01,20-21
Joel Farabee,20,PHI,LW,55,20,18,38,0,28,4.3,17,3,0,1,14,4,0,122,16.4,881,16:01,21,48,6,9,40.0,farabjo01,20-21
David Farrance,21,NSH,D,2,0,0,0,3,0,0.3,0,0,0,0,0,0,0,3,0.0,36,18:08,1,1,0,0,,farrada01,20-21
Hudson Fasching,25,ARI,RW,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,7,0.0,47,9:28,1,6,0,0,,faschhu01,20-21
Jesper Fast,29,CAR,RW,46,6,13,19,-4,14,1.3,5,1,0,1,10,3,0,38,15.8,704,15:18,23,78,13,25,34.2,fastje01,20-21
Justin Faulk,28,STL,D,56,7,18,25,11,35,5.2,6,1,0,2,12,4,2,117,6.0,1359,24:16,87,127,0,0,,faulkju01,20-21
Mario Ferraro,22,SJS,D,56,1,16,17,-6,22,2.6,1,0,0,0,12,4,0,58,1.7,1256,22:26,96,155,0,0,,ferrama01,20-21
Kevin Fiala,24,MIN,LW,50,20,20,40,-2,43,4.6,14,6,0,5,12,8,0,162,12.3,845,16:54,13,27,5,10,33.3,fialake01,20-21
Valtteri Filppula,36,DET,C,38,6,9,15,-1,12,1.3,6,0,0,1,9,0,0,25,24.0,593,15:36,15,9,109,133,45.0,filppva01,20-21
Christian Fischer,23,ARI,RW,52,3,8,11,-10,6,0.1,3,0,0,0,7,1,0,47,6.4,663,12:45,27,148,12,12,50.0,fischch01,20-21
Haydn Fleury,24,TOT,D,47,3,1,4,-12,8,0.6,3,0,0,0,1,0,0,62,4.8,724,15:24,55,63,0,0,,fleurha01,20-21
Warren Foegele,24,CAR,LW,53,10,10,20,4,20,2.0,10,0,0,1,10,0,0,91,11.0,750,14:09,12,60,18,17,51.4,foegewa01,20-21
Steven Fogarty,27,BUF,C,9,1,2,3,2,8,0.4,1,0,0,0,2,0,0,5,20.0,106,11:44,10,4,7,5,58.3,fogarst01,20-21
Marcus Foligno,29,MIN,LW,39,11,15,26,19,49,3.5,10,0,1,2,15,0,0,40,27.5,584,14:58,17,109,2,9,18.2,foligma01,20-21
Nick Foligno,33,TOT,LW,49,7,13,20,2,32,1.5,6,1,0,0,9,1,3,81,8.6,871,17:46,37,133,117,144,44.8,foligni01,20-21
Callan Foote,22,TBL,D,35,1,2,3,9,29,1.5,1,0,0,0,2,0,0,40,2.5,451,12:53,29,39,0,0,,footeca01,20-21
Nolan Foote,20,NJD,LW,6,1,1,2,-1,0,0.2,1,0,0,0,1,0,0,5,20.0,58,9:41,1,5,0,2,0.0,footeno01,20-21
Derek Forbort,28,WPG,D,56,2,10,12,1,35,2.6,2,0,0,0,10,0,0,67,3.0,1162,20:45,115,80,0,0,,forbode01,20-21
Alex Formenton,21,OTT,LW,20,4,2,6,6,6,0.9,3,0,1,0,2,0,0,27,14.8,240,12:00,8,23,1,4,20.0,formeal01,20-21
Filip Forsberg,26,NSH,C,39,12,20,32,-9,16,3.2,9,3,0,3,10,10,0,129,9.3,713,18:17,14,47,3,5,37.5,forsbfi01,20-21
Gustav Forsling,24,FLA,D,43,5,12,17,17,8,4.1,4,1,0,0,9,3,0,94,5.3,858,19:57,42,30,0,0,,forslgu02,20-21
Liam Foudy,20,CBJ,C,24,0,4,4,0,6,-0.1,0,0,0,0,4,0,0,40,0.0,302,12:36,5,13,2,8,20.0,foudyli01,20-21
Cam Fowler,29,ANA,D,56,5,18,23,-4,18,4.2,5,0,0,1,14,4,0,75,6.7,1219,21:46,36,27,0,0,,fowleca01,20-21
Adam Fox,22,NYR,D,55,5,42,47,19,14,7.8,2,2,1,1,20,21,1,102,4.9,1359,24:42,102,23,0,1,0.0,foxad01,20-21
Trent Frederic,22,BOS,C,42,4,1,5,-8,65,-0.1,4,0,0,3,1,0,0,44,9.1,473,11:15,15,61,37,33,52.9,fredetr01,20-21
Mark Friedman,25,TOT,D,9,2,1,3,1,9,0.6,2,0,0,0,1,0,0,9,22.2,99,11:03,7,14,0,1,0.0,friedma01,20-21
Martin Frk,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:21,0,1,0,0,,frkma01,20-21
Byron Froese,29,CGY,C,6,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,50,8:18,4,8,12,19,38.7,froesby01,20-21
Michael Frolík,32,MTL,LW,8,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,14,0.0,92,11:27,1,9,6,4,60.0,frolimi01,20-21
Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,10:14,0,0,10,10,50.0,frostmo01,20-21
Kurtis Gabriel,27,SJS,RW,11,0,0,0,1,55,-0.1,0,0,0,0,0,0,0,4,0.0,84,7:40,10,46,0,0,,gabriku01,20-21
Jonah Gadjovich,22,VAN,LW,1,0,0,0,-1,17,0.0,0,0,0,0,0,0,0,0,,5,4:55,0,1,0,0,,gadjojo01,20-21
Sam Gagner,31,DET,C,42,7,8,15,-4,15,1.2,6,1,0,1,8,0,0,88,8.0,649,15:26,14,5,83,97,46.1,gagnesa01,20-21
Alex Galchenyuk,26,TOT,C,34,5,8,13,-8,20,0.7,4,1,0,0,8,0,0,62,8.1,432,12:42,10,44,3,3,50.0,galchal01,20-21
Brendan Gallagher,28,MTL,RW,35,14,9,23,10,16,3.4,11,3,0,2,9,0,0,106,13.2,525,15:01,12,46,23,19,54.8,gallabr01,20-21
Dylan Gambrell,24,SJS,C,49,5,7,12,-18,13,-0.2,4,0,1,1,7,0,0,48,10.4,785,16:02,54,77,279,358,43.8,gambrdy01,20-21
Jake Gardiner,30,CAR,D,26,0,8,8,-1,11,1.2,0,0,0,0,5,3,0,23,0.0,417,16:03,15,15,0,0,,gardija01,20-21
Rhett Gardner,24,DAL,C,28,1,1,2,-9,8,-0.5,1,0,0,0,1,0,0,23,4.3,279,9:58,11,52,43,57,43.0,gardnrh01,20-21
Conor Garland,24,ARI,RW,49,12,27,39,-3,26,3.9,9,3,0,1,20,7,0,135,8.9,878,17:55,19,26,7,14,33.3,garlaco01,20-21
Adam Gaudette,24,TOT,C,40,5,6,11,-15,12,0.4,5,0,0,0,3,3,0,66,7.6,445,11:07,22,16,53,71,42.7,gaudead01,20-21
Frédérick Gaudreau,27,PIT,C,19,2,8,10,10,2,1.1,2,0,0,0,7,0,1,20,10.0,248,13:04,9,9,87,75,53.7,gaudrfr01,20-21
Johnny Gaudreau,27,CGY,LW,56,19,30,49,2,6,5.4,12,7,0,5,18,12,0,112,17.0,1031,18:25,9,8,0,1,0.0,gaudrjo01,20-21
Frederik Gauthier,25,ARI,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,13,6:45,1,1,6,10,37.5,gauthfr01,20-21
Julien Gauthier,23,NYR,RW,30,2,6,8,-6,14,0.3,2,0,0,0,6,0,0,38,5.3,289,9:39,9,56,4,4,50.0,gauthju01,20-21
Vladislav Gavrikov,25,CBJ,D,55,2,10,12,-13,14,1.7,2,0,0,1,10,0,0,48,4.2,1067,19:24,77,69,0,0,,gavrivl01,20-21
Glenn Gawdin,23,CGY,C,7,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,48,6:55,1,12,19,16,54.3,gawdigl01,20-21
Morgan Geekie,22,CAR,C,36,3,6,9,1,10,0.7,1,2,0,0,6,0,0,30,10.0,352,9:47,6,28,74,67,52.5,geekimo01,20-21
Nathan Gerbe,33,CBJ,C,9,1,2,3,0,2,0.3,1,0,0,0,1,0,1,9,11.1,100,11:07,2,8,7,6,53.8,gerbena01,20-21
Timothy Gettinger,22,NYR,LW,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:43,1,5,1,0,100.0,gettiti01,20-21
Ryan Getzlaf,35,ANA,C,48,5,12,17,-14,43,0.6,2,3,0,1,11,1,0,70,7.1,796,16:35,46,66,350,326,51.8,getzlry01,20-21
Dennis Gilbert,24,COL,D,3,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,20,6:43,1,2,0,0,,gilbede01,20-21
Mark Giordano,37,CGY,D,56,9,17,26,5,14,5.4,5,4,0,2,13,4,0,142,6.3,1285,22:57,110,51,0,0,,giordma01,20-21
Samuel Girard,22,COL,D,48,5,27,32,15,16,5.7,5,0,0,0,18,9,0,79,6.3,1115,23:13,52,31,0,0,,girarsa01,20-21
Claude Giroux,33,PHI,C,54,16,27,43,-4,12,4.1,15,1,0,2,17,10,0,120,13.3,978,18:06,6,32,484,328,59.6,giroucl01,20-21
Cody Glass,21,VEG,C,27,4,6,10,6,8,1.0,0,4,0,0,5,1,0,28,14.3,393,14:32,9,10,110,149,42.5,glassco01,20-21
Luke Glendening,31,DET,C,54,6,9,15,3,20,1.1,6,0,0,1,9,0,0,67,9.0,799,14:48,57,68,523,336,60.9,glendlu01,20-21
Alex Goligoski,35,ARI,D,56,3,19,22,2,14,4.5,3,0,0,0,12,7,0,72,4.2,1288,23:00,108,76,0,0,,goligal01,20-21
Barclay Goodrow,27,TBL,RW,55,6,14,20,16,52,2.0,6,0,0,1,14,0,0,72,8.3,832,15:07,27,111,162,162,50.0,goodrba01,20-21
Shayne Gostisbehere,27,PHI,D,41,9,11,20,-2,6,3.4,4,5,0,0,7,4,0,85,10.6,818,19:56,47,18,0,0,,gostish01,20-21
Yanni Gourde,29,TBL,C,56,17,19,36,10,44,4.3,15,2,0,4,15,4,0,118,14.4,956,17:04,21,51,316,333,48.7,gourdya01,20-21
Mikael Granlund,28,NSH,C,51,13,14,27,-1,14,2.6,8,5,0,1,12,2,0,74,17.6,992,19:28,42,46,243,226,51.8,granlmi01,20-21
Derek Grant,30,ANA,C,46,6,9,15,-4,25,1.1,5,0,1,1,9,0,0,66,9.1,670,14:34,40,65,289,277,51.1,grantde01,20-21
Tyler Graovac,27,VAN,C,14,3,1,4,-3,6,0.4,2,1,0,0,1,0,0,17,17.6,136,9:44,5,13,42,50,45.7,graovty01,20-21
Ryan Graves,25,COL,D,54,2,13,15,15,55,3.6,2,0,0,0,13,0,0,101,2.0,1029,19:03,91,77,0,0,,gravery01,20-21
Andy Greene,38,NYI,D,55,1,4,5,9,6,2.7,1,0,0,0,4,0,0,50,2.0,967,17:35,99,41,0,0,,greenan01,20-21
Jordan Greenway,23,MIN,LW,56,6,26,32,5,49,2.5,6,0,0,0,25,1,0,80,7.5,885,15:48,28,87,16,17,48.5,greenjo02,20-21
A.J. Greer,24,NJD,LW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,9,8:33,0,0,0,0,,greeraj01,20-21
Noah Gregor,22,SJS,C,30,5,1,6,-16,6,0.0,5,0,0,0,1,0,0,60,8.3,352,11:43,19,47,20,49,29.0,gregono01,20-21
Mikhail Grigorenko,26,CBJ,C,32,4,8,12,-2,6,0.9,4,0,0,1,8,0,0,36,11.1,440,13:45,17,14,9,15,37.5,grigomi01,20-21
Rocco Grimaldi,27,NSH,C,40,10,3,13,-3,4,1.5,9,0,1,2,3,0,0,62,16.1,513,12:49,9,20,0,2,0.0,grimaro01,20-21
Jordan Gross,25,ARI,D,7,0,3,3,-3,2,0.2,0,0,0,0,3,0,0,10,0.0,92,13:11,8,6,0,0,,grossjo01,20-21
Carl Grundström,23,LAK,RW,47,6,5,11,-10,16,0.6,6,0,0,3,3,2,0,66,9.1,586,12:28,23,104,3,4,42.9,grundca01,20-21
Matt Grzelcyk,27,BOS,D,37,5,15,20,11,22,4.3,4,1,0,1,9,6,0,80,6.3,731,19:45,34,19,0,0,,grzelma01,20-21
Radko Gudas,30,FLA,D,54,2,9,11,6,40,2.4,2,0,0,1,9,0,0,84,2.4,949,17:34,72,250,0,0,,gudasra01,20-21
Erik Gudbranson,29,TOT,D,45,1,3,4,-12,59,0.3,1,0,0,1,3,0,0,58,1.7,806,17:55,64,111,0,0,,gudbrer01,20-21
Jake Guentzel,26,PIT,C,56,23,34,57,7,28,6.3,17,6,0,7,21,12,1,141,16.3,1135,20:16,32,43,3,9,25.0,guentja01,20-21
Carl Gunnarsson,34,STL,D,12,0,2,2,-2,6,0.2,0,0,0,0,2,0,0,6,0.0,173,14:26,16,9,0,0,,gunnaca01,20-21
Denis Gurianov,23,DAL,RW,55,12,18,30,0,21,3.0,8,4,0,2,14,4,0,130,9.2,872,15:51,12,63,0,1,0.0,guriade01,20-21
Nikita Gusev,28,TOT,LW,31,4,6,10,-12,2,0.2,4,0,0,0,4,2,0,72,5.6,445,14:21,1,4,0,0,,gusevni01,20-21
David Gustafsson,20,WPG,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,5:49,0,0,11,10,52.4,gustada01,20-21
Erik Gustafsson,28,TOT,D,29,1,11,12,-1,0,1.6,1,0,0,0,6,5,0,33,3.0,485,16:43,21,21,0,0,,gustaer02,20-21
Gaetan Haas,29,EDM,F,34,2,1,3,-6,10,-0.4,2,0,0,1,1,0,0,24,8.3,386,11:21,29,31,139,167,45.4,haasga01,20-21
Brandon Hagel,22,CHI,LW,52,9,15,24,-7,11,2.0,9,0,0,2,11,3,1,91,9.9,727,13:59,28,59,9,14,39.1,hagelbr01,20-21
Carl Hagelin,32,WSH,LW,56,6,10,16,7,19,1.2,5,0,1,0,10,0,0,85,7.1,790,14:06,19,22,3,10,23.1,hagelca01,20-21
Robert Hägg,25,PHI,D,34,2,3,5,-3,18,0.9,2,0,0,0,3,0,0,29,6.9,533,15:40,31,100,0,0,,haggro01,20-21
Nicolas Hague,22,VEG,D,52,5,12,17,14,31,4.0,5,0,0,0,12,0,0,78,6.4,832,16:00,65,94,0,0,,hagueni01,20-21
Libor Hájek,22,NYR,D,44,2,2,4,2,10,1.3,2,0,0,1,2,0,0,33,6.1,672,15:16,48,26,0,0,,hajekli01,20-21
Jani Hakanpää,28,TOT,D,57,2,2,4,4,35,2.2,2,0,0,1,1,0,1,54,3.7,1027,18:01,83,215,0,0,,hakanja01,20-21
Micheal Haley,34,OTT,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,24,6:03,0,10,0,1,0.0,haleymi01,20-21
Taylor Hall,29,TOT,LW,53,10,23,33,-6,26,2.9,8,2,0,1,17,6,0,136,7.4,947,17:52,15,34,7,10,41.2,hallta02,20-21
Dougie Hamilton,27,CAR,D,55,10,32,42,20,35,8.2,7,2,1,2,16,16,0,180,5.6,1250,22:43,64,52,0,0,,hamildo01,20-21
Travis Hamonic,30,VAN,D,38,3,7,10,-3,39,1.9,3,0,0,0,7,0,0,79,3.8,736,19:22,81,48,0,1,0.0,hamontr01,20-21
Fredrik Händemark,27,SJS,C,8,1,0,1,-3,2,0.0,1,0,0,0,0,0,0,5,20.0,76,9:27,1,14,29,30,49.2,handefr01,20-21
Noah Hanifin,24,CGY,D,47,4,11,15,-2,18,2.8,4,0,0,1,8,3,0,89,4.5,941,20:01,40,28,0,0,,hanifno01,20-21
Joel Hanley,29,DAL,D,35,0,8,8,6,2,1.8,0,0,0,0,8,0,0,27,0.0,456,13:01,30,40,0,0,,hanlejo01,20-21
Mike Hardman,21,CHI,RW,8,1,2,3,0,0,0.3,1,0,0,0,2,0,0,5,20.0,88,10:59,6,38,1,1,50.0,hardmmi01,20-21
Jansen Harkins,23,WPG,C,26,1,1,2,-2,4,-0.1,1,0,0,0,1,0,0,16,6.3,218,8:24,3,11,11,7,61.1,harkija01,20-21
Ben Harpur,26,NSH,D,34,0,7,7,2,17,1.4,0,0,0,0,6,0,1,33,0.0,559,16:26,29,44,0,0,,harpube01,20-21
Scott Harrington,27,CBJ,D,12,1,2,3,-3,6,0.4,1,0,0,0,1,0,1,8,12.5,196,16:21,20,9,0,0,,harrisc01,20-21
Ryan Hartman,26,MIN,RW,51,7,15,22,0,33,1.6,6,0,1,2,11,3,1,74,9.5,769,15:04,33,55,198,279,41.5,hartmry01,20-21
Garnet Hathaway,29,WSH,RW,56,6,12,18,7,66,1.6,6,0,0,0,11,0,1,62,9.7,690,12:19,30,179,10,14,41.7,hathaga01,20-21
Erik Haula,29,NSH,LW,51,9,12,21,4,14,2.0,6,1,2,2,10,2,0,85,10.6,816,16:00,23,63,270,220,55.1,haulaer01,20-21
Jayce Hawryluk,25,VAN,C,30,2,3,5,-7,9,0.0,2,0,0,1,3,0,0,18,11.1,289,9:38,11,43,1,1,50.0,hawryja01,20-21
John Hayden,25,ARI,C,29,2,3,5,-4,37,0.2,2,0,0,2,3,0,0,21,9.5,285,9:49,16,84,4,9,30.8,haydejo01,20-21
Kevin Hayes,28,PHI,RW,55,12,19,31,-2,22,2.5,9,3,0,2,13,6,0,127,9.4,964,17:31,14,60,234,244,49.0,hayeske01,20-21
Barrett Hayton,20,ARI,C,14,2,1,3,-1,0,0.2,2,0,0,0,1,0,0,10,20.0,161,11:29,3,15,40,40,50.0,haytoba01,20-21
Victor Hedman,30,TBL,D,54,9,36,45,5,28,7.3,8,1,0,2,13,23,0,136,6.6,1352,25:03,73,51,0,0,,hedmavi01,20-21
Danton Heinen,25,ANA,C,43,7,7,14,-9,0,0.9,6,1,0,1,7,0,0,76,9.2,635,14:46,30,32,1,6,14.3,heineda01,20-21
Ville Heinola,19,WPG,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,9,0.0,78,15:32,9,2,0,0,,heinovi01,20-21
Miro Heiskanen,21,DAL,D,55,8,19,27,-9,12,4.5,5,3,0,1,11,8,0,121,6.6,1373,24:58,52,47,0,0,,heiskmi01,20-21
Darren Helm,34,DET,C,47,3,5,8,-3,10,0.0,3,0,0,0,5,0,0,83,3.6,690,14:41,20,39,6,3,66.7,helmda01,20-21
Adam Henrique,30,ANA,C,45,12,9,21,-8,11,2.1,11,1,0,2,7,1,1,77,15.6,722,16:02,32,40,303,244,55.4,henriad01,20-21
Aleksi Heponiemi,22,FLA,C,9,1,1,2,1,2,0.1,1,0,0,1,1,0,0,15,6.7,110,12:14,1,0,0,0,,heponal01,20-21
Tomáš Hertl,27,SJS,C,50,19,24,43,1,27,5.1,14,4,1,2,18,6,0,112,17.0,957,19:08,39,39,486,394,55.2,hertlto01,20-21
Thomas Hickey,31,NYI,D,5,0,2,2,5,0,0.7,0,0,0,0,2,0,0,2,0.0,81,16:16,3,10,0,0,,hicketh01,20-21
Matthew Highmore,24,TOT,LW,42,3,4,7,-5,8,0.1,3,0,0,1,4,0,0,40,7.5,489,11:38,21,43,5,5,50.0,highmma01,20-21
Vinnie Hinostroza,26,TOT,C,26,4,8,12,0,8,1.1,4,0,0,0,8,0,0,33,12.1,319,12:16,3,37,3,17,15.0,hinosvi01,20-21
Roope Hintz,24,DAL,LW,41,15,28,43,13,4,5.3,9,6,0,1,16,12,0,92,16.3,748,18:14,15,52,231,238,49.3,hintzro01,20-21
Taro Hirose,24,DET,LW,6,0,2,2,2,0,0.2,0,0,0,0,2,0,0,10,0.0,86,14:22,2,1,1,1,50.0,hirosta01,20-21
Nico Hischier,22,NJD,C,21,6,5,11,-9,4,0.7,2,3,1,0,4,1,0,44,13.6,389,18:31,20,11,203,158,56.2,hischni01,20-21
Niklas Hjalmarsson,33,ARI,D,41,0,5,5,-6,18,1.0,0,0,0,0,5,0,0,29,0.0,712,17:22,69,15,0,0,,hjalmni01,20-21
Mike Hoffman,31,STL,C,52,17,19,36,2,10,4.1,10,7,0,3,9,10,0,113,15.0,783,15:04,12,29,6,3,66.7,hoffmmi02,20-21
Nils Höglander,20,VAN,LW,56,13,14,27,-4,16,2.8,12,1,0,1,14,0,0,118,11.0,865,15:27,19,26,1,1,50.0,hoglani01,20-21
Nick Holden,33,VEG,D,17,0,2,2,3,2,0.6,0,0,0,0,2,0,0,23,0.0,269,15:51,20,28,0,0,,holdeni01,20-21
Justin Holl,29,TOR,D,55,2,18,20,16,25,3.9,2,0,0,1,17,0,1,57,3.5,1158,21:04,84,82,0,0,,hollju01,20-21
Patric Hörnqvist,34,FLA,RW,44,14,18,32,-3,39,3.3,6,8,0,2,14,4,0,145,9.7,738,16:47,23,80,2,12,14.3,hornqpa01,20-21
Bo Horvat,25,VAN,C,56,19,20,39,-6,23,4.2,11,7,1,3,16,4,0,131,14.5,1114,19:53,38,64,648,577,52.9,horvabo01,20-21
Brett Howden,22,NYR,C,42,1,6,7,-2,11,-0.2,1,0,0,0,5,0,1,33,3.0,528,12:34,35,57,118,135,46.6,howdebr01,20-21
Filip Hronek,23,DET,D,56,2,24,26,-18,16,3.2,2,0,0,0,13,11,0,114,1.8,1310,23:23,46,67,0,0,,hronefi01,20-21
Jonathan Huberdeau,27,FLA,LW,55,20,41,61,12,36,7.1,15,5,0,1,22,19,0,122,16.4,1013,18:25,11,51,17,22,43.6,huberjo01,20-21
Cameron Hughes,24,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,16:05,1,2,5,7,41.7,hugheca01,20-21
Jack Hughes,19,NJD,C,56,11,20,31,-3,16,2.3,10,1,0,1,14,6,0,142,7.7,1068,19:04,15,15,216,395,35.4,hugheja03,20-21
Quinn Hughes,21,VAN,D,56,3,38,41,-24,22,4.2,3,0,0,0,19,19,0,98,3.1,1277,22:48,43,18,0,0,,hughequ01,20-21
Brad Hunt,32,MIN,D,12,1,0,1,-8,4,-0.3,1,0,0,1,0,0,0,14,7.1,148,12:20,6,4,0,0,,huntbr01,20-21
Dryden Hunt,25,ARI,LW,26,3,5,8,-6,4,0.5,3,0,0,0,5,0,0,39,7.7,311,11:58,5,94,4,9,30.8,huntdr01,20-21
Ben Hutton,27,TOT,D,38,1,4,5,-13,11,0.4,1,0,0,0,4,0,0,54,1.9,701,18:28,39,44,0,0,,huttobe01,20-21
Zach Hyman,28,TOR,C,43,15,18,33,19,28,4.0,12,3,0,4,16,2,0,115,13.0,833,19:22,21,69,18,37,32.7,hymanza01,20-21
Alex Iafallo,27,LAK,C,55,13,17,30,-8,4,2.7,9,4,0,2,13,4,0,118,11.0,1094,19:53,39,26,2,5,28.6,iafalal01,20-21
