Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
C/RW,13,0.17,0.39,0.56,0.2,1.77,11,26,37,13,56,8,44,5,8,39.7,34.8,4.9,1.9,1.4,3.3,3.0,coylech01,17-18
D,11,0.11,0.4,0.51,0.17,1.22,7,25,32,11,79,13,52,6,20,50.3,40.3,10.0,2.3,4.5,6.8,1.0,mcavoch01,17-18
C,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,0,0,3,1,-2,1.7,2.1,-0.4,-0.2,0.0,-0.2,,balisch01,17-18
D,0,0.0,0.07,0.07,0.02,0.53,0,1,1,0,4,1,8,2,-2,4.5,6.5,-2.0,-0.2,0.3,0.1,,bigrach01,17-18
D,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,4,0,3,0,1,2.6,2.5,0.1,-0.1,0.3,0.2,,butlech01,17-18
C/LW,1,0.0,0.17,0.17,0.05,0.42,0,2,2,1,5,0,4,0,1,2.1,4.4,-2.3,-0.1,0.1,0.1,,kellych01,17-18
C,14,0.28,0.36,0.64,0.25,2.36,16,21,37,14,59,25,36,0,-2,35.3,30.2,5.1,3.0,1.0,4.0,,kreidch01,17-18
LW,11,0.16,0.2,0.35,0.14,0.99,13,16,29,11,39,1,36,6,8,33.5,33.3,0.3,1.6,1.1,2.6,1.0,kunitch01,17-18
RW,7,0.19,0.11,0.3,0.13,1.26,10,6,16,7,26,2,30,0,-5,21.9,22.9,-1.0,1.0,0.4,1.5,,stewach02,17-18
D,4,0.05,0.21,0.26,0.08,0.74,2,9,11,4,39,1,48,18,7,23.5,28.6,-5.1,0.3,2.5,2.8,,tanevch01,17-18
RW,2,0.02,0.12,0.14,0.04,0.7,1,6,7,2,11,0,15,0,-4,10.5,12.9,-2.4,-0.2,0.3,0.1,,thorbch01,17-18
C,15,0.21,0.28,0.49,0.18,1.44,17,23,40,16,58,10,63,12,0,46.7,49.2,-2.5,2.1,1.6,3.7,4.0,tiernch01,17-18
C,6,0.09,0.11,0.2,0.08,1.18,7,9,16,6,23,4,50,21,-10,24.2,37.0,-12.8,-0.6,0.7,0.2,,wagnech01,17-18
D,3,0.19,0.31,0.5,0.19,1.5,3,5,8,3,13,3,5,0,5,7.3,4.9,2.4,0.9,0.8,1.7,,widemch01,17-18
D,5,0.05,0.17,0.22,0.07,0.95,3,11,14,5,46,0,33,0,13,37.3,33.4,3.9,0.6,2.7,3.3,,djoosch01,17-18
C,14,0.19,0.28,0.47,0.18,1.94,15,22,37,14,58,14,78,16,-19,39.9,42.9,-3.0,1.8,1.0,2.8,1.0,dvorach01,17-18
RW,13,0.19,0.23,0.42,0.16,1.95,15,18,33,13,52,19,50,0,-17,36.6,35.9,0.7,1.9,0.8,2.7,,fischch01,17-18
D,4,0.05,0.15,0.2,0.07,0.89,3,10,13,4,37,0,41,5,1,34.9,35.6,-0.7,0.4,2.6,3.0,,folinch01,17-18
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.3,0.0,0.0,0.0,,jarosch01,17-18
D,1,0.1,0.2,0.3,0.11,1.4,1,2,3,1,6,1,9,0,-4,6.3,5.8,0.5,0.2,0.0,0.2,,wolanch01,17-18
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.1,0.6,-0.5,0.0,0.0,0.0,,bertsch02,17-18
C,4,0.25,0.17,0.42,0.18,0.96,6,4,10,4,16,5,15,0,-4,9.1,9.9,-0.7,0.9,0.2,1.0,,didomch01,17-18
LW,36,0.41,0.83,1.24,0.44,2.35,35,69,104,38,140,51,69,8,28,58.7,48.4,10.3,9.0,2.8,11.8,6.0,giroucl01,17-18
C,24,0.28,0.51,0.79,0.29,2.59,24,42,66,25,85,28,66,1,-7,48.2,50.9,-2.7,4.9,1.7,6.7,4.0,kellecl01,17-18
D,6,0.06,0.17,0.23,0.08,1.74,5,14,19,7,72,8,121,30,-27,58.7,73.6,-14.9,0.1,2.2,2.2,,cecico01,17-18
C,10,0.14,0.2,0.34,0.13,1.34,11,16,27,10,41,0,65,18,-6,37.2,40.9,-3.8,0.7,0.9,1.7,,eakinco01,17-18
D,2,0.04,0.26,0.3,0.09,2.22,1,6,7,2,17,7,11,0,-1,15.4,11.9,3.5,0.4,0.8,1.1,,fransco01,17-18
LW,1,0.02,0.06,0.08,0.03,0.75,1,3,4,1,7,0,18,0,-11,12.3,18.1,-5.7,-0.5,0.0,-0.5,,mcleoco01,17-18
C,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,0,0,0,0,0,0.8,0.6,0.3,-0.1,0.0,-0.1,,caveco01,17-18
D,14,0.12,0.38,0.5,0.17,2.16,10,31,41,14,83,24,69,10,-4,54.2,44.7,9.5,3.3,2.8,6.1,,milleco02,17-18
C,2,0.1,0.19,0.29,0.1,1.14,2,4,6,2,13,1,11,0,1,8.9,12.8,-3.9,0.0,0.4,0.4,,whiteco02,17-18
C,7,0.11,0.21,0.32,0.12,1.34,6,12,18,7,28,9,24,0,-5,21.7,22.7,-0.9,0.4,0.7,1.1,,wilsoco01,17-18
D,11,0.07,0.35,0.43,0.13,2.59,6,29,35,11,75,13,86,17,-7,63.4,55.3,8.1,1.9,3.8,5.6,,parayco01,17-18
C/RW,9,0.14,0.17,0.32,0.12,1.86,11,13,24,10,36,0,53,23,6,30.9,33.8,-3.0,0.7,1.3,2.0,,scevico01,17-18
C,10,0.11,0.22,0.33,0.12,1.48,9,18,27,10,63,23,68,29,2,32.6,34.4,-1.9,0.1,1.3,1.4,,sissoco01,17-18
C,4,0.09,0.18,0.27,0.1,1.41,4,8,12,4,15,0,26,5,-6,17.8,19.3,-1.4,0.2,0.3,0.5,,brickco01,17-18
RW,12,0.17,0.17,0.34,0.14,1.45,14,14,28,11,55,7,68,20,0,42.9,40.1,2.7,0.9,1.2,2.1,1.0,brownco02,17-18
D,4,0.09,0.17,0.26,0.09,1.17,4,8,12,4,33,2,26,0,5,29.2,22.5,6.6,0.8,1.7,2.5,,carrico01,17-18
C,41,0.5,0.82,1.32,0.49,3.34,42,68,110,41,122,22,89,10,20,82.0,63.9,18.0,10.5,2.6,13.1,2.0,mcdavco01,17-18
D,4,0.03,0.16,0.18,0.06,1.43,2,12,14,4,46,0,57,10,-3,51.8,48.2,3.7,0.1,2.6,2.7,,murphco02,17-18
LW,13,0.23,0.15,0.38,0.16,1.8,18,12,30,13,55,8,46,1,2,48.4,42.5,5.9,1.8,1.2,3.1,,shearco01,17-18
RW,18,0.24,0.45,0.69,0.25,2.37,17,32,49,18,79,23,60,0,-4,41.8,46.4,-4.6,3.3,1.2,4.5,5.0,perryco01,17-18
LW,5,0.22,0.11,0.33,0.15,1.25,8,4,12,5,13,1,12,0,0,15.3,14.3,1.0,1.0,0.3,1.3,1.0,conacco01,17-18
C,21,0.32,0.33,0.65,0.26,2.9,26,26,52,21,81,27,34,0,20,53.7,40.6,13.2,4.5,2.0,6.5,3.0,smithcr01,17-18
C/RW,4,0.03,0.15,0.18,0.06,1.0,2,10,12,4,18,0,27,1,-8,22.8,23.0,-0.2,-0.4,0.5,0.1,,lazarcu01,17-18
LW,1,0.0,0.29,0.29,0.08,1.57,0,2,2,1,3,0,0,0,3,2.8,1.8,1.0,0.1,0.2,0.2,,mckencu01,17-18
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,-0.2,0.0,0.0,0.0,,valkcu01,17-18
D,0,0.0,0.0,0.0,0.0,0.78,0,0,0,0,2,0,4,0,-2,3.1,3.1,-0.1,-0.1,0.1,0.0,,mermida01,17-18
RW,3,0.09,0.09,0.17,0.07,0.96,4,4,8,3,10,1,18,2,-7,13.2,19.1,-5.9,-0.2,0.2,0.1,,weiseda01,17-18
D,0,0.0,0.0,0.0,0.0,1.25,0,0,0,0,3,0,5,0,-2,2.7,1.8,1.0,-0.1,0.0,-0.1,,proutda01,17-18
D,9,0.12,0.2,0.32,0.12,1.59,9,15,24,9,68,9,73,5,-8,61.7,57.7,4.0,1.6,2.7,4.4,1.0,severda01,17-18
D,6,0.08,0.16,0.23,0.08,1.21,6,12,18,7,62,1,77,34,18,46.5,47.7,-1.2,0.8,3.3,4.0,,girarda01,17-18
D,7,0.04,0.26,0.3,0.09,0.83,3,21,24,7,62,2,94,29,-6,50.4,48.2,2.2,0.8,3.1,3.9,,hamhuda01,17-18
LW,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,1,0,2,0,-1,2.2,1.8,0.4,-0.1,0.0,-0.1,,marteda01,17-18
D,0,0.0,1.0,1.0,0.27,0.0,0,1,1,0,1,0,0,0,1,0.3,0.0,0.3,0.1,0.1,0.2,,brickda01,17-18
LW,6,0.16,0.26,0.42,0.16,1.37,6,10,16,6,22,5,15,0,2,16.2,14.2,2.0,1.0,0.7,1.7,,carrda01,17-18
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,0.5,1.0,-0.6,0.0,0.0,-0.1,,catenda01,17-18
LW,21,0.28,0.4,0.68,0.26,2.33,24,32,56,22,71,33,60,1,-21,43.5,39.8,3.7,4.6,0.8,5.4,1.0,sedinda01,17-18
RW,1,0.25,0.13,0.38,0.17,2.75,2,1,3,1,5,0,3,0,2,5.3,1.9,3.4,0.2,0.2,0.4,,spronda01,17-18
C/LW,8,0.07,0.21,0.28,0.1,1.01,6,17,23,8,42,1,52,16,5,30.6,32.9,-2.3,-0.1,1.3,1.2,,winnida01,17-18
D,5,0.09,0.09,0.18,0.07,1.0,6,6,12,5,49,0,69,22,2,42.2,46.6,-4.4,0.2,3.3,3.5,,dekeyda01,17-18
C,1,0.0,0.19,0.19,0.05,0.81,0,4,4,1,9,1,11,1,-2,8.2,7.9,0.2,-0.2,0.2,0.0,,oregada01,17-18
C/LW,17,0.21,0.4,0.61,0.22,1.75,16,31,47,17,68,19,40,1,10,39.4,30.2,9.2,3.2,1.7,4.9,2.0,heineda01,17-18
D,9,0.07,0.24,0.32,0.11,2.37,6,20,26,9,79,1,87,23,15,72.5,67.4,5.1,1.0,4.7,5.8,,nurseda01,17-18
RW,4,0.15,0.19,0.33,0.13,1.04,4,5,9,4,10,0,22,10,-1,8.4,13.6,-5.1,0.2,0.5,0.7,,archida02,17-18
C/LW,12,0.17,0.24,0.41,0.16,1.88,13,18,31,12,43,1,61,22,3,32.8,44.8,-12.0,1.2,1.6,2.8,,helmda01,17-18
C,13,0.25,0.33,0.58,0.22,2.81,14,19,33,13,48,13,33,0,2,29.8,23.5,6.3,2.4,1.1,3.4,,backeda01,17-18
LW,2,0.14,0.04,0.18,0.09,1.18,4,1,5,2,5,1,9,0,-5,5.5,8.9,-3.4,0.4,0.0,0.4,,boothda01,17-18
C,9,0.08,0.31,0.39,0.13,0.77,6,22,28,9,39,10,51,0,-22,29.8,35.3,-5.4,0.9,0.3,1.2,2.0,deshada01,17-18
C,4,0.09,0.15,0.24,0.09,1.0,4,7,11,4,16,0,35,10,-9,20.6,20.9,-0.3,-0.1,0.3,0.2,,kampfda01,17-18
C,16,0.27,0.42,0.69,0.26,1.86,17,27,44,17,77,20,49,2,10,42.3,36.2,6.1,3.2,1.6,4.9,1.0,krejcda01,17-18
RW,31,0.43,0.55,0.98,0.38,3.0,36,46,82,32,115,44,61,0,10,54.8,46.2,8.6,7.7,2.1,9.7,3.0,pastrda01,17-18
LW,22,0.23,0.71,0.94,0.32,1.79,16,51,67,23,88,28,62,1,1,41.4,44.5,-3.0,5.1,1.3,6.4,4.0,perroda01,17-18
D,5,0.05,0.15,0.2,0.07,1.79,4,12,16,5,70,2,94,29,2,59.8,60.4,-0.5,0.1,3.4,3.5,,savarda01,17-18
D,2,0.03,0.11,0.14,0.05,1.03,1,4,5,2,29,5,29,8,3,25.8,19.7,6.1,-0.2,1.8,1.6,1.0,schleda01,17-18
D,1,0.0,0.31,0.31,0.09,1.13,0,5,5,1,9,0,7,2,4,7.1,6.1,1.0,0.3,0.8,1.0,,warsoda01,17-18
D,1,0.0,0.36,0.36,0.1,1.09,0,4,4,1,9,0,7,0,2,7.4,4.9,2.5,0.2,0.4,0.7,,kukande01,17-18
C,9,0.22,0.22,0.43,0.17,1.55,11,11,22,9,40,11,25,0,4,24.7,26.1,-1.5,1.4,0.9,2.3,1.0,malgide01,17-18
C,1,0.04,0.11,0.15,0.05,0.7,1,3,4,1,9,0,6,1,4,6.0,8.2,-2.2,-0.2,0.4,0.3,,rasmude01,17-18
D,1,0.0,0.18,0.18,0.05,1.11,0,5,5,1,19,0,39,11,-9,18.3,26.1,-7.7,-0.1,0.1,0.0,,seidede01,17-18
RW,4,0.35,0.1,0.45,0.22,1.3,7,2,9,4,10,0,19,8,-1,6.8,11.1,-4.3,0.8,0.3,1.1,,dorsede01,17-18
D,5,0.01,0.22,0.23,0.07,1.0,1,17,18,5,65,0,69,21,18,46.9,52.1,-5.2,-0.1,5.4,5.4,,forbode01,17-18
C,10,0.18,0.18,0.36,0.15,0.98,12,12,24,10,31,3,30,6,3,22.9,27.2,-4.2,1.7,0.9,2.6,1.0,grantde01,17-18
C,5,0.04,0.15,0.19,0.06,1.15,3,11,14,5,21,0,59,29,-9,22.5,26.2,-3.7,-0.6,0.6,-0.1,,mackede01,17-18
C,14,0.19,0.29,0.48,0.18,1.69,15,23,38,14,62,16,63,3,-15,45.4,36.1,9.3,1.9,1.0,2.9,1.0,ryande01,17-18
C,19,0.17,0.51,0.68,0.23,2.55,14,42,56,19,86,25,82,12,-7,48.2,50.8,-2.5,2.8,1.9,4.7,4.0,stepade01,17-18
C,18,0.29,0.35,0.64,0.25,2.74,21,25,46,18,80,18,63,0,0,48.2,42.3,5.9,3.3,1.4,4.7,,brassde01,17-18
D,7,0.04,0.27,0.31,0.1,1.1,3,19,22,7,54,14,63,1,-22,46.1,51.0,-4.9,1.0,1.3,2.3,,poulide01,17-18
D,8,0.06,0.23,0.29,0.1,1.37,5,18,23,8,69,0,87,23,6,54.8,60.0,-5.2,0.9,3.6,4.5,,engelde01,17-18
RW,6,0.09,0.12,0.21,0.08,1.37,7,9,16,6,28,0,41,7,-6,31.0,34.8,-3.8,-0.2,0.8,0.5,,smithde06,17-18
C,12,0.13,0.26,0.39,0.14,1.5,11,21,32,12,48,22,69,15,-30,35.8,35.3,0.5,1.0,0.4,1.4,,shorede01,17-18
D,0,0.0,0.17,0.17,0.05,1.0,0,1,1,0,4,0,1,0,3,1.6,2.2,-0.6,0.0,0.4,0.4,,heathdi01,17-18
D,9,0.08,0.25,0.33,0.11,1.7,6,20,26,9,63,17,84,23,-15,43.3,54.3,-11.0,1.3,2.5,3.8,,phanedi01,17-18
RW,6,0.08,0.14,0.22,0.08,1.63,6,11,17,6,36,1,30,1,6,35.6,31.3,4.3,-0.3,1.5,1.1,,jaskidm01,17-18
D,4,0.05,0.13,0.18,0.06,0.77,3,8,11,4,42,1,51,16,6,35.0,34.6,0.4,0.1,2.5,2.6,,kulikdm01,17-18
D,11,0.12,0.26,0.38,0.13,1.52,10,21,31,11,89,9,86,17,10,63.7,65.3,-1.6,1.8,4.4,6.2,,orlovdm01,17-18
C,5,0.12,0.12,0.24,0.1,0.92,6,6,12,5,19,0,25,9,3,17.7,17.8,-0.1,0.4,0.6,1.1,,mooredo01,17-18
C,1,0.0,0.05,0.05,0.01,0.68,0,2,2,1,7,0,8,1,0,10.1,8.6,1.5,-0.6,0.4,-0.3,,tonindo01,17-18
C,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,0,0,3,1,-2,0.6,1.8,-1.2,-0.1,0.0,-0.2,,turgedo01,17-18
C,4,0.12,0.24,0.36,0.13,1.09,4,8,12,4,21,1,18,0,2,17.2,16.1,1.1,0.6,0.5,1.1,,simondo01,17-18
D,16,0.21,0.33,0.54,0.2,3.29,17,27,44,17,91,16,78,5,1,70.0,52.4,17.6,4.0,4.5,8.5,,hamildo01,17-18
LW,9,0.19,0.1,0.3,0.13,1.55,13,7,20,9,37,8,53,11,-13,32.4,33.8,-1.4,0.9,0.5,1.3,,caggidr01,17-18
D,19,0.12,0.61,0.73,0.23,2.5,10,51,61,19,132,36,89,16,23,64.9,62.5,2.4,4.4,7.3,11.7,,doughdr01,17-18
RW,6,0.14,0.12,0.25,0.11,1.73,8,7,15,6,30,10,40,0,-20,28.8,29.3,-0.5,0.1,0.2,0.3,4.0,staffdr01,17-18
LW,0,0.0,0.09,0.09,0.02,1.09,0,1,1,0,0,0,6,1,-5,3.7,4.4,-0.8,-0.2,-0.1,-0.3,,huntdr01,17-18
D,9,0.02,0.37,0.39,0.11,2.28,2,30,32,9,74,14,117,28,-29,69.1,73.1,-4.0,1.1,2.2,3.3,,keithdu01,17-18
D,1,0.06,0.06,0.13,0.05,0.88,1,1,2,1,4,0,10,1,-5,5.6,6.3,-0.7,0.1,0.0,0.1,,siemedu01,17-18
RW,24,0.35,0.41,0.75,0.3,2.74,29,33,62,25,110,32,56,7,31,49.0,45.1,3.9,4.6,3.2,7.8,,browndu01,17-18
D,14,0.12,0.54,0.65,0.21,2.8,8,37,45,14,111,39,68,11,15,54.7,48.5,6.2,3.4,4.4,7.7,,byfugdu01,17-18
D,5,0.0,0.32,0.32,0.08,1.06,0,20,20,5,42,4,43,4,-1,37.7,32.2,5.5,0.9,2.1,3.0,,demeldy01,17-18
C,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,1,0,2,0,-1,0.8,1.4,-0.6,-0.1,0.0,-0.1,,gambrdy01,17-18
C,21,0.2,0.57,0.77,0.26,2.83,16,48,64,22,86,17,96,18,-9,56.3,59.2,-2.9,3.5,1.6,5.2,3.0,larkidy01,17-18
C,1,0.0,0.6,0.6,0.16,1.8,0,3,3,1,5,1,2,0,2,2.6,2.7,-0.2,0.1,0.2,0.3,,sikurdy01,17-18
C,4,0.19,0.24,0.43,0.17,1.43,4,5,9,4,12,2,6,0,4,10.3,10.0,0.3,0.6,0.5,1.1,,stromdy01,17-18
RW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.7,0.9,-0.2,-0.1,0.0,-0.1,,tolvaee01,17-18
C,16,0.2,0.35,0.54,0.2,1.89,16,28,44,16,76,24,74,14,-8,47.7,43.0,4.8,2.1,1.5,3.6,,lindhel01,17-18
RW,2,0.17,0.06,0.22,0.1,1.5,3,1,4,2,13,0,9,2,6,6.1,4.9,1.2,0.1,0.5,0.6,,fehrer01,17-18
D,1,0.0,0.1,0.1,0.03,0.9,0,2,2,1,17,0,17,3,4,13.4,12.9,0.5,-0.2,0.9,0.7,,grybaer01,17-18
LW,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,1,0.3,0.6,-0.3,0.0,0.1,0.0,,robiner01,17-18
C,32,0.51,0.41,0.93,0.39,2.94,43,34,77,33,103,22,84,11,8,57.6,47.3,10.3,8.0,1.8,9.8,3.0,staaler01,17-18
D,0,0.0,0.5,0.5,0.14,1.0,0,1,1,0,2,0,0,0,2,1.4,0.9,0.6,0.1,0.2,0.3,,burgder01,17-18
D,2,0.04,0.06,0.1,0.04,1.02,2,3,5,2,21,0,52,24,-7,23.9,34.5,-10.6,-0.5,1.7,1.2,,gudbrer01,17-18
D,6,0.14,0.31,0.46,0.16,2.03,5,11,16,6,40,6,33,0,1,29.7,25.4,4.3,1.4,1.6,2.9,,gustaer02,17-18
LW,23,0.38,0.34,0.72,0.3,2.3,30,26,56,23,82,27,75,5,-16,44.4,46.1,-1.6,5.1,0.7,5.8,3.0,haulaer01,17-18
D,9,0.15,0.26,0.4,0.15,2.71,9,16,25,9,76,11,92,29,3,46.7,50.2,-3.5,1.6,3.5,5.1,,johnser01,17-18
D,19,0.13,0.75,0.87,0.27,2.76,9,54,63,20,100,24,121,20,-25,61.1,63.3,-2.2,4.9,2.3,7.2,2.0,karlser01,17-18
D,9,0.09,0.25,0.34,0.12,1.71,7,20,27,9,83,10,73,18,19,67.2,52.6,14.6,1.4,5.3,6.7,,lindees01,17-18
D,1,0.06,0.17,0.22,0.08,1.11,1,3,4,1,13,5,21,2,-11,11.4,16.3,-4.9,0.1,-0.2,-0.1,,bearet01,17-18
C,9,0.15,0.38,0.52,0.18,1.9,7,18,25,9,32,10,35,3,-10,22.0,21.4,0.6,1.5,0.6,2.0,,rodriev01,17-18
LW,22,0.37,0.32,0.69,0.29,3.94,30,25,55,23,76,15,72,2,-9,55.3,47.3,8.1,4.3,1.8,6.1,,kaneev01,17-18
C,38,0.54,0.72,1.26,0.48,3.06,43,57,100,39,127,49,63,1,16,61.7,51.4,10.3,10.2,2.2,12.4,2.0,malkiev01,17-18
RW,25,0.38,0.5,0.88,0.34,2.54,29,37,66,26,97,27,61,0,10,56.2,44.2,12.0,5.6,1.9,7.5,1.0,dadonev01,17-18
C,30,0.34,0.71,1.05,0.38,2.37,28,57,85,31,115,47,67,0,3,51.4,50.5,0.9,7.1,1.7,8.8,2.0,kuzneev01,17-18
LW,2,0.14,0.14,0.29,0.12,1.07,2,2,4,2,5,0,7,0,-2,4.2,4.4,-0.2,0.3,0.1,0.3,,svechev01,17-18
C,1,0.05,0.15,0.2,0.07,1.05,1,3,4,1,5,1,9,0,-5,6.4,7.2,-0.8,-0.1,0.0,0.0,,chlapfi01,17-18
C,1,0.11,0.22,0.33,0.12,2.33,1,2,3,1,3,0,8,0,-5,4.2,7.4,-3.2,0.1,0.0,0.0,,chytifi01,17-18
C,25,0.39,0.57,0.96,0.37,2.67,27,38,65,25,90,28,38,2,27,41.4,40.8,0.6,6.1,2.2,8.3,8.0,forsbfi01,17-18
D,5,0.04,0.21,0.25,0.08,1.39,3,14,17,5,52,2,47,9,12,34.2,43.0,-8.8,0.6,3.4,4.0,,beaucfr01,17-18
D,0,0.0,0.0,0.0,0.0,1.2,0,0,0,0,0,0,1,0,-1,2.3,1.2,1.2,-0.1,0.0,0.0,,corrafr01,17-18
LW,5,0.17,0.07,0.24,0.11,1.76,7,3,10,5,17,0,14,0,3,17.6,14.7,2.9,0.5,0.6,1.1,,vatrafr01,17-18
C,13,0.2,0.22,0.42,0.17,1.7,16,17,33,13,50,11,63,25,1,29.9,37.7,-7.8,1.5,1.6,3.1,2.0,nielsfr01,17-18
C,0,0.0,0.06,0.06,0.02,0.75,0,1,1,0,3,0,4,1,0,3.2,5.0,-1.8,-0.3,0.2,-0.1,,hamilfr01,17-18
C,1,0.0,0.15,0.15,0.04,0.7,0,3,3,1,7,0,7,0,0,6.2,9.4,-3.2,-0.2,0.2,0.0,,gaudrfr01,17-18
C,1,0.11,0.0,0.11,0.06,1.33,1,0,1,1,2,0,7,1,-4,2.7,4.2,-1.6,0.0,-0.1,-0.1,,gauthfr01,17-18
D,2,0.02,0.09,0.11,0.03,0.94,1,6,7,2,30,2,44,9,-7,28.0,33.9,-5.9,-0.4,1.6,1.2,,claesfr01,17-18
LW,4,0.09,0.1,0.19,0.08,0.76,5,6,11,4,12,0,29,11,-6,15.4,20.3,-4.9,-0.1,0.5,0.4,,bourqga01,17-18
D,1,0.0,0.14,0.14,0.04,1.29,0,2,2,1,5,0,5,0,0,7.6,7.8,-0.2,0.0,0.3,0.3,,carlsga01,17-18
C,1,0.03,0.03,0.07,0.03,1.27,1,1,2,1,6,0,7,2,1,6.9,8.3,-1.4,-0.5,0.3,-0.1,,dumonga01,17-18
LW,24,0.32,0.47,0.79,0.3,2.35,26,37,63,24,120,43,69,8,16,50.3,47.6,2.7,4.6,2.5,7.2,0.0,landega01,17-18
RW,5,0.07,0.15,0.22,0.08,1.15,4,9,13,5,27,0,28,4,3,25.6,21.4,4.2,-0.2,1.0,0.8,,hathaga01,17-18
C,5,0.13,0.11,0.24,0.1,0.91,6,5,11,5,16,0,10,0,5,16.9,11.5,5.5,0.6,0.7,1.3,,smithge02,17-18
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1,0.3,0.6,-0.3,0.0,0.0,-0.1,,fioregi01,17-18
C,2,0.08,0.08,0.15,0.06,0.81,2,2,4,2,7,0,18,7,-4,7.9,7.8,0.1,-0.1,0.1,0.0,,mckeggr01,17-18
D,4,0.01,0.16,0.18,0.05,1.37,1,12,13,4,51,0,70,27,6,43.0,39.0,4.0,-0.3,3.6,3.3,,patergr01,17-18
D,4,0.07,0.24,0.32,0.11,2.0,3,10,13,4,37,5,46,12,-2,25.1,29.4,-4.3,0.7,1.6,2.3,,forslgu02,17-18
RW,16,0.26,0.23,0.49,0.2,2.6,22,19,41,17,70,22,50,0,-2,50.2,45.3,5.0,2.2,1.7,3.9,4.0,nyquigu01,17-18
D,2,0.0,0.2,0.2,0.05,0.54,0,8,8,2,20,0,21,1,0,19.4,16.1,3.3,0.2,1.1,1.2,,olofsgu01,17-18
D,12,0.19,0.26,0.45,0.17,1.9,13,18,31,12,82,14,69,18,16,51.0,48.6,2.4,2.6,4.6,7.2,,lindhha01,17-18
D,2,0.0,0.12,0.12,0.03,1.28,0,8,8,2,37,0,43,5,-2,34.1,43.1,-9.1,-0.6,2.6,2.0,,fleurha01,17-18
C,1,0.25,0.0,0.25,0.14,1.5,1,0,1,1,3,1,3,0,-1,1.2,1.7,-0.6,0.1,0.0,0.1,,borgshe01,17-18
LW,0,0.0,0.2,0.2,0.05,0.6,0,1,1,0,2,1,1,0,0,1.6,2.8,-1.2,-0.1,0.1,0.0,,haapahe01,17-18
C,14,0.04,0.57,0.61,0.18,0.82,3,48,51,15,74,33,63,0,-22,43.6,41.3,2.4,1.9,0.8,2.7,2.0,sedinhe01,17-18
C,18,0.13,0.55,0.68,0.22,2.2,11,46,57,19,79,25,53,0,1,55.8,50.1,5.7,2.4,2.0,4.4,3.0,zettehe01,17-18
RW,0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,0,0,1,0,-1,0.6,2.0,-1.4,-0.1,0.0,-0.1,,faschhu01,17-18
D,7,0.07,0.22,0.3,0.1,1.25,5,15,20,7,56,0,59,17,14,47.8,41.3,6.5,1.1,3.5,4.6,,coleia01,17-18
D,2,0.08,0.03,0.11,0.05,0.68,3,1,4,2,15,0,29,4,-10,18.4,19.8,-1.4,0.0,0.4,0.4,,mccosia01,17-18
RW,1,0.05,0.03,0.08,0.03,1.25,2,1,3,1,7,0,12,6,1,11.4,13.6,-2.2,-0.6,0.5,-0.2,,pakarii01,17-18
C,5,0.13,0.11,0.25,0.1,0.85,7,6,13,5,19,0,23,3,-1,19.3,20.1,-0.7,0.2,0.8,1.0,,barbaiv01,17-18
D,15,0.21,0.29,0.5,0.19,2.48,17,24,41,16,95,8,105,37,17,59.4,59.6,-0.2,3.4,5.2,8.6,,provoiv01,17-18
RW,2,0.04,0.11,0.15,0.05,0.85,2,5,7,2,9,0,14,0,-5,14.0,13.1,0.9,-0.3,0.2,-0.1,,brownjt01,17-18
LW,10,0.19,0.14,0.33,0.14,1.9,13,10,23,10,44,21,62,10,-29,26.2,34.3,-8.2,0.6,0.2,0.9,,comphj.01,17-18
C,22,0.28,0.43,0.71,0.27,1.74,23,35,58,22,86,25,71,6,-4,53.2,50.7,2.5,4.5,1.4,5.9,,millejt01,17-18
D,10,0.1,0.27,0.37,0.12,1.88,8,22,30,10,79,2,117,43,1,62.9,54.9,8.0,1.6,4.6,6.2,3.0,slavija01,17-18
C,24,0.37,0.58,0.96,0.36,3.67,26,39,65,25,88,35,80,2,-25,40.2,40.2,0.0,5.5,1.0,6.5,,eicheja01,17-18
