Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
D,9,0.04,0.32,0.36,0.11,1.33,3,24,27,8,73,0,72,19,20.0,63.5,64.4,-0.8,1.0,5.7,6.7,,pelecad01,21-22
RW,0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,1,0,0,0,1.0,1.5,1.1,0.4,-0.1,0.1,0.0,,raskaad01,21-22
C,4,0.18,0.18,0.36,0.15,1.18,5,5,10,4,14,0,6,0,8.0,12.2,9.5,2.7,0.7,0.6,1.2,,ruzicad01,21-22
LW,25,0.45,0.24,0.69,0.32,3.17,34,18,52,23,80,25,74,17,-2.0,49.7,45.7,4.0,4.8,1.7,6.5,4.0,kempead01,21-22
D,3,0.12,0.19,0.31,0.12,1.23,3,5,8,3,24,1,23,6,6.0,23.3,21.8,1.4,0.5,1.4,1.9,,martial01,21-22
D,1,0.07,0.0,0.07,0.04,1.2,1,0,1,1,12,0,13,0,-1.0,9.9,9.6,0.3,-0.1,0.6,0.5,,regulal01,21-22
C,34,0.58,0.73,1.31,0.51,3.19,38,47,85,34,126,45,66,21,36.0,57.7,34.9,22.8,8.4,2.2,10.6,2.0,barkoal01,21-22
C,0,0.0,0.17,0.17,0.05,1.17,0,1,1,0,1,1,6,0,-6.0,4.6,4.8,-0.2,-0.1,-0.2,-0.3,,heponal01,21-22
F,2,0.19,0.19,0.38,0.15,1.0,3,3,6,2,9,2,7,0,0.0,4.3,8.2,-3.9,0.4,0.2,0.6,,barreal01,21-22
F,0,0.0,0.0,0.0,0.0,1.18,0,0,0,0,3,0,4,1,0.0,4.1,3.9,0.2,-0.3,0.1,-0.2,,belzial01,21-22
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,-2.0,0.7,0.9,-0.2,0.0,-0.1,-0.1,,biegaal01,21-22
RW,10,0.19,0.13,0.33,0.14,1.46,13,9,22,10,45,17,23,0,4.0,25.6,26.1,-0.5,1.3,1.1,2.3,,chiasal01,21-22
RW,32,0.5,0.45,0.95,0.39,3.29,40,35,75,31,113,39,94,7,-13.0,57.6,55.4,2.2,6.5,1.9,8.4,1.0,debrial01,21-22
LW,14,0.23,0.18,0.41,0.17,2.05,17,13,30,13,42,1,72,18,-13.0,42.3,49.7,-7.4,1.5,1.2,2.7,,formeal01,21-22
C,7,0.1,0.25,0.35,0.12,1.48,6,14,20,7,34,2,44,1,-11.0,26.7,43.7,-17.0,0.4,0.5,0.9,0.0,galchal01,21-22
D,9,0.03,0.39,0.42,0.12,1.11,2,27,29,8,97,7,62,13,41.0,60.9,47.0,13.9,1.4,4.7,6.1,,goligal01,21-22
C,15,0.22,0.25,0.47,0.19,2.72,16,19,35,14,71,18,69,20,4.0,47.5,41.2,6.3,1.3,2.0,3.3,2.0,iafalal01,21-22
C/LW,23,0.3,0.41,0.72,0.28,2.0,24,32,56,22,109,45,78,15,1.0,48.2,46.3,1.9,3.8,1.6,5.4,1.0,killoal01,21-22
C,12,0.18,0.28,0.46,0.17,1.59,13,19,32,12,46,11,25,1,11.0,34.7,31.7,2.9,1.7,1.2,3.0,,newhoal01,21-22
LW,39,0.65,0.52,1.17,0.5,4.34,49,38,87,37,129,44,77,0,8.0,51.4,51.7,-0.2,9.4,2.0,11.4,2.0,ovechal01,21-22
D,16,0.16,0.39,0.55,0.2,2.84,13,29,42,15,104,18,102,23,7.0,78.7,65.7,13.1,3.2,4.4,7.5,,pietral01,21-22
F,0,0.0,0.33,0.33,0.09,0.67,0,1,1,0,1,0,2,0,-1.0,0.9,0.9,0.0,0.0,0.0,0.0,,steeval02,21-22
RW,14,0.24,0.52,0.76,0.28,2.78,12,25,37,13,65,17,60,9,-3.0,35.8,29.7,6.1,2.3,1.1,3.4,1.0,tuchal01,21-22
C,0,0.0,0.0,0.0,0.0,1.63,0,0,0,0,2,0,2,0,0.0,2.4,3.1,-0.8,-0.3,0.1,-0.1,,turcoal02,21-22
D,1,0.07,0.07,0.13,0.05,0.8,1,1,2,1,9,0,13,2,-2.0,9.5,7.8,1.7,0.0,0.4,0.4,,vlasial01,21-22
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.7,0.2,0.5,0.0,0.0,0.0,,alexeal01,21-22
F,13,0.14,0.41,0.56,0.19,1.47,10,28,38,13,64,14,55,0,-5.0,41.9,49.4,-7.5,1.3,1.7,3.0,,barabal01,21-22
D,6,0.07,0.39,0.46,0.15,1.32,3,15,18,6,41,1,30,8,18.0,33.6,25.8,7.9,1.3,3.0,4.3,,edleral01,21-22
RW,1,0.0,0.22,0.22,0.06,1.33,0,2,2,1,3,1,7,0,-5.0,2.9,5.6,-2.7,-0.1,-0.1,-0.2,1.0,holtzal01,21-22
C,17,0.16,0.46,0.62,0.21,1.43,13,36,49,17,73,1,69,16,19.0,52.0,44.9,7.1,2.7,1.8,4.5,0.0,kerfoal01,21-22
RW,7,0.06,0.25,0.31,0.1,1.3,4,17,21,7,44,19,45,0,-20.0,34.2,33.2,1.0,-0.3,0.7,0.3,2.0,radulal01,21-22
D,4,0.04,0.13,0.16,0.06,1.35,3,9,12,4,65,0,113,39,-9.0,55.2,66.8,-11.7,-0.4,2.6,2.1,,romanal01,21-22
F,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,1,0,3,0,-2.0,2.1,1.2,0.9,-0.2,0.0,-0.2,,trueal01,21-22
C,13,0.14,0.33,0.46,0.16,1.19,11,25,36,13,62,13,84,9,-26.0,43.5,44.7,-1.2,0.6,1.0,1.6,1.0,wennbal01,21-22
D,9,0.04,0.35,0.39,0.11,1.23,3,26,29,9,73,9,63,25,26.0,51.2,54.2,-3.0,1.1,5.2,6.4,,carrial01,21-22
C,8,0.31,0.25,0.56,0.23,1.64,11,9,20,8,29,0,34,5,0.0,16.7,24.0,-7.3,1.5,0.5,2.1,1.0,texieal01,21-22
RW,1,0.07,0.0,0.07,0.04,1.54,2,0,2,1,7,0,16,0,-9.0,11.6,11.6,-0.1,-0.5,0.0,-0.5,,toropal01,21-22
LW,13,0.24,0.15,0.39,0.17,1.39,18,11,29,13,49,7,40,0,2.0,41.2,43.5,-2.3,1.7,1.5,3.2,3.0,lafreal01,21-22
C,3,0.09,0.18,0.27,0.1,1.03,3,6,9,3,19,2,13,0,4.0,15.2,12.9,2.3,0.1,0.6,0.7,,protaal01,21-22
LW,4,0.09,0.05,0.14,0.06,0.88,5,3,8,4,17,0,33,2,-14.0,18.1,29.2,-11.1,-0.7,0.4,-0.3,,bjorkan01,21-22
LW,20,0.37,0.24,0.61,0.27,2.09,27,17,44,19,87,26,72,0,-11.0,50.1,55.9,-5.8,3.7,1.4,5.1,1.0,leean01,21-22
LW,22,0.28,0.49,0.76,0.28,1.86,21,37,58,22,98,21,65,0,12.0,54.9,49.0,6.0,4.3,1.6,5.9,1.0,burakan01,21-22
C,8,0.39,0.21,0.61,0.28,2.54,11,6,17,8,25,2,16,0,7.0,15.7,15.4,0.2,1.6,0.8,2.4,,athanan01,21-22
LW,13,0.18,0.31,0.49,0.18,1.61,13,21,34,13,59,3,52,0,4.0,45.6,41.9,3.8,1.8,1.3,3.1,1.0,johnsan01,21-22
RW,27,0.38,0.5,0.88,0.34,3.19,29,37,66,26,109,39,51,0,19.0,55.0,44.5,10.5,5.7,2.2,7.9,2.0,svechan01,21-22
D,1,0.03,0.09,0.13,0.04,0.81,1,3,4,1,12,0,19,4,-3.0,13.7,17.3,-3.6,-0.1,0.9,0.9,,sekeran01,21-22
D,2,0.03,0.13,0.16,0.05,0.74,1,5,6,2,14,0,26,8,-4.0,17.9,24.6,-6.6,0.0,1.0,1.0,,sustran01,21-22
LW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.1,0.2,-0.2,0.0,0.0,0.0,,agozzan01,21-22
LW/C,5,0.05,0.16,0.22,0.07,1.01,4,11,15,5,28,0,57,11,-18.0,22.3,33.8,-11.5,-0.7,0.7,0.0,,coglian01,21-22
C,20,0.29,0.44,0.74,0.28,2.54,21,30,51,20,81,19,71,24,15.0,47.1,44.2,2.9,3.3,2.2,5.4,,coppan01,21-22
LW,5,0.14,0.1,0.24,0.1,1.12,7,5,12,5,25,8,41,4,-20.0,17.7,26.6,-8.9,-0.2,0.1,-0.1,1.0,laddan01,21-22
LW,25,0.43,0.24,0.67,0.3,2.26,34,19,53,24,76,17,50,11,20.0,57.7,36.3,21.4,5.2,2.0,7.2,1.0,mangian01,21-22
D,5,0.02,0.16,0.18,0.06,0.88,2,12,14,4,65,0,112,33,-14.0,53.0,72.1,-19.2,-0.5,2.3,1.7,,peekean01,21-22
C,1,0.0,1.0,1.0,0.27,2.0,0,2,2,1,2,2,1,0,-1.0,0.3,1.1,-0.8,0.1,0.0,0.1,,poturan01,21-22
LW,1,0.17,0.0,0.17,0.09,1.0,1,0,1,1,1,0,2,0,-1.0,1.2,3.1,-1.9,0.0,0.0,0.1,,andrean01,21-22
D,3,0.03,0.12,0.14,0.05,0.75,2,8,10,3,39,0,61,9,-13.0,40.4,52.7,-12.3,-0.3,2.1,1.8,,greenan01,21-22
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0.0,0.5,0.7,-0.2,-0.1,0.0,0.0,,angelan01,21-22
LW,13,0.16,0.29,0.45,0.17,2.05,12,21,33,12,61,16,57,2,-10.0,49.1,57.2,-8.2,1.0,1.4,2.4,6.0,beauvan01,21-22
C,16,0.22,0.34,0.57,0.21,1.92,16,25,41,16,73,14,64,20,15.0,49.0,41.3,7.7,1.9,2.0,3.9,1.0,cirelan01,21-22
LW,24,0.42,0.36,0.78,0.32,2.26,30,26,56,23,102,38,46,1,19.0,53.7,40.9,12.8,5.5,1.4,6.9,1.0,duclaan01,21-22
RW,0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0.0,1.0,0.3,0.7,0.0,0.0,0.0,,grecoan01,21-22
RW,9,0.24,0.38,0.62,0.24,2.22,9,13,22,8,36,6,26,0,4.0,20.6,20.1,0.6,1.6,0.8,2.3,1.0,manthan01,21-22
LW,3,0.08,0.08,0.15,0.06,1.11,4,4,8,3,12,0,41,13,-16.0,17.5,28.5,-10.9,-0.6,0.2,-0.5,1.0,roussan01,21-22
LW,3,0.06,0.22,0.28,0.09,0.88,2,7,9,3,10,0,16,3,-3.0,9.3,11.4,-2.0,0.1,0.3,0.4,,blidhan01,21-22
C,17,0.28,0.4,0.68,0.26,1.92,17,25,42,16,76,7,62,26,33.0,43.2,32.8,10.4,3.1,1.9,5.0,2.0,lundean01,21-22
D,8,0.11,0.2,0.31,0.11,1.28,8,14,22,8,67,1,117,34,-16.0,50.7,69.3,-18.6,1.0,2.5,3.6,,stralan01,21-22
C,24,0.23,0.59,0.83,0.29,2.59,18,46,64,22,92,29,93,24,-6.0,56.5,50.3,6.2,3.8,1.9,5.7,5.0,kopitan01,21-22
D,8,0.07,0.2,0.27,0.1,1.14,6,15,21,7,60,0,72,13,1.0,55.9,63.0,-7.1,0.7,4.3,4.9,,zubar01,21-22
D,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,2,0,-2.0,0.2,0.6,-0.3,0.0,-0.1,-0.1,,kniazar01,21-22
LW,32,0.29,0.99,1.28,0.42,2.36,21,71,92,31,115,45,49,0,21.0,48.8,52.4,-3.6,7.3,2.6,9.9,3.0,panarar01,21-22
RW,11,0.18,0.16,0.34,0.14,2.43,14,12,26,11,51,15,39,0,-3.0,36.3,27.3,9.0,1.2,1.2,2.4,2.0,kaliyar01,21-22
F,2,0.11,0.11,0.22,0.09,1.28,2,2,4,2,5,0,7,1,-1.0,6.4,7.7,-1.3,0.0,0.2,0.2,0.0,ruotsar01,21-22
LW,15,0.26,0.26,0.51,0.21,2.09,19,18,37,15,50,8,60,19,1.0,42.4,35.2,7.2,2.4,1.3,3.7,,lehkoar01,21-22
C,2,0.12,0.29,0.41,0.14,0.82,2,5,7,2,12,1,7,1,5.0,6.3,6.2,0.1,0.4,0.4,0.8,,czarnau01,21-22
RW,0,0.0,0.0,0.0,0.0,0.56,0,0,0,0,4,0,7,0,-3.0,6.0,5.6,0.4,-0.4,0.1,-0.4,,poganau01,21-22
D,1,0.0,0.25,0.25,0.07,1.13,0,2,2,1,4,0,7,2,-1.0,5.9,3.7,2.2,0.0,0.2,0.3,,stranau01,21-22
LW,7,0.15,0.09,0.24,0.11,1.31,10,6,16,7,25,0,34,6,-3.0,19.9,30.0,-10.1,0.3,1.0,1.3,,watsoau01,21-22
C,45,0.82,0.63,1.45,0.61,4.77,58,44,102,44,147,46,81,0,20.0,74.0,45.4,28.6,11.7,2.1,13.8,2.0,matthau01,21-22
LW,2,0.09,0.09,0.17,0.07,1.26,2,2,4,2,7,0,8,1,0.0,9.5,8.0,1.5,-0.1,0.3,0.2,,jonssax01,21-22
RW,12,0.16,0.25,0.42,0.16,1.47,13,19,32,12,56,1,60,18,13.0,38.1,47.5,-9.4,0.7,2.2,2.9,,goodrba01,21-22
C,9,0.17,0.23,0.4,0.15,1.37,10,13,23,9,43,8,54,11,-8.0,30.5,36.2,-5.6,0.6,0.8,1.4,1.0,haytoba01,21-22
LW,1,0.08,0.0,0.08,0.05,0.83,1,0,1,1,5,0,4,1,2.0,3.3,2.4,0.9,-0.1,0.2,0.1,,malenbe01,21-22
D,10,0.12,0.23,0.35,0.13,1.93,9,16,25,9,66,4,106,30,-14.0,61.5,63.7,-2.2,1.3,2.0,3.3,,chiarbe01,21-22
D,0,0.0,0.05,0.05,0.01,0.68,0,1,1,0,5,0,21,6,-10.0,7.6,9.8,-2.2,-0.2,-0.2,-0.4,,harpube01,21-22
D,4,0.05,0.17,0.22,0.08,1.34,3,9,12,4,40,0,39,6,7.0,36.9,32.8,4.1,0.5,2.3,2.7,,huttobe01,21-22
F,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0.0,0.7,1.0,-0.4,0.0,0.0,0.0,,jonesbe01,21-22
F,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0.0,0.9,0.8,0.1,-0.1,0.0,0.0,,mccarbe02,21-22
F,1,0.2,0.0,0.2,0.11,1.6,1,0,1,1,1,0,3,0,-2.0,2.3,2.4,-0.1,0.1,0.0,0.0,,meyerbe01,21-22
C,1,0.06,0.11,0.17,0.06,0.94,1,2,3,1,5,0,6,1,0.0,5.0,6.8,-1.7,-0.2,0.3,0.1,,groulbe01,21-22
C,13,0.2,0.21,0.41,0.16,2.62,15,16,31,13,52,0,44,8,16.0,50.8,39.5,11.3,1.4,1.8,3.2,,colembl01,21-22
RW,1,0.17,0.0,0.17,0.09,0.33,1,0,1,1,2,0,4,1,-1.0,2.1,1.0,1.1,0.0,0.1,0.1,,comeabl01,21-22
C,9,0.14,0.2,0.34,0.13,1.3,10,13,23,9,40,0,34,9,15.0,32.5,25.1,7.4,1.0,1.6,2.6,,lizotbl01,21-22
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,3,0,-3.0,0.4,1.9,-1.4,-0.1,-0.1,-0.1,,speerbl01,21-22
RW,21,0.26,0.66,0.92,0.32,2.57,16,41,57,20,80,27,68,0,-15.0,48.9,49.6,-0.7,3.9,0.9,4.8,1.0,wheelbl01,21-22
C,23,0.44,0.3,0.74,0.32,2.77,30,20,50,22,95,43,64,15,3.0,45.2,43.0,2.3,4.3,1.7,6.0,1.0,horvabo01,21-22
RW,1,0.0,0.4,0.4,0.11,1.8,0,4,4,1,5,1,9,0,-5.0,4.6,6.0,-1.4,0.0,0.0,0.0,,brinkbo01,21-22
LW,1,0.25,0.0,0.25,0.14,0.75,1,0,1,1,2,0,4,0,-2.0,1.0,1.9,-0.9,0.1,-0.1,0.1,,imamabo01,21-22
C,18,0.39,0.36,0.75,0.31,2.71,22,20,42,17,76,23,80,16,-11.0,35.6,50.9,-15.3,3.1,0.8,3.9,1.0,jennebo01,21-22
LW,3,0.05,0.07,0.12,0.05,0.98,3,4,7,3,13,0,23,3,-7.0,18.8,20.2,-1.4,-0.7,0.4,-0.3,,katchbo01,21-22
D,6,0.17,0.4,0.57,0.2,1.63,5,11,16,6,32,1,25,1,7.0,24.3,20.8,3.6,1.4,1.4,2.9,,byrambo01,21-22
D,5,0.06,0.28,0.34,0.11,1.34,3,13,16,5,34,4,33,0,-3.0,28.3,31.9,-3.6,1.0,1.5,2.5,,huntbr01,21-22
C/LW,1,0.13,0.13,0.25,0.1,0.88,1,1,2,1,2,0,6,2,-2.0,1.9,2.6,-0.7,0.1,0.0,0.1,,malonbr01,21-22
LW,30,0.46,0.69,1.14,0.43,3.46,31,46,77,29,104,39,64,15,16.0,57.3,32.9,24.4,7.0,2.3,9.3,,marchbr03,21-22
C,3,0.09,0.09,0.18,0.07,0.7,4,4,8,3,12,0,16,3,-1.0,12.5,18.8,-6.4,-0.1,0.4,0.4,,richabr02,21-22
D,3,0.05,0.21,0.26,0.08,0.58,2,9,11,4,26,1,21,1,5.0,20.7,26.8,-6.1,0.4,2.0,2.5,,schnebr01,21-22
D,13,0.11,0.37,0.48,0.16,2.24,9,29,38,13,83,0,77,16,22.0,69.0,63.7,5.3,2.5,5.5,8.0,,skjeibr01,21-22
LW,27,0.38,0.47,0.85,0.34,3.65,29,35,64,25,105,37,75,0,-7.0,54.7,56.7,-2.0,5.4,1.8,7.1,3.0,tkachbr01,21-22
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,baddobr01,21-22
F,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,birobr01,21-22
D,6,0.08,0.11,0.19,0.07,1.58,6,9,15,6,52,1,71,22,2.0,56.6,48.0,8.6,0.1,3.8,3.9,,carlobr01,21-22
RW,6,0.08,0.14,0.21,0.08,1.14,6,10,16,6,30,0,36,4,-2.0,26.5,26.8,-0.3,0.0,0.5,0.4,,duhaibr01,21-22
LW,18,0.32,0.25,0.57,0.24,1.62,24,18,42,18,71,18,80,9,-18.0,42.9,48.9,-6.0,3.1,1.0,4.0,,hagelbr01,21-22
D,13,0.14,0.32,0.46,0.16,1.89,11,25,36,13,87,13,66,7,15.0,71.3,52.8,18.5,2.8,2.7,5.5,,montobr01,21-22
LW,19,0.31,0.32,0.63,0.25,2.03,23,24,47,19,83,25,54,7,11.0,43.4,45.6,-2.2,3.4,1.6,5.0,,saadbr01,21-22
LW,6,0.3,0.2,0.5,0.21,1.7,9,6,15,7,19,2,17,4,4.0,14.3,13.1,1.2,1.1,0.7,1.8,,tanevbr01,21-22
D,6,0.04,0.22,0.26,0.08,1.23,3,14,17,5,59,0,75,26,10.0,52.7,47.0,5.7,0.4,3.4,3.8,,mcnabbr01,21-22
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,2,0,-2.0,1.4,0.5,0.9,0.0,-0.1,-0.1,,pachabr01,21-22
C,23,0.42,0.45,0.88,0.35,2.67,27,29,56,23,112,41,76,0,-5.0,53.0,46.1,6.9,4.7,1.1,5.8,3.0,pointbr01,21-22
C,22,0.39,0.55,0.94,0.35,1.79,23,32,55,21,93,27,48,3,21.0,38.0,42.6,-4.6,4.7,1.8,6.5,1.0,schenbr01,21-22
LW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1.0,0.3,0.6,-0.3,0.0,0.0,-0.1,,tracebr01,21-22
RW,8,0.13,0.3,0.43,0.15,2.54,7,16,23,8,45,9,43,0,-7.0,32.5,34.0,-1.5,0.7,0.7,1.4,,gallabr01,21-22
C,3,0.17,0.07,0.23,0.11,1.47,5,2,7,3,11,0,9,0,2.0,11.4,10.3,1.1,0.5,0.3,0.8,,gauncbr01,21-22
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,5,0,5,0,0.0,3.5,3.8,-0.4,-0.1,0.2,0.1,,guhlebr01,21-22
LW,6,0.16,0.1,0.26,0.12,1.3,8,5,13,6,23,0,23,1,1.0,25.3,18.3,7.0,0.6,0.7,1.3,,lemiebr01,21-22
LW,2,0.17,0.04,0.22,0.11,1.04,4,1,5,2,6,0,8,0,-2.0,4.8,7.4,-2.5,0.3,0.1,0.4,,perlibr01,21-22
D,3,0.09,0.09,0.18,0.07,1.4,4,4,8,3,25,0,24,5,6.0,25.3,19.7,5.5,0.4,1.9,2.2,,smithbr05,21-22
D,6,0.04,0.22,0.25,0.08,1.08,3,16,19,6,69,0,79,26,16.0,61.3,63.6,-2.3,0.4,4.1,4.5,,dillobr01,21-22
D/RW,17,0.12,0.54,0.66,0.21,2.48,10,42,52,17,115,28,127,25,-15.0,65.8,75.0,-9.2,3.5,5.0,8.5,,burnsbr01,21-22
RW,0,0.0,0.11,0.11,0.03,0.67,0,1,1,0,2,1,4,0,-3.0,2.1,4.0,-2.0,-0.1,0.0,-0.1,,connobr01,21-22
C,8,0.19,0.23,0.43,0.17,0.83,9,10,19,8,27,0,21,3,9.0,19.8,18.4,1.4,1.5,0.8,2.3,,howdebr01,21-22
D,7,0.07,0.22,0.28,0.1,1.24,5,15,20,7,57,0,69,8,-4.0,52.3,48.4,3.9,0.9,2.3,3.2,,kulakbr01,21-22
RW,2,0.08,0.08,0.17,0.07,1.25,3,3,6,2,10,0,9,0,1.0,13.1,10.9,2.2,0.0,0.4,0.4,,leasobr01,21-22
LW,2,0.11,0.21,0.32,0.12,0.74,2,4,6,2,9,1,11,0,-3.0,6.2,8.2,-2.0,0.1,0.2,0.3,,murrabr02,21-22
D,9,0.1,0.3,0.4,0.13,2.11,7,20,27,9,71,3,78,15,5.0,57.2,55.4,1.8,1.5,3.8,5.3,,pescebr01,21-22
RW,2,0.07,0.02,0.1,0.05,1.34,3,1,4,2,14,1,19,0,-6.0,16.5,14.9,1.6,-0.4,0.2,-0.3,,ritchbr01,21-22
LW,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0.0,0.2,0.8,-0.6,0.0,0.0,0.0,,seneybr01,21-22
C,9,0.17,0.15,0.32,0.13,1.32,11,9,20,8,27,0,38,17,6.0,22.5,21.8,0.6,1.1,1.0,2.1,,boylebr01,21-22
D,6,0.04,0.2,0.24,0.07,1.2,3,14,17,5,82,0,74,16,24.0,65.9,66.2,-0.2,0.0,5.2,5.2,,dumoubr01,21-22
RW,19,0.32,0.32,0.65,0.27,2.75,22,22,44,18,83,37,51,0,-5.0,41.0,40.5,0.5,3.1,1.4,4.4,2.0,boesebr01,21-22
LW,9,0.19,0.16,0.34,0.14,1.55,12,9,21,9,31,0,43,12,0.0,31.3,32.4,-1.1,0.6,1.1,1.6,1.0,mcginbr01,21-22
C,26,0.51,0.31,0.82,0.37,2.38,36,21,57,25,83,24,68,4,-5.0,52.3,51.0,1.3,5.9,1.6,7.5,4.0,nelsobr01,21-22
RW,22,0.4,0.57,0.97,0.36,3.0,23,32,55,21,91,34,55,5,7.0,44.9,42.3,2.7,4.7,1.5,6.2,1.0,rustbr01,21-22
F,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0.0,0.1,0.2,-0.1,0.0,0.0,0.0,,kindobr01,21-22
RW,2,0.03,0.16,0.19,0.06,1.19,1,5,6,2,8,0,7,1,2.0,11.7,11.9,-0.2,-0.1,0.5,0.3,,robinbu01,21-22
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1.0,0.1,1.0,-0.9,0.0,0.0,-0.1,,smithcj01,21-22
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,,frankcl01,21-22
RW,6,0.1,0.15,0.25,0.1,1.25,6,9,15,6,18,0,40,16,-6.0,20.0,25.8,-5.9,-0.3,0.9,0.7,,cluttca01,21-22
D,0,0.0,0.0,0.0,0.0,0.44,0,0,0,0,4,0,8,1,-3.0,5.2,5.0,0.1,-0.2,0.1,-0.1,,fleurca01,21-22
D,31,0.36,0.75,1.12,0.4,3.12,27,55,82,30,163,51,75,11,48.0,72.9,57.8,15.1,8.5,6.8,15.3,0.0,makarca01,21-22
D,5,0.1,0.2,0.29,0.1,1.12,5,9,14,5,37,2,40,2,-3.0,30.2,31.1,-0.9,0.9,2.0,2.9,,jonesca01,21-22
D,2,0.13,0.13,0.27,0.11,1.13,2,2,4,2,12,1,15,0,-4.0,9.8,6.9,3.0,0.3,0.0,0.3,,addisca01,21-22
D,3,0.04,0.13,0.16,0.05,0.88,2,7,9,3,36,0,31,1,6.0,31.5,29.9,1.6,0.2,1.9,2.1,,footeca01,21-22
C,11,0.18,0.27,0.45,0.17,1.53,12,17,29,11,49,11,64,12,-14.0,32.3,30.5,1.7,1.1,0.9,1.9,,jarnkca01,21-22
D,2,0.11,0.28,0.39,0.13,1.0,2,5,7,2,13,0,16,1,-2.0,13.6,10.6,3.0,0.5,0.3,0.8,,rosenca01,21-22
D,3,0.06,0.06,0.12,0.05,1.55,4,4,8,3,40,0,80,19,-21.0,45.2,49.9,-4.7,-0.5,1.9,1.4,,dehaaca01,21-22
RW,20,0.32,0.37,0.68,0.27,2.95,22,26,48,19,74,12,85,21,-2.0,38.1,42.9,-4.8,3.4,1.7,5.1,3.0,atkinca01,21-22
