Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
LW,2,0.14,0.14,0.29,0.12,1.07,2,2,4,2,5,0,6,0,-1,4.9,4.4,0.5,0.3,0.1,0.4,,terrych01,16-17
RW,2,0.05,0.02,0.06,0.03,0.56,3,1,4,2,10,1,21,5,-7,11.9,14.8,-3.0,-0.5,0.1,-0.4,,thorbch01,16-17
C,9,0.14,0.15,0.29,0.11,1.13,12,13,25,10,39,1,55,17,0,37.7,35.0,2.7,0.4,1.5,1.9,,tiernch01,16-17
C,6,0.07,0.11,0.19,0.07,0.85,7,10,17,7,18,0,45,22,-5,18.3,22.4,-4.2,-0.3,1.0,0.7,,vandech01,16-17
C,4,0.14,0.02,0.16,0.08,0.93,7,1,8,4,10,0,10,2,2,9.4,11.2,-1.8,0.3,0.6,0.9,,wagnech01,16-17
D,6,0.07,0.16,0.22,0.08,1.62,6,13,19,7,41,8,26,0,7,33.9,29.9,3.9,1.1,3.1,4.2,,widemch01,16-17
C,13,0.19,0.23,0.42,0.17,1.13,17,20,37,15,52,6,53,14,7,35.9,43.9,-8.0,1.9,1.7,3.6,1.0,dvorach01,16-17
RW,2,0.43,0.0,0.43,0.23,1.43,3,0,3,2,3,0,3,0,0,1.8,3.3,-1.4,0.4,0.1,0.5,,fischch01,16-17
D,3,0.04,0.12,0.16,0.05,0.76,2,7,9,3,33,0,28,5,10,26.2,26.2,0.0,0.2,2.1,2.3,,folinch01,16-17
C,0,0.0,0.2,0.2,0.05,1.0,0,1,1,0,1,0,1,0,0,1.1,1.2,-0.1,0.0,0.0,0.0,,bertsch02,16-17
RW,0,0.0,0.0,0.0,0.0,1.67,0,0,0,0,1,0,1,0,0,1.6,1.1,0.5,-0.1,0.0,-0.1,,didomch01,16-17
LW,0,0.0,0.0,0.0,0.0,1.25,0,0,0,0,0,0,1,0,-1,1.5,1.3,0.2,-0.2,0.0,-0.1,,macarcl01,16-17
C,20,0.17,0.54,0.71,0.24,2.43,15,48,63,21,97,47,68,3,-15,43.8,41.1,2.7,3.6,1.4,4.9,8.0,giroucl01,16-17
LW,1,0.0,0.67,0.67,0.18,0.0,0,2,2,1,2,1,4,0,-3,0.3,1.8,-1.4,0.1,-0.1,0.0,,kellecl01,16-17
D,1,0.07,0.14,0.21,0.08,1.14,1,2,3,1,5,0,6,1,0,7.9,6.8,1.1,0.1,0.6,0.7,,stonecl01,16-17
C,0,0.0,0.0,0.0,0.0,0.11,0,0,0,0,0,0,1,0,-1,0.6,2.6,-2.0,-0.2,0.0,-0.1,,bassco01,16-17
D,5,0.03,0.19,0.22,0.07,1.81,2,16,18,5,59,4,90,24,-11,48.4,58.1,-9.7,-0.2,3.4,3.2,,cecico01,16-17
C,4,0.05,0.15,0.2,0.07,1.37,3,10,13,4,30,5,54,22,-7,35.2,33.5,1.6,-1.2,0.7,-0.5,,eakinco01,16-17
D,6,0.04,0.24,0.28,0.09,1.37,3,17,20,6,46,8,48,5,-5,42.0,40.2,1.8,0.9,2.7,3.6,,fransco01,16-17
D,1,0.0,0.15,0.15,0.04,1.06,0,5,5,1,17,0,32,4,-11,14.7,20.2,-5.5,-0.1,0.5,0.4,,golouco01,16-17
LW,3,0.08,0.02,0.1,0.05,0.51,5,1,6,3,10,0,13,0,-3,10.4,16.6,-6.2,0.0,0.4,0.4,,mcleoco01,16-17
LW,0,0.0,0.25,0.25,0.07,1.5,0,1,1,0,2,0,0,0,2,1.3,0.7,0.5,0.0,0.1,0.2,,schneco02,16-17
C,1,0.33,0.0,0.33,0.18,1.67,1,0,1,1,1,0,0,0,1,1.1,1.3,-0.2,0.1,0.1,0.2,,mcdonco01,16-17
D,5,0.1,0.11,0.21,0.09,1.39,7,8,15,6,35,5,31,2,0,34.6,22.7,11.9,1.0,2.3,3.3,,milleco02,16-17
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,1,0,0,0.4,0.6,-0.1,-0.1,0.0,0.0,1.0,whiteco02,16-17
LW,13,0.17,0.33,0.5,0.19,1.61,13,25,38,14,63,16,40,0,7,36.7,32.5,4.2,2.4,1.4,3.8,,wilsoco01,16-17
D,11,0.05,0.38,0.43,0.13,2.32,4,34,38,11,81,17,69,12,7,47.8,47.0,0.8,2.2,4.5,6.7,,parayco01,16-17
C,9,0.11,0.19,0.3,0.11,2.15,10,16,26,10,36,7,58,13,-16,32.0,33.2,-1.1,0.4,0.9,1.3,,scevico01,16-17
C,5,0.14,0.03,0.17,0.09,0.72,9,2,11,5,24,0,18,5,11,18.3,21.7,-3.4,0.2,1.1,1.4,,sissoco01,16-17
RW,15,0.24,0.2,0.44,0.19,1.7,22,17,39,17,67,15,61,13,3,44.2,46.6,-2.4,2.6,1.4,4.0,,brownco02,16-17
D,3,0.03,0.09,0.12,0.04,1.33,2,7,9,3,55,4,47,3,8,47.2,42.3,4.9,-0.2,2.6,2.3,,carrico01,16-17
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0.9,1.1,-0.2,-0.1,0.1,0.0,,jonesco01,16-17
C,36,0.37,0.85,1.22,0.43,3.06,33,77,110,39,131,42,72,8,27,77.1,54.7,22.4,9.7,3.0,12.8,2.0,mcdavco01,16-17
D,5,0.03,0.19,0.22,0.07,1.05,2,16,18,5,50,1,83,20,-13,43.9,49.5,-5.7,0.3,2.3,2.5,,murphco02,16-17
LW,20,0.38,0.49,0.87,0.34,2.52,25,33,58,23,71,11,36,0,24,45.6,37.4,8.2,5.7,1.7,7.3,,shearco01,16-17
RW,20,0.23,0.41,0.65,0.24,2.62,21,37,58,22,79,30,47,0,2,47.6,40.6,7.1,4.0,1.8,5.8,5.0,perryco01,16-17
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1,0.2,0.2,0.0,0.0,0.0,-0.1,,troppco01,16-17
LW,1,0.09,0.27,0.36,0.12,1.45,1,3,4,1,5,2,3,0,0,4.6,3.9,0.8,0.2,0.2,0.3,,conacco01,16-17
RW,11,0.15,0.22,0.37,0.15,1.99,13,19,32,12,48,6,35,0,7,39.7,38.4,1.3,1.6,1.4,3.0,2.0,smithcr01,16-17
RW,1,0.03,0.08,0.11,0.04,0.7,1,3,4,1,8,0,16,0,-8,8.8,11.9,-3.2,-0.4,0.1,-0.3,,lazarcu01,16-17
LW,6,0.11,0.19,0.3,0.11,1.25,7,11,18,7,24,0,25,6,5,21.6,22.2,-0.6,0.8,0.8,1.6,,mckencu01,16-17
RW,6,0.13,0.11,0.23,0.1,1.47,9,8,17,7,32,2,30,0,1,26.2,21.1,5.1,0.2,1.1,1.3,,weiseda01,16-17
D,2,0.0,0.21,0.21,0.06,0.45,0,6,6,2,20,0,25,4,-1,13.3,14.3,-1.0,0.2,0.8,1.0,,proutda01,16-17
D,9,0.04,0.35,0.39,0.12,1.56,3,31,34,10,60,22,72,3,-31,50.5,56.0,-5.4,1.8,1.6,3.4,1.0,severda01,16-17
D,5,0.06,0.17,0.24,0.08,0.89,4,12,16,5,50,0,56,15,8,36.2,46.4,-10.2,0.6,2.7,3.3,,girarda01,16-17
D,5,0.01,0.19,0.2,0.06,1.05,1,16,17,5,57,5,83,24,-7,49.3,50.4,-1.1,0.0,2.2,2.2,,hamhuda01,16-17
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.4,0.0,0.0,0.0,,renouda01,16-17
LW,3,0.06,0.21,0.27,0.09,1.33,2,8,10,3,13,0,9,0,4,10.5,9.9,0.7,0.3,0.6,0.8,,carrda01,16-17
LW,16,0.18,0.35,0.54,0.2,2.63,17,32,49,18,65,19,65,3,-16,41.3,53.0,-11.7,2.4,1.3,3.8,,sedinda01,16-17
LW,10,0.17,0.18,0.35,0.14,1.14,13,14,27,11,32,0,35,18,15,23.8,24.8,-1.0,1.4,1.5,3.0,,winnida01,16-17
D,4,0.05,0.1,0.15,0.05,1.04,4,9,13,5,59,2,106,28,-22,52.1,55.5,-3.4,-0.5,2.5,2.0,,dekeyda01,16-17
C,1,0.33,0.0,0.33,0.18,1.67,1,0,1,1,1,1,2,0,-2,0.6,1.3,-0.7,0.1,0.0,0.1,,oregada01,16-17
C,0,0.0,0.0,0.0,0.0,0.88,0,0,0,0,0,0,3,0,-3,2.5,3.2,-0.6,-0.3,0.0,-0.3,,heineda01,16-17
D,4,0.11,0.14,0.25,0.1,1.93,6,7,13,5,31,0,38,7,0,30.4,31.7,-1.3,0.9,1.5,2.4,,nurseda01,16-17
C,7,0.16,0.18,0.34,0.14,1.96,9,10,19,8,32,6,40,8,-6,23.3,25.3,-2.0,0.6,0.7,1.4,1.0,helmda01,16-17
RW,15,0.23,0.28,0.51,0.21,2.36,19,23,42,17,68,13,56,3,2,44.3,35.2,9.1,2.7,1.7,4.5,1.0,backeda01,16-17
C,5,0.12,0.16,0.29,0.11,0.94,6,9,15,6,26,4,18,0,4,19.9,23.8,-3.9,0.5,0.9,1.4,,deshada01,16-17
C,22,0.28,0.38,0.66,0.26,1.93,25,34,59,23,74,19,69,2,-12,50.0,43.4,6.6,4.6,1.4,6.0,2.0,krejcda01,16-17
RW,29,0.45,0.48,0.93,0.39,3.49,38,39,77,31,100,37,52,0,11,55.1,40.9,14.2,8.1,2.2,10.3,3.0,pastrda01,16-17
LW,17,0.22,0.34,0.56,0.21,1.84,20,31,51,19,73,23,56,4,-2,42.2,38.3,3.9,3.1,1.6,4.7,2.0,perroda01,16-17
D,8,0.08,0.23,0.31,0.11,1.82,7,19,26,9,76,0,56,13,33,61.7,59.4,2.4,1.3,5.8,7.1,,savarda01,16-17
D,5,0.03,0.26,0.29,0.09,1.9,2,17,19,6,41,6,33,2,4,36.0,30.0,6.0,0.9,2.8,3.7,,schleda01,16-17
D,0,0.0,0.14,0.14,0.04,2.0,0,1,1,0,5,1,8,1,-3,3.8,4.4,-0.6,0.0,-0.1,-0.1,,warsoda01,16-17
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1,0.1,0.6,-0.4,0.0,0.0,-0.1,,guriade01,16-17
C,4,0.13,0.09,0.21,0.09,1.43,7,4,11,5,18,6,17,0,-5,16.2,18.6,-2.4,0.3,0.5,0.8,,malgide01,16-17
C,3,0.06,0.06,0.12,0.05,1.13,4,4,8,3,19,0,33,11,-4,25.5,25.5,0.0,-0.9,0.6,-0.4,,rasmude01,16-17
D,7,0.07,0.23,0.3,0.1,1.22,6,19,25,8,68,0,58,15,25,53.0,47.7,5.3,1.3,4.5,5.8,,seidede01,16-17
D,6,0.09,0.23,0.32,0.11,1.53,6,14,20,7,44,7,58,15,-6,34.2,34.5,-0.4,1.0,2.2,3.2,,widemde01,16-17
RW,1,0.07,0.21,0.29,0.1,1.71,1,3,4,1,5,0,11,0,-6,5.1,5.0,0.1,0.2,-0.1,0.1,,dorsede01,16-17
D,5,0.02,0.2,0.22,0.07,1.22,2,17,19,6,55,1,60,15,8,52.2,48.4,3.8,0.1,5.5,5.6,,forbode01,16-17
C,1,0.0,0.09,0.09,0.02,0.87,0,4,4,1,7,1,25,14,-5,10.8,12.6,-1.8,-0.8,0.3,-0.5,,grantde01,16-17
C,6,0.07,0.12,0.2,0.07,1.11,7,11,18,7,27,0,47,13,-7,22.8,31.7,-8.8,-0.4,1.1,0.6,,mackede01,16-17
C,11,0.16,0.27,0.43,0.16,1.09,12,20,32,12,43,11,42,2,-8,29.9,30.8,-1.0,1.6,1.0,2.6,,ryande01,16-17
C,20,0.21,0.47,0.68,0.24,2.58,19,42,61,22,83,25,54,15,19,51.4,42.3,9.1,3.8,2.2,5.9,2.0,stepade01,16-17
C,14,0.17,0.31,0.48,0.18,2.41,15,27,42,16,77,19,47,1,12,46.0,38.7,7.3,1.9,2.2,4.1,2.0,brassde01,16-17
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,4,1,7,0,-4,5.4,7.4,-2.0,-0.2,-0.1,-0.3,,poulide01,16-17
D,5,0.05,0.15,0.2,0.07,1.32,4,13,17,6,47,0,74,30,2,37.8,48.5,-10.7,0.3,3.6,3.9,,engelde01,16-17
RW,4,0.08,0.09,0.17,0.07,1.43,4,5,9,4,11,2,30,3,-19,17.1,24.4,-7.3,-0.6,0.3,-0.3,,smithde06,16-17
RW,4,0.09,0.18,0.27,0.1,1.33,4,9,13,5,21,3,23,0,-5,22.0,16.5,5.5,0.2,0.6,0.8,1.0,setogde01,16-17
C,12,0.16,0.24,0.4,0.15,1.4,14,22,36,14,45,9,44,3,-4,37.4,37.3,0.1,1.9,1.0,2.8,,shorede01,16-17
D,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,0.1,0.0,,simpsdi01,16-17
D,11,0.11,0.26,0.37,0.13,1.93,10,23,33,12,83,24,91,26,-6,51.3,56.9,-5.5,2.0,3.9,5.9,,phanedi01,16-17
RW,3,0.02,0.2,0.22,0.06,1.08,1,11,12,4,22,3,15,1,5,18.7,15.8,2.8,-0.3,0.9,0.6,1.0,jaskidm01,16-17
D,2,0.04,0.06,0.11,0.04,0.89,2,3,5,2,20,4,55,13,-26,30.1,37.1,-7.0,-0.5,0.4,-0.1,,kulikdm01,16-17
D,10,0.07,0.33,0.4,0.13,1.52,7,30,37,12,86,10,48,2,30,57.1,52.3,4.8,2.3,5.4,7.7,,orlovdm01,16-17
C,10,0.13,0.17,0.3,0.12,1.17,12,15,27,11,34,0,53,21,2,28.7,32.1,-3.5,1.1,1.5,2.6,1.0,mooredo01,16-17
C,0,0.0,0.5,0.5,0.14,1.0,0,1,1,0,1,0,2,0,-1,1.1,1.6,-0.5,0.0,0.0,0.0,,simondo01,16-17
D,17,0.16,0.46,0.62,0.21,2.74,14,41,55,19,85,23,55,5,12,58.1,47.8,10.2,4.8,4.7,9.5,,hamildo01,16-17
LW,7,0.12,0.18,0.3,0.11,1.55,8,12,20,8,34,11,22,1,3,21.8,22.8,-1.0,0.6,1.0,1.6,,caggidr01,16-17
D,15,0.15,0.39,0.54,0.18,2.21,13,35,48,17,99,31,78,19,8,66.2,55.4,10.8,3.4,7.2,10.5,1.0,doughdr01,16-17
LW,3,0.09,0.04,0.13,0.06,0.78,6,2,8,4,9,0,32,11,-12,14.9,20.0,-5.1,-0.3,0.2,0.0,,milledr01,16-17
C,1,0.0,0.14,0.14,0.04,0.79,0,2,2,1,3,0,9,3,-3,3.4,6.4,-2.9,-0.2,0.1,-0.1,,shoredr01,16-17
RW,8,0.14,0.22,0.36,0.14,1.88,8,14,22,8,39,10,25,1,6,25.7,26.6,-0.9,1.0,1.1,2.1,,staffdr01,16-17
D,16,0.08,0.59,0.66,0.2,2.29,7,51,58,18,112,27,92,29,22,59.7,63.9,-4.2,4.0,5.5,9.5,,keithdu01,16-17
D,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,0,0,2,0,-2,0.5,1.1,-0.6,0.0,-0.1,-0.1,,siemedu01,16-17
RW,13,0.18,0.28,0.45,0.17,2.19,15,24,39,15,58,14,61,12,-4,42.8,33.8,9.0,1.9,1.8,3.7,2.0,browndu01,16-17
D,18,0.16,0.49,0.65,0.22,3.01,14,43,57,19,121,27,111,27,10,69.7,62.3,7.4,4.5,4.0,8.5,,byfugdu01,16-17
LW,7,0.11,0.09,0.2,0.08,1.38,10,8,18,8,33,0,40,5,-2,33.6,39.6,-6.0,-0.5,1.6,1.1,,kingdw01,16-17
D,2,0.04,0.28,0.32,0.1,1.28,1,8,9,3,15,0,14,1,2,13.4,10.9,2.6,0.5,1.1,1.6,,demeldy01,16-17
C,13,0.21,0.19,0.4,0.17,2.23,19,16,35,15,48,11,68,3,-28,40.1,42.1,-2.0,1.8,0.5,2.3,2.0,larkidy01,16-17
D,1,0.17,0.0,0.17,0.09,0.5,1,0,1,1,1,0,3,0,-2,0.8,2.3,-1.5,0.1,0.0,0.1,,mcilrdy01,16-17
C,0,0.0,0.14,0.14,0.04,0.86,0,1,1,0,2,0,7,0,-5,1.9,3.5,-1.6,-0.2,-0.1,-0.3,,stromdy01,16-17
C,15,0.15,0.47,0.63,0.21,2.1,12,37,49,17,67,19,57,7,-2,43.0,40.3,2.7,2.5,1.6,4.1,,lindhel01,16-17
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0.2,0.4,-0.2,-0.1,0.1,0.0,,etemem01,16-17
C,5,0.11,0.09,0.21,0.09,1.17,7,5,12,5,18,1,28,13,2,17.0,17.5,-0.4,0.2,0.5,0.7,,fehrer01,16-17
D,0,0.0,0.04,0.04,0.01,1.07,0,1,1,0,10,0,14,0,-4,7.5,13.3,-5.8,-0.3,0.5,0.2,,geliner01,16-17
D,2,0.05,0.1,0.15,0.05,1.13,2,4,6,2,18,0,29,6,-5,25.6,27.4,-1.8,0.1,0.9,1.0,,grybaer01,16-17
C,25,0.34,0.45,0.79,0.31,2.57,31,41,72,28,92,22,64,11,17,54.9,40.7,14.2,6.0,2.0,8.0,0.0,staaler01,16-17
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,1.0,0.4,0.6,0.0,0.0,-0.1,,burgder01,16-17
RW,0,0.0,0.0,0.0,0.0,0.62,0,0,0,0,2,0,6,0,-4,3.7,4.2,-0.5,-0.4,0.0,-0.4,,condrer01,16-17
D,2,0.03,0.17,0.2,0.06,1.33,1,5,6,2,16,0,38,8,-14,17.8,21.8,-3.9,0.0,0.4,0.5,,gudbrer01,16-17
C,11,0.21,0.15,0.36,0.15,1.86,17,12,29,13,42,1,40,4,5,36.0,30.7,5.3,1.8,1.1,2.8,,haulaer01,16-17
D,5,0.04,0.33,0.37,0.11,2.09,2,16,18,5,40,7,63,25,-6,29.3,31.0,-1.7,0.8,2.1,2.9,,johnser01,16-17
D,24,0.22,0.7,0.92,0.31,2.83,19,59,78,26,112,36,85,19,10,59.4,56.6,2.8,7.2,5.7,12.9,3.0,karlser01,16-17
D,7,0.08,0.16,0.25,0.09,1.36,7,13,20,7,71,6,86,29,8,54.7,56.6,-2.0,0.7,3.6,4.2,,lindees01,16-17
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2,0,-1,0.8,0.5,0.3,0.0,0.0,-0.1,,mceneev01,16-17
LW,3,0.13,0.07,0.2,0.09,1.7,4,2,6,3,8,2,17,4,-7,9.8,14.5,-4.7,0.0,0.2,0.2,1.0,rodriev01,16-17
LW,19,0.4,0.21,0.61,0.28,3.71,31,16,47,21,58,15,71,11,-17,46.8,47.2,-0.3,4.2,1.0,5.1,1.0,kaneev01,16-17
C,28,0.53,0.63,1.16,0.46,3.08,37,43,80,32,97,36,43,0,18,46.3,34.8,11.6,8.4,1.6,9.9,4.0,malkiev01,16-17
C,21,0.23,0.49,0.72,0.25,2.07,21,44,65,23,84,19,47,0,18,51.0,45.3,5.8,4.7,2.1,6.7,4.0,kuzneev01,16-17
RW,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.5,-0.1,0.0,0.0,0.0,svechev01,16-17
D,4,0.01,0.17,0.19,0.06,0.67,1,13,14,4,34,0,84,26,-25,32.2,38.9,-6.7,-0.1,1.3,1.2,,tyutife01,16-17
LW,25,0.38,0.33,0.71,0.3,2.85,34,30,64,27,86,25,76,11,-4,48.6,41.6,6.9,5.8,1.4,7.2,3.0,forsbfi01,16-17
D,6,0.06,0.16,0.22,0.08,1.63,6,14,20,7,56,5,106,40,-14,45.6,55.5,-9.9,0.4,3.3,3.7,,beaucfr01,16-17
D,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,1,0,2,0,-1,1.3,3.0,-1.7,-0.1,0.0,-0.1,,corrafr01,16-17
C,8,0.23,0.18,0.41,0.18,2.64,11,9,20,8,26,9,20,0,-3,20.2,17.3,2.9,1.5,0.6,2.2,1.0,vatrafr01,16-17
C,16,0.22,0.3,0.52,0.2,2.05,19,26,45,17,60,20,80,20,-19,42.4,40.6,1.8,2.6,1.0,3.6,6.0,nielsfr01,16-17
C,1,0.08,0.0,0.08,0.04,1.15,2,0,2,1,5,0,8,0,-3,6.9,8.3,-1.4,-0.3,0.2,-0.1,,hamilfr01,16-17
C,0,0.0,0.11,0.11,0.03,0.89,0,1,1,0,4,0,3,0,1,2.8,2.4,0.4,-0.1,0.1,0.0,,gaudrfr01,16-17
C,1,0.1,0.05,0.14,0.07,0.71,2,1,3,1,7,0,9,4,2,4.0,5.1,-1.0,0.0,0.3,0.3,,gauthfr01,16-17
D,4,0.09,0.24,0.33,0.12,0.76,3,9,12,4,15,0,14,4,5,16.3,11.6,4.7,1.0,1.4,2.4,,claesfr01,16-17
LW,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,1,0,5,4,0,1.3,1.9,-0.6,-0.2,0.1,-0.1,,bourqga01,16-17
D,0,0.0,0.5,0.5,0.14,1.5,0,1,1,0,2,0,4,0,-2,1.3,0.9,0.4,0.1,-0.1,0.0,,carlsga01,16-17
C,2,0.05,0.05,0.1,0.04,0.87,2,2,4,2,8,0,7,1,1,11.2,11.9,-0.6,-0.4,0.5,0.1,,dumonga01,16-17
LW,14,0.25,0.21,0.46,0.19,2.35,20,16,36,15,49,13,84,23,-25,39.5,37.9,1.5,1.9,0.8,2.7,,landega01,16-17
RW,2,0.04,0.15,0.19,0.06,0.85,1,4,5,2,8,0,8,0,0,6.7,8.2,-1.5,0.0,0.3,0.3,,hathaga01,16-17
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.2,0.0,0.0,0.0,,mitchga01,16-17
C,2,0.18,0.18,0.35,0.14,1.12,3,3,6,2,7,0,10,2,-1,7.9,8.6,-0.7,0.4,0.2,0.5,,smithge02,16-17
C,3,0.07,0.09,0.15,0.06,0.78,3,4,7,3,15,0,19,1,-3,12.1,17.6,-5.5,-0.2,0.5,0.3,,mckeggr01,16-17
D,3,0.03,0.22,0.25,0.08,1.17,1,8,9,3,22,0,27,4,-1,20.9,18.7,2.2,0.4,1.1,1.5,,patergr01,16-17
C,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,0,0,2,0,-2,1.8,2.7,-0.9,-0.1,0.0,-0.2,,molingr01,16-17
D,2,0.05,0.08,0.13,0.05,1.26,2,3,5,2,21,4,16,2,3,18.2,21.7,-3.4,0.1,1.3,1.3,,forslgu02,16-17
RW,16,0.16,0.47,0.63,0.21,2.17,13,39,52,18,72,17,54,0,0,47.2,44.2,3.0,2.9,1.7,4.7,3.0,nyquigu01,16-17
D,1,0.0,0.23,0.23,0.06,0.54,0,3,3,1,9,3,7,0,-1,6.8,5.5,1.3,0.1,0.2,0.3,,olofsgu01,16-17
D,7,0.09,0.21,0.3,0.11,1.42,7,15,22,8,65,10,52,11,13,52.9,36.3,16.6,1.1,4.5,5.6,1.0,lindhha01,16-17
LW,2,0.08,0.08,0.17,0.07,0.79,2,2,4,2,5,0,7,0,-2,5.4,8.8,-3.4,0.1,0.1,0.2,,zolniha01,16-17
C,18,0.18,0.43,0.61,0.22,1.21,17,38,55,20,65,19,76,3,-27,42.8,53.0,-10.2,2.9,1.0,3.9,,sedinhe01,16-17
C,23,0.21,0.62,0.83,0.28,2.38,19,56,75,26,93,22,56,0,15,57.2,44.5,12.7,4.9,2.7,7.6,1.0,zettehe01,16-17
RW,0,0.0,0.1,0.1,0.03,0.6,0,1,1,0,1,0,2,0,-1,3.1,3.9,-0.8,-0.2,0.1,-0.1,,faschhu01,16-17
LW,0,0.0,0.14,0.14,0.04,0.71,0,1,1,0,1,0,4,0,-3,1.6,3.0,-1.4,-0.1,0.0,-0.1,,shinkhu01,16-17
D,8,0.06,0.26,0.32,0.1,1.1,6,23,29,10,80,1,85,32,26,59.8,54.2,5.6,1.4,4.2,5.6,,coleia01,16-17
D,0,0.0,0.33,0.33,0.09,0.0,0,1,1,0,1,0,1,0,0,1.5,1.8,-0.2,0.1,0.1,0.2,,mccosia01,16-17
RW,2,0.14,0.14,0.29,0.12,1.07,2,2,4,2,4,0,2,0,2,3.6,3.4,0.2,0.3,0.2,0.5,,pakarii01,16-17
C,5,0.17,0.23,0.4,0.15,0.67,6,8,14,5,16,2,9,0,5,11.1,9.1,2.0,0.9,0.6,1.5,,barbaiv01,16-17
D,10,0.07,0.29,0.37,0.12,1.96,7,26,33,11,60,8,89,29,-7,45.0,45.8,-0.8,1.7,3.9,5.7,,provoiv01,16-17
RW,2,0.05,0.05,0.09,0.04,1.05,3,3,6,2,12,0,27,8,-7,19.3,21.9,-2.6,-0.9,0.5,-0.4,,brownjt01,16-17
LW,2,0.14,0.1,0.24,0.1,1.43,3,2,5,2,12,4,12,4,0,7.5,7.1,0.4,0.0,0.4,0.4,,comphj.01,16-17
LW,21,0.27,0.41,0.68,0.26,1.61,24,37,61,23,74,10,63,17,17,40.7,51.0,-10.3,4.9,1.9,6.8,1.0,millejt01,16-17
D,11,0.06,0.35,0.41,0.13,1.21,6,32,38,12,90,9,84,26,23,62.6,51.1,11.5,1.9,6.7,8.6,4.0,slavija01,16-17
C,22,0.39,0.54,0.93,0.36,4.08,27,36,63,25,75,31,59,2,-13,39.8,42.3,-2.5,5.6,1.0,6.6,3.0,eicheja01,16-17
D,8,0.06,0.22,0.28,0.09,1.41,6,20,26,9,78,2,69,16,23,66.6,64.7,1.9,0.9,5.3,6.3,,johnsja02,16-17
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,0.4,0.7,-0.3,0.0,0.0,-0.1,,rosloja01,16-17
RW,4,0.09,0.07,0.16,0.07,1.33,6,4,10,4,13,0,13,0,0,16.5,19.0,-2.5,0.2,0.6,0.9,,skillja01,16-17
LW,0,0.0,0.0,0.0,0.0,0.44,0,0,0,0,1,0,5,1,-3,0.9,2.5,-1.6,-0.3,0.0,-0.3,,delarja01,16-17
C,3,0.03,0.24,0.26,0.08,1.16,1,10,11,3,18,2,20,3,-1,14.2,17.5,-3.3,-0.1,0.6,0.6,1.0,josefja01,16-17
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,2,1,-1,1.1,1.7,-0.6,-0.1,0.1,0.0,,larssja01,16-17
D,11,0.13,0.42,0.55,0.19,2.57,9,27,36,12,72,12,81,24,4,46.2,46.3,-0.1,2.7,2.5,5.2,,troubja01,16-17
LW,20,0.24,0.46,0.71,0.26,2.29,21,39,60,22,86,20,56,4,14,49.7,39.1,10.6,4.1,2.3,6.4,,schwaja01,16-17
D,3,0.0,0.31,0.31,0.08,1.43,0,12,12,3,26,0,16,0,10,22.5,22.6,-0.2,0.4,2.3,2.7,,dotchja01,16-17
D,14,0.11,0.41,0.52,0.17,1.55,10,37,47,16,110,29,57,1,24,69.4,61.5,7.9,3.6,5.1,8.7,,gardija01,16-17
C,13,0.4,0.43,0.83,0.33,2.03,18,19,37,15,47,7,33,0,7,31.3,26.7,4.7,3.6,0.7,4.4,,guentja01,16-17
D,6,0.04,0.22,0.26,0.08,1.04,3,19,22,7,66,8,87,22,-7,46.7,57.9,-11.3,0.6,3.4,4.0,,mccabja01,16-17
D,10,0.11,0.23,0.34,0.12,2.24,10,21,31,11,75,23,91,16,-21,53.3,47.1,6.2,1.8,3.6,5.4,,muzzija01,16-17
RW,0,0.0,0.1,0.1,0.03,1.3,0,1,1,0,1,0,0,0,1,2.4,3.8,-1.4,-0.2,0.2,0.0,,virtaja01,16-17
