Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
D,1,0.0,0.08,0.08,0.02,1.03,0,3,3,1,12,0,23,7,-4,15.2,19.8,-4.6,-0.3,0.9,0.7,,biegaal01,16-17
RW,10,0.15,0.15,0.3,0.12,1.28,13,13,26,11,38,5,45,7,-6,34.0,31.3,2.7,0.8,1.1,1.9,,chiasal01,16-17
C,17,0.28,0.44,0.72,0.27,1.7,19,30,49,19,60,18,47,0,-5,34.9,39.8,-4.9,4.0,0.9,4.9,2.0,galchal01,16-17
D,11,0.07,0.37,0.44,0.14,1.37,7,33,40,13,84,14,113,34,-9,50.7,69.6,-18.9,2.3,3.6,5.9,,goligal01,16-17
LW,15,0.23,0.21,0.44,0.18,2.17,21,19,40,17,71,28,64,12,-9,37.8,46.9,-9.1,2.0,1.3,3.3,1.0,killoal01,16-17
LW,27,0.4,0.44,0.84,0.33,3.82,37,39,76,31,111,48,58,1,6,48.8,49.3,-0.5,7.0,1.7,8.7,3.0,ovechal01,16-17
D,17,0.18,0.43,0.6,0.21,2.26,15,37,52,18,107,26,104,26,3,61.9,57.5,4.4,4.4,4.8,9.2,,pietral01,16-17
RW,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,1,0,4,0,-3,3.4,2.9,0.5,-0.2,-0.1,-0.3,,tuchal01,16-17
C,6,0.1,0.22,0.33,0.12,0.92,6,12,18,7,25,9,29,6,-7,13.6,24.3,-10.6,0.5,0.4,0.9,,burmial01,16-17
D,7,0.09,0.22,0.31,0.11,2.03,7,16,23,8,56,9,91,23,-20,50.6,62.0,-11.4,1.0,2.7,3.6,,edleral01,16-17
RW,0,0.0,0.25,0.25,0.07,1.0,0,1,1,0,1,0,3,0,-2,1.2,2.3,-1.1,0.0,0.0,0.0,,nylanal01,16-17
D,4,0.02,0.27,0.29,0.08,1.12,1,14,15,4,35,0,40,4,-1,27.2,31.7,-4.5,0.6,2.2,2.7,,petroal01,16-17
RW,19,0.24,0.47,0.71,0.26,1.93,20,39,59,22,86,27,50,0,10,51.7,42.3,9.4,4.1,2.0,6.1,1.0,radulal01,16-17
LW,18,0.21,0.46,0.67,0.24,1.54,18,38,56,20,77,26,71,19,-2,37.9,38.3,-0.4,3.3,1.6,5.0,1.0,steenal01,16-17
C,20,0.16,0.58,0.74,0.25,1.36,14,50,64,21,89,35,49,4,9,45.5,42.5,3.0,4.0,1.9,5.9,3.0,wennbal01,16-17
LW/RW,13,0.2,0.21,0.41,0.17,1.91,17,17,34,14,47,3,55,14,3,35.5,41.0,-5.5,2.1,1.5,3.6,,burroal01,16-17
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1,0.7,0.4,0.3,0.0,0.1,0.1,,carrial01,16-17
RW,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,0,0,1,0,-1,0.9,0.3,0.5,-0.1,0.0,-0.1,,grenial01,16-17
D,3,0.03,0.11,0.13,0.04,1.08,2,9,11,4,47,0,74,28,1,48.8,51.2,-2.4,-0.7,3.7,3.0,,emelial01,16-17
D,2,0.02,0.17,0.2,0.06,0.88,1,8,9,3,26,1,29,11,7,22.3,24.0,-1.7,0.1,2.2,2.3,,marchal01,16-17
LW,24,0.42,0.22,0.64,0.29,2.36,38,20,58,26,80,23,48,0,9,51.4,43.4,8.1,6.2,1.6,7.7,1.0,leean01,16-17
LW,13,0.19,0.36,0.55,0.2,1.73,13,25,38,14,44,8,23,0,13,30.6,28.7,1.9,2.8,1.4,4.1,,burakan01,16-17
C,13,0.28,0.17,0.45,0.2,1.88,20,12,32,14,42,11,44,6,-7,25.0,28.9,-3.9,2.8,0.8,3.6,5.0,athanan01,16-17
D,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,1,0,4,0,-3,1.6,2.7,-1.1,-0.1,-0.1,-0.2,,engluan01,16-17
LW,3,0.05,0.06,0.11,0.04,1.14,3,4,7,3,11,0,28,3,-14,12.4,21.3,-8.9,-0.7,0.3,-0.4,,martian01,16-17
D,11,0.1,0.48,0.58,0.18,1.58,7,33,40,13,65,15,43,11,18,43.6,36.7,6.9,3.0,4.5,7.5,,markoan01,16-17
C,2,0.05,0.21,0.26,0.09,1.42,1,4,5,2,6,0,9,0,-3,7.8,8.2,-0.4,0.1,0.1,0.2,,nestran01,16-17
D,12,0.1,0.34,0.44,0.15,1.6,9,30,39,13,78,22,60,16,14,59.6,51.8,7.7,2.7,4.6,7.3,,sekeran01,16-17
D,5,0.04,0.14,0.18,0.06,1.16,3,12,15,5,41,0,67,17,-10,43.4,48.4,-5.0,0.1,2.4,2.5,,sustran01,16-17
LW,14,0.2,0.23,0.43,0.17,2.17,18,21,39,16,48,0,46,9,11,51.7,42.4,9.3,2.2,1.9,4.2,1.0,coglian01,16-17
C,7,0.14,0.13,0.27,0.11,1.2,10,9,19,8,27,0,31,12,8,25.4,20.8,4.6,0.7,1.1,1.7,,coppan01,16-17
LW,0,0.0,0.02,0.02,0.01,1.0,0,1,1,0,10,0,19,3,-6,16.7,16.3,0.4,-1.1,0.1,-1.0,,desjaan01,16-17
LW,15,0.29,0.1,0.4,0.19,1.82,25,9,34,16,49,9,62,8,-14,38.1,40.3,-2.2,2.6,0.6,3.1,4.0,laddan01,16-17
D,5,0.03,0.22,0.25,0.07,0.89,2,17,19,6,41,0,76,31,-5,39.0,41.4,-2.4,0.4,3.3,3.7,,macdoan01,16-17
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,3,0,-3,0.4,1.9,-1.5,-0.1,-0.1,-0.2,,poturan01,16-17
C,11,0.18,0.25,0.43,0.16,1.87,13,19,32,12,52,15,33,0,4,35.7,32.0,3.7,1.6,1.3,3.0,,shawan01,16-17
LW,1,0.0,0.06,0.06,0.02,1.06,0,2,2,1,7,0,9,0,-2,12.9,10.5,2.3,-0.9,0.5,-0.4,,andrean01,16-17
D,5,0.06,0.14,0.2,0.07,1.26,4,10,14,5,48,11,77,24,-16,42.2,45.4,-3.2,0.1,2.4,2.5,,greenan01,16-17
LW,9,0.14,0.23,0.36,0.14,1.53,10,16,26,10,39,2,36,0,1,27.3,37.1,-9.7,1.3,0.8,2.2,1.0,beauvan01,16-17
D,2,0.0,0.24,0.24,0.07,0.59,0,8,8,2,15,0,17,1,-1,12.0,15.5,-3.5,0.4,0.6,0.9,,bitetan01,16-17
LW,5,0.09,0.17,0.26,0.09,1.31,6,11,17,6,30,4,34,1,-7,25.1,27.1,-2.0,0.0,0.6,0.7,4.0,duclaan01,16-17
RW,14,0.28,0.32,0.6,0.24,2.22,19,21,40,16,49,6,33,0,10,35.9,26.6,9.3,3.2,1.7,4.9,,manthan01,16-17
LW,11,0.2,0.25,0.45,0.18,1.37,13,16,29,11,45,5,52,13,1,33.1,26.6,6.5,1.7,1.0,2.7,,roussan01,16-17
C,10,0.13,0.26,0.39,0.14,1.22,10,21,31,11,49,15,47,6,-7,35.2,33.4,1.8,0.9,1.1,2.0,2.0,vermean01,16-17
LW,1,0.05,0.05,0.11,0.04,1.37,1,1,2,1,3,0,6,1,-2,7.7,4.7,3.1,-0.1,0.1,0.0,,blidhan01,16-17
C,1,0.05,0.14,0.18,0.06,0.55,1,3,4,1,9,0,11,4,2,5.9,5.3,0.6,0.0,0.3,0.3,,landean01,16-17
D,0,0.0,0.0,0.0,0.0,0.58,0,0,0,0,5,0,16,4,-8,5.8,7.2,-1.3,-0.2,-0.2,-0.4,,lindhan01,16-17
RW,0,0.0,0.33,0.33,0.09,0.67,0,1,1,0,1,0,0,0,1,0.7,0.7,0.0,0.0,0.1,0.1,,rodinan01,16-17
LW,4,0.1,0.15,0.24,0.09,1.34,4,7,11,4,12,0,7,0,5,15.1,18.3,-3.2,0.3,0.7,1.0,,slepyan01,16-17
D,7,0.07,0.23,0.3,0.1,1.78,6,19,25,8,71,11,83,24,1,53.3,51.7,1.6,0.9,3.9,4.8,1.0,stralan01,16-17
C,17,0.16,0.53,0.68,0.23,1.97,13,44,57,19,73,24,71,13,-10,44.8,37.1,7.7,2.6,1.9,4.6,3.0,kopitan01,16-17
C,18,0.34,0.36,0.7,0.28,1.64,24,25,49,20,69,17,48,5,9,34.7,39.7,-4.9,4.2,1.4,5.6,1.0,anisiar01,16-17
LW,28,0.38,0.52,0.9,0.35,2.57,34,47,81,31,109,30,62,1,18,51.1,51.4,-0.4,7.2,2.2,9.4,1.0,panarar01,16-17
LW,12,0.25,0.14,0.38,0.17,2.16,20,11,31,14,46,10,40,3,-1,36.5,33.4,3.1,2.3,1.1,3.4,,lehkoar01,16-17
C,5,0.1,0.16,0.27,0.1,1.35,6,9,15,6,19,7,23,1,-10,17.4,15.3,2.2,0.3,0.4,0.7,1.0,czarnau01,16-17
LW,6,0.06,0.16,0.22,0.08,1.17,6,13,19,7,33,0,38,19,14,22.6,26.3,-3.7,-0.2,1.6,1.4,,watsoau01,16-17
C,30,0.49,0.35,0.84,0.36,3.4,44,32,76,33,86,30,55,0,2,58.1,51.8,6.2,8.2,1.5,9.7,6.0,matthau01,16-17
RW,0,0.0,0.33,0.33,0.09,1.0,0,1,1,0,0,0,0,0,0,0.2,1.4,-1.2,0.0,0.0,0.1,,goodrba01,16-17
RW,7,0.12,0.17,0.29,0.11,1.55,9,12,21,8,28,5,28,0,-3,30.4,29.8,0.6,0.6,1.2,1.7,,bennebe01,16-17
D,4,0.03,0.17,0.2,0.06,0.83,2,11,13,4,35,0,49,16,2,26.7,32.0,-5.3,0.4,1.5,1.9,,chiarbe01,16-17
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,4,0,6,1,-1,3.2,4.0,-0.8,-0.1,0.2,0.0,,harpube01,16-17
D,7,0.07,0.2,0.27,0.09,1.83,6,15,21,7,50,15,63,5,-22,44.7,53.9,-9.2,0.9,2.0,2.9,,huttobe01,16-17
D,2,0.01,0.07,0.09,0.03,1.02,1,7,8,2,39,0,80,34,-7,49.0,57.2,-8.2,-1.2,3.8,2.5,,lovejbe01,16-17
RW,2,0.05,0.05,0.1,0.04,0.75,2,2,4,2,9,0,30,14,-7,12.4,14.3,-1.9,-0.6,0.2,-0.4,,smithbe01,16-17
C,0,0.0,0.17,0.17,0.05,1.33,0,1,1,0,1,0,0,0,1,3.3,2.1,1.2,0.0,0.1,0.1,,streebe01,16-17
LW,0,0.0,0.0,0.0,0.0,2.33,0,0,0,0,0,0,4,0,-4,1.3,1.7,-0.4,-0.1,-0.1,-0.2,,thomsbe01,16-17
LW,6,0.12,0.09,0.21,0.09,1.15,9,7,16,7,27,4,35,8,-5,28.6,32.2,-3.6,-0.2,0.8,0.6,,poulibe01,16-17
C,1,0.04,0.04,0.09,0.04,1.26,1,1,2,1,3,0,18,8,-7,7.3,10.5,-3.2,-0.5,0.1,-0.4,,colembl01,16-17
LW,8,0.1,0.16,0.26,0.1,1.34,9,13,22,8,35,3,71,20,-19,27.3,38.7,-11.3,-0.1,0.8,0.7,,comeabl01,16-17
LW,0,0.0,0.1,0.1,0.03,0.9,0,1,1,0,3,0,8,0,-5,2.2,4.7,-2.5,-0.3,0.0,-0.3,,pietibl01,16-17
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.9,0.7,0.3,-0.1,0.0,0.0,,speerbl01,16-17
RW,27,0.32,0.59,0.9,0.33,3.16,29,53,82,30,103,30,85,16,6,57.1,40.5,16.6,6.5,1.7,8.2,3.0,wheelbl01,16-17
C,20,0.25,0.4,0.64,0.24,1.95,22,35,57,22,68,15,89,28,-7,47.1,48.6,-1.5,4.0,1.7,5.7,1.0,horvabo01,16-17
RW,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,0,0,0,0,0,1.2,1.3,-0.2,-0.1,0.0,0.0,,farnhbo01,16-17
RW,10,0.21,0.19,0.4,0.17,1.79,14,13,27,11,51,16,38,0,-3,29.1,29.9,-0.8,1.5,1.0,2.5,5.0,ryanbo01,16-17
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,-1,0.1,1.1,-1.0,0.0,0.0,-0.1,,nievecr01,16-17
C,14,0.22,0.2,0.41,0.18,2.57,20,17,37,16,57,3,49,9,14,47.5,52.7,-5.2,2.2,1.9,4.1,,jennebo01,16-17
RW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.0,0.0,0.0,,rendubo01,16-17
C,1,0.08,0.0,0.08,0.04,0.62,1,0,1,1,2,0,12,5,-5,2.6,3.2,-0.7,-0.1,-0.1,-0.2,,gordobo01,16-17
C,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,1,0,-1,0.3,1.0,-0.7,-0.1,0.0,-0.1,,kearnbr01,16-17
D,2,0.08,0.42,0.5,0.16,1.17,1,5,6,2,12,3,10,0,-1,5.1,6.6,-1.5,0.6,0.3,0.9,,huntbr01,16-17
LW,35,0.49,0.58,1.06,0.43,2.83,43,50,93,37,115,39,68,11,18,58.0,40.7,17.3,9.8,2.8,12.6,2.0,marchbr03,16-17
RW,4,0.31,0.25,0.56,0.24,1.56,6,4,10,4,10,0,15,4,-1,4.7,6.7,-2.0,0.9,0.2,1.1,,richabr02,16-17
D,0,0.0,0.0,0.0,0.0,1.6,0,0,0,0,3,0,3,0,0,3.8,3.4,0.4,-0.1,0.2,0.1,,austibr01,16-17
D,12,0.06,0.43,0.49,0.15,1.59,6,37,43,13,79,14,55,1,11,48.1,50.1,-2.0,3.1,3.3,6.4,,skjeibr01,16-17
D,6,0.07,0.12,0.2,0.08,1.07,7,11,18,7,78,1,82,14,9,61.3,56.7,4.6,0.4,4.8,5.2,,carlobr01,16-17
D,1,0.0,0.08,0.08,0.02,1.11,0,3,3,1,20,0,26,4,-2,20.4,20.6,-0.1,-0.4,1.1,0.7,,davidbr01,16-17
C,15,0.15,0.36,0.51,0.18,1.44,13,32,45,16,65,6,60,15,16,45.9,52.0,-6.1,2.0,2.1,4.1,,dubinbr01,16-17
D,4,0.05,0.14,0.18,0.06,1.29,3,10,13,4,36,1,56,9,-12,35.8,40.0,-4.2,0.2,1.9,2.1,,mannibr01,16-17
D,2,0.07,0.15,0.22,0.08,1.85,2,4,6,2,19,2,6,0,11,17.6,15.5,2.1,0.3,2.0,2.3,0.0,montobr01,16-17
RW,7,0.13,0.17,0.3,0.12,1.6,9,11,20,8,41,17,32,0,-8,19.0,25.8,-6.8,0.8,0.3,1.1,1.0,pirribr01,16-17
LW,21,0.29,0.35,0.65,0.26,2.56,27,32,59,23,71,9,41,2,23,51.2,39.1,12.1,4.8,2.4,7.2,,saadbr01,16-17
C,14,0.21,0.21,0.42,0.17,1.98,19,19,38,16,53,17,72,15,-20,35.7,49.1,-13.4,1.5,1.2,2.7,2.0,suttebr03,16-17
LW,2,0.04,0.04,0.08,0.03,1.06,2,2,4,2,9,0,28,13,-6,11.2,15.3,-4.2,-0.9,0.2,-0.6,,tanevbr01,16-17
D,2,0.04,0.04,0.08,0.03,0.96,2,2,4,2,19,0,20,2,1,27.2,20.4,6.8,-0.3,2.2,2.0,,mcnabbr01,16-17
C,16,0.26,0.32,0.59,0.23,1.79,20,24,44,17,74,27,45,3,4,36.5,35.0,1.5,3.1,1.5,4.7,2.0,pointbr01,16-17
C,22,0.32,0.38,0.7,0.27,2.25,28,33,61,24,90,46,57,0,-13,39.4,36.5,2.9,4.9,1.2,6.2,2.0,schenbr01,16-17
D,5,0.06,0.09,0.15,0.06,1.28,6,8,14,5,43,0,58,15,-1,44.9,46.1,-1.2,0.2,3.0,3.2,,coburbr01,16-17
RW,11,0.16,0.3,0.45,0.16,2.92,11,21,32,12,49,16,25,0,7,39.4,31.1,8.3,1.6,1.4,3.0,,gallabr01,16-17
LW,1,0.0,0.09,0.09,0.02,0.89,0,5,5,1,12,0,16,2,-2,17.6,19.0,-1.4,-1.0,0.6,-0.3,,gauncbr01,16-17
D,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,2,0,1,0,1,1.5,1.6,-0.1,-0.1,0.2,0.1,,guhlebr01,16-17
LW,9,0.25,0.12,0.37,0.17,1.61,15,8,23,10,34,9,30,1,-4,22.8,32.3,-9.5,1.5,0.8,2.3,1.0,perlibr01,16-17
D,3,0.06,0.12,0.18,0.06,1.22,3,6,9,3,38,5,43,10,1,31.2,32.9,-1.7,0.1,2.2,2.3,,smithbr05,16-17
D,3,0.02,0.1,0.12,0.04,1.06,2,9,11,4,36,0,46,8,-2,50.1,41.2,8.9,-0.4,3.0,2.6,,dillobr01,16-17
D,28,0.35,0.57,0.93,0.34,3.9,32,51,83,31,121,33,81,13,19,71.3,58.3,13.0,8.9,6.4,15.3,1.0,burnsbr01,16-17
D,11,0.04,0.46,0.49,0.14,1.66,3,39,42,12,92,24,74,12,5,56.0,57.9,-1.9,2.5,3.5,6.0,,seabrbr01,16-17
RW,10,0.23,0.12,0.35,0.15,1.23,17,9,26,12,39,4,16,1,20,28.2,22.0,6.2,2.2,1.5,3.7,1.0,connobr01,16-17
D,1,0.0,0.14,0.14,0.04,0.9,0,3,3,1,8,0,12,1,-3,9.5,11.2,-1.6,-0.1,0.4,0.4,,kulakbr01,16-17
D,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,1,0,2,0,-1,1.6,1.2,0.4,0.0,0.0,0.0,,lernobr01,16-17
D,6,0.02,0.22,0.24,0.07,1.33,2,20,22,7,84,7,70,16,23,59.5,49.9,9.6,0.3,6.2,6.5,,pescebr01,16-17
RW,11,0.21,0.1,0.31,0.14,2.14,18,9,27,12,40,6,24,0,11,32.8,30.5,2.4,1.6,1.4,3.1,,ritchbr01,16-17
C,10,0.17,0.16,0.33,0.14,1.75,14,13,27,11,47,13,44,13,3,31.4,28.9,2.5,1.4,1.2,2.7,,boylebr01,16-17
D,6,0.06,0.15,0.21,0.07,0.93,6,13,19,7,72,12,50,2,12,54.4,53.2,1.1,0.6,3.7,4.3,,campbbr02,16-17
D,4,0.01,0.2,0.21,0.06,1.11,1,15,16,5,61,5,71,15,0,56.3,52.1,4.2,0.0,1.8,1.7,,dumoubr01,16-17
C,4,0.12,0.08,0.2,0.08,0.92,7,4,11,5,20,0,26,8,2,13.5,16.8,-3.3,0.0,0.8,0.8,1.0,flynnbr01,16-17
RW,14,0.18,0.24,0.43,0.17,1.82,17,22,39,15,46,12,61,16,-11,36.9,42.8,-6.0,1.8,1.3,3.0,2.0,giontbr01,16-17
D,0,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,0,4,0,-3,2.7,1.9,0.8,-0.1,-0.1,-0.2,,lashobr01,16-17
D,1,0.0,0.4,0.4,0.11,0.6,0,2,2,1,4,1,4,0,-1,2.6,3.0,-0.4,0.1,0.0,0.2,,straibr01,16-17
RW,2,0.44,0.11,0.56,0.27,2.78,4,1,5,2,8,2,6,0,0,5.6,4.9,0.7,0.6,0.2,0.8,,boesebr01,16-17
LW,6,0.12,0.16,0.28,0.11,1.3,8,10,18,7,23,0,38,4,-11,22.4,26.6,-4.2,0.6,0.4,1.1,0.0,mcginbr01,16-17
LW,18,0.25,0.31,0.56,0.22,2.14,22,27,49,19,63,13,64,8,-6,39.3,43.2,-3.8,3.8,0.9,4.7,1.0,nelsobr01,16-17
D,4,0.0,0.18,0.18,0.05,1.18,0,15,15,4,63,0,53,22,32,49.0,44.1,4.9,-0.2,5.2,5.0,,orpikbr01,16-17
LW,1,0.09,0.0,0.09,0.05,0.73,1,0,1,1,7,4,7,0,-4,2.6,4.4,-1.8,-0.1,0.0,-0.1,0.0,bickebr01,16-17
C,18,0.36,0.44,0.8,0.31,2.02,23,28,51,20,64,18,63,11,-7,35.1,31.1,4.0,4.6,0.6,5.3,1.0,littlbr01,16-17
RW,12,0.26,0.23,0.49,0.2,1.93,17,14,31,13,40,1,41,5,4,34.3,30.7,3.6,2.6,0.7,3.3,,rustbr01,16-17
RW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.0,-0.1,0.0,0.0,,robinbu01,16-17
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3,0,-3,1.9,2.2,-0.3,-0.2,-0.1,-0.2,,froesby01,16-17
LW,0,0.0,0.5,0.5,0.14,1.0,0,1,1,0,2,0,3,0,-1,0.8,1.2,-0.3,0.0,0.0,0.0,,smithcj01,16-17
RW,7,0.08,0.23,0.3,0.1,1.74,6,16,22,8,35,3,42,11,2,28.9,28.9,-0.1,0.2,0.9,1.2,2.0,cluttca01,16-17
C,0,0.0,0.09,0.09,0.02,0.27,0,1,1,0,2,1,7,0,-6,2.2,3.3,-1.2,-0.1,-0.1,-0.3,1.0,oreilca01,16-17
C,13,0.19,0.2,0.38,0.16,1.65,17,17,34,14,53,8,56,10,-1,36.8,29.6,7.2,1.6,1.3,2.9,,jarnkca01,16-17
D,8,0.06,0.24,0.3,0.1,1.41,6,22,28,9,75,3,74,17,15,56.2,51.6,4.6,1.4,4.0,5.4,,dehaaca01,16-17
RW,27,0.43,0.33,0.76,0.33,2.93,39,30,69,29,92,34,56,11,13,45.7,51.4,-5.7,6.8,2.0,8.9,2.0,atkinca01,16-17
D,14,0.14,0.35,0.49,0.17,2.33,12,31,43,15,104,33,87,22,7,61.3,57.3,4.0,3.1,5.2,8.3,2.0,fowleca01,16-17
D,1,0.08,0.25,0.33,0.11,0.67,1,3,4,1,6,0,6,1,1,5.5,4.6,0.9,0.4,0.3,0.6,,gauncca01,16-17
D,2,0.0,0.11,0.11,0.03,0.57,0,7,7,2,16,0,23,2,-5,23.4,20.5,2.9,-0.3,1.3,1.0,,gunnaca01,16-17
LW,8,0.1,0.26,0.36,0.12,2.1,7,17,24,8,39,0,43,14,10,37.8,29.3,8.5,0.4,1.1,1.5,,hagelca01,16-17
C,5,0.08,0.1,0.18,0.07,1.6,7,9,16,6,30,6,60,10,-26,27.1,37.6,-10.5,-0.8,0.4,-0.4,,soderca01,16-17
RW,3,0.11,0.15,0.26,0.1,0.89,3,4,7,3,10,0,9,1,2,11.3,10.1,1.3,0.3,0.3,0.6,,rowneca01,16-17
RW,0,0.0,0.0,0.0,0.0,1.43,0,0,0,0,0,0,1,0,-1,2.6,0.8,1.8,-0.2,0.0,-0.1,,baileca01,16-17
C,9,0.14,0.29,0.42,0.15,1.39,9,19,28,10,34,2,35,12,9,25.4,24.7,0.7,1.4,1.1,2.6,1.0,cizikca01,16-17
D,0,0.0,0.0,0.0,0.0,0.91,0,0,0,0,3,0,6,0,-3,4.4,5.6,-1.2,-0.2,0.1,-0.1,,nelsoca01,16-17
C,4,0.07,0.1,0.17,0.07,1.17,4,7,11,4,14,0,33,13,-6,19.9,22.6,-2.6,-0.3,0.5,0.2,,paquece01,16-17
D,3,0.06,0.24,0.29,0.1,1.32,2,9,11,4,31,6,20,3,9,22.3,22.6,-0.3,0.6,1.5,2.1,,ruhwech01,16-17
C,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,0,0,1,1,0,1.2,1.2,0.0,-0.1,0.0,-0.1,,stephch02,16-17
LW,1,0.0,0.67,0.67,0.18,1.0,0,2,2,1,2,0,1,0,1,1.4,1.2,0.2,0.1,0.1,0.2,,hudonch01,16-17
C,20,0.22,0.46,0.68,0.24,1.94,20,42,62,22,81,17,55,4,13,48.7,37.5,11.1,4.4,1.7,6.1,3.0,coylech01,16-17
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0.2,0.8,-0.6,0.0,0.0,0.0,,butlech01,16-17
C,5,0.06,0.09,0.15,0.06,1.04,6,8,14,5,15,0,47,16,-17,21.7,27.7,-6.0,-0.9,0.4,-0.4,,kellych01,16-17
LW,22,0.37,0.33,0.71,0.29,2.48,31,27,58,24,77,23,48,0,6,45.6,37.0,8.6,5.4,1.4,6.8,,kreidch01,16-17
LW,10,0.13,0.28,0.41,0.14,1.89,10,22,32,11,49,11,42,4,0,42.6,38.8,3.8,1.1,0.8,1.9,,kunitch01,16-17
RW,1,0.02,0.06,0.08,0.03,0.79,1,3,4,1,6,0,17,0,-11,12.9,12.7,0.2,-0.6,0.0,-0.6,1.0,neilch01,16-17
RW,9,0.16,0.1,0.27,0.12,1.04,14,9,23,10,26,1,22,0,3,22.4,31.3,-8.9,1.5,0.8,2.3,0.0,stewach02,16-17
D,3,0.04,0.15,0.19,0.06,0.74,2,9,11,4,34,1,52,21,3,25.6,32.7,-7.1,0.0,3.1,3.1,,tanevch01,16-17
