Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
RW,24,0.62,0.46,1.08,0.46,2.98,49,36,85,37,78,24,54,4,3.0,35.2,41.4,-6.2,6.1,1.4,7.5,2.0,debrial01,20-21
LW,3,0.2,0.1,0.3,0.14,1.35,6,3,9,4,12,0,10,3,6.0,5.7,8.7,-2.9,0.4,0.5,0.9,,formeal01,20-21
C,5,0.15,0.24,0.38,0.14,1.82,8,12,20,8,21,2,28,0,-8.0,20.2,16.2,4.0,0.6,0.1,0.7,,galchal01,20-21
D,7,0.05,0.34,0.39,0.12,1.29,5,28,33,10,61,8,74,22,2.0,39.3,46.9,-7.6,1.0,3.4,4.5,,goligal01,20-21
C,12,0.24,0.31,0.55,0.21,2.15,20,25,45,18,59,24,58,15,-8.0,28.1,32.5,-4.4,1.4,1.3,2.7,,iafalal01,20-21
C/LW,13,0.27,0.32,0.59,0.23,2.16,23,27,50,20,61,28,45,11,-1.0,29.2,28.3,0.9,2.2,1.1,3.3,,killoal01,20-21
C,1,0.0,0.5,0.5,0.13,1.33,0,4,4,1,6,0,1,0,5.0,3.6,1.9,1.7,0.1,0.3,0.4,,newhoal01,20-21
LW,18,0.53,0.4,0.93,0.4,4.04,37,27,64,28,69,29,46,0,-7.0,24.3,26.2,-1.8,4.4,0.7,5.1,1.0,ovechal01,20-21
D,8,0.17,0.39,0.56,0.2,3.07,11,24,35,13,60,8,38,4,20.0,35.2,32.9,2.3,1.9,3.5,5.4,,pietral01,20-21
RW,14,0.33,0.27,0.6,0.25,2.58,27,22,49,21,52,11,31,6,16.0,33.2,27.7,5.5,2.7,1.6,4.2,2.0,tuchal01,20-21
F,3,0.14,0.23,0.36,0.14,1.05,5,7,12,5,17,2,14,0,1.0,12.2,10.0,2.3,0.4,0.3,0.7,,barabal01,20-21
D,2,0.0,0.15,0.15,0.04,1.9,0,12,12,3,41,1,71,22,-8.0,36.2,39.6,-3.3,-0.5,1.8,1.3,,edleral01,20-21
C,8,0.14,0.27,0.41,0.15,1.21,12,22,34,13,33,6,36,11,2.0,23.3,25.8,-2.6,0.9,0.8,1.7,,kerfoal01,20-21
RW,4,0.36,0.73,1.09,0.39,2.27,6,12,18,7,23,12,3,0,9.0,5.8,3.2,2.5,1.1,0.6,1.7,1.0,radulal01,20-21
D,2,0.02,0.09,0.11,0.04,1.31,2,7,9,3,40,3,43,7,1.0,34.6,29.3,5.3,-0.4,2.0,1.6,,romanal01,20-21
F,0,0.0,0.14,0.14,0.04,1.0,0,1,1,0,2,0,1,0,1.0,2.3,2.2,0.1,-0.1,0.1,0.0,,trueal01,20-21
RW,6,0.19,0.16,0.35,0.15,0.95,11,9,20,8,17,1,17,1,1.0,12.7,17.0,-4.3,0.9,0.6,1.5,,volkoal01,20-21
C,13,0.3,0.21,0.52,0.22,1.46,26,18,44,19,59,10,56,14,6.0,29.0,30.6,-1.5,2.0,1.2,3.2,1.0,wennbal01,20-21
D,1,0.05,0.11,0.16,0.06,1.63,2,3,5,2,15,2,16,7,3.0,12.0,12.1,0.0,0.0,1.1,1.0,,carrial01,20-21
C,5,0.08,0.22,0.31,0.1,1.53,6,16,22,8,28,4,42,4,-13.0,21.0,27.7,-6.7,-0.2,0.5,0.2,0.0,texieal01,20-21
LW,9,0.21,0.16,0.38,0.16,1.2,18,13,31,13,32,2,37,0,-7.0,26.3,32.8,-6.5,1.2,0.6,1.8,,lafreal01,20-21
LW,4,0.11,0.13,0.24,0.1,0.91,8,8,16,7,19,0,33,2,-13.0,19.6,19.6,0.0,-0.1,0.3,0.2,,bjorkan01,20-21
LW,9,0.44,0.26,0.7,0.32,2.96,18,10,28,13,31,5,15,1,11.0,23.1,12.0,11.1,1.9,1.1,3.0,,leean01,20-21
LW,17,0.36,0.47,0.83,0.31,1.92,29,37,66,26,54,18,33,0,4.0,33.0,23.9,9.1,4.1,1.0,5.1,,burakan01,20-21
C,9,0.21,0.28,0.49,0.19,1.81,15,19,34,13,28,2,32,0,-6.0,24.7,25.4,-0.7,1.5,0.8,2.3,,athanan01,20-21
D,1,0.0,0.29,0.29,0.08,1.0,0,3,3,1,4,0,6,0,-2.0,3.7,3.9,-0.2,0.1,0.0,0.1,,borgman01,20-21
LW,4,0.1,0.12,0.22,0.09,1.3,8,9,17,7,30,6,31,6,-1.0,28.3,23.3,5.0,-0.3,0.7,0.4,,johnsan01,20-21
RW,15,0.27,0.49,0.76,0.28,2.67,23,40,63,23,72,29,41,0,1.0,36.3,31.8,4.5,3.1,1.2,4.3,3.0,svechan01,20-21
D,2,0.07,0.04,0.11,0.05,0.72,5,3,8,4,31,0,36,17,12.0,21.4,17.8,3.6,0.0,2.7,2.6,,sekeran01,20-21
LW,0,0.0,0.33,0.33,0.09,1.0,0,1,1,0,1,0,1,0,0.0,1.6,1.4,0.2,0.0,0.0,0.1,,agozzan01,20-21
LW/C,4,0.09,0.11,0.2,0.08,1.63,8,9,17,7,19,0,36,8,-8.0,25.3,20.3,4.9,-0.4,0.6,0.1,,coglian01,20-21
C,14,0.27,0.44,0.71,0.26,2.09,23,36,59,22,52,17,50,15,2.0,24.9,35.6,-10.8,2.7,1.2,4.0,,coppan01,20-21
LW,13,0.32,0.25,0.57,0.24,1.63,28,21,49,21,45,10,42,8,1.0,33.0,24.6,8.4,2.5,1.2,3.7,1.0,mangian01,20-21
D,1,0.0,0.27,0.27,0.07,0.45,0,4,4,1,7,0,12,1,-4.0,7.4,7.7,-0.3,0.1,0.2,0.2,,peekean01,20-21
C,2,0.14,0.14,0.29,0.12,1.79,3,3,6,2,10,9,6,0,-5.0,5.6,7.1,-1.5,0.0,0.1,0.1,,shawan01,20-21
LW,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,0,0,6,0,-6.0,0.8,3.3,-2.5,-0.1,-0.2,-0.3,,andrean01,20-21
D,2,0.02,0.07,0.09,0.03,0.91,2,6,8,3,32,0,28,4,9.0,31.4,32.4,-1.0,-0.5,3.2,2.7,,greenan01,20-21
D,0,0.0,0.0,0.0,0.0,1.23,0,0,0,0,9,0,5,0,4.0,5.3,8.0,-2.7,-0.2,0.8,0.6,,welinan01,20-21
C,2,0.11,0.11,0.21,0.09,1.0,3,3,6,2,6,1,1,0,4.0,3.8,2.9,0.9,0.2,0.3,0.5,,angelan01,20-21
LW,12,0.32,0.28,0.6,0.25,2.32,23,19,42,18,41,7,20,0,15.0,27.8,22.0,5.9,2.4,1.6,4.0,3.0,beauvan01,20-21
D,1,0.07,0.21,0.29,0.1,0.86,2,4,6,2,7,1,15,1,-8.0,6.4,10.5,-4.2,0.3,-0.2,0.0,,bitetan01,20-21
C,8,0.18,0.26,0.44,0.17,1.5,14,19,33,13,37,9,44,14,0.0,28.2,26.2,1.9,0.8,1.0,1.8,,cirelan01,20-21
LW,11,0.23,0.51,0.74,0.27,2.42,15,33,48,17,50,4,19,1,27.0,31.8,19.6,12.3,2.5,1.7,4.2,2.0,duclaan01,20-21
RW,12,0.27,0.25,0.52,0.21,2.46,23,21,44,18,48,9,53,0,-14.0,34.2,29.6,4.5,1.8,0.7,2.4,,manthan01,20-21
LW,1,0.03,0.09,0.11,0.04,0.8,2,5,7,2,11,0,12,6,4.0,13.0,15.4,-2.4,-0.6,0.6,0.1,,roussan01,20-21
LW,1,0.1,0.0,0.1,0.05,1.0,2,0,2,1,1,0,7,1,-5.0,3.1,3.0,0.1,-0.1,-0.1,-0.2,,blidhan01,20-21
D,3,0.08,0.16,0.24,0.09,1.0,5,9,14,5,29,2,36,8,-1.0,26.8,23.5,3.3,0.4,1.2,1.6,,stralan01,20-21
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,1.7,0.3,1.4,-0.1,0.1,-0.1,,suomean01,20-21
C,17,0.23,0.66,0.89,0.31,2.11,20,55,75,26,65,27,63,17,-7.0,31.2,34.4,-3.2,3.3,1.4,4.7,1.0,kopitan01,20-21
C,3,0.11,0.37,0.47,0.16,1.58,3,10,13,4,10,3,7,0,1.0,6.7,8.1,-1.5,0.5,0.3,0.8,1.0,anisiar01,20-21
D,5,0.06,0.23,0.3,0.1,0.83,5,16,21,7,44,1,48,10,4.0,26.7,28.4,-1.7,0.7,2.1,2.8,,zubar01,20-21
LW,20,0.4,0.98,1.38,0.48,2.52,26,62,88,31,69,26,29,0,14.0,23.7,27.3,-3.5,5.4,1.4,6.8,1.0,panarar01,20-21
RW,1,1.0,0.0,1.0,0.55,1.0,2,0,2,1,1,0,2,0,-1.0,0.8,1.0,-0.2,0.2,0.0,0.2,,kaliyar01,20-21
F,3,0.29,0.06,0.35,0.18,1.65,8,1,9,5,10,2,18,0,-9.0,7.2,11.5,-4.3,0.5,0.0,0.5,,ruotsar01,20-21
LW,6,0.15,0.13,0.28,0.12,1.66,11,9,20,8,15,0,33,14,-2.0,17.9,19.0,-1.1,0.3,0.6,1.0,,lehkoar01,20-21
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,1,0,-1.0,1.0,1.5,-0.5,-0.1,0.0,-0.1,,czarnau01,20-21
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,-1.0,0.7,0.8,-0.2,-0.1,0.0,-0.1,,poganau01,20-21
D,0,0.0,0.08,0.08,0.02,0.85,0,1,1,0,10,0,8,0,2.0,7.8,7.8,0.1,-0.1,0.6,0.5,,stranau01,20-21
LW,3,0.09,0.09,0.18,0.07,1.52,6,6,12,5,11,0,25,0,-14.0,17.0,19.2,-2.2,0.0,0.1,0.1,,wagneau01,20-21
LW,4,0.09,0.21,0.29,0.11,1.21,5,10,15,5,17,0,29,5,-7.0,10.9,14.3,-3.4,0.2,0.2,0.4,,watsoau01,20-21
C,28,0.79,0.48,1.27,0.54,4.27,63,37,100,44,85,19,45,0,21.0,56.6,30.4,26.2,7.6,1.9,9.5,1.0,matthau01,20-21
RW,7,0.11,0.25,0.36,0.13,1.31,9,21,30,11,39,0,35,12,16.0,33.3,28.1,5.1,0.4,1.6,2.0,,goodrba01,20-21
C,1,0.14,0.07,0.21,0.1,0.71,3,1,4,2,7,3,5,0,-1.0,4.6,4.8,-0.2,0.1,0.2,0.2,,haytoba01,20-21
D,2,0.02,0.15,0.17,0.05,1.98,2,9,11,4,25,1,54,15,-16.0,29.7,28.3,1.4,-0.2,0.6,0.3,,chiarbe01,20-21
D,2,0.0,0.21,0.21,0.06,0.97,0,10,10,3,19,0,19,1,2.0,17.2,21.6,-4.4,0.1,1.4,1.4,,harpube01,20-21
D,2,0.03,0.11,0.13,0.04,1.42,2,6,8,3,18,0,41,11,-13.0,21.3,28.1,-6.7,-0.2,0.7,0.4,,huttobe01,20-21
D,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,4,0,4,0,1.0,3.8,2.1,1.7,-0.1,0.2,0.1,,thomabe01,20-21
C,12,0.25,0.31,0.56,0.22,2.22,21,25,46,18,43,2,39,13,15.0,34.2,27.8,6.4,2.3,1.5,3.9,1.0,colembl01,20-21
RW,5,0.08,0.2,0.27,0.1,1.49,6,15,21,7,20,0,45,13,-13.0,26.8,21.9,4.8,-0.4,0.5,0.1,,comeabl01,20-21
C,4,0.07,0.17,0.24,0.09,1.02,5,10,15,5,22,1,21,4,2.0,16.9,18.9,-2.0,-0.1,0.8,0.7,,lizotbl01,20-21
RW,16,0.3,0.62,0.92,0.33,2.26,23,46,69,25,57,18,56,2,-17.0,30.4,39.7,-9.3,3.7,0.4,4.1,1.0,wheelbl01,20-21
C,16,0.34,0.36,0.7,0.29,2.34,29,30,59,24,64,23,50,2,-6.0,35.3,41.9,-6.7,3.1,1.1,4.2,2.0,horvabo01,20-21
LW,6,0.21,0.21,0.42,0.17,2.21,11,10,21,9,21,5,30,0,-14.0,15.8,16.9,-1.2,0.8,0.1,0.9,,ryanbo01,20-21
C,7,0.2,0.22,0.41,0.16,1.93,12,13,25,10,26,5,41,12,-9.0,19.8,23.5,-3.7,0.5,0.6,1.1,,jennebo01,20-21
D,1,0.0,0.11,0.11,0.03,1.11,0,3,3,1,13,1,11,0,1.0,11.8,10.2,1.6,-0.2,0.7,0.5,,byrambo01,20-21
D,1,0.08,0.0,0.08,0.05,1.17,2,0,2,1,3,1,10,0,-8.0,3.0,4.7,-1.6,0.0,-0.4,-0.3,,huntbr01,20-21
LW,26,0.55,0.75,1.3,0.5,2.7,44,60,104,40,88,28,40,7,26.0,36.6,25.4,11.1,7.3,2.3,9.6,2.0,marchbr03,20-21
C,1,0.06,0.18,0.24,0.08,1.06,2,4,6,2,6,0,15,9,0.0,6.2,6.5,-0.4,0.0,0.2,0.2,,richabr02,20-21
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6,-0.6,0.0,0.0,0.0,,keepebr01,20-21
D,3,0.06,0.13,0.19,0.07,2.0,5,10,15,5,33,0,40,12,6.0,34.6,33.3,1.3,0.0,2.9,2.9,,skjeibr01,20-21
LW,15,0.3,0.34,0.64,0.26,3.93,26,28,54,22,54,17,53,0,-17.0,37.2,37.7,-0.5,2.7,0.5,3.2,1.0,tkachbr01,20-21
D,2,0.11,0.04,0.15,0.07,1.59,5,1,6,3,18,0,23,5,1.0,15.2,16.6,-1.4,0.1,1.3,1.4,,carlobr01,20-21
D,0,0.0,0.0,0.0,0.0,1.17,0,0,0,0,0,0,6,2,-4.0,2.9,4.0,-1.1,-0.1,-0.1,-0.2,,davidbr01,20-21
LW,9,0.17,0.29,0.46,0.17,1.75,14,22,36,14,34,4,43,7,-7.0,24.2,29.7,-5.6,1.4,0.6,2.0,,hagelbr01,20-21
D,7,0.14,0.22,0.36,0.14,1.88,11,16,27,10,42,2,55,9,-5.0,38.4,40.8,-2.4,1.4,2.2,3.6,,montobr01,20-21
C,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,2,0,-2.0,0.8,1.6,-0.8,0.0,-0.1,-0.1,,pirribr01,20-21
LW,10,0.34,0.2,0.55,0.23,1.55,23,13,36,16,39,8,28,0,1.0,25.8,19.5,6.4,2.2,0.7,2.9,,saadbr01,20-21
C/RW,6,0.21,0.07,0.28,0.14,1.51,14,5,19,9,20,0,39,11,-9.0,19.5,25.4,-5.9,0.5,0.4,0.9,,suttebr03,20-21
LW,6,0.22,0.28,0.5,0.19,1.34,11,13,24,10,22,0,23,10,12.0,14.0,15.0,-1.0,1.1,0.8,1.9,,tanevbr01,20-21
D,3,0.05,0.15,0.2,0.07,0.95,3,9,12,4,34,0,30,7,10.0,27.0,24.2,2.8,0.1,2.3,2.4,,mcnabbr01,20-21
C,19,0.41,0.45,0.86,0.35,2.34,35,37,72,29,70,32,37,1,2.0,32.7,28.5,4.2,4.5,1.2,5.8,1.0,pointbr01,20-21
C,14,0.29,0.36,0.64,0.25,2.02,24,30,54,21,65,18,53,4,-2.0,31.2,33.1,-1.9,2.3,1.0,3.3,3.0,schenbr01,20-21
D,1,0.0,0.11,0.11,0.03,0.95,0,3,3,1,10,0,21,7,-3.0,8.9,14.1,-5.2,-0.2,0.4,0.2,,coburbr01,20-21
RW,10,0.4,0.26,0.66,0.29,3.03,21,13,34,15,39,10,20,0,10.0,21.4,13.3,8.1,2.4,1.0,3.4,,gallabr01,20-21
LW,4,0.08,0.14,0.22,0.08,1.02,6,10,16,6,14,0,16,0,-2.0,14.9,19.6,-4.7,0.2,0.5,0.7,,lemiebr01,20-21
D,4,0.1,0.1,0.21,0.08,1.21,8,7,15,6,42,0,47,9,3.0,24.2,30.3,-6.1,0.6,1.8,2.3,,smithbr05,20-21
D,6,0.04,0.3,0.34,0.1,0.91,3,25,28,8,56,1,47,6,15.0,35.2,34.6,0.6,0.9,3.0,3.9,,dillobr01,20-21
D/RW,10,0.13,0.39,0.52,0.18,2.46,11,33,44,15,71,13,92,19,-12.0,49.8,47.6,2.3,2.1,2.2,4.2,1.0,burnsbr01,20-21
RW,2,0.1,0.1,0.19,0.08,0.84,5,4,9,4,15,2,11,0,3.0,11.5,11.2,0.3,-0.1,0.5,0.4,,connobr01,20-21
C,2,0.02,0.14,0.17,0.05,0.79,2,9,11,4,14,0,28,12,-2.0,14.7,17.6,-2.9,-0.7,0.5,-0.2,,howdebr01,20-21
D,3,0.04,0.13,0.17,0.06,1.24,3,9,12,4,25,0,23,1,3.0,28.6,23.9,4.7,0.2,1.7,1.9,,kulakbr01,20-21
LW,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1.0,0.6,0.3,0.3,-0.1,0.1,0.0,,murrabr02,20-21
D,8,0.07,0.38,0.45,0.14,1.62,6,31,37,12,55,7,47,14,14.0,40.9,38.3,2.6,1.4,3.9,5.4,,pescebr01,20-21
RW,3,0.13,0.13,0.25,0.1,1.13,6,6,12,5,10,0,14,0,-5.0,12.2,15.1,-2.9,0.2,0.2,0.5,,ritchbr01,20-21
D,5,0.1,0.24,0.34,0.12,1.22,6,15,21,7,45,0,41,14,18.0,29.2,30.0,-0.7,0.7,2.7,3.5,,dumoubr01,20-21
C,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,2,0,-2.0,0.3,0.5,-0.3,0.0,-0.1,-0.1,,pinhobr01,20-21
D,0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,2,0,3,0,-1.0,0.9,2.7,-1.8,-0.1,0.0,0.0,,pasicbr01,20-21
RW,20,0.41,0.46,0.88,0.36,2.52,36,40,76,31,77,23,58,1,-3.0,35.9,38.7,-2.8,4.8,1.2,5.9,3.0,boesebr01,20-21
LW,6,0.22,0.14,0.35,0.15,1.57,12,7,19,8,20,1,25,7,0.0,18.5,16.9,1.6,0.6,0.7,1.3,,mcginbr01,20-21
C,14,0.32,0.27,0.59,0.25,2.16,27,22,49,21,48,17,39,5,-5.0,33.8,31.3,2.5,2.6,1.1,3.7,1.0,nelsobr01,20-21
D,0,0.0,1.0,1.0,0.28,1.0,0,2,2,1,1,0,3,1,-1.0,0.7,0.9,-0.3,0.1,0.0,0.0,,raffebr01,20-21
RW,17,0.39,0.36,0.75,0.31,2.75,33,30,63,26,81,26,47,3,9.0,38.4,35.8,2.6,3.5,1.3,4.8,,rustbr01,20-21
RW,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,1,0,1,0,0.0,1.3,1.4,-0.1,-0.2,0.1,-0.1,,robinbu01,20-21
C,1,0.17,0.0,0.17,0.09,0.33,2,0,2,1,1,0,4,3,1.0,0.2,1.9,-1.7,0.1,0.1,0.2,,froesby01,20-21
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,,smithcj01,20-21
RW,4,0.08,0.14,0.22,0.08,1.0,6,10,16,6,21,0,37,13,-5.0,19.9,21.1,-1.2,-0.3,0.7,0.4,,cluttca01,20-21
D,14,0.18,0.82,1.0,0.31,2.36,12,54,66,21,85,30,38,1,17.0,42.1,27.4,14.7,4.0,3.3,7.3,,makarca01,20-21
D,1,0.0,0.12,0.12,0.03,0.7,0,6,6,2,11,0,20,2,-7.0,15.2,15.2,0.0,-0.1,0.4,0.3,,jonesca01,20-21
D,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,3,0,2,0,0.0,2.8,1.8,1.0,-0.1,0.1,0.0,,addisca01,20-21
D,1,0.03,0.06,0.09,0.03,1.14,2,3,5,2,20,0,15,2,9.0,17.6,17.2,0.4,-0.1,1.7,1.5,,footeca01,20-21
C,11,0.27,0.31,0.57,0.23,1.86,20,22,42,17,42,8,34,13,13.0,24.5,24.9,-0.5,2.1,1.5,3.5,1.0,jarnkca01,20-21
D,3,0.02,0.2,0.23,0.07,1.32,2,13,15,5,25,1,52,10,-16.0,30.3,31.1,-0.7,0.1,0.5,0.6,,dehaaca01,20-21
RW,13,0.27,0.34,0.61,0.23,2.82,23,28,51,20,52,13,62,9,-16.0,27.7,33.8,-6.1,2.0,0.7,2.7,6.0,atkinca01,20-21
D,8,0.09,0.32,0.41,0.14,1.34,8,27,35,12,53,5,66,16,-4.0,36.5,39.4,-2.9,1.5,2.7,4.2,,fowleca01,20-21
C,0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,1,0,-1.0,0.7,0.8,-0.1,0.0,0.0,-0.1,,hugheca01,20-21
D,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,1,0,2,0,-1.0,1.4,2.9,-1.5,-0.1,0.0,0.0,,yorkca01,20-21
RW,5,0.13,0.11,0.23,0.1,1.4,9,7,16,7,20,4,24,0,-10.0,17.5,27.5,-10.0,0.1,0.5,0.6,1.0,grundca01,20-21
D,1,0.0,0.17,0.17,0.04,0.5,0,3,3,1,6,0,11,3,-2.0,3.3,5.5,-2.2,0.0,0.2,0.2,,gunnaca01,20-21
LW,6,0.11,0.18,0.29,0.11,1.52,9,15,24,9,31,0,39,15,7.0,25.6,23.2,2.4,0.1,1.1,1.2,,hagelca01,20-21
C,6,0.16,0.22,0.38,0.14,1.36,11,15,26,10,28,11,33,10,-5.0,18.7,21.4,-2.7,0.7,0.5,1.2,,soderca01,20-21
F,0,0.0,0.0,0.0,0.0,0.57,0,0,0,0,0,0,3,0,-3.0,0.8,3.1,-2.3,-0.2,-0.1,-0.2,,twaryca01,20-21
D,5,0.02,0.32,0.34,0.1,0.94,2,24,26,8,42,0,24,5,22.0,27.3,25.5,1.8,1.0,3.1,4.0,,soucyca01,20-21
RW,2,0.0,0.32,0.32,0.09,0.53,0,9,9,2,7,0,12,3,-2.0,5.6,7.5,-2.0,-0.1,0.3,0.2,,rowneca01,20-21
C,15,0.42,0.42,0.84,0.34,2.49,27,27,54,22,49,3,27,3,24.0,40.0,19.8,20.2,3.5,1.6,5.2,,verhaca01,20-21
C,6,0.13,0.13,0.25,0.1,1.29,11,10,21,9,21,0,34,12,-2.0,22.4,24.4,-2.0,0.0,0.9,1.0,,cizikca01,20-21
C,9,0.24,0.29,0.54,0.22,1.49,15,18,33,13,33,9,35,2,-10.0,22.9,21.6,1.3,1.6,0.5,2.1,4.0,mitteca01,20-21
C,3,0.09,0.09,0.17,0.07,0.7,7,6,13,5,13,0,28,5,-12.0,14.8,16.8,-2.0,0.0,0.1,0.1,,paquece01,20-21
D,1,0.0,0.12,0.12,0.03,0.94,0,3,3,1,9,0,9,3,3.0,7.3,6.2,1.1,-0.1,0.6,0.5,,ruhwech01,20-21
C,13,0.27,0.41,0.69,0.26,1.63,21,31,52,20,68,13,33,1,22.0,35.6,31.5,4.1,2.5,1.8,4.3,1.0,stephch02,20-21
C/RW,6,0.12,0.2,0.31,0.12,1.55,9,15,24,9,28,7,38,9,-4.0,20.5,27.2,-6.7,-0.1,0.9,0.9,3.0,coylech01,20-21
D,9,0.1,0.49,0.59,0.18,1.8,8,37,45,14,76,14,47,8,22.0,46.5,29.8,16.7,2.1,4.7,6.8,,mcavoch01,20-21
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,-2.0,0.5,0.7,-0.2,0.0,-0.1,-0.1,,deleoch01,20-21
LW,13,0.4,0.2,0.6,0.27,2.04,30,15,45,20,63,31,36,3,-1.0,25.9,24.7,1.2,2.7,0.9,3.6,,kreidch01,20-21
D,4,0.04,0.18,0.21,0.07,1.18,3,15,18,6,42,1,50,23,15.0,40.7,27.8,12.9,0.0,4.0,3.9,,tanevch01,20-21
C,7,0.11,0.24,0.35,0.13,0.96,9,19,28,10,30,0,61,18,-12.0,19.0,32.1,-13.1,0.3,0.5,0.8,,tiernch01,20-21
C,2,0.05,0.07,0.12,0.05,1.39,3,4,7,3,11,0,22,5,-9.0,11.0,15.3,-4.4,-0.6,0.3,-0.4,,wagnech01,20-21
