CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,UID,season
25,35,41.7,-10.8,17,25,40.5,-10.3,6.7,95.0,101.7,69.6,30.4,8:08,0,0,-0.1,5.0,100.0,bertsch02,16-17
38,54,41.3,-6.0,28,45,38.4,-9.3,5.0,93.1,98.1,55.6,44.4,9:03,1,3,-0.7,8.0,37.5,bertuty01,16-17
80,98,44.9,-6.5,59,76,43.7,-6.1,8.1,90.7,98.8,42.2,57.8,9:05,3,2,-1.8,20.0,40.0,bickebr01,16-17
385,408,48.5,2.2,278,318,46.6,1.6,5.9,93.3,99.3,52.5,47.5,12:18,5,7,-4.6,79.0,46.8,biegaal01,16-17
1080,1310,45.2,-6.2,824,963,46.1,-5.4,8.8,92.4,101.2,49.6,50.4,16:04,13,54,-11.4,197.0,47.7,biekske01,16-17
285,352,44.7,-6.8,210,267,44.0,-6.8,9.7,91.8,101.5,57.6,42.4,11:20,1,8,-3.5,45.0,37.8,bitetan01,16-17
303,247,55.1,5.6,224,182,55.2,5.3,9.3,91.2,100.5,58.8,41.2,12:23,8,8,3.4,90.0,61.1,bjorkol01,16-17
539,627,46.2,-5.7,419,506,45.3,-6.3,5.0,91.7,96.7,55.5,44.5,11:43,21,17,-8.5,154.0,59.1,bjugsni01,16-17
275,286,49.0,0.4,207,229,47.5,-1.2,5.1,90.5,95.7,45.6,54.4,11:40,7,4,-0.6,50.0,48.0,blandjo01,16-17
165,125,56.9,-1.2,125,90,58.1,-0.3,3.4,91.8,95.3,59.6,40.4,8:19,4,4,3.1,47.0,55.3,blidhan01,16-17
10,21,32.3,-18.7,8,15,34.8,-14.4,0.0,100.0,100.0,40.0,60.0,8:07,0,0,-0.7,1.0,100.0,blundmi01,16-17
119,105,53.1,4.4,90,83,52.0,5.1,8.7,90.3,99.0,62.4,37.6,14:27,1,4,0.7,38.0,65.8,boesebr01,16-17
923,966,48.9,3.0,715,730,49.5,3.3,6.3,90.7,97.1,47.8,52.2,18:14,11,31,-4.7,135.0,54.1,bogosza01,16-17
182,281,39.3,-12.4,146,216,40.3,-11.5,6.4,94.5,100.9,56.0,44.0,5:46,2,5,-6.1,26.0,50.0,bollja01,16-17
873,1009,46.4,-4.9,656,714,47.9,-4.2,7.1,92.3,99.4,43.2,56.8,12:37,41,24,-3.0,226.0,62.8,boninni01,16-17
830,882,48.5,0.2,590,630,48.4,-0.9,5.3,93.9,99.3,49.4,50.6,13:16,6,18,-0.7,115.0,43.5,borowma01,16-17
437,421,50.9,1.4,333,285,53.9,4.1,10.2,93.2,103.4,51.0,49.0,13:11,4,13,6.1,87.0,51.7,borturo01,16-17
350,382,47.8,-2.3,265,310,46.1,-2.5,6.2,92.0,98.2,50.4,49.6,10:11,18,8,-4.3,,,bouchre01,16-17
433,510,45.9,-5.8,314,343,47.8,-3.4,8.0,91.4,99.4,32.4,67.6,9:36,17,9,-2.8,94.0,56.4,boumala01,16-17
173,167,50.9,0.1,135,123,52.3,1.5,3.3,92.9,96.1,30.2,69.8,10:02,6,3,0.1,46.0,54.3,bournmi01,16-17
34,53,39.1,-5.6,24,34,41.4,-1.3,5.3,95.0,100.3,40.0,60.0,8:60,1,0,-0.6,9.0,44.4,bourqga01,16-17
708,765,48.1,-0.7,524,580,47.5,-0.5,7.1,89.2,96.3,49.7,50.3,12:06,24,12,-5.5,194.0,57.7,bourqre01,16-17
1288,1404,47.8,-3.2,965,1040,48.1,-3.3,10.4,91.2,101.5,41.3,58.7,19:17,11,37,-3.5,205.0,51.7,bouwmja01,16-17
1088,1126,49.1,2.4,807,825,49.4,2.1,8.9,93.2,102.0,51.7,48.3,16:51,13,45,-2.2,339.0,45.7,boychjo01,16-17
752,679,52.6,1.5,586,519,53.0,3.0,8.2,92.1,100.4,42.5,57.5,10:45,22,19,2.5,,,boylebr01,16-17
1159,1081,51.7,1.4,866,858,50.2,0.2,9.7,90.7,100.4,52.5,47.5,13:59,52,48,-1.0,238.0,60.9,bozakty01,16-17
1244,1064,53.9,7.9,912,766,54.4,8.0,8.6,91.6,100.2,55.6,44.4,14:42,37,37,7.3,337.0,57.9,brassde01,16-17
1170,1344,46.5,-7.0,854,904,48.6,-5.2,8.1,92.1,100.2,41.3,58.7,17:44,40,59,0.6,237.0,40.1,braunju01,16-17
1284,1285,50.0,-0.8,939,932,50.2,0.2,7.6,90.2,97.8,47.9,52.1,18:24,57,76,-1.2,208.0,37.5,broditj01,16-17
971,959,50.3,0.4,740,707,51.1,1.2,9.0,91.6,100.6,47.3,52.7,16:01,16,29,5.8,186.0,45.7,brodijo01,16-17
461,585,44.1,-7.8,343,424,44.7,-7.1,9.8,91.9,101.6,20.6,79.4,9:09,33,6,-3.7,92.0,60.9,brodzky01,16-17
80,50,61.5,10.7,63,37,63.0,12.7,6.7,96.3,103.0,45.7,54.3,11:58,2,1,1.7,30.0,56.7,brodzjo01,16-17
736,922,44.4,-7.6,528,698,43.1,-8.8,7.8,92.2,100.0,53.0,47.0,12:11,22,30,-9.2,153.0,56.9,brouwtr01,16-17
1069,1067,50.0,-0.7,777,821,48.6,-1.7,9.2,91.6,100.8,51.8,48.2,12:52,40,25,-2.4,249.0,55.8,brownco02,16-17
1054,918,53.4,-1.8,786,676,53.8,-1.1,7.7,89.9,97.5,54.2,45.8,13:13,25,27,9.0,326.0,53.7,browndu01,16-17
499,544,47.8,-4.6,370,406,47.7,-3.8,4.2,93.4,97.7,33.7,66.3,9:16,8,11,-2.6,116.0,57.8,brownjt01,16-17
97,122,44.3,-5.2,66,84,44.0,-4.8,2.3,87.0,89.4,44.1,55.9,9:36,2,3,-2.1,22.0,54.5,brownpa02,16-17
427,426,50.1,2.2,339,326,51.0,2.7,11.2,92.1,103.4,53.4,46.6,11:16,11,22,-0.3,110.0,50.0,buchnpa01,16-17
804,653,55.2,5.5,556,512,52.1,1.9,8.9,93.8,102.8,57.6,42.4,11:48,33,33,1.9,222.0,50.0,burakan01,16-17
21,21,50.0,5.0,19,14,57.6,10.8,0.0,88.9,88.9,62.5,37.5,11:10,0,1,0.6,3.0,66.7,burgder01,16-17
420,555,43.1,-4.2,293,423,40.9,-5.7,7.3,92.3,99.6,44.1,55.9,11:20,12,14,-10.6,,,burmial01,16-17
1836,1550,54.2,5.2,1343,1112,54.7,4.5,9.6,91.6,101.2,58.5,41.5,19:33,52,153,13.0,776.0,41.4,burnsbr01,16-17
834,899,48.1,-2.0,618,674,47.8,-1.3,9.2,91.7,100.9,51.1,48.9,12:45,35,19,-5.5,,,burroal01,16-17
13,24,35.1,-8.3,8,20,28.6,-17.9,20.0,92.9,112.9,38.5,61.5,19:36,0,1,-0.6,3.0,33.3,butlech01,16-17
1594,1506,51.4,3.3,1222,1138,51.8,3.6,9.9,90.5,100.4,49.1,50.9,21:44,65,85,7.4,452.0,53.3,byfugdu01,16-17
1004,858,53.9,1.8,701,623,52.9,0.8,10.0,93.0,103.0,49.8,50.2,12:32,40,22,7.4,158.0,60.8,byronpa01,16-17
941,936,50.1,-1.4,692,668,50.9,-1.7,8.4,91.6,100.0,54.2,45.8,11:54,31,37,3.8,222.0,54.5,boedkmi01,16-17
555,610,47.6,-2.6,421,431,49.4,-1.8,7.2,93.3,100.5,48.4,51.6,10:49,22,25,-1.0,172.0,54.1,caggidr01,16-17
18,16,52.9,-1.6,13,11,54.2,-0.4,0.0,100.0,100.0,31.6,68.4,6:46,1,0,0.3,6.0,33.3,callami01,16-17
186,220,45.8,-4.5,143,169,45.8,-4.6,4.8,91.9,96.6,43.8,56.2,11:55,7,10,-4.7,42.0,52.4,callary01,16-17
608,733,45.3,-5.6,457,558,45.0,-6.1,7.6,91.3,98.8,44.0,56.0,11:30,23,15,-6.1,154.0,59.7,calvema01,16-17
742,799,48.2,1.5,549,612,47.3,-0.1,8.7,91.4,100.1,48.8,51.2,14:46,24,32,-3.0,244.0,58.2,cammami01,16-17
1187,1239,48.9,-2.1,862,935,48.0,-3.1,9.3,93.6,102.9,53.6,46.4,16:38,11,59,1.1,171.0,43.9,campbbr02,16-17
14,27,34.1,-12.8,12,17,41.4,-8.9,10.0,91.7,101.7,75.0,25.0,6:50,1,2,-0.3,3.0,66.7,cannopa01,16-17
53,54,49.5,-3.8,39,36,52.0,-0.7,0.0,91.7,91.7,31.8,68.2,9:55,5,4,-1.1,15.0,53.3,careypa01,16-17
60,61,49.6,2.3,44,44,50.0,3.9,9.1,87.1,96.2,52.2,47.8,12:28,0,4,-0.2,4.0,50.0,carlema01,16-17
1436,1328,52.0,-4.5,1096,996,52.4,-4.6,8.8,90.7,99.4,43.7,56.3,17:51,21,42,4.6,179.0,49.2,carlobr01,16-17
1154,1215,48.7,-4.8,850,917,48.1,-5.0,9.6,92.0,101.6,49.5,50.5,17:06,51,88,-0.9,361.0,49.9,carlsjo01,16-17
33,28,54.1,11.7,28,18,60.9,22.2,10.0,69.2,79.2,55.0,45.0,16:46,0,0,0.4,6.0,50.0,carlsga01,16-17
107,88,54.9,5.8,83,66,55.7,6.9,10.0,98.0,108.0,50.9,49.1,9:35,1,3,0.9,23.0,87.0,carpery01,16-17
281,269,51.1,-4.9,223,190,54.0,-0.8,8.3,93.6,101.9,42.0,58.0,9:60,7,6,0.7,73.0,60.3,carrda01,16-17
1100,957,53.5,2.9,799,739,52.0,2.0,8.9,91.9,100.8,58.8,41.2,15:32,14,46,4.9,215.0,41.4,carrico01,16-17
15,16,48.4,3.5,12,11,52.2,6.6,14.3,100.0,114.3,42.9,57.1,10:23,0,0,0.3,1.0,100.0,carrial01,16-17
334,322,50.9,3.5,257,252,50.5,3.3,5.8,93.9,99.7,51.5,48.5,8:56,8,10,1.1,72.0,69.4,carriwi01,16-17
1207,1010,54.4,-0.4,892,756,54.1,-0.5,8.8,89.7,98.4,56.9,43.1,13:38,24,46,3.8,468.0,53.4,carteje01,16-17
1285,1568,45.0,-5.0,925,1123,45.2,-5.4,7.5,91.7,99.2,45.7,54.3,19:12,22,74,-9.7,287.0,49.8,cecico01,16-17
132,123,51.8,-0.5,105,89,54.1,0.3,9.0,89.5,98.4,61.1,38.9,12:01,8,10,1.0,15.0,53.3,cehlape01,16-17
9,12,42.9,-5.5,8,10,44.4,-10.0,0.0,75.0,75.0,50.0,50.0,7:05,0,1,0.0,2.0,50.0,chaboth01,16-17
605,677,47.2,-0.9,446,511,46.6,-0.1,4.8,92.5,97.2,45.2,54.8,10:27,13,14,-7.2,113.0,56.6,chapumi01,16-17
1413,1282,52.4,-3.9,1070,956,52.8,-4.2,9.7,90.7,100.4,41.1,58.9,18:49,35,62,7.6,278.0,48.6,charazd01,16-17
628,757,45.3,-5.3,460,560,45.1,-5.8,9.6,92.4,101.9,47.8,52.2,13:14,13,46,-5.3,102.0,48.0,chiarbe01,16-17
850,785,52.0,2.1,627,578,52.0,2.8,7.2,90.5,97.7,57.2,42.8,11:43,32,22,2.7,165.0,63.0,chiasal01,16-17
865,1058,45.0,-3.4,651,778,45.6,-3.0,9.4,91.6,100.9,47.5,52.5,11:43,20,26,-9.1,179.0,67.0,chimeja01,16-17
209,246,45.9,-3.0,162,181,47.2,-1.6,11.7,96.3,108.0,55.4,44.6,13:33,3,7,-0.8,34.0,55.9,chornta01,16-17
888,1059,45.6,0.3,667,822,44.8,0.0,7.5,91.4,98.9,47.5,52.5,15:00,12,45,-10.7,197.0,43.7,chychja01,16-17
611,675,47.5,-0.6,457,473,49.1,0.9,9.0,92.8,101.8,32.6,67.4,11:38,36,24,0.7,127.0,64.6,cizikca01,16-17
412,361,53.3,5.3,295,267,52.5,4.2,6.4,94.1,100.5,57.0,43.0,12:30,4,15,4.7,72.0,34.7,claesfr01,16-17
451,344,56.7,9.4,325,258,55.7,7.5,9.2,91.1,100.3,68.3,31.7,14:06,7,20,2.0,89.0,43.8,clendad01,16-17
748,567,56.9,2.9,548,408,57.3,3.9,4.2,93.8,98.0,59.0,41.0,10:37,17,7,2.7,199.0,61.3,cliffky01,16-17
654,730,47.3,0.2,479,538,47.1,-0.5,8.9,91.9,100.8,37.7,62.3,11:31,30,16,-0.1,199.0,57.8,cluttca01,16-17
1050,1024,50.6,-1.1,782,791,49.7,-1.6,7.2,92.5,99.7,39.1,60.9,14:39,6,35,-1.2,220.0,46.4,coburbr01,16-17
1129,965,53.9,6.0,859,722,54.3,6.1,7.1,92.8,99.8,44.4,55.6,13:16,19,26,9.3,293.0,61.1,coglian01,16-17
470,519,47.5,-2.2,339,393,46.3,-2.9,4.9,89.7,94.6,52.1,47.9,9:20,10,18,-6.8,76.0,63.2,colbojo01,16-17
1321,1358,49.3,-0.8,993,946,51.2,0.4,10.6,92.4,103.0,49.8,50.2,17:19,32,50,5.6,220.0,40.5,coleia01,16-17
181,232,43.8,-7.4,146,175,45.5,-4.2,2.9,92.4,95.3,39.7,60.3,11:44,12,12,-3.2,46.0,63.0,colembl01,16-17
866,839,50.8,2.7,617,647,48.8,1.2,6.9,89.2,96.1,45.6,54.4,12:22,35,18,-11.3,197.0,52.3,comeabl01,16-17
206,228,47.5,-5.0,142,166,46.1,-3.9,6.9,93.5,100.4,38.6,61.4,11:60,6,8,0.4,59.0,50.8,comphj.01,16-17
82,92,47.1,-3.7,67,76,46.9,-5.9,5.9,94.3,100.2,59.0,41.0,9:43,6,8,0.8,26.0,61.5,conacco01,16-17
109,122,47.2,-6.0,78,96,44.8,-8.2,3.7,90.9,94.6,46.8,53.2,9:23,3,2,-0.5,15.0,53.3,condrer01,16-17
258,312,45.3,1.5,193,233,45.3,1.4,7.6,93.3,100.8,42.6,57.4,12:05,4,5,-3.1,51.0,41.2,connake01,16-17
673,574,54.0,3.5,486,426,53.3,2.9,9.8,95.0,104.8,59.5,40.5,10:13,16,13,6.2,131.0,61.8,connobr01,16-17
165,203,44.8,-4.3,131,148,47.0,-2.0,6.5,88.3,94.7,50.9,49.1,10:49,11,5,-3.2,41.0,58.5,connoky01,16-17
580,617,48.5,-1.0,431,436,49.7,-0.2,8.2,93.8,101.9,45.5,54.5,10:40,20,16,4.6,126.0,61.1,coppan01,16-17
43,45,48.9,-0.4,27,42,39.1,-9.3,5.9,93.5,99.4,73.1,26.9,10:10,0,2,-1.7,,,corrafr01,16-17
666,605,52.4,1.8,474,432,52.3,1.3,5.4,92.6,97.9,52.7,47.3,10:48,15,14,3.1,163.0,60.1,cousini01,16-17
983,996,49.7,-2.2,721,690,51.1,-1.4,9.9,92.8,102.7,52.6,47.4,13:34,38,76,3.4,330.0,52.7,coutulo01,16-17
1013,846,54.5,4.0,745,608,55.1,4.2,9.3,91.2,100.5,42.8,57.2,14:48,46,33,6.3,194.0,61.3,coutuse01,16-17
1085,1075,50.2,1.1,809,776,51.0,1.5,10.1,90.8,101.0,50.1,49.9,14:05,30,34,11.1,265.0,60.0,coylech01,16-17
680,646,51.3,2.0,497,453,52.3,2.5,8.0,93.6,101.5,49.7,50.3,9:51,19,16,-0.2,170.0,51.2,crackad01,16-17
355,529,40.2,-9.5,272,393,40.9,-8.5,6.9,94.4,101.3,54.5,45.5,9:07,8,15,-6.4,,,cramajo01,16-17
1355,1192,53.2,5.1,1019,889,53.4,3.7,10.1,91.6,101.7,61.2,38.8,16:09,39,70,14.9,411.0,62.0,crosbsi01,16-17
637,777,45.0,-0.5,499,583,46.1,1.5,4.9,90.6,95.5,36.9,63.1,10:23,14,5,-9.8,155.0,54.2,crousla01,16-17
710,769,48.0,-2.7,541,543,49.9,-1.6,9.0,91.1,100.1,35.8,64.2,11:13,20,32,2.3,157.0,60.5,cullema01,16-17
476,394,54.7,-1.6,352,281,55.6,-1.0,5.0,90.2,95.2,60.1,39.9,10:08,19,11,2.2,119.0,55.5,czarnau01,16-17
488,580,45.7,-6.0,362,449,44.6,-6.5,5.7,91.7,97.4,63.7,36.3,13:19,11,15,-8.0,98.0,37.8,dahlbkl01,16-17
857,1003,46.1,-5.5,671,717,48.3,-4.5,9.7,92.3,102.0,48.0,52.0,16:21,20,18,3.7,156.0,53.8,daleytr01,16-17
61,72,45.9,0.7,45,52,46.4,0.7,16.1,87.2,103.3,48.6,51.4,8:33,3,0,-1.2,14.0,57.1,dalpeza01,16-17
1236,989,55.6,4.3,877,713,55.2,3.9,7.5,92.3,99.8,48.1,51.9,13:50,49,36,10.5,226.0,58.8,danauph01,16-17
289,314,47.9,-0.8,207,216,48.9,-0.7,5.9,94.9,100.8,44.6,55.4,9:11,18,10,0.2,77.0,57.1,danoma01,16-17
183,216,45.9,-0.6,137,163,45.7,0.3,4.2,94.4,98.6,31.1,68.9,9:09,9,3,-3.6,41.0,78.0,dauphla01,16-17
513,493,51.0,2.3,377,357,51.4,1.1,7.4,91.5,98.9,50.0,50.0,14:48,7,20,-0.1,,,davidbr01,16-17
1295,1401,48.0,0.7,943,978,49.1,1.9,10.0,91.8,101.7,47.1,52.9,17:21,24,53,4.6,252.0,46.0,dehaaca01,16-17
56,78,41.8,-9.2,39,52,42.9,-7.3,4.8,89.7,94.5,18.5,81.5,8:47,4,0,-1.6,9.0,44.4,delarja01,16-17
9,11,45.0,-10.8,5,8,38.5,-12.4,0.0,100.0,100.0,41.7,58.3,11:18,0,0,-0.1,3.0,33.3,deaje01,16-17
529,622,46.0,1.5,411,503,45.0,0.7,4.8,92.5,97.3,56.5,43.5,14:35,4,22,-9.0,111.0,54.1,deangan01,16-17
1208,1385,46.6,-3.1,926,1040,47.1,-2.3,8.3,89.2,97.5,49.2,50.8,18:43,16,45,-3.4,177.0,48.0,dekeyda01,16-17
868,852,50.5,0.2,631,607,51.0,0.3,7.9,91.4,99.3,54.0,46.0,17:16,9,30,1.8,188.0,48.9,delzomi01,16-17
327,334,49.5,0.5,230,241,48.8,-1.2,9.7,92.6,102.4,53.3,46.7,14:15,4,12,2.6,70.0,45.7,demeldy01,16-17
1132,1190,48.8,-2.7,874,927,48.5,-2.3,8.2,90.2,98.4,49.8,50.2,16:15,19,31,-4.7,199.0,49.2,demerja01,16-17
497,505,49.6,0.5,352,364,49.2,-1.2,8.2,93.8,102.0,59.1,40.9,11:27,21,12,-3.9,,,deshada01,16-17
381,381,50.0,-1.0,269,267,50.2,-0.5,4.9,91.5,96.4,40.1,59.9,8:45,9,10,0.4,84.0,54.8,desjaan01,16-17
197,299,39.7,-6.7,143,231,38.2,-8.8,3.8,94.5,98.3,55.0,45.0,7:22,2,3,-5.2,46.0,56.5,deslani01,16-17
5,12,29.4,-25.3,4,6,40.0,-16.6,0.0,100.0,100.0,57.1,42.9,9:28,0,0,0.0,2.0,50.0,desprsi01,16-17
427,365,53.9,2.8,324,281,53.6,4.0,3.9,89.4,93.4,62.4,37.6,11:47,12,13,-0.2,113.0,60.2,digiuph01,16-17
101,89,53.2,3.3,74,65,53.2,1.3,3.6,89.8,93.4,56.3,43.8,11:42,3,0,1.8,19.0,47.4,dickija01,16-17
30,28,51.7,-2.7,25,22,53.2,-2.0,7.1,92.3,99.5,62.5,37.5,10:10,0,0,0.5,7.0,71.4,didomch01,16-17
1209,1074,53.0,2.4,867,740,54.0,2.4,5.7,92.9,98.6,53.4,46.6,15:30,11,34,8.9,201.0,42.3,dillobr01,16-17
921,1006,47.8,3.0,667,784,46.0,1.5,7.3,93.7,101.0,42.6,57.4,13:29,26,34,-6.3,238.0,60.1,doansh01,16-17
753,897,45.6,2.0,562,699,44.6,1.3,9.6,91.3,100.9,48.3,51.7,14:18,27,36,-7.5,209.0,51.7,domima01,16-17
726,645,53.0,2.8,524,463,53.1,1.7,6.4,91.5,97.9,52.6,47.4,12:18,31,35,3.7,167.0,56.3,donskjo01,16-17
115,100,53.5,-0.3,84,74,53.2,0.4,7.2,82.3,89.5,52.8,47.2,9:34,2,1,0.1,33.0,72.7,dorsede01,16-17
