Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
D,0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,1,0,5,2,-2,3.0,2.5,0.4,-0.1,0.0,-0.1,,grantal01,15-16
C,15,0.17,0.32,0.49,0.18,1.9,16,29,45,17,75,15,46,0,14,42.2,42.8,-0.7,2.4,2.2,4.6,,killoal01,15-16
LW,33,0.63,0.27,0.9,0.41,5.04,57,23,80,37,122,52,49,0,21,56.4,44.0,12.4,9.1,2.6,11.7,0.0,ovechal01,15-16
D,12,0.1,0.41,0.51,0.16,2.49,8,34,42,14,81,16,81,26,10,69.6,65.4,4.2,2.6,5.3,7.9,1.0,pietral01,15-16
LW,12,0.11,0.39,0.5,0.17,1.01,8,30,38,13,64,19,43,6,8,35.7,38.7,-3.1,1.7,1.6,3.3,,tangual01,15-16
C,8,0.09,0.17,0.26,0.09,1.26,8,16,24,9,35,4,59,19,-11,36.1,40.0,-3.8,-0.5,0.9,0.4,,burmial01,15-16
D,7,0.12,0.27,0.38,0.14,2.13,7,16,23,8,57,18,66,20,-8,35.2,42.3,-7.2,1.3,2.5,3.8,,edleral01,15-16
C,0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,0,0,2,0,-2,1.6,1.9,-0.3,-0.1,0.0,-0.2,,khokhal01,15-16
D,5,0.03,0.23,0.26,0.08,0.8,2,17,19,6,50,0,46,14,17,37.8,38.0,-0.2,0.8,3.4,4.2,,petroal01,15-16
LW,1,0.07,0.2,0.27,0.09,1.2,1,3,4,1,9,2,6,0,1,6.9,5.4,1.5,0.0,0.3,0.3,,seminal01,15-16
LW,19,0.25,0.52,0.78,0.28,2.57,19,39,58,21,76,29,54,10,3,43.8,44.5,-0.7,4.0,1.8,5.8,2.0,steenal01,15-16
C,13,0.12,0.46,0.58,0.19,1.41,9,36,45,15,61,18,48,4,-1,39.0,36.1,3.0,2.4,1.1,3.5,5.0,wennbal01,15-16
RW,8,0.11,0.16,0.28,0.11,1.71,10,14,24,9,32,10,51,15,-13,29.6,41.7,-12.1,0.1,1.0,1.1,4.0,burroal01,15-16
RW,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,2,0,6,0,-4,3.0,4.4,-1.4,-0.2,-0.1,-0.3,,grenial01,15-16
D,3,0.0,0.17,0.17,0.04,0.99,0,13,13,4,43,0,69,19,-7,47.9,47.4,0.5,-0.5,2.6,2.1,,emelial01,15-16
D,4,0.03,0.14,0.17,0.05,0.61,2,10,12,4,34,0,51,12,-5,33.1,40.1,-6.9,0.1,2.2,2.3,,marchal01,15-16
LW,14,0.19,0.26,0.45,0.17,2.29,17,23,40,16,66,32,38,1,-2,46.3,41.9,4.4,2.5,1.2,3.7,,leean01,15-16
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.6,1.1,-0.5,0.0,0.1,0.1,,benoian01,15-16
LW,15,0.22,0.27,0.48,0.19,1.59,19,23,42,17,52,5,43,0,4,40.2,39.5,0.7,3.3,1.2,4.6,,burakan01,15-16
C,6,0.24,0.14,0.38,0.17,1.43,10,6,16,7,16,0,16,1,1,13.8,16.1,-2.3,1.7,0.4,2.1,0.0,athanan01,15-16
LW,4,0.07,0.13,0.2,0.07,0.95,4,8,12,4,19,0,24,1,-4,16.9,23.6,-6.7,0.0,0.5,0.5,,martian01,15-16
D,13,0.06,0.48,0.54,0.16,1.43,6,44,50,15,99,31,95,21,-6,56.7,57.0,-0.2,3.0,3.7,6.7,,markoan01,15-16
C,9,0.16,0.25,0.42,0.16,1.91,10,16,26,10,37,7,26,0,4,26.8,24.1,2.6,1.4,1.3,2.7,,nestran01,15-16
D,10,0.07,0.3,0.37,0.12,1.91,7,27,34,11,78,24,90,23,-15,61.4,60.2,1.2,1.8,2.9,4.7,,sekeran01,15-16
D,7,0.05,0.22,0.27,0.09,0.84,4,19,23,7,50,0,61,9,-2,38.1,46.2,-8.1,1.3,2.7,4.0,,sustran01,15-16
LW,1,0.0,0.22,0.22,0.06,0.33,0,2,2,1,2,1,2,0,-1,2.3,2.8,-0.5,0.0,0.0,0.1,,agozzan01,15-16
D,1,0.0,0.11,0.11,0.03,0.24,0,4,4,1,17,1,25,1,-7,17.0,21.5,-4.5,-0.1,0.4,0.2,,bodnaan01,15-16
D,0,0.0,0.17,0.17,0.05,0.17,0,1,1,0,2,0,2,0,0,2.3,3.0,-0.8,0.0,0.2,0.2,,campban01,15-16
LW,11,0.11,0.28,0.39,0.14,1.6,10,26,36,13,43,0,50,9,2,42.0,35.8,6.1,1.3,1.7,3.0,,coglian01,15-16
C,5,0.09,0.08,0.17,0.07,0.7,8,7,15,6,19,0,17,7,8,19.4,17.8,1.6,0.6,1.0,1.5,,coppan01,15-16
LW,6,0.1,0.06,0.17,0.07,1.25,9,6,15,7,20,0,47,19,-8,30.3,34.9,-4.7,-0.5,0.8,0.3,,desjaan01,15-16
D,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,2,0,7,1,-4,3.1,3.4,-0.4,-0.1,-0.2,-0.3,,ferenan01,15-16
LW,19,0.32,0.27,0.59,0.25,2.32,28,23,51,22,73,25,77,16,-13,44.6,52.2,-7.6,3.9,1.0,4.9,,laddan01,15-16
D,2,0.04,0.25,0.29,0.09,0.71,1,8,9,3,32,3,24,4,10,20.3,17.8,2.4,0.3,2.1,2.4,,macdoan01,15-16
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,2,0,-1,1.3,1.4,-0.1,-0.2,0.0,-0.1,,millean01,15-16
RW,13,0.18,0.26,0.44,0.17,1.96,16,22,38,15,56,17,29,0,11,46.7,41.6,5.1,2.2,1.7,3.9,,shawan01,15-16
D,0,0.0,0.0,0.0,0.0,0.85,0,0,0,0,1,0,4,0,-3,4.2,8.3,-4.1,-0.2,0.1,-0.1,,pedanan01,15-16
LW,5,0.13,0.03,0.17,0.08,0.77,9,2,11,5,15,0,14,0,1,17.3,22.5,-5.2,0.6,0.6,1.2,,andrean01,15-16
D,5,0.05,0.11,0.16,0.06,0.77,4,10,14,5,57,5,73,29,7,49.8,58.0,-8.2,-0.4,6.1,5.7,,greenan01,15-16
D,2,0.04,0.18,0.21,0.07,0.68,1,6,7,2,11,0,11,0,0,11.2,14.7,-3.5,0.4,0.8,1.1,,bitetan01,15-16
LW,17,0.25,0.3,0.54,0.22,1.3,23,27,50,20,71,24,39,1,12,36.4,35.7,0.7,4.0,1.8,5.8,0.0,duclaan01,15-16
RW,1,0.2,0.1,0.3,0.14,1.8,2,1,3,1,10,6,10,0,-6,4.5,5.0,-0.5,0.2,-0.1,0.1,,manthan01,15-16
RW,2,0.03,0.11,0.14,0.05,0.46,1,4,5,2,8,0,4,0,4,5.7,7.4,-1.7,0.1,0.4,0.5,,pelusan01,15-16
LW,12,0.16,0.2,0.36,0.14,1.39,15,18,33,13,45,3,41,10,11,43.4,38.5,4.8,1.7,1.4,3.2,,roussan01,15-16
C,15,0.22,0.28,0.5,0.2,1.62,19,23,42,17,66,25,68,13,-14,36.9,44.1,-7.3,2.7,0.8,3.5,1.0,vermean01,15-16
C,1,0.02,0.03,0.05,0.02,0.89,1,2,3,1,11,1,31,13,-9,17.7,20.2,-2.5,-1.6,0.5,-1.1,,landean01,15-16
RW,0,0.0,0.09,0.09,0.02,0.45,0,1,1,0,2,0,7,0,-5,2.3,3.6,-1.4,-0.2,-0.1,-0.2,,slepyan01,15-16
D,12,0.12,0.34,0.47,0.16,1.74,10,28,38,13,75,21,55,16,16,51.6,42.3,9.3,2.9,4.9,7.9,,stralan01,15-16
C,27,0.31,0.6,0.91,0.33,2.19,28,55,83,30,105,25,65,19,34,60.3,46.2,14.1,6.5,3.3,9.7,2.0,kopitan01,15-16
C,17,0.26,0.29,0.55,0.22,1.57,23,25,48,19,87,28,65,14,8,44.1,48.8,-4.7,3.1,1.9,4.9,0.0,anisiar01,15-16
LW,29,0.38,0.59,0.96,0.36,2.34,34,53,87,33,108,38,63,1,8,49.5,51.9,-2.4,7.9,2.0,9.8,1.0,panarar01,15-16
LW,4,0.05,0.12,0.18,0.06,0.96,3,8,11,4,18,0,28,7,-4,15.1,14.3,0.8,-0.1,0.5,0.4,,watsoau01,15-16
RW,1,0.0,0.21,0.21,0.06,0.5,0,3,3,1,5,0,6,2,1,4.1,5.0,-0.9,-0.1,0.2,0.2,,goodrba01,15-16
D,2,0.01,0.05,0.07,0.02,0.88,1,4,5,2,29,0,40,12,1,33.6,30.7,2.9,-0.6,2.4,1.8,,jackmba01,15-16
RW,5,0.18,0.18,0.36,0.15,1.58,7,7,14,6,20,5,16,0,-1,12.8,13.1,-0.2,0.9,0.3,1.3,,bennebe01,15-16
D,3,0.01,0.13,0.14,0.04,1.06,1,10,11,3,33,0,48,7,-9,32.9,37.9,-5.0,0.0,1.1,1.1,,chiarbe01,15-16
D,0,0.0,0.2,0.2,0.06,0.6,0,1,1,0,3,0,2,0,1,4.2,2.7,1.5,0.0,0.2,0.2,,harpube01,15-16
D,7,0.01,0.32,0.33,0.09,1.39,1,27,28,8,55,16,66,6,-21,43.4,59.8,-16.4,1.1,1.9,3.0,,huttobe01,15-16
D,4,0.06,0.09,0.15,0.06,1.36,4,7,11,4,51,0,55,13,9,48.7,41.5,7.2,0.0,3.1,3.1,,lovejbe01,15-16
RW,2,0.09,0.18,0.27,0.1,0.77,2,4,6,2,10,0,12,4,2,8.3,9.9,-1.7,0.1,0.4,0.5,,smithbe01,15-16
C,0,0.0,0.0,0.0,0.0,1.14,0,0,0,0,2,0,3,0,-1,2.2,2.4,-0.2,-0.1,0.0,-0.1,,streebe01,15-16
LW,13,0.25,0.4,0.65,0.24,1.98,16,25,41,16,52,18,42,2,-6,32.1,31.3,0.7,3.1,0.9,4.0,,poulibe01,15-16
LW,13,0.15,0.3,0.44,0.16,1.75,14,27,41,15,55,15,67,18,-9,38.6,46.1,-7.5,1.3,1.3,2.6,0.0,comeabl01,15-16
LW,1,0.14,0.14,0.29,0.12,1.43,1,1,2,1,2,0,2,0,0,1.4,3.2,-1.8,0.1,0.1,0.2,,pietibl01,15-16
RW,28,0.32,0.63,0.95,0.35,3.12,29,58,87,32,102,26,85,17,8,59.5,56.2,3.2,7.3,2.1,9.4,4.0,wheelbl01,15-16
C,15,0.2,0.29,0.49,0.18,1.89,18,27,45,17,56,13,94,22,-30,41.4,54.7,-13.4,2.4,0.5,2.9,2.0,horvabo01,15-16
RW,5,0.15,0.04,0.19,0.09,0.94,9,2,11,5,12,0,14,0,-2,14.9,14.3,0.6,0.7,0.6,1.3,,farnhbo01,15-16
RW,22,0.27,0.42,0.69,0.27,2.26,25,38,63,24,78,22,65,0,-9,43.4,54.6,-11.3,5.2,0.8,6.0,5.0,ryanbo01,15-16
C,21,0.37,0.23,0.6,0.26,2.74,34,21,55,24,63,16,68,6,-15,57.0,54.9,2.1,5.2,0.8,6.0,2.0,jennebo01,15-16
RW,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,0,0,2,0,-2,0.5,1.7,-1.2,-0.1,-0.1,-0.1,,rendubo01,15-16
C,2,0.03,0.03,0.06,0.03,0.82,2,2,4,2,10,0,38,21,-7,17.8,19.4,-1.6,-1.5,0.6,-1.0,,gordobo01,15-16
C,0,0.0,0.5,0.5,0.14,0.0,0,1,1,0,1,0,1,1,1,1.5,0.4,1.1,0.0,0.1,0.1,,kearnbr01,15-16
RW,9,0.13,0.27,0.4,0.14,1.42,9,18,27,10,38,13,32,1,-6,23.7,20.7,3.0,1.5,0.6,2.1,1.0,boyesbr01,15-16
D,0,0.0,0.0,0.0,0.0,1.71,0,0,0,0,1,0,2,0,-1,1.8,3.7,-1.9,-0.1,0.1,0.0,,huntbr01,15-16
C,2,0.04,0.07,0.11,0.04,0.54,2,4,6,2,12,0,29,6,-11,14.4,16.6,-2.3,-0.6,0.3,-0.3,,malonbr01,15-16
LW,27,0.48,0.31,0.79,0.34,3.25,42,27,69,30,80,11,64,14,21,59.0,42.8,16.2,7.1,2.4,9.4,3.0,marchbr03,15-16
C,10,0.15,0.26,0.41,0.15,2.41,11,20,31,11,51,24,25,0,4,31.6,32.3,-0.7,1.5,1.3,2.8,3.0,richabr01,15-16
RW,11,0.13,0.24,0.38,0.14,1.43,12,22,34,13,47,0,58,20,8,36.8,46.9,-10.2,1.2,1.7,2.9,,richabr02,15-16
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3,0,-2,1.7,2.7,-1.0,-0.1,0.0,-0.1,,stuarbr02,15-16
D,0,0.0,0.0,0.0,0.0,0.86,0,0,0,0,4,0,6,3,1,3.4,5.2,-1.8,-0.2,0.3,0.1,,skjeibr01,15-16
LW,2,0.04,0.04,0.07,0.03,1.04,2,2,4,2,10,0,20,0,-10,13.8,16.5,-2.7,-0.7,0.1,-0.7,,bollibr01,15-16
D,4,0.08,0.14,0.22,0.08,1.24,4,8,12,4,35,2,36,10,7,31.2,27.3,3.9,0.5,2.9,3.4,,davidbr01,15-16
C,18,0.23,0.41,0.64,0.24,2.11,19,35,54,20,66,16,87,20,-16,55.2,48.0,7.2,3.4,0.8,4.3,4.0,dubinbr01,15-16
D,0,0.0,0.04,0.04,0.01,0.42,0,1,1,0,13,0,16,0,-3,10.4,11.8,-1.4,-0.3,0.4,0.2,,gormlbr01,15-16
D,2,0.02,0.11,0.13,0.04,1.2,1,7,8,2,24,1,29,9,2,27.5,35.1,-7.6,-0.3,2.2,1.9,,mannibr01,15-16
LW,2,0.1,0.02,0.12,0.06,0.61,4,1,5,2,6,0,13,0,-7,10.3,15.2,-4.9,0.2,0.0,0.2,,mashibr01,15-16
C,12,0.23,0.25,0.48,0.19,2.1,15,16,31,13,37,12,31,1,-4,25.6,29.5,-3.8,2.4,0.7,3.2,,pirribr01,15-16
LW,2,0.03,0.17,0.2,0.06,0.54,1,7,8,2,8,0,15,4,-3,11.7,19.9,-8.2,-0.4,0.4,0.1,,prustbr01,15-16
LW,23,0.4,0.28,0.68,0.29,2.99,35,25,60,26,74,17,58,2,1,53.4,47.6,5.8,5.8,1.5,7.2,1.0,saadbr01,15-16
C,4,0.25,0.2,0.45,0.19,2.25,6,4,10,4,15,3,11,2,3,10.4,9.5,1.0,0.6,0.6,1.2,,suttebr03,15-16
LW,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,0,0,2,2,0,1.3,1.3,0.0,-0.1,0.0,-0.1,,tanevbr01,15-16
D,4,0.02,0.15,0.17,0.05,1.12,2,13,15,5,51,2,57,20,11,57.7,51.6,6.2,-0.1,4.3,4.2,,mcnabbr01,15-16
C,23,0.33,0.41,0.74,0.28,2.23,29,37,66,26,87,39,45,0,3,44.2,45.9,-1.6,5.7,1.7,7.4,3.0,schenbr01,15-16
D,3,0.01,0.11,0.13,0.04,1.15,1,10,11,3,53,0,56,15,12,39.3,41.3,-2.0,-0.4,4.0,3.6,,coburbr01,15-16
RW,16,0.36,0.4,0.75,0.3,3.26,21,23,44,18,65,21,31,0,13,35.2,31.6,3.6,4.1,1.5,5.6,,gallabr01,15-16
C,1,0.05,0.0,0.05,0.03,1.7,1,0,1,1,3,1,16,5,-9,8.3,9.8,-1.5,-0.5,-0.1,-0.5,,gauncbr01,15-16
LW,1,0.17,0.33,0.5,0.18,1.83,1,2,3,1,4,2,3,0,-1,3.3,2.6,0.7,0.2,0.1,0.3,,leipsbr01,15-16
D,5,0.05,0.19,0.24,0.08,1.3,3,13,16,5,44,2,46,6,1,44.9,39.2,5.8,0.6,2.7,3.4,,smithbr05,15-16
LW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,-0.1,0.1,-0.1,,woodsbr01,15-16
D,3,0.03,0.12,0.14,0.05,1.22,2,10,12,4,44,3,36,2,8,49.3,47.8,1.5,-0.1,3.4,3.3,,dillobr01,15-16
D,27,0.33,0.59,0.91,0.33,4.3,30,54,84,31,126,50,101,20,-5,77.3,67.8,9.5,8.8,4.1,12.9,0.0,burnsbr01,15-16
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,-2,1.9,3.2,-1.3,-0.1,0.0,-0.1,,regnebr01,15-16
D,17,0.17,0.43,0.6,0.21,2.06,16,39,55,19,103,39,75,17,6,57.6,70.5,-12.9,4.8,4.4,9.2,,seabrbr01,15-16
RW,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,0,0,1,0,-1,0.2,0.6,-0.4,-0.1,0.0,-0.1,,bulmebr01,15-16
RW,9,0.13,0.23,0.35,0.13,1.34,10,18,28,10,51,10,42,0,-1,34.6,35.1,-0.5,1.3,0.9,2.2,,connobr01,15-16
D,0,0.0,0.0,0.0,0.0,1.13,0,0,0,0,1,0,4,1,-2,3.0,2.6,0.4,-0.1,0.0,-0.1,,kulakbr01,15-16
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,,lernobr01,15-16
D,5,0.06,0.17,0.23,0.08,1.23,4,13,17,6,39,8,47,8,-7,40.6,40.8,-0.1,0.6,2.9,3.6,,pescebr01,15-16
RW,0,0.0,0.13,0.13,0.04,1.88,0,1,1,0,4,2,5,0,-3,2.6,3.3,-0.7,-0.1,0.0,-0.2,,ritchbr01,15-16
C,9,0.17,0.09,0.26,0.12,1.54,15,8,23,10,34,5,55,19,-7,28.9,25.8,3.1,1.1,0.8,1.9,2.0,boylebr01,15-16
D,10,0.07,0.3,0.38,0.12,1.21,7,28,35,11,99,21,58,13,31,59.5,53.6,5.9,1.9,5.8,7.8,,campbbr02,15-16
D,4,0.0,0.2,0.2,0.05,1.28,0,18,18,5,58,1,55,9,11,66.9,47.9,18.9,-0.1,3.7,3.7,,dumoubr01,15-16
C,4,0.07,0.11,0.18,0.07,1.3,4,7,11,4,18,1,29,10,-3,17.1,18.4,-1.3,-0.3,0.6,0.3,2.0,flynnbr01,15-16
RW,12,0.15,0.27,0.42,0.16,2.14,14,23,37,14,53,14,55,11,-5,38.3,42.2,-3.9,1.3,1.7,2.9,1.0,giontbr01,15-16
C,1,0.0,0.09,0.09,0.03,0.64,0,2,2,1,4,0,9,3,-3,7.2,7.5,-0.3,-0.4,0.2,-0.2,,oneilbr01,15-16
D,2,0.02,0.1,0.12,0.04,0.83,1,6,7,2,28,1,36,11,1,29.0,39.1,-10.1,-0.2,1.8,1.6,,straibr01,15-16
LW,2,0.14,0.05,0.19,0.09,1.19,3,1,4,2,6,0,21,0,-14,7.7,11.2,-3.5,0.1,-0.3,-0.1,,mcginbr01,15-16
LW,18,0.32,0.17,0.49,0.22,2.04,29,16,45,20,56,9,54,5,-3,45.9,56.5,-10.5,3.9,1.3,5.2,2.0,nelsobr01,15-16
C,0,0.0,0.0,0.0,0.0,0.88,0,0,0,0,0,0,4,0,-4,1.2,3.8,-2.6,-0.2,-0.1,-0.3,1.0,suttebr05,15-16
C,4,0.02,0.15,0.17,0.05,1.25,2,14,16,5,22,2,46,13,-13,23.4,27.2,-3.8,-0.8,0.5,-0.3,,laichbr01,15-16
D,4,0.07,0.17,0.24,0.09,0.76,3,8,11,4,43,0,39,7,11,33.1,25.7,7.4,0.4,2.6,3.0,,orpikbr01,15-16
LW,1,0.0,0.08,0.08,0.02,0.84,0,2,2,1,5,0,10,0,-5,10.6,9.9,0.7,-0.5,0.1,-0.4,,bickebr01,15-16
C,0,0.0,0.0,0.0,0.0,0.67,0,0,0,0,1,0,1,1,1,1.3,1.9,-0.7,-0.1,0.1,0.0,,lergbr01,15-16
C,16,0.3,0.44,0.74,0.28,2.23,19,28,47,18,57,18,70,17,-13,38.7,40.2,-1.5,3.6,0.6,4.2,2.0,littlbr01,15-16
RW,4,0.1,0.17,0.27,0.1,1.66,4,8,12,4,18,1,17,1,1,23.7,17.0,6.7,0.3,0.5,0.8,,rustbr01,15-16
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.2,-0.2,0.0,0.0,0.0,,hollobu01,15-16
RW,1,0.33,0.33,0.67,0.28,1.67,1,1,2,1,3,0,1,0,2,1.1,1.5,-0.5,0.3,0.1,0.4,,robinbu01,15-16
C,2,0.04,0.05,0.09,0.03,1.14,2,3,5,2,15,1,42,17,-11,19.0,19.0,0.0,-1.2,0.4,-0.8,,froesby01,15-16
RW,10,0.19,0.1,0.3,0.13,1.04,17,9,26,12,37,1,38,10,7,25.9,30.5,-4.5,1.8,1.3,3.1,2.0,cluttca01,15-16
C,3,0.15,0.2,0.35,0.14,0.5,3,4,7,3,12,5,8,0,-1,5.6,7.6,-2.1,0.5,0.3,0.8,,oreilca01,15-16
C,13,0.2,0.17,0.37,0.16,1.54,18,16,34,14,58,11,60,14,1,42.1,40.5,1.6,1.6,1.5,3.1,,jarnkca01,15-16
D,5,0.03,0.19,0.22,0.07,1.42,2,16,18,5,57,1,65,12,3,59.1,56.1,3.0,0.2,3.4,3.6,,dehaaca01,15-16
RW,22,0.33,0.32,0.65,0.27,2.79,30,29,59,24,78,21,83,17,-8,57.4,50.7,6.6,5.0,1.2,6.2,7.0,atkinca01,15-16
D,9,0.07,0.33,0.41,0.13,1.64,6,26,32,10,83,32,72,13,-8,48.9,51.3,-2.4,1.8,3.4,5.2,,fowleca01,15-16
D,3,0.04,0.08,0.13,0.05,0.71,3,7,10,4,50,1,54,13,7,44.7,38.8,6.0,-0.2,3.5,3.3,,gunnaca01,15-16
LW,14,0.18,0.31,0.49,0.18,2.23,15,28,43,16,56,1,57,10,8,57.3,40.3,17.0,2.5,1.8,4.3,,hagelca01,15-16
C,17,0.15,0.48,0.62,0.2,1.99,14,44,58,20,67,18,70,14,-7,41.1,48.1,-7.0,2.9,1.4,4.3,,soderca01,15-16
D,2,0.03,0.11,0.14,0.05,0.81,1,4,5,2,16,1,27,1,-11,18.1,19.7,-1.6,0.0,0.4,0.4,,colaica01,15-16
C,10,0.1,0.26,0.36,0.13,1.05,9,23,32,11,39,1,51,17,4,30.5,37.5,-7.1,1.4,1.3,2.6,,cizikca01,15-16
D,1,0.0,0.57,0.57,0.16,0.71,0,4,4,1,8,2,5,0,1,3.1,2.4,0.6,0.3,0.3,0.7,,nelsoca01,15-16
C,5,0.11,0.09,0.2,0.08,0.89,7,6,13,5,16,0,25,6,-2,20.8,20.3,0.5,0.0,0.7,0.7,,paquece01,15-16
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.6,0.0,0.0,0.0,,ruhwech01,15-16
C,0,0.0,0.0,0.0,0.0,0.22,0,0,0,0,0,0,3,0,-3,1.8,1.7,0.2,-0.2,-0.1,-0.3,,stephch02,15-16
LW,1,0.0,0.67,0.67,0.18,1.0,0,2,2,1,2,0,0,0,2,1.9,0.6,1.3,0.1,0.1,0.3,,hudonch01,15-16
C,17,0.26,0.26,0.51,0.21,1.71,24,23,47,19,70,20,54,5,1,42.8,45.5,-2.7,3.2,1.8,4.9,2.0,coylech01,15-16
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0.4,0.7,-0.3,-0.1,0.1,0.0,,deleoch01,15-16
D,1,0.03,0.06,0.1,0.03,0.68,1,2,3,1,10,0,13,1,-2,12.3,17.3,-5.1,-0.1,0.7,0.7,,bigrach01,15-16
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.2,0.0,0.0,0.0,,brownch01,15-16
D,0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,4,1,5,1,-1,2.7,3.3,-0.7,-0.1,0.0,0.0,,butlech01,15-16
LW,2,0.09,0.03,0.12,0.06,1.55,3,1,4,2,10,2,28,7,-14,11.4,17.6,-6.2,-0.5,0.0,-0.5,2.0,higgich01,15-16
C,1,0.18,0.0,0.18,0.1,0.73,2,0,2,1,8,1,6,2,3,4.5,3.9,0.6,0.0,0.3,0.3,,kellych01,15-16
LW,18,0.27,0.28,0.54,0.22,2.0,24,25,49,20,82,24,48,0,10,44.9,46.6,-1.7,3.8,1.6,5.4,,kreidch01,15-16
LW,15,0.21,0.29,0.5,0.19,1.88,19,26,45,17,79,11,42,3,29,54.8,42.4,12.3,2.7,2.6,5.2,2.0,kunitch01,15-16
