Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
D,1,0.0,0.09,0.09,0.02,0.88,0,3,3,1,15,0,22,3,-4,19.2,18.1,1.1,-0.3,0.9,0.5,,petroal01,14-15
RW,7,0.11,0.23,0.33,0.12,1.63,7,14,21,8,37,7,40,0,-10,28.4,33.3,-5.0,0.2,1.0,1.2,3.0,seminal01,14-15
LW,23,0.32,0.54,0.86,0.32,3.01,27,44,71,27,96,37,65,14,8,51.0,40.1,10.9,5.7,2.0,7.7,8.0,steenal01,14-15
C,6,0.06,0.24,0.29,0.09,1.25,5,17,22,7,37,12,64,20,-19,30.5,34.1,-3.7,-0.3,0.2,-0.1,2.0,wennbal01,14-15
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,0.7,1.2,-0.5,-0.1,0.0,-0.1,,boldual01,14-15
RW,14,0.26,0.21,0.47,0.2,2.07,20,16,36,15,52,13,47,8,0,35.4,34.0,1.4,2.7,1.1,3.9,0.0,burroal01,14-15
D,5,0.04,0.16,0.21,0.07,0.63,3,12,15,5,44,0,56,17,5,35.1,43.6,-8.5,0.2,3.4,3.7,,emelial01,14-15
D,1,0.08,0.08,0.15,0.06,0.54,1,1,2,1,6,0,5,0,1,4.7,4.8,-0.2,0.1,0.5,0.6,,marchal01,14-15
C,18,0.33,0.21,0.54,0.24,2.59,28,17,45,20,69,17,44,0,9,58.4,38.8,19.6,4.5,1.4,5.9,,leean01,14-15
D,3,0.02,0.14,0.15,0.05,0.76,1,9,10,3,29,1,56,9,-19,27.7,43.6,-15.9,-0.2,1.2,1.0,,benoian01,14-15
LW,8,0.17,0.25,0.42,0.16,1.23,10,14,24,9,44,9,23,0,12,27.7,19.5,8.2,1.6,1.3,2.8,1.0,burakan01,14-15
D,16,0.12,0.49,0.62,0.2,1.67,11,44,55,18,113,34,78,21,22,64.7,58.5,6.1,4.3,6.4,10.7,1.0,markoan01,14-15
D,6,0.12,0.12,0.23,0.09,1.12,8,8,16,7,41,2,60,10,-13,32.5,47.1,-14.7,1.0,1.7,2.7,,meszaan01,14-15
C,7,0.13,0.24,0.37,0.13,1.52,8,14,22,8,33,11,23,0,-1,27.1,22.3,4.8,1.0,1.0,2.0,,nestran01,14-15
D,7,0.04,0.27,0.32,0.09,1.37,3,22,25,8,62,12,62,9,-3,54.1,54.5,-0.4,0.9,4.4,5.3,,sekeran01,14-15
D,4,0.0,0.18,0.18,0.05,0.76,0,14,14,4,48,1,47,10,10,42.7,39.1,3.6,-0.1,3.0,2.8,,sustran01,14-15
LW,0,0.0,1.0,1.0,0.27,1.0,0,1,1,0,1,0,0,0,1,0.4,0.3,0.0,0.1,0.1,0.1,,agozzan01,14-15
D,0,0.0,0.03,0.03,0.01,0.85,0,1,1,0,8,0,30,9,-13,14.4,20.7,-6.4,-0.6,0.4,-0.2,,campban01,14-15
C,12,0.18,0.17,0.35,0.15,1.63,17,15,32,13,44,0,51,11,5,38.9,39.3,-0.4,1.7,1.4,3.0,,coglian01,14-15
C,0,0.0,1.0,1.0,0.27,4.0,0,1,1,0,2,0,0,0,2,0.9,0.3,0.5,0.1,0.1,0.2,,coppan01,14-15
C,4,0.07,0.07,0.14,0.06,0.86,6,5,11,5,17,1,29,11,-1,19.6,24.2,-4.6,-0.4,0.8,0.4,,desjaan01,14-15
C,2,0.04,0.21,0.25,0.08,0.88,1,5,6,2,7,0,8,2,1,5.0,6.4,-1.4,0.2,0.3,0.5,,ebbetan01,14-15
D,5,0.04,0.16,0.2,0.07,0.83,3,12,15,5,43,1,71,12,-17,33.9,56.3,-22.4,0.3,1.6,1.9,,ferenan01,14-15
LW,23,0.3,0.47,0.77,0.29,2.77,27,42,69,26,88,32,68,21,9,51.7,45.3,6.4,5.3,2.1,7.4,8.0,laddan01,14-15
D,4,0.03,0.17,0.21,0.06,1.07,2,11,13,4,37,7,45,10,-5,35.6,34.2,1.4,0.1,2.0,2.0,,macdoan01,14-15
D,1,0.0,0.17,0.17,0.05,0.42,0,2,2,1,2,0,12,4,-6,3.1,7.1,-4.0,0.0,-0.1,-0.1,,macwian01,14-15
C,2,0.11,0.56,0.67,0.21,1.56,1,5,6,2,5,0,8,0,-2,5.3,5.1,0.1,0.5,0.1,0.5,,millean01,14-15
C,11,0.19,0.14,0.33,0.14,1.85,17,12,29,13,55,22,43,2,-8,44.9,39.6,5.3,1.3,1.1,2.4,0.0,shawan01,14-15
C,1,0.11,0.06,0.17,0.07,0.78,2,1,3,1,3,0,2,0,1,5.3,6.9,-1.6,0.1,0.2,0.4,,andrean01,14-15
D,7,0.04,0.23,0.27,0.08,1.01,3,21,24,7,58,4,92,40,1,53.8,54.0,-0.2,0.4,5.1,5.5,,greenan01,14-15
D,0,0.0,0.0,0.0,0.0,0.29,0,0,0,0,1,0,2,0,-1,3.5,3.4,0.2,-0.1,0.1,0.0,,bitetan01,14-15
LW,2,0.06,0.33,0.39,0.12,1.0,1,7,8,2,9,1,4,0,4,5.8,6.6,-0.8,0.3,0.4,0.7,,duclaan01,14-15
RW,1,0.02,0.02,0.04,0.02,0.47,1,1,2,1,7,0,11,1,-3,7.3,9.0,-1.7,-0.5,0.2,-0.3,,pelusan01,14-15
LW,10,0.16,0.15,0.31,0.13,1.41,15,13,28,12,39,3,71,15,-20,37.6,35.0,2.7,1.1,0.1,1.2,0.0,roussan01,14-15
C,14,0.16,0.3,0.46,0.17,1.33,15,27,42,16,61,23,88,25,-25,38.3,51.9,-13.6,1.6,0.9,2.5,,vermean01,14-15
C,7,0.16,0.37,0.53,0.19,1.61,7,15,22,8,29,12,34,5,-12,19.9,22.0,-2.1,1.4,0.2,1.6,2.0,landean01,14-15
D,13,0.11,0.37,0.48,0.16,1.68,10,33,43,14,109,23,82,18,22,70.3,52.7,17.6,3.2,4.9,8.0,,stralan01,14-15
D,2,0.0,0.15,0.15,0.04,0.76,0,8,8,2,24,0,27,7,4,19.6,17.8,1.8,0.0,1.6,1.6,,volchan01,14-15
C,21,0.2,0.61,0.81,0.27,1.7,18,53,71,24,83,32,70,16,-2,48.0,36.9,11.1,4.7,1.7,6.4,8.0,kopitan01,14-15
C,9,0.13,0.38,0.52,0.17,1.69,8,22,30,10,39,6,51,12,-6,27.4,29.1,-1.8,1.4,0.6,2.0,3.0,anisiar01,14-15
RW,2,0.05,0.05,0.1,0.04,0.74,3,3,6,2,10,0,16,0,-6,15.8,22.3,-6.5,-0.3,0.4,0.1,,crombbj01,14-15
RW,4,0.07,0.13,0.2,0.07,1.13,5,9,14,5,20,1,21,1,-1,18.9,22.0,-3.1,-0.1,0.7,0.6,2.0,goodrba01,14-15
D,5,0.03,0.16,0.19,0.06,1.08,2,14,16,5,44,0,57,17,3,43.5,38.7,4.8,0.2,3.1,3.3,,jackmba01,14-15
RW,4,0.08,0.16,0.24,0.09,1.65,5,9,14,5,20,0,22,1,-1,21.9,20.4,1.5,0.1,0.7,0.8,1.0,bennebe01,14-15
D,3,0.05,0.15,0.2,0.07,0.93,2,7,9,3,25,0,25,5,5,26.6,20.4,6.2,0.3,1.8,2.1,,chiarbe01,14-15
D,4,0.03,0.2,0.23,0.07,1.43,2,13,15,5,34,1,46,8,-4,38.7,36.2,2.5,0.3,1.9,2.2,,lovejbe01,14-15
RW,6,0.09,0.09,0.18,0.07,1.15,8,7,15,6,23,1,30,10,2,29.4,29.4,0.0,-0.6,1.3,0.7,,smithbe01,14-15
C,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,2,0,2,0,0,0.6,1.8,-1.1,-0.1,0.0,-0.1,,streebe01,14-15
LW,14,0.33,0.26,0.59,0.25,1.81,21,16,37,16,53,13,47,6,-1,33.7,37.7,-4.0,3.4,1.1,4.5,2.0,poulibe01,14-15
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,-4,0.8,1.5,-0.8,-0.1,-0.1,-0.2,,jonesbl01,14-15
LW,12,0.26,0.25,0.51,0.2,2.41,18,16,34,14,40,3,36,3,6,36.4,34.3,2.1,2.6,1.4,4.0,,comeabl01,14-15
RW,24,0.33,0.44,0.77,0.3,3.09,29,38,67,26,95,28,50,9,26,53.2,39.7,13.5,5.7,2.7,8.4,8.0,wheelbl01,14-15
C,10,0.19,0.18,0.37,0.15,1.37,15,13,28,12,32,2,44,5,-8,31.1,36.5,-5.4,2.0,0.5,2.5,,horvabo01,14-15
RW,0,0.0,0.0,0.0,0.0,0.55,0,0,0,0,1,0,1,0,0,1.4,2.3,-0.8,-0.2,0.1,-0.1,,farnhbo01,14-15
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.9,-0.4,-0.1,0.0,0.0,,robinbo01,14-15
RW,20,0.23,0.46,0.69,0.25,2.83,20,39,59,22,77,23,51,2,5,45.5,46.0,-0.5,4.4,1.5,6.0,7.0,ryanbo01,14-15
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1,0.3,0.6,-0.3,0.0,0.0,-0.1,,yakimbo01,14-15
C,7,0.29,0.26,0.55,0.22,2.68,10,9,19,8,32,10,32,4,-5,21.1,20.9,0.3,1.3,0.3,1.7,1.0,jennebo01,14-15
RW,1,0.09,0.09,0.18,0.07,0.55,1,1,2,1,6,0,5,0,1,3.2,3.5,-0.3,0.0,0.2,0.2,,rendubo01,14-15
C,5,0.09,0.1,0.19,0.08,0.96,7,8,15,6,23,4,45,21,-5,17.6,24.0,-6.4,-0.4,0.9,0.5,1.0,gordobo01,14-15
RW,14,0.18,0.31,0.49,0.18,1.94,16,26,42,16,61,14,37,0,11,39.4,40.6,-1.2,2.4,1.8,4.3,5.0,boyesbr01,14-15
D,1,0.09,0.18,0.27,0.1,1.82,1,2,3,1,9,3,13,1,-6,6.6,7.3,-0.6,0.2,0.0,0.2,,huntbr01,14-15
C,6,0.11,0.12,0.23,0.09,1.0,8,9,17,7,18,0,31,5,-8,19.6,20.1,-0.4,0.6,0.7,1.3,,malonbr01,14-15
LW,18,0.31,0.23,0.55,0.23,2.34,27,20,47,20,61,6,63,13,5,51.6,34.5,17.1,3.8,1.6,5.5,6.0,marchbr03,14-15
C,13,0.16,0.33,0.49,0.17,2.62,14,27,41,15,62,13,46,1,3,43.8,43.0,0.8,2.4,1.5,3.8,1.0,richabr01,14-15
RW,8,0.18,0.29,0.47,0.17,1.47,9,14,23,9,27,1,35,9,0,24.1,24.7,-0.5,1.5,0.7,2.1,,richabr02,14-15
D,4,0.05,0.15,0.2,0.07,0.98,3,11,14,5,40,1,54,11,-4,37.4,45.6,-8.1,0.1,2.6,2.7,,stuarbr02,14-15
LW,2,0.02,0.06,0.08,0.03,1.08,1,4,5,2,11,0,20,0,-9,14.2,17.4,-3.2,-0.8,0.2,-0.6,,bollibr01,14-15
D,1,0.08,0.0,0.08,0.05,0.58,1,0,1,1,6,0,11,0,-5,5.6,7.6,-1.9,0.0,0.0,0.0,,davidbr01,14-15
LW,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.3,0.0,0.0,0.0,,defazbr01,14-15
C,13,0.28,0.49,0.77,0.28,2.13,15,25,40,15,47,7,46,17,11,29.0,27.4,1.6,3.1,1.3,4.4,1.0,dubinbr01,14-15
D,2,0.07,0.07,0.15,0.06,1.44,2,2,4,2,12,2,25,8,-7,13.1,15.2,-2.1,0.2,0.5,0.7,,gormlbr01,14-15
RW,2,0.1,0.1,0.2,0.08,0.4,2,2,4,2,6,0,10,1,-3,3.9,5.9,-2.0,0.3,0.1,0.3,,kozunbr01,14-15
D,1,0.0,0.27,0.27,0.07,0.91,0,3,3,1,7,0,8,4,3,7.1,4.9,2.2,0.1,0.6,0.7,,mannibr01,14-15
C,1,0.02,0.05,0.07,0.02,0.88,1,3,4,1,8,0,39,12,-19,15.3,22.0,-6.7,-1.1,0.0,-1.2,,mcmilbr01,14-15
C,12,0.45,0.04,0.49,0.25,2.92,25,2,27,14,31,8,17,0,6,23.4,22.2,1.2,3.2,1.1,4.2,4.0,pirribr01,14-15
LW,6,0.05,0.17,0.22,0.07,0.95,5,15,20,7,29,1,39,17,6,27.7,30.6,-2.9,-0.5,1.5,1.0,,prustbr01,14-15
LW,20,0.28,0.35,0.63,0.25,2.48,26,32,58,23,72,18,57,11,7,58.5,49.5,9.0,4.5,2.0,6.5,1.0,saadbr01,14-15
C,14,0.26,0.15,0.41,0.18,2.25,24,13,37,17,45,7,52,18,6,35.7,37.6,-1.9,2.2,1.9,4.1,3.0,suttebr03,14-15
D,7,0.03,0.31,0.34,0.1,1.04,2,24,26,8,48,8,36,7,11,39.0,29.5,9.4,1.5,3.5,5.0,,mcnabbr01,14-15
C,17,0.22,0.35,0.57,0.21,1.9,20,32,52,20,81,44,43,0,-5,45.0,43.7,1.2,3.3,1.3,4.6,3.0,schenbr01,14-15
D,3,0.02,0.23,0.26,0.07,1.07,1,11,12,4,29,1,47,21,2,27.9,22.9,5.0,0.2,1.9,2.2,,coburbr01,14-15
RW,19,0.29,0.28,0.57,0.23,3.1,27,25,52,22,77,20,39,0,18,55.2,41.4,13.8,4.3,2.3,6.6,3.0,gallabr01,14-15
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.0,0.0,0.0,,ranfobr01,14-15
C,0,0.0,0.08,0.08,0.02,0.83,0,1,1,0,1,0,2,0,-1,4.2,3.5,0.7,-0.3,0.1,-0.1,,shinnbr01,14-15
D,5,0.05,0.12,0.17,0.06,1.16,5,10,15,5,42,2,54,11,-2,43.8,42.7,1.1,0.2,2.6,2.9,1.0,smithbr05,14-15
LW,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,1,0,-1,0.2,0.1,0.1,0.0,0.0,-0.1,,woodsbr01,14-15
D,3,0.03,0.1,0.13,0.04,1.14,2,9,11,4,51,0,82,17,-13,57.1,56.0,1.1,-0.6,2.0,1.4,,dillobr01,14-15
LW,3,0.04,0.07,0.11,0.04,0.4,3,5,8,3,20,1,20,0,-1,22.5,18.7,3.7,-0.6,0.5,-0.1,1.0,morrobr01,14-15
D,20,0.21,0.52,0.73,0.25,2.99,19,47,66,23,112,44,99,20,-9,70.1,63.3,6.8,6.1,3.4,9.5,3.0,burnsbr01,14-15
D,10,0.1,0.28,0.38,0.13,2.21,9,25,34,12,82,23,78,17,-3,71.1,64.3,6.9,2.1,3.9,6.0,,seabrbr01,14-15
D,3,0.04,0.16,0.2,0.06,0.53,2,9,11,4,25,0,30,6,1,23.7,28.0,-4.2,0.3,2.6,2.9,,bellebr01,14-15
RW,8,0.22,0.09,0.31,0.14,1.51,14,5,19,9,31,12,16,0,3,19.3,18.5,0.8,1.4,0.7,2.1,,connobr01,14-15
D,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0.7,0.9,-0.2,0.0,0.0,0.0,,kulakbr01,14-15
RW,4,0.19,0.1,0.29,0.13,2.52,7,3,10,5,19,6,14,0,-1,16.1,14.6,1.5,0.5,0.3,0.8,,ritchbr01,14-15
C,1,0.0,0.5,0.5,0.14,1.0,0,3,3,1,3,0,3,1,1,1.3,2.0,-0.7,0.2,0.1,0.3,,suttebr04,14-15
C,10,0.18,0.11,0.29,0.13,1.71,17,10,27,12,36,1,49,17,3,28.7,27.2,1.5,1.4,1.1,2.5,,boylebr01,14-15
D,8,0.04,0.29,0.33,0.1,1.44,3,26,29,9,79,19,66,11,4,61.1,52.9,8.1,1.0,4.6,5.6,1.0,campbbr02,14-15
D,1,0.13,0.0,0.13,0.07,0.5,1,0,1,1,6,0,6,0,0,4.4,6.4,-2.0,0.1,0.3,0.3,,dumoubr01,14-15
RW,0,0.0,0.14,0.14,0.04,0.86,0,1,1,0,1,0,1,0,0,1.3,1.4,0.0,-0.1,0.1,0.0,,ferlibr01,14-15
C,6,0.08,0.19,0.27,0.09,1.3,6,13,19,7,33,4,48,14,-5,21.2,33.9,-12.7,-0.2,1.0,0.8,,flynnbr01,14-15
C,1,0.0,0.2,0.2,0.05,0.84,0,5,5,1,9,3,8,5,2,8.6,8.4,0.2,-0.4,0.4,0.0,,gibbobr02,14-15
RW,13,0.19,0.32,0.51,0.19,2.22,15,24,39,15,47,12,61,13,-13,32.3,44.2,-11.9,1.9,1.1,3.0,5.0,giontbr01,14-15
D,1,0.0,0.18,0.18,0.05,0.64,0,2,2,1,6,0,2,0,4,4.5,6.1,-1.6,0.0,0.6,0.7,,lashobr01,14-15
RW,0,0.0,0.0,0.0,0.0,1.25,0,0,0,0,0,0,2,0,-2,1.7,2.4,-0.7,-0.1,0.0,-0.2,,mcgrabr01,14-15
D,2,0.04,0.1,0.13,0.05,1.13,2,5,7,2,40,0,56,15,-1,43.4,42.8,0.6,-0.2,1.6,1.4,,straibr01,14-15
C,17,0.24,0.27,0.51,0.21,2.32,23,24,47,19,75,28,51,9,6,57.5,40.4,17.1,3.5,1.5,4.9,3.0,nelsobr01,14-15
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,-2,1.0,1.2,-0.2,-0.1,0.0,-0.1,,suttebr05,14-15
C,7,0.11,0.2,0.3,0.11,1.61,8,14,22,8,32,1,47,15,-2,32.5,30.0,2.5,0.3,1.0,1.3,0.0,laichbr01,14-15
D,5,0.0,0.24,0.24,0.07,0.85,0,21,21,6,69,0,94,31,5,56.0,54.9,1.1,0.0,3.9,3.9,0.0,orpikbr01,14-15
D,1,0.0,0.18,0.18,0.05,0.55,0,2,2,1,5,0,9,2,-2,5.1,4.3,0.8,0.0,0.2,0.2,,allenbr01,14-15
LW,11,0.18,0.18,0.35,0.14,1.41,16,15,31,13,40,6,29,0,5,40.5,34.1,6.4,2.0,1.4,3.4,1.0,bickebr01,14-15
C,1,0.5,0.0,0.5,0.27,4.0,1,0,1,1,1,0,2,0,-1,1.1,1.2,-0.1,0.2,0.0,0.1,,lergbr01,14-15
C,21,0.34,0.4,0.74,0.3,2.11,27,31,58,23,69,23,58,20,8,44.3,37.9,6.4,4.8,1.8,6.6,7.0,littlbr01,14-15
RW,1,0.07,0.07,0.14,0.06,2.43,1,1,2,1,6,1,8,0,-3,6.8,6.8,0.1,-0.1,0.1,-0.1,,rustbr01,14-15
D,1,0.0,0.13,0.13,0.04,0.87,0,2,2,1,6,0,24,13,-5,6.1,8.8,-2.8,-0.1,0.3,0.2,,salvabr01,14-15
RW,6,0.09,0.12,0.21,0.08,1.63,8,10,18,7,28,1,41,14,1,35.6,35.4,0.2,-0.1,0.9,0.8,1.0,cluttca01,14-15
C,7,0.09,0.15,0.24,0.09,1.28,8,12,20,8,32,2,42,14,2,34.0,25.1,8.9,0.2,1.1,1.2,,jarnkca01,14-15
D,4,0.02,0.17,0.18,0.05,1.42,1,12,13,4,48,2,57,15,3,50.0,45.0,4.9,-0.1,2.4,2.3,,dehaaca01,14-15
RW,17,0.28,0.23,0.51,0.21,2.72,25,20,45,19,60,18,49,5,-2,44.7,50.1,-5.4,3.3,1.2,4.5,5.0,atkinca01,14-15
D,11,0.09,0.34,0.43,0.14,1.09,8,29,37,12,86,19,74,11,4,53.4,51.4,2.0,2.5,3.3,5.8,,fowleca01,14-15
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,2,0,1,0,1,1.5,0.8,0.7,-0.1,0.2,0.1,,schilca01,14-15
D,4,0.03,0.16,0.2,0.06,0.89,2,11,13,4,48,2,41,6,10,39.9,36.2,3.6,0.2,3.2,3.4,,gunnaca01,14-15
LW,14,0.21,0.22,0.43,0.17,2.26,19,20,39,16,55,1,50,14,18,49.6,47.8,1.8,2.5,1.9,4.4,,hagelca01,14-15
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1,0.0,0.2,-0.2,0.0,0.0,-0.1,,klingca01,14-15
C,15,0.16,0.38,0.54,0.19,1.99,15,34,49,17,70,17,44,1,10,49.9,44.2,5.7,2.6,1.9,4.5,2.0,soderca01,14-15
D,3,0.06,0.18,0.24,0.08,1.27,2,7,9,3,16,2,14,0,0,18.1,16.1,2.0,0.4,1.1,1.5,,colaica01,14-15
RW,0,0.0,0.0,0.0,0.0,0.57,0,0,0,0,0,0,3,0,-3,1.1,1.4,-0.3,-0.1,-0.1,-0.2,,ashtoca01,14-15
C,1,0.17,0.0,0.17,0.09,1.5,1,0,1,1,2,0,1,0,1,2.5,1.5,0.9,0.1,0.1,0.2,,baileca01,14-15
C,7,0.13,0.13,0.26,0.1,1.29,10,10,20,8,27,1,39,12,-2,31.1,33.2,-2.1,0.6,0.7,1.3,,cizikca01,14-15
C,8,0.19,0.11,0.3,0.13,1.42,14,8,22,10,24,0,33,13,4,25.5,23.5,2.0,1.1,0.9,2.0,,paquece01,14-15
D,0,0.0,0.25,0.25,0.07,1.0,0,1,1,0,3,0,0,0,3,1.6,1.2,0.4,0.1,0.4,0.4,,ruhwech01,14-15
C,13,0.13,0.29,0.43,0.15,1.46,12,26,38,14,62,8,42,1,13,44.2,35.4,8.8,1.9,1.9,3.8,1.0,coylech01,14-15
C,1,0.2,0.0,0.2,0.11,0.8,1,0,1,1,1,0,0,0,1,0.6,1.3,-0.7,0.1,0.1,0.2,,brownch01,14-15
D,3,0.09,0.18,0.27,0.1,1.64,3,7,10,4,35,0,28,1,8,20.8,19.4,1.4,0.6,1.9,2.5,,butlech01,14-15
RW,0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,1,0,0,0,1,0.8,0.5,0.3,0.0,0.1,0.0,,connech01,14-15
LW,13,0.16,0.31,0.47,0.17,2.22,14,26,40,15,53,6,53,14,8,40.4,42.0,-1.6,2.0,1.6,3.7,2.0,higgich01,14-15
C,9,0.09,0.26,0.35,0.12,1.4,8,23,31,11,40,0,48,14,6,36.9,34.8,2.2,0.6,1.6,2.1,1.0,kellych01,14-15
LW,18,0.26,0.31,0.58,0.23,2.25,24,27,51,20,69,13,32,0,24,51.8,46.2,5.5,4.2,2.2,6.4,,kreidch01,14-15
LW,15,0.23,0.31,0.54,0.2,2.3,19,25,44,17,84,35,46,0,2,50.6,41.5,9.0,2.7,1.7,4.3,2.0,kunitch01,14-15
C,1,0.14,0.14,0.29,0.12,1.43,1,1,2,1,6,3,4,0,-1,3.7,2.1,1.7,0.1,0.0,0.2,,muellch01,14-15
RW,3,0.11,0.08,0.18,0.08,0.61,5,3,8,4,13,1,7,0,5,11.5,13.6,-2.2,0.2,0.6,0.8,,neilch01,14-15
D,1,0.0,0.08,0.08,0.02,0.81,0,3,3,1,23,1,28,6,0,19.8,28.0,-8.2,-0.6,1.4,0.8,,phillch02,14-15
LW,1,0.04,0.04,0.08,0.03,1.0,1,1,2,1,3,0,6,0,-3,5.4,6.7,-1.4,-0.3,0.1,-0.2,,portech01,14-15
RW,13,0.17,0.27,0.44,0.17,1.91,15,24,39,15,52,15,64,1,-26,34.5,51.2,-16.7,2.0,0.5,2.6,,stewach02,14-15
D,1,0.0,0.15,0.15,0.04,0.75,0,3,3,1,4,0,23,7,-12,6.6,11.3,-4.8,0.0,-0.3,-0.4,,summech01,14-15
D,6,0.03,0.26,0.29,0.08,0.76,2,20,22,7,61,7,67,20,8,47.8,42.7,5.2,0.6,3.7,4.3,,tanevch01,14-15
LW,8,0.19,0.16,0.35,0.14,1.25,12,10,22,9,28,6,26,0,-4,24.0,22.6,1.4,1.4,1.0,2.4,4.0,terrych01,14-15
RW,6,0.09,0.09,0.17,0.07,0.83,8,8,16,7,21,0,26,0,-5,22.1,23.1,-1.1,0.6,0.5,1.0,,thorbch01,14-15
