Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Trevor Daley,36,DET,D,43,0,7,7,-22,20,0.1,0,0,0,0,5,2,0,37,0.0,673,15:39,44,9,0,0,,daleytr01,19-20
Phillip Danault,26,MTL,LW,71,13,34,47,18,32,4.7,12,1,0,1,31,3,0,131,9.9,1338,18:51,37,119,728,608,54.5,danauph01,19-20
Marko Daňo,25,CBJ,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,22,7:10,3,5,0,0,,danoma01,19-20
Brandon Davidson,28,TOT,D,12,0,0,0,-3,0,0.0,0,0,0,0,0,0,0,17,0.0,150,12:29,20,24,0,0,,davidbr01,19-20
Jonathan Davidsson,22,OTT,RW,6,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,33,5:31,1,5,0,0,,davidjo03,19-20
Calvin de Haan,28,CHI,D,29,1,5,6,10,10,1.9,1,0,0,0,5,0,0,42,2.4,577,19:55,73,93,0,0,,dehaaca01,19-20
Jacob de La Rose,24,TOT,LW,50,2,7,9,2,10,0.4,2,0,0,0,7,0,0,46,4.3,536,10:43,16,120,118,156,43.1,delarja01,19-20
Chase De Leo,24,ANA,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,15,14:59,0,1,0,1,0.0,deleoch01,19-20
Jean-Sébastien Dea,25,BUF,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,23,7:38,0,3,1,1,50.0,deaje01,19-20
Tony DeAngelo,24,NYR,D,68,15,38,53,12,47,8.4,12,3,0,3,22,16,0,149,10.1,1312,19:17,57,48,0,0,,deangan01,19-20
Alex DeBrincat,22,CHI,RW,70,18,27,45,-10,15,3.9,8,10,0,4,21,6,0,207,8.7,1225,17:30,19,58,7,13,35.0,debrial01,19-20
Jake DeBrusk,23,BOS,LW,65,19,16,35,-1,14,3.8,12,7,0,5,13,3,0,161,11.8,1043,16:03,15,35,9,17,34.6,debruja01,19-20
Danny DeKeyser,29,DET,D,8,0,4,4,0,4,0.7,0,0,0,0,4,0,0,12,0.0,176,22:04,18,6,0,0,,dekeyda01,19-20
Michael Del Zotto,29,ANA,D,49,2,13,15,5,14,3.1,2,0,0,0,12,1,0,57,3.5,917,18:43,55,101,0,0,,delzomi01,19-20
Dylan DeMelo,26,TOT,D,59,0,10,10,4,37,2.2,0,0,0,0,8,0,2,74,0.0,1188,20:09,77,105,0,0,,demeldy01,19-20
Jason Demers,31,ARI,D,50,0,11,11,5,25,2.8,0,0,0,0,10,0,1,53,0.0,1025,20:30,70,76,0,0,,demerja01,19-20
Travis Dermott,23,TOR,D,56,4,7,11,14,37,2.9,4,0,0,1,7,0,0,65,6.2,969,17:19,58,76,0,0,,dermotr01,19-20
Nicolas Deslauriers,28,ANA,LW,59,7,6,13,-1,92,1.1,7,0,0,1,6,0,0,64,10.9,577,9:47,32,137,0,0,,deslani01,19-20
Phillip Di Giuseppe,26,NYR,LW,20,1,3,4,1,2,0.1,1,0,0,0,3,0,0,35,2.9,226,11:17,20,38,0,2,0.0,digiuph01,19-20
Thomas Di Pauli,25,PIT,C,2,0,0,0,-3,10,-0.1,0,0,0,0,0,0,0,2,0.0,12,5:59,1,4,0,0,,dipauth01,19-20
Jason Dickinson,24,DAL,C,65,9,12,21,7,6,1.9,9,0,0,1,11,0,1,85,10.6,973,14:59,55,89,196,251,43.8,dickija01,19-20
Brenden Dillon,29,TOT,D,69,1,13,14,-2,104,3.1,1,0,0,0,12,0,1,58,1.7,1343,19:27,74,194,0,0,,dillobr01,19-20
Christian Djoos,25,TOT,D,11,1,2,3,3,0,0.8,1,0,0,0,1,1,0,13,7.7,210,19:06,12,2,0,0,,djoosch01,19-20
Noah Dobson,20,NYI,D,34,1,6,7,-1,8,1.2,1,0,0,0,5,1,0,37,2.7,451,13:17,31,25,0,0,,dobsono01,19-20
Max Domi,24,MTL,LW,71,17,27,44,-3,35,4.2,16,1,0,3,17,10,0,179,9.5,1214,17:06,13,32,385,403,48.9,domima01,19-20
Ryan Donato,23,MIN,C,62,14,9,23,5,12,2.8,14,0,0,1,7,2,0,95,14.7,659,10:38,14,53,40,62,39.2,donatry01,19-20
Joonas Donskoi,27,COL,RW,65,16,17,33,2,26,3.1,12,4,0,2,16,1,0,111,14.4,1056,16:15,38,25,9,12,42.9,donskjo01,19-20
Drew Doughty,30,LAK,D,67,7,28,35,-16,36,5.4,2,5,0,2,18,9,1,141,5.0,1730,25:49,87,106,0,0,,doughdr01,19-20
Nic Dowd,29,WSH,C,56,7,8,15,11,28,1.5,4,0,3,1,8,0,0,52,13.5,607,10:50,26,117,274,277,49.7,dowdni01,19-20
Justin Dowling,29,DAL,C,29,3,3,6,-3,8,0.4,3,0,0,1,3,0,0,29,10.3,318,10:57,12,25,42,54,43.8,dowliju01,19-20
Leon Draisaitl,24,EDM,C,71,43,67,110,-7,18,12.8,27,16,0,10,39,28,0,218,19.7,1605,22:37,19,27,662,608,52.1,draisle01,19-20
Sheldon Dries,25,COL,C,5,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,34,6:52,2,16,4,2,66.7,driessh01,19-20
Jonathan Drouin,24,MTL,LW,27,7,8,15,-6,14,1.4,6,1,0,1,5,3,0,51,13.7,424,15:42,5,25,4,8,33.3,drouijo01,19-20
Dillon Dubé,21,CGY,C,45,6,10,16,0,6,1.4,5,1,0,2,9,1,0,60,10.0,571,12:41,13,59,0,2,0.0,dubedi01,19-20
Pierre-Luc Dubois,21,CBJ,LW,70,18,31,49,-2,49,5.0,17,1,0,4,22,9,0,158,11.4,1255,17:56,50,85,359,446,44.6,duboipi01,19-20
Matt Duchene,29,NSH,C,66,13,29,42,-4,24,3.5,8,5,0,1,23,6,0,136,9.6,1114,16:53,22,40,390,305,56.1,duchema01,19-20
Anthony Duclair,24,OTT,LW,66,23,17,40,-5,18,4.5,16,5,2,2,14,3,0,184,12.5,1073,16:16,39,53,3,3,50.0,duclaan01,19-20
Mathew Dumba,25,MIN,D,69,6,18,24,-7,41,3.6,5,1,0,1,10,7,1,167,3.6,1552,22:30,88,98,0,0,,dumbama01,19-20
Gabriel Dumont,29,MIN,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,35,11:30,2,9,6,9,40.0,dumonga01,19-20
Brian Dumoulin,28,PIT,D,28,1,7,8,17,10,2.7,0,0,1,0,6,1,0,35,2.9,590,21:03,35,44,0,0,,dumoubr01,19-20
Vince Dunn,23,STL,D,71,9,14,23,15,27,5.3,5,4,0,1,8,6,0,138,6.5,1155,16:16,47,50,0,0,,dunnvi02,19-20
Christian Dvorak,23,ARI,C,70,18,20,38,6,12,4.3,12,6,0,2,16,4,0,134,13.4,1169,16:42,36,39,523,426,55.1,dvorach01,19-20
Ryan Dzingel,27,CAR,C,64,8,21,29,3,30,2.3,4,4,0,1,16,5,0,98,8.2,906,14:09,25,36,9,20,31.0,dzingry01,19-20
Cody Eakin,28,TOT,C,49,5,10,15,-3,16,0.7,5,0,0,1,9,1,0,61,8.2,714,14:35,16,49,311,330,48.5,eakinco01,19-20
Jordan Eberle,29,NYI,RW,58,16,24,40,1,12,4.1,12,4,0,1,17,7,0,136,11.8,1033,17:49,39,37,3,6,33.3,eberljo01,19-20
Alexander Edler,33,VAN,D,59,5,28,33,13,62,5.8,4,1,0,1,22,6,0,118,4.2,1334,22:37,162,108,0,0,,edleral01,19-20
Joel Edmundson,26,CAR,D,68,7,13,20,7,72,4.3,7,0,0,0,13,0,0,97,7.2,1255,18:27,91,118,0,0,,edmunjo01,19-20
Nikolaj Ehlers,23,WPG,LW,71,25,33,58,14,30,6.8,21,3,1,5,31,2,0,203,12.3,1173,16:31,28,36,0,2,0.0,ehlerni01,19-20
Christoffer Ehn,23,DET,C,54,2,2,4,-21,2,-0.9,2,0,0,0,2,0,0,36,5.6,562,10:25,18,59,96,130,42.5,ehnch01,19-20
Jack Eichel,23,BUF,C,68,36,42,78,5,34,9.5,24,11,1,9,26,16,0,227,15.9,1503,22:06,42,40,615,696,46.9,eicheja01,19-20
Aaron Ekblad,23,FLA,D,67,5,36,41,12,26,6.2,5,0,0,1,29,6,1,147,3.4,1539,22:59,84,34,0,0,,ekblaaa01,19-20
Mattias Ekholm,29,NSH,D,68,8,25,33,-1,32,4.9,7,0,1,2,19,5,1,154,5.2,1589,23:22,100,49,0,0,,ekholma01,19-20
Oliver Ekman-Larsson,28,ARI,D,66,9,21,30,-3,38,5.7,6,2,1,1,16,5,0,135,6.7,1519,23:01,65,129,0,0,,ekmanol01,19-20
Lars Eller,30,WSH,C,69,16,23,39,3,48,3.6,13,2,1,1,18,4,1,151,10.6,1174,17:01,44,59,536,497,51.9,ellerla01,19-20
Ryan Ellis,29,NSH,D,49,8,30,38,16,19,6.5,6,2,0,3,23,7,0,114,7.0,1152,23:30,96,48,0,0,,ellisry01,19-20
Deryk Engelland,37,VEG,D,49,1,5,6,6,37,1.8,1,0,0,1,4,0,1,59,1.7,860,17:33,86,114,0,0,,engelde01,19-20
Andreas Englund,24,OTT,D,24,0,3,3,-8,12,-0.1,0,0,0,0,3,0,0,10,0.0,262,10:54,16,58,0,0,,engluan01,19-20
Pierre Engvall,23,TOR,LW,48,8,7,15,4,6,1.4,7,0,1,3,6,0,1,72,11.1,573,11:56,10,29,41,64,39.0,engvapi01,19-20
Tyler Ennis,30,TOT,C,70,16,21,37,-6,20,3.5,11,5,0,1,16,5,0,159,10.1,1030,14:43,26,96,7,8,46.7,ennisty01,19-20
Jonathan Ericsson,35,DET,D,18,0,0,0,-12,4,-0.5,0,0,0,0,0,0,0,16,0.0,256,14:15,14,24,0,0,,ericsjo01,19-20
Loui Eriksson,34,VAN,LW,49,6,7,13,-2,12,0.8,6,0,0,0,7,0,0,59,10.2,606,12:22,15,10,2,0,100.0,erikslo01,19-20
Joel Eriksson Ek,23,MIN,C,62,8,21,29,7,22,2.3,7,1,0,4,20,0,1,102,7.8,974,15:43,43,93,367,428,46.2,eriksjo02,19-20
Adam Erne,24,DET,LW,56,2,3,5,-24,28,-1.0,2,0,0,0,3,0,0,63,3.2,662,11:49,25,142,20,13,60.6,ernead01,19-20
Jake Evans,23,MTL,C,13,2,1,3,1,0,0.3,2,0,0,0,1,0,0,14,14.3,135,10:21,5,16,29,27,51.8,evansja02,19-20
Robby Fabbri,24,TOT,C,61,15,17,32,-33,20,2.2,9,6,0,3,14,3,0,111,13.5,985,16:09,14,75,27,40,40.3,fabbrro01,19-20
Dante Fabbro,21,NSH,D,64,5,6,11,-7,38,1.7,4,1,0,0,6,0,0,92,5.4,1218,19:02,85,54,0,0,,fabbrda01,19-20
Radek Faksa,26,DAL,C,66,11,9,20,-6,42,1.4,8,3,0,3,9,0,0,109,10.1,1049,15:53,44,84,404,407,49.8,faksara01,19-20
Oscar Fantenberg,28,VAN,D,36,1,5,6,-10,6,0.4,1,0,0,0,4,1,0,45,2.2,573,15:55,62,67,0,0,,fanteos01,19-20
Joel Farabee,19,PHI,LW,52,8,13,21,6,39,1.9,7,1,0,1,12,1,0,81,9.9,733,14:06,18,31,3,7,30.0,farabjo01,19-20
Jesper Fast,28,NYR,RW,69,12,17,29,16,20,2.5,10,0,2,1,17,0,0,84,14.3,1146,16:36,53,125,9,17,34.6,fastje01,19-20
Justin Faulk,27,STL,D,69,5,11,16,-3,32,3.0,4,1,0,1,8,2,1,147,3.4,1419,20:34,76,82,0,0,,faulkju01,19-20
Taylor Fedun,31,DAL,D,27,2,7,9,3,8,1.9,2,0,0,0,7,0,0,40,5.0,371,13:45,19,16,0,0,,fedunta01,19-20
Martin Fehérváry,20,WSH,D,6,0,1,1,-2,6,0.0,0,0,0,0,1,0,0,7,0.0,96,15:59,2,14,0,0,,feherma01,19-20
Micheal Ferland,27,VAN,LW,14,1,4,5,-3,7,0.2,1,0,0,0,4,0,0,15,6.7,137,9:48,2,40,2,0,100.0,ferlami01,19-20
Mario Ferraro,21,SJS,D,61,2,9,11,-15,30,1.6,2,0,0,0,8,0,1,63,3.2,969,15:53,58,120,0,0,,ferrama01,19-20
Kevin Fiala,23,MIN,LW,64,23,31,54,-1,42,6.0,14,9,0,4,22,9,0,175,13.1,986,15:24,18,25,2,7,22.2,fialake01,19-20
Valtteri Filppula,35,DET,C,70,6,15,21,-42,24,-0.4,4,1,1,0,11,4,0,63,9.5,1163,16:37,31,28,324,398,44.9,filppva01,19-20
Christian Fischer,22,ARI,RW,56,6,3,9,2,16,0.7,6,0,0,1,3,0,0,83,7.2,617,11:01,22,140,3,8,27.3,fischch01,19-20
Cale Fleury,21,MTL,D,41,1,0,1,-4,6,0.4,1,0,0,0,0,0,0,45,2.2,588,14:21,45,102,0,0,,fleurca01,19-20
Haydn Fleury,23,CAR,D,45,4,10,14,-2,8,2.2,4,0,0,0,9,0,1,65,6.2,615,13:40,45,48,0,0,,fleurha01,19-20
Warren Foegele,23,CAR,LW,68,13,17,30,9,34,3.1,10,0,3,1,17,0,0,129,10.1,932,13:43,17,64,18,21,46.2,foegewa01,19-20
Steven Fogarty,26,NYR,C,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,41,5:53,4,4,6,3,66.7,fogarst01,19-20
Marcus Foligno,28,MIN,LW,59,11,14,25,8,30,2.4,11,0,0,0,14,0,0,86,12.8,861,14:35,36,184,9,15,37.5,foligma01,19-20
Nick Foligno,32,CBJ,LW,67,10,21,31,-3,62,2.3,8,2,0,1,18,2,1,131,7.6,1251,18:40,50,212,159,160,49.8,foligni01,19-20
Christian Folin,28,MTL,D,16,1,1,2,-1,13,0.4,1,0,0,0,1,0,0,13,7.7,231,14:26,21,38,0,0,,folinch01,19-20
Derek Forbort,27,TOT,D,20,0,1,1,-5,4,0.2,0,0,0,0,1,0,0,22,0.0,356,17:49,30,35,0,0,,forbode01,19-20
Filip Forsberg,25,NSH,C,63,21,27,48,-7,29,4.8,14,7,0,2,20,7,0,198,10.6,1093,17:21,27,82,1,2,33.3,forsbfi01,19-20
Liam Foudy,19,CBJ,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,28,14:13,0,3,0,0,,foudyli01,19-20
Cam Fowler,28,ANA,D,59,9,20,29,0,20,5.3,7,2,0,2,14,6,0,117,7.7,1297,21:59,58,25,0,0,,fowleca01,19-20
Adam Fox,21,NYR,D,70,8,34,42,22,32,7.4,7,1,0,4,22,12,0,125,6.4,1323,18:54,92,35,0,0,,foxad01,19-20
Trent Frederic,21,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,6:26,0,8,0,0,,fredetr01,19-20
Mark Friedman,24,PHI,D,6,0,1,1,0,2,0.2,0,0,0,0,1,0,0,2,0.0,82,13:35,5,8,0,0,,friedma01,19-20
Martin Frk,26,LAK,RW,17,6,2,8,-1,4,1.0,5,1,0,1,2,0,0,26,23.1,235,13:50,3,14,0,0,,frkma01,19-20
Michael Frolík,31,TOT,LW,57,6,8,14,-12,28,0.5,4,0,2,1,7,0,1,70,8.6,709,12:26,22,32,6,15,28.6,frolimi01,19-20
Morgan Frost,20,PHI,C,20,2,5,7,-3,4,0.3,1,0,1,0,5,0,0,31,6.5,274,13:41,4,4,44,49,47.3,frostmo01,19-20
Sam Gagner,30,TOT,C,42,6,7,13,-10,12,0.7,4,2,0,0,6,1,0,79,7.6,561,13:21,10,22,45,57,44.1,gagnesa01,19-20
Alex Galchenyuk,25,TOT,C,59,8,16,24,-5,16,1.8,6,2,0,0,11,5,0,86,9.3,726,12:18,17,52,67,64,51.1,galchal01,19-20
Brendan Gallagher,27,MTL,RW,59,22,21,43,9,29,5.5,21,1,0,1,17,4,0,226,9.7,998,16:55,29,53,12,17,41.4,gallabr01,19-20
Dylan Gambrell,23,SJS,C,50,5,6,11,-8,17,0.5,5,0,0,1,5,1,0,43,11.6,598,11:57,29,40,170,200,45.9,gambrdy01,19-20
Jake Gardiner,29,CAR,D,68,4,20,24,-24,30,2.0,3,1,0,2,10,10,0,87,4.6,1133,16:40,42,43,0,0,,gardija01,19-20
Rhett Gardner,23,DAL,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,8,0.0,81,10:08,2,8,25,28,47.2,gardnrh01,19-20
Conor Garland,23,ARI,RW,68,22,17,39,1,20,4.9,18,4,0,5,11,6,0,158,13.9,962,14:09,20,26,4,7,36.4,garlaco01,19-20
Adam Gaudette,23,VAN,C,59,12,21,33,-7,37,3.0,8,4,0,1,13,8,0,75,16.0,731,12:23,20,29,187,267,41.2,gaudead01,19-20
Johnny Gaudreau,26,CGY,LW,70,18,40,58,-10,12,5.4,12,6,0,2,28,12,0,209,8.6,1315,18:47,11,1,1,3,25.0,gaudrjo01,19-20
Brendan Gaunce,25,BOS,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,,9,9:10,0,2,0,1,0.0,gauncbr01,19-20
Cameron Gaunce,29,TBL,D,3,1,3,4,2,4,0.7,1,0,0,0,3,0,0,5,20.0,36,11:52,2,5,0,0,,gauncca01,19-20
Frederik Gauthier,24,TOR,C,61,7,5,12,-4,10,0.7,7,0,0,0,5,0,0,42,16.7,573,9:23,23,66,208,172,54.7,gauthfr01,19-20
Julien Gauthier,22,TOT,RW,17,0,3,3,1,8,0.1,0,0,0,0,3,0,0,10,0.0,141,8:17,7,15,1,2,33.3,gauthju01,19-20
Vladislav Gavrikov,24,CBJ,D,69,5,13,18,1,18,4.3,5,0,0,1,13,0,0,81,6.2,1310,18:59,92,79,0,0,,gavrivl01,19-20
Morgan Geekie,21,CAR,C,2,3,1,4,3,2,0.8,3,0,0,0,1,0,0,4,75.0,24,11:47,4,1,12,10,54.5,geekimo01,19-20
Nathan Gerbe,32,CBJ,C,30,4,6,10,-7,22,0.6,4,0,0,0,6,0,0,55,7.3,413,13:45,8,46,6,6,50.0,gerbena01,19-20
Timothy Gettinger,21,NYR,LW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,17,8:23,1,5,0,2,0.0,gettiti01,19-20
Ryan Getzlaf,34,ANA,C,69,13,29,42,-16,58,3.1,10,3,0,5,23,6,0,143,9.1,1292,18:44,69,125,530,504,51.3,getzlry01,19-20
Brian Gibbons,31,CAR,C,15,0,0,0,-7,4,-0.5,0,0,0,0,0,0,0,9,0.0,146,9:46,9,7,0,0,,gibbobr02,19-20
Dennis Gilbert,23,CHI,D,21,1,2,3,-8,38,0.0,1,0,0,0,2,0,0,12,8.3,330,15:42,33,74,0,0,,gilbede01,19-20
John Gilmour,26,BUF,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,68,17:03,3,3,0,0,,gilmojo01,19-20
Mark Giordano,36,CGY,D,60,5,26,31,2,34,5.4,3,2,0,0,15,9,2,157,3.2,1433,23:53,148,42,0,0,,giordma01,19-20
Samuel Girard,21,COL,D,70,4,30,34,1,17,4.6,3,1,0,1,18,12,0,96,4.2,1492,21:19,92,46,0,0,,girarsa01,19-20
Zemgus Girgensons,26,BUF,C,69,12,7,19,-1,10,1.6,11,0,1,1,7,0,0,85,14.1,952,13:48,20,110,30,43,41.1,girgeze01,19-20
Claude Giroux,32,PHI,C,69,21,32,53,7,28,5.5,13,7,1,6,18,13,1,197,10.7,1310,18:59,16,45,663,460,59.0,giroucl01,19-20
Cody Glass,20,VEG,C,39,5,7,12,-7,6,0.6,4,1,0,1,2,5,0,51,9.8,521,13:22,6,15,60,83,42.0,glassco01,19-20
Luke Glendening,30,DET,C,60,6,3,9,-29,14,-0.8,5,0,1,1,3,0,0,76,7.9,921,15:21,68,147,393,307,56.1,glendlu01,19-20
Nikolay Goldobin,24,VAN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:37,0,1,0,0,,goldoni01,19-20
Alex Goligoski,34,ARI,D,70,4,28,32,8,24,6.4,2,2,0,0,19,9,0,101,4.0,1614,23:03,134,91,0,0,,goligal01,19-20
Cody Goloubef,30,TOT,D,26,1,1,2,-3,8,0.4,1,0,0,0,1,0,0,18,5.6,395,15:11,24,45,0,0,,golouco01,19-20
Barclay Goodrow,26,TOT,RW,70,8,18,26,-8,97,1.5,8,0,0,2,15,2,1,102,7.8,1115,15:56,66,162,393,406,49.2,goodrba01,19-20
Shayne Gostisbehere,26,PHI,D,42,5,7,12,-4,20,2.0,4,1,0,1,3,4,0,73,6.8,768,18:18,37,14,0,0,,gostish01,19-20
Yanni Gourde,28,TBL,C,70,10,20,30,-5,49,2.0,7,1,2,5,14,5,1,110,9.1,985,14:04,20,78,93,79,54.1,gourdya01,19-20
Michael Grabner,32,ARI,RW,46,8,3,11,-4,6,1.0,7,0,1,0,3,0,0,61,13.1,569,12:22,12,21,0,4,0.0,grabnmi01,19-20
Markus Granlund,26,EDM,C,34,3,1,4,-1,14,0.1,3,0,0,1,1,0,0,26,11.5,368,10:50,18,15,25,32,43.9,granlma01,19-20
Mikael Granlund,27,NSH,C,63,17,13,30,-4,28,2.6,12,4,1,4,11,2,0,130,13.1,1122,17:48,55,42,73,77,48.7,granlmi01,19-20
Derek Grant,29,TOT,C,56,15,10,25,1,30,2.9,10,2,3,5,8,0,2,94,16.0,779,13:55,25,54,358,336,51.6,grantde01,19-20
Tyler Graovac,26,VAN,C,8,2,0,2,-2,2,0.2,0,2,0,0,0,0,0,5,40.0,50,6:16,3,6,8,14,36.4,graovty01,19-20
Kevin Gravel,27,TOR,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,33,11:05,3,2,0,0,,graveke01,19-20
Ryan Graves,24,COL,D,69,9,17,26,40,45,7.2,9,0,0,0,15,0,2,134,6.7,1307,18:57,150,112,0,0,,gravery01,19-20
Mike Green,34,TOT,D,50,3,8,11,-34,32,0.5,2,1,0,1,5,3,0,76,3.9,1044,20:53,66,61,0,0,,greenmi03,19-20
Andy Greene,37,TOT,D,63,2,12,14,1,16,3.2,2,0,0,0,9,1,2,60,3.3,1231,19:33,155,30,0,0,,greenan01,19-20
Jordan Greenway,22,MIN,LW,67,8,20,28,2,54,2.0,8,0,0,1,17,3,0,93,8.6,949,14:10,44,95,15,12,55.6,greenjo02,19-20
Noah Gregor,21,SJS,C,28,3,2,5,-5,8,0.2,2,1,0,0,1,1,0,33,9.1,282,10:04,6,50,6,13,31.6,gregono01,19-20
Rocco Grimaldi,26,NSH,C,66,10,21,31,10,10,3.1,10,0,0,1,21,0,0,122,8.2,835,12:39,14,23,1,5,16.7,grimaro01,19-20
Jordan Gross,24,ARI,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,3,0.0,32,16:11,1,0,0,0,,grossjo01,19-20
Carl Grundström,22,LAK,RW,13,0,4,4,2,8,0.2,0,0,0,0,4,0,0,16,0.0,166,12:46,4,29,0,0,,grundca01,19-20
Matt Grzelcyk,26,BOS,D,68,4,17,21,15,34,4.7,3,1,0,1,10,6,1,112,3.6,1228,18:04,67,56,0,0,,grzelma01,19-20
Radko Gudas,29,WSH,D,63,2,13,15,15,40,3.2,2,0,0,1,13,0,0,90,2.2,1054,16:44,75,164,0,0,,gudasra01,19-20
Erik Gudbranson,28,TOT,D,51,4,5,9,0,95,2.4,4,0,0,0,4,0,1,78,5.1,988,19:22,58,89,0,0,,gudbrer01,19-20
Jake Guentzel,25,PIT,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,20:38,19,46,22,24,47.8,guentja01,19-20
Brendan Guhle,22,ANA,D,30,4,4,8,-2,10,1.6,4,0,0,1,4,0,0,39,10.3,512,17:04,43,21,0,0,,guhlebr01,19-20
Carl Gunnarsson,33,STL,D,36,2,5,7,8,16,2.0,2,0,0,0,4,0,1,31,6.5,568,15:47,51,27,0,0,,gunnaca01,19-20
Denis Gurianov,22,DAL,RW,64,20,9,29,5,13,4.0,13,7,0,4,4,5,0,132,15.2,831,12:59,18,63,0,0,,guriade01,19-20
Nikita Gusev,27,NJD,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,14:42,7,12,1,2,33.3,gusevni01,19-20
David Gustafsson,19,WPG,C,22,1,0,1,-2,0,-0.1,1,0,0,1,0,0,0,4,25.0,135,6:09,6,5,34,29,54.0,gustada01,19-20
Erik Gustafsson,27,TOT,D,66,6,23,29,-9,27,3.9,4,2,0,0,16,7,0,103,5.8,1345,20:23,58,86,0,0,,gustaer02,19-20
Gaetan Haas,28,EDM,F,58,5,5,10,-1,6,0.6,5,0,0,0,4,1,0,54,9.3,562,9:42,28,58,172,236,42.2,haasga01,19-20
Brandon Hagel,21,CHI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,12,11:48,1,1,0,0,,hagelbr01,19-20
Carl Hagelin,31,WSH,LW,58,8,17,25,12,16,2.3,7,0,1,2,15,0,2,107,7.5,831,14:19,19,24,13,15,46.4,hagelca01,19-20
Robert Hägg,24,PHI,D,49,3,10,13,14,30,3.3,2,1,0,0,10,0,0,38,7.9,764,15:36,79,136,0,0,,haggro01,19-20
Nicolas Hague,21,VEG,D,38,1,10,11,0,32,1.7,0,1,0,0,7,3,0,54,1.9,611,16:05,26,69,0,0,,hagueni01,19-20
Ron Hainsey,38,OTT,D,64,1,11,12,10,12,3.1,1,0,0,1,8,0,3,43,2.3,1324,20:41,102,51,0,0,,hainsro01,19-20
Libor Hájek,21,NYR,D,28,0,5,5,-4,12,0.4,0,0,0,0,5,0,0,23,0.0,448,15:59,44,24,0,0,,hajekli01,19-20
Jani Hakanpää,27,ANA,D,5,1,0,1,1,2,0.4,1,0,0,0,0,0,0,4,25.0,91,18:07,7,15,0,0,,hakanja01,19-20
Micheal Haley,33,NYR,C,22,1,0,1,-7,50,-0.3,1,0,0,0,0,0,0,9,11.1,122,5:32,6,36,7,5,58.3,haleymi01,19-20
Taylor Hall,28,TOT,LW,65,16,36,52,-14,34,4.6,12,4,0,1,22,14,0,232,6.9,1246,19:10,29,47,20,31,39.2,hallta02,19-20
Dan Hamhuis,37,NSH,D,60,0,8,8,6,35,1.7,0,0,0,0,8,0,0,44,0.0,871,14:31,53,64,0,0,,hamhuda01,19-20
Dougie Hamilton,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,23:17,63,52,0,0,,hamildo01,19-20
Travis Hamonic,29,CGY,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,21:12,110,39,0,0,,hamontr01,19-20
Noah Hanifin,23,CGY,D,70,5,17,22,-12,12,3.5,4,1,0,0,13,4,0,132,3.8,1482,21:10,89,82,0,0,,hanifno01,19-20
Joel Hanley,28,DAL,D,8,0,2,2,0,6,0.3,0,0,0,0,2,0,0,4,0.0,91,11:21,8,3,0,0,,hanlejo01,19-20
Jansen Harkins,22,WPG,C,29,2,5,7,-2,5,0.3,2,0,0,0,5,0,0,29,6.9,308,10:37,10,8,0,5,0.0,harkija01,19-20
Scott Harrington,26,CBJ,D,39,1,7,8,-3,16,1.5,1,0,0,0,7,0,0,37,2.7,544,13:57,48,46,0,0,,harrisc01,19-20
Ryan Hartman,25,MIN,RW,69,9,11,20,4,69,1.6,8,1,0,1,11,0,0,114,7.9,846,12:15,54,44,83,69,54.6,hartmry01,19-20
Garnet Hathaway,28,WSH,RW,66,9,7,16,6,79,1.5,9,0,0,1,6,0,1,80,11.3,711,10:47,46,189,9,20,31.0,hathaga01,19-20
Erik Haula,28,TOT,LW,48,12,12,24,1,22,2.4,8,4,0,2,8,4,0,92,13.0,760,15:50,15,27,381,323,54.1,haulaer01,19-20
