"ID","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"733","Arthur Kaliyev","L.A","R","56","0.1","0.0017857142857143","-12.06","494","-10.21","-11.43","-74.83","-","-9.98","-54.87","-","-0.62","-9.35","-","-0.61","-7.26","-","-5.82","-58.2","-","-2.49","-20.79","-","-0.42","-4.78","-","-4.43","-49.88","-","-0.28","-3.33","-7.69","-3.6","763.09","-3.36","0","-2.7","0.00","-","-","-","0","0","0","600","-","0","0","0","-"
"315","Dillon Heatherington","OTT","D","3","0.16666666666667","0.055555555555556","-21.95","222.8","-13.79","-21.95","250.24","-16.67","-21.95","283.17","-22.22","0","-5.49","-","-1.15","-5.82","-8.52","-16.46","-93.29","-","0","-21.95","-","0","0","-","-21.95","-95.12","-","0","-7.32","0.00","0","464.51","0.00","0","0","-","-","100.00","1.00","0","0","360","0","0.00","0","0","360","0.00"
"826","Ben Meyers","COL","C","39","0.45","0.011538461538462","-11.43","176.94","-11.30","-10.39","62.66","-12.82","-9.35","83.44","-15.79","-0.69","-8.31","-","-0.8","10.75","-9.35","-6.93","81.71","-11.83","-2.43","102.85","-7.37","-0.35","-5.54","-","-6.01","-28.18","-","0","-1.39","0.00","-2","139.05","-3.60","0","-2.5","0.00","-","100.00","1.00","0","133.33","0","133.33","-","0","133.33","0","-"
"643","Kiefer Sherwood","NSH","L","32","1.4666666666667","0.045833333333333","-14.58","149.35","-13.17","-12.92","51.14","-15.29","-9.61","73.02","-16.20","-1.33","-4.97","-","-0.77","1.51","-9.29","-6.96","100.34","-9.91","-2.98","-22.54","-","-0.66","-2.65","-","-5.3","163.83","-8.89","-0.88","-2.21","-28.57","-4.79","65.05","-8.26","0","-0.96","0.00","-","100.00","1.00","0","0","0","204.55","-","40.91","0","0","100.00"
"802","Matthew Kessel","STL","D","2","1.2166666666667","0.60833333333333","32.17","105.09","-3.57","32.17","6.46","21.43","40.74","-42.86","83.33","0","-8.57","-","2.13","2.08","11.83","40.74","-17.14","66.67","0","-8.57","-","0","-8.57","-","54.32","-11.43","50.00","0","0","-","0","105.32","0.00","0","0","-","0.00","-","0.00","0","0","0","98.63","-","49.32","0","49.32","50.00"
"679","Adam Ginning","PHI","D","1","0.26666666666667","0.26666666666667","0","105","0.00","0","105","0.00","0","145","0.00","0","225","-","0","18.74","0.00","0","225","-","0","225","-","0","225","-","0","0","-","0","0","-","0","-173.33","-","0","0","-","-","0.00","0.00","0","0","0","0","-","0","0","0","-"
"90","Tyler Johnson","CHI","C","56","2.45","0.04375","-14.19","98.08","-12.66","-12.23","98.05","-14.29","-10.27","67.9","-15.85","-1.71","41.64","-18.92","-0.75","9.32","-8.95","-5.87","116.15","-9.60","-2.45","49.01","-9.09","-0.73","20.09","-14.29","-4.57","89.52","-10.00","-0.65","30.04","-20.00","-5.3","-23.63","-8.24","-0.71","-1.41","-33.33","-","60.00","0.60","0","48.98","48.98","171.43","0.00","0","48.98","48.98","0.00"
"793","Justin Richards","CBJ","C","2","2.3166666666667","1.1583333333333","35.36","81.42","6.82","43.58","55.52","18.57","17.68","11.94","13.89","0","25.9","-","2.47","4.54","16.54","17.68","80.18","2.38","0","35.36","0.00","0","25.9","-","23.57","59.76","5.00","0","0","-","37.41","1.79","50.00","0","0","-","0.00","66.67","0.667","0","0","25.9","77.7","0.00","0","0","25.9","0.00"
"717","Ronnie Attard","PHI","D","2","1.35","0.675","24.44","77.78","3.33","24.44","53.33","5.00","-20","48.89","-33.33","0","34.44","0.00","3.06","14.97","-0.33","24.44","53.33","5.00","34.44","38.89","16.67","0","34.44","0.00","-13.33","19.26","-25.00","0","0","-","0","35.31","0.00","0","0","-","-","50.00","0.50","0","0","44.44","88.89","0.00","0","0","44.44","0.00"
"184","Joseph Cramarossa","MIN","C","4","0.35","0.0875","-7.58","71.01","-7.02","-7.58","-54.95","-","-7.58","-39.79","-","-1.89","0","-","-0.58","-4.65","-","-3.79","116.48","-6.45","-3.79","-18.95","-","-1.89","0","-","0","180.57","0.00","0","0","-","0","-87.58","-","0","0","-","-","-","-","0","171.43","0","0","-","0","171.43","0","-"
"546","Joona Koppanen","BOS","L","5","7.5166666666667","1.5033333333333","2.28","70.21","-13.77","11.57","53.76","-5.24","11.57","53.27","-15.00","0","15.96","-","-0.22","7.12","-18.72","6.68","40.89","-4.90","-6.19","35.51","-33.33","0","7.98","-","17.16","7.17","25.71","0","10.64","0.00","-17.88","44.94","-33.33","0","0","-","0.00","77.78","0.778","0","0","63.86","39.91","0.00","0","0","63.86","0.00"
"270","Connor Brown","WSH","R","4","8.2333333333333","2.0583333333333","-5.67","70.03","-13.62","-5.67","75.7","-21.36","-12.96","60.72","-27.50","0","21.86","-","-3.43","12.63","-45.37","-20.65","67.61","-37.50","-6.88","58.7","-50.00","0","14.57","-","-18.36","11.87","-33.33","0","0","-","-9.94","-7.02","-14.29","0","10.53","0.00","0.00","78.57","0.786","14.57","0","36.44","36.44","28.57","14.57","0","36.44","28.57"
"696","Jonatan Berggren","DET","R","67","0.35","0.0052238805970149","-12.93","66.37","-10.95","-11.45","-79.58","-","-9.97","-57.79","-","-0.55","-8.31","-","-0.7","-7.75","-","-4.43","-58.16","-","-2.03","-24.37","-","-0.18","-4.06","-","-3.2","-45.05","-","-0.49","-3.2","-13.33","-5.6","178.28","-7.47","0","-2.67","0.00","-","-","-","0","0","0","342.86","-","0","0","0","-"
"192","Boone Jenner","CBJ","C","68","47.316666666667","0.69583333333333","-7.45","58.61","-8.41","-7.05","41.63","-9.16","-3.9","29.3","-8.50","-0.68","12.25","-9.09","-0.84","4.07","-9.36","-7.3","21.58","-10.44","-3.61","5.17","-12.50","-0.45","4.9","-14.29","-4.93","21.87","-9.25","-0.3","7.14","-9.09","-4.36","56.3","-7.68","0","2.89","0.00","0.00","78.26","0.783","3.8","7.61","125.54","29.17","2.94","5.07","10.14","153.43","3.20"
"510","Kale Clague","BUF","D","33","1.4","0.042424242424242","-18.36","57.5","-13.88","-14.12","32.06","-12.77","-10.83","57.01","-13.14","-0.47","-10.36","-","-1.12","9.61","-11.00","-10.83","18.39","-13.86","-5.65","15.08","-16.90","-0.47","-4.71","-","-6.9","4.42","-11.58","0","-5.02","0.00","-6.12","53.77","-8.04","0","-2.72","0.00","-","100.00","1.00","0","0","42.86","85.71","0.00","0","0","42.86","0.00"
"77","Zac Dalpe","FLA","C","14","2.1833333333333","0.15595238095238","-16.51","57.18","-13.29","-14.15","54.85","-14.63","-11.01","-7.93","-14.89","0","-11.01","-","-0.81","4.27","-8.03","-9.43","36.81","-11.43","-1.57","-4.75","-4.65","0","-7.86","-","-10.48","55.41","-16.13","0","-3.14","0.00","-3.41","21.47","-5.56","0","-1.14","0.00","-","100.00","1.00","0","0","82.44","54.96","0.00","0","0","82.44","0.00"
"833","Jake Livingstone","NSH","D","5","1.2","0.24","-13.69","56.46","-12.77","-13.69","-13.88","-17.65","-11.41","15.78","-25.00","-4.56","0","-","-0.7","-1.27","-10.81","-9.13","88.4","-12.90","-2.28","-25.1","-","-2.28","0","-","-9.13","151.33","-15.79","-3.04","0","-100.00","-3.3","-42.84","-","0","0","-","-","100.00","1.00","0","0","0","150","-","0","0","0","-"
"832","Akito Hirose","VAN","D","7","9.1166666666667","1.302380952381","-7.1","51.57","-9.09","-4.82","36.9","-8.40","-11.4","26.54","-17.86","-2.28","-9.12","-","-0.15","5.26","-2.39","-2.28","46.8","-5.56","-2.28","20.73","-6.67","-2.28","-6.84","-","0","34.76","0.00","0","0","-","6.21","13.48","6.11","0","-3.29","0.00","-","100.00","1.00","0","0","19.74","65.81","0.00","0","0","39.49","0.00"
"26","Ryan Reaves","MIN, NYR","R","73","0.4","0.0054794520547945","-18.68","51.18","-15.90","-17.04","77.4","-19.01","-12.95","95.92","-19.32","-1.47","-6.56","-","-1.23","15.77","-14.53","-10.16","97.39","-16.19","-5.57","-19.83","-","-1.47","-2.46","-","-6.12","156.3","-12.28","0","-3.5","0.00","-6.39","-70.07","-","0","-2.13","0.00","-","100.00","1.00","0","0","0","300","-","0","150","0","-"
"609","Ian Mitchell","CHI","D","35","3.1833333333333","0.090952380952381","-13.66","50.03","-11.94","-11.53","34.96","-12.86","-9.39","-19.51","-14.10","-0.43","-8.97","-","-0.54","3.08","-6.47","-4.27","52.89","-6.62","-1.28","10.37","-4.48","0","-4.7","-","-3.98","56.69","-8.33","-0.57","-3.98","-12.50","-4.93","23.09","-7.77","0","-1.85","0.00","-","100.00","1.00","0","18.85","18.85","226.18","0.00","0","18.85","18.85","0.00"
"569","Jonah Gadjovich","S.J","L","35","0.38333333333333","0.010952380952381","-9.93","49.96","-8.52","-7.94","-75.46","-","-7.28","-47.32","-","-0.33","-7.61","-","-0.52","-7.4","-","-3.64","92.98","-5.42","-1.65","-23.17","-","-0.33","-2.65","-","-2.65","154.86","-4.69","0","-5.3","0.00","-4.3","-95.13","-","0","-1.43","0.00","-","-","-","0","0","0","313.04","-","0","0","0","-"
"817","Simon Edvinsson","DET","D","9","2.8","0.31111111111111","4.25","43.73","-4.64","6.9","56.94","-5.78","8.22","47.4","-5.64","0","13.5","0.00","0.16","2.21","-1.85","17.47","-8.96","38.46","0","-17.17","-","0","-3.96","-","23.29","10.96","26.92","0","28.57","0.00","-9.54","45.15","-16.67","0","-5.72","0.00","0.00","75.00","0.750","0","0","21.43","128.57","0.00","0","0","21.43","0.00"
"61","Jake Muzzin","TOR","D","4","11.1","2.775","7.63","43.25","-3.86","2.23","21.94","-5.26","10.49","19.72","-0.65","0","6.68","0.00","-1.27","1.36","-16.63","-0.32","18.44","-12.73","-5.72","10.81","-50.00","0","0","-","7.21","10.18","14.29","0","14.41","0.00","9.65","35.83","5.00","0","-5.97","0.00","0.00","77.78","0.778","0","0","54.05","21.62","0.00","10.81","0","70.27","13.33"
"58","Evgenii Dadonov","DAL, MTL","R","73","17.966666666667","0.24611872146119","-1.58","42.86","-3.88","0.77","34.49","-2.99","3.29","22.25","-0.53","-1.01","2.63","-12.00","-0.08","5.05","-3.51","0.3","37.25","-2.95","-3.36","17.74","-11.56","-1.01","3.15","-22.22","4.88","26.02","3.03","0","-3.36","0.00","-0.99","8.82","-1.96","0","3.13","0.00","0.00","87.50","0.875","3.34","6.68","33.4","43.41","9.09","10.02","6.68","43.41","18.75"
"792","Wyatt Kaiser","CHI","D","9","14.633333333333","1.6259259259259","25.76","42.1","10.84","25.76","42.36","10.85","7.49","14.37","5.19","0","5.62","0.00","1.25","7.44","-1.31","18.27","50.11","13.26","1.87","25.76","-6.67","0","5.97","0.00","21.87","32.46","23.53","0","-2.97","0.00","8.63","-17.49","13.83","0","2.7","0.00","0.00","81.25","0.813","0","0","20.5","53.3","0.00","4.1","4.1","36.9","10.00"
"797","Callahan Burke","COL","C","2","0.6","0.3","-10.17","38.98","-14.29","-10.17","69.49","-25.00","0","79.66","0.00","0","0","-","-0.4","1.94","-18.62","0","-20.34","-","0","0","-","0","0","-","0","-27.12","-","0","0","-","-14.69","100.38","-25.00","0","0","-","-","100.00","1.00","0","0","0","100","-","0","0","0","-"
"195","Joel Edmundson","MTL","D","61","202.53333333333","3.320218579235","-2.6","36.65","-5.16","-2.69","25.35","-5.90","-0.29","19.34","-4.34","-1.86","0.92","-14.68","-0.7","2.8","-9.21","-6.32","18.42","-11.03","-2.8","8.93","-10.78","-1","2.24","-16.15","-4.7","12.66","-11.27","-1.15","-1.43","-20.00","-0.93","33.68","-3.49","0","0.27","0.00","3.23","83.55","0.868","0","5.92","34.96","12.74","0.00","1.48","8.89","64.29","2.25"
"57","Robert Bortuzzo","STL","D","43","81.983333333333","1.9065891472868","-4.21","36.51","-7.13","-4.34","25.01","-7.75","-0.28","17.45","-4.65","-2.4","4.38","-26.67","-0.59","3.22","-9.44","-2.27","28.03","-7.99","-1.74","20.28","-16.46","-1.8","1.39","-37.50","-0.72","10.34","-3.19","-0.8","0.88","-16.67","-0.97","14.36","-2.86","0","3.36","0.00","0.00","83.52","0.835","0","4.39","51.96","35.13","0.00","0","5.12","67.33","0.00"
"594","MacKenzie Entwistle","CHI","R","66","8.8833333333333","0.13459595959596","-7.26","36.4","-7.67","-5.26","41.16","-8.46","-3.86","30.95","-8.58","-1.2","4.7","-12.00","-0.61","9.24","-8.32","-5.4","28.35","-8.33","-3","43.72","-11.19","-0.6","9.71","-13.64","-3.2","-20.49","-6.32","-0.27","-4.27","-5.88","4.26","13.64","3.37","-0.58","-2.6","-18.18","0.00","84.62","0.846","0","0","54.03","81.05","0.00","0","0","60.79","0.00"
"636","Mark Kastelic","OTT","C","65","27.916666666667","0.42948717948718","-3.55","36.08","-5.24","-0.81","23.42","-3.69","-7.86","10.45","-11.73","-1.2","5.53","-14.00","0.03","0.64","-0.36","-0.4","17.18","-2.40","-0.93","-0.17","-3.13","-0.69","3.02","-16.67","0.71","23.12","-1.76","-0.23","-1.25","-5.26","5.11","28.92","2.94","0","4.97","0.00","0.00","80.65","0.806","2.15","8.6","191.28","6.45","1.11","4.3","8.6","210.63","2.00"
"120","David Savard","MTL","D","62","204.63333333333","3.3005376344086","-5.96","36.06","-7.38","-2.11","26.13","-5.29","-0.86","12.99","-3.52","0.08","1.65","-0.17","-0.04","3.13","-2.93","-3.17","25.09","-7.55","-1.38","8.88","-7.19","0.08","-1.71","5.00","-2.39","21.62","-7.78","0","4.8","0.00","-2.41","16.68","-4.29","0","0.37","0.00","6.06","86.02","0.921","0.29","6.74","35.48","12.31","0.82","2.05","10.26","66.26","3.00"
"202","Adam Larsson","SEA","D","82","230.96666666667","2.8166666666667","-3.27","35.03","-6.69","-3.57","29.21","-8.47","-3.61","21.32","-10.87","-0.36","3.42","-7.68","-0.26","3.66","-8.50","-1.63","18.57","-6.76","-1.2","11.24","-9.78","0.26","3.82","4.35","-0.58","9.77","-4.17","-1.17","-0.93","-17.27","-4.7","27.16","-8.56","0","0.43","0.00","11.11","83.76","0.949","0.52","3.64","37.93","17.15","1.35","1.82","7.27","69.1","2.56"
"200","Ryan Nugent-Hopkins","EDM","C","82","153.4","1.8707317073171","-6.08","34.33","-8.05","-6.41","22.79","-9.14","-4.76","16.53","-9.25","-1.26","-1.06","-7.47","-0.47","2.94","-8.21","-4.67","21.06","-9.65","0.05","6.58","-3.62","-0.24","0.06","-3.57","-6.29","19.31","-13.70","-0.82","-1.7","-7.14","-1.31","25.01","-3.97","0","0.22","0.00","16.00","88.70","1.047","1.56","7.04","52.02","30.12","2.92","1.56","10.95","68.06","2.25"
"426","Keegan Kolesar","VGK","R","74","6.25","0.084459459459459","-5.48","34.21","-5.82","-2.93","29.58","-5.82","-1.44","40.15","-7.42","-1.91","1.32","-18.75","-0.19","2.23","-4.41","1.53","-10.18","4.49","4.08","27.4","-4.47","-1.49","6.63","-33.33","-3.4","-50.12","-","-0.57","-4.53","-11.11","-4.29","64.13","-5.45","0","-2.76","0.00","0.00","90.00","0.900","0","19.2","9.6","115.2","0.00","0","19.2","9.6","0.00"
"348","Frederick Gaudreau","MIN","C","82","172.23333333333","2.100406504065","-7.18","34.06","-8.97","-6.22","25.29","-10.34","-5.94","20.71","-12.64","0.2","1.41","-2.02","-0.2","2.6","-6.34","-4","19.44","-9.57","-3.35","5.49","-14.27","-0.84","1.01","-22.06","-0.86","18.61","-5.30","0.93","1.81","16.67","-2.46","24.74","-4.79","0","-1.38","0.00","24.00","89.01","1.130","0","5.57","62.01","6.97","0.00","0","10.45","86.74","0.00"
"571","Mario Ferraro","S.J","D","72","209.91666666667","2.9155092592593","-0.3","33.47","-3.00","-0.39","31.58","-4.38","-0.73","20.73","-5.64","0.17","2.52","-1.09","-0.08","3.01","-3.06","-1.48","19.12","-4.45","-0.53","7.14","-3.30","0","2.05","0.00","-1.28","15.98","-5.15","0.22","1.11","0.00","-0.39","47.74","-2.32","0","-0.52","0.00","8.70","89.20","0.979","0.86","4","37.16","16.29","2.26","1.71","7.15","70.6","2.37"
"37","Claude Giroux","OTT","R","82","80.15","0.97743902439024","5.09","33.4","-0.15","4.09","25.81","-0.51","5.03","26.26","-0.61","0.5","-0.41","5.90","-0.35","1.57","-4.78","1.37","21.07","-1.06","0.02","-1.71","0.95","-0.57","0.45","-14.81","1.79","30.38","-0.98","0.81","-0.63","20.00","-1.51","27.28","-4.07","0","-0.57","0.00","9.09","91.43","1.005","2.25","5.99","141.48","15.72","1.56","4.49","7.49","193.14","2.27"
"457","Gabriel Carlsson","WSH","D","6","8.0833333333333","1.3472222222222","-7.56","33.24","-8.82","-5.04","33.65","-8.33","-5.04","11.52","-9.52","0","12.33","0.00","-0.34","2.33","-4.94","-2.52","16.55","-5.56","0","29.42","0.00","0","-2.52","-","-3.36","-17.16","-8.33","0","9.9","0.00","-7.28","30.99","-10.00","0","10.72","0.00","-","75.00","0.75","0","7.42","29.69","51.96","0.00","0","7.42","37.11","0.00"
"630","Cole Guttman","CHI","C","14","0.45","0.032142857142857","-11.84","33.24","-10.58","-8.61","-76.41","-","-8.61","-55.96","-","-1.08","-8.61","-","-0.42","-7.4","-","-4.3","80.6","-7.55","-1.08","-26.91","-","0","-5.38","-","-4.3","143.34","-11.11","-1.43","-2.87","-33.33","-4.66","-62.18","-","0","-1.55","0.00","-","-","-","0","133.33","0","533.33","-","0","133.33","0","-"
"191","Scott Mayfield","NYI","D","82","223.83333333333","2.729674796748","-7.24","33.14","-9.11","-5.47","21.83","-9.18","-5.13","13.31","-10.15","-0.36","3.22","-11.75","-0.22","3.93","-7.25","-5.81","23.69","-12.76","-1.99","14.16","-12.21","-0.12","0.49","-4.81","-5.09","12.71","-13.28","0","1.82","0.00","-2.78","13.87","-4.82","-0.56","1.97","-33.33","13.04","87.50","1.005","0.54","4.83","35.92","15.82","1.47","2.41","9.65","63.26","3.67"
"455","Ivan Provorov","PHI","D","82","221.68333333333","2.7034552845528","-6.06","32.91","-7.77","-3.15","21.74","-6.29","-2.23","21.79","-8.94","0.44","2.03","0.52","-0.51","1.97","-7.10","-5.66","18.32","-10.42","-3.19","5.27","-10.08","0.27","2.87","-10.00","-3.29","17.39","-10.90","0.36","-1.83","12.50","-3.43","25.62","-6.44","-0.13","0.77","-5.19","17.50","84.58","1.021","0","9.74","41.14","29.23","0.00","0.81","12.72","64.15","1.25"
"89","Jordie Benn","TOR","D","12","20.033333333333","1.6694444444444","16.35","31.01","7.53","16.35","40.13","6.52","14.54","38.02","5.67","0.64","10.26","-16.67","2.54","4.55","11.84","7.91","32.57","2.86","10.26","6.29","17.41","0.64","5.99","-66.67","-3.14","35.04","-7.14","0","7.99","0.00","8.65","-2.1","10.00","0","-2.48","0.00","12.50","83.33","0.958","3","3","29.95","62.9","9.09","3","3","35.94","7.69"
"253","Adam Pelech","NYI","D","61","154.55","2.533606557377","-5.9","30.78","-7.87","-5.84","19.82","-9.20","-4.51","13.42","-9.13","-0.66","2.1","-11.90","-0.67","3.4","-10.67","-5.86","20.79","-11.87","-1.39","15.98","-11.05","-0.09","2.26","-8.97","-5.96","6.42","-12.86","0","-1","0.00","-0.53","21.68","-2.14","-0.69","0.86","-33.33","11.11","87.97","0.991","1.55","5.82","38.82","16.69","3.85","3.49","10.87","67.94","4.89"
"310","J.T. Compher","COL","L","82","174.56666666667","2.1288617886179","-4.22","29.85","-6.72","-3.04","23.39","-6.74","-2.97","16.93","-7.90","-0.93","1.11","-11.15","-0.22","3.09","-5.48","-3","16.24","-7.31","-2.62","11.18","-10.55","-0.76","-0.54","-12.50","-0.52","6.75","-3.45","-0.68","0.93","-33.33","-2.56","25.35","-5.90","0","1.38","0.00","4.17","87.03","0.912","0.69","8.59","60.84","25.78","1.12","1.37","10.31","90.4","1.50"
"185","Adam Lowry","WPG","C","82","188.68333333333","2.3010162601626","-0.59","29.7","-3.35","0.98","32.86","-3.99","0.1","24.82","-6.04","1.04","2.66","7.24","-0.12","3.45","-5.84","-0.32","17.61","-3.13","-0.46","10.43","-5.38","0.4","1.01","3.25","0.18","9.57","-1.44","0.85","2.29","20.00","-0.72","26.29","-3.25","0","-0.1","0.00","17.24","88.29","1.055","0.32","6.04","62.01","23.21","0.51","0.64","8.27","85.86","0.74"
"452","Joel Eriksson Ek","MIN","C","78","161.13333333333","2.065811965812","-6.4","28.85","-7.58","-5.43","18.51","-8.20","-4.49","15.1","-9.22","0.4","2.33","-1.48","-0.4","1.56","-6.35","-3.33","18.66","-8.05","-1.9","2.33","-7.62","-0.72","0.54","-17.50","-1.9","21.76","-7.30","0.99","3.68","14.29","-3.29","17.84","-5.06","0","-1.39","0.00","20.83","87.28","1.081","0.37","7.07","67.4","5.59","0.55","0.37","11.92","86.76","0.43"
"499","Frederic Allard","MTL","D","3","0.5","0.16666666666667","-20","28","-17.86","-16","-80","-","-12","-28","-","-8","-4","-","-0.88","-9.75","-","-12","-52","-","-8","-40","-","-4","-4","-","-5.33","-16","-","-5.33","0","-100.00","-5.78","115.56","-9.09","0","0","-","-","-","-","0","0","0","120","-","0","0","0","-"
"142","Tyler Pitlick","STL","C","61","10.583333333333","0.17349726775956","-2.77","27.57","-4.07","-2.29","24.26","-4.52","0.82","26.45","-3.46","-1.67","5.77","-12.96","-0.54","2.55","-6.69","-2.46","5.69","-4.21","-4.3","-2.19","-14.75","-0.96","6.32","-16.00","2.46","10.51","1.76","-0.64","2.78","-11.76","4.73","22.03","3.50","-0.35","-3.8","-8.33","0.00","80.00","0.800","0","0","5.67","113.39","0.00","0","0","5.67","0.00"
"39","Derick Brassard","OTT","C","62","15.066666666667","0.24301075268817","-7","27.12","-7.32","-4.4","7.83","-5.24","-1.61","-6.98","0.15","-1.39","-6.43","-","-0.57","-0.31","-5.48","-4.01","2.87","-5.73","-0.36","-7.71","4.47","-0.52","-3.3","-","-4.87","14.11","-8.94","-0.46","-3.25","-12.50","-5.27","34.28","-8.37","0","-1","0.00","0.00","100.00","1.000","0","7.96","87.61","51.77","0.00","0","7.96","99.56","0.00"
"208","Jamie Oleksiak","SEA","D","75","215.26666666667","2.8702222222222","-4.98","27.11","-7.24","-3.89","21.85","-7.64","-2.79","16.91","-8.65","-1.21","6.01","-21.79","-0.48","2.85","-10.04","-3.49","9.85","-7.85","-0.02","7.05","-3.35","0.28","3.37","4.76","-4.62","3.73","-12.14","-2.35","0.77","-44.44","-3.56","27.51","-7.19","0","2.99","0.00","7.14","81.25","0.884","0.28","5.57","40.41","15.33","0.68","1.67","7.25","66.89","2.44"
"735","Henry Thrun","S.J","D","8","3.9833333333333","0.49791666666667","-8.56","27.08","-7.32","-8.56","4.73","-9.09","-8.56","19","-10.71","0","3.64","0.00","-0.7","-1.9","-7.12","-5.71","6.01","-9.52","-2.85","-13.49","-9.09","0","-2.85","-","-3.81","25.99","-10.00","0","8.66","0.00","0","-49.05","0.00","0","0","-","-","83.33","0.83","0","0","30.13","105.44","0.00","0","0","45.19","0.00"
"751","Alex Newhook","COL","C","82","3","0.036585365853659","-12.83","26.66","-12.08","-11.8","-13.29","-13.86","-10.03","-13.97","-15.67","-0.88","-7.67","-","-0.88","-3.67","-9.84","-6.93","6.47","-11.46","-3.24","-29.2","-","-0.44","-5.16","-","-4.92","47.56","-13.16","-0.39","-1.77","-18.18","-2.98","28.95","-4.91","0","-1.7","0.00","-","100.00","1.00","0","0","0","160","-","0","0","0","-"
"557","Tanner Jeannot","NSH, T.B","L","76","148.91666666667","1.9594298245614","-6.83","26.61","-7.07","-5.86","19.87","-7.82","-4.72","11.68","-7.98","-1.15","1.34","-13.40","-0.85","1.52","-9.30","-5.4","11.96","-7.87","-3.77","3.96","-12.59","-0.49","1.54","-15.20","-2.17","10.66","-4.56","-0.3","0.98","-7.14","-3.72","15.45","-5.19","-0.32","-1.35","-14.29","5.88","87.43","0.933","0.4","5.64","57.21","24.17","0.70","2.01","6.45","76.55","2.56"
"145","Nick Bjugstad","ARI, EDM","C","78","160.71666666667","2.0604700854701","-4.26","26.28","-4.69","-2.83","17.12","-4.03","-1.6","7.91","-3.24","-0.49","-0.42","-3.69","-0.35","2.28","-4.72","-2.72","21.52","-4.94","-2.52","9.59","-9.52","-1","0.26","-19.23","-0.26","15.91","-1.78","0.69","0.58","8.33","1.45","13.38","1.16","0","-1.61","0.00","14.29","87.91","1.022","0.37","7.47","63.09","38.08","0.59","1.12","8.96","73.92","1.49"
"258","Colton Sissons","NSH","C","82","233.26666666667","2.8447154471545","-4.48","26.15","-5.90","-3.09","19.13","-5.84","-1.65","18.19","-6.07","-1.08","0.79","-14.81","-0.56","2.13","-7.76","-3.72","19.04","-7.19","-2.5","9.5","-12.28","-0.8","2.24","-30.00","-1.63","12.73","-4.29","-0.37","-0.84","-5.38","-2.42","17.63","-5.19","0","-1.18","0.00","3.45","89.64","0.931","1.03","6.43","51.44","28.29","1.96","2.31","8.49","77.94","2.88"
"834","Cole McWard","VAN","D","5","0.46666666666667","0.093333333333333","-15.96","25.97","-13.46","-13.68","48.77","-14.63","-11.4","-66.12","-","-2.28","-4.56","-","-0.41","-2.92","-3.88","-2.28","-50.16","-","-2.28","-36.48","-","-2.28","-2.28","-","0","-18.24","-","0","0","-","-6.59","113.26","-8.33","0","-3.29","0.00","-","-","-","0","0","128.57","257.14","0.00","0","0","128.57","0.00"
"330","Valeri Nichushkin","COL","R","53","94.133333333333","1.7761006289308","3.32","25.5","-0.57","3.44","24.61","-1.27","3.83","11.22","1.81","1.78","0.77","15.00","0.88","2.4","5.16","2.42","8.93","1.55","3.06","14.53","2.42","0.89","1.53","9.85","-0.85","-7.48","1.01","0.34","-1.19","30.00","0.92","26.7","-0.67","0","0.18","0.00","19.05","86.96","1.060","1.27","7.01","49.72","40.16","2.50","1.91","10.2","63.1","2.94"
"419","Erik Cernak","T.B","D","70","209.13333333333","2.987619047619","-6.71","25.39","-7.56","-6.45","17.14","-8.55","-4.2","10.19","-7.59","-0.32","2.12","-6.99","-1.05","2.07","-12.78","-4.73","16.89","-8.68","-3.23","6.1","-12.10","0.18","1.15","0.65","-2.01","14.39","-6.15","0","0.81","0.00","-5.39","42.63","-8.31","-1.14","0.52","-50.00","10.71","87.10","0.978","1.15","6.89","37.58","14.06","2.96","2.87","12.62","67.71","4.07"
"458","John Marino","N.J","D","64","192.35","3.00546875","-11.5","25.32","-13.92","-11.34","21.81","-17.51","-7.72","15.29","-16.78","0.55","1.17","3.33","-0.77","2.49","-14.53","-10.02","16.81","-21.30","-3.78","10.34","-22.03","-0.08","0.78","-8.33","-8.32","8.64","-21.27","0.83","1.3","20.00","-0.9","34.48","-3.78","0","-0.84","0.00","20.83","87.95","1.088","1.25","7.49","37.43","11.54","3.23","1.87","13.72","61.45","2.96"
