"ID","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"424","Hayden Hodgson","PHI","R","1","4.6333333333333","4.6333333333333","-43.03","63.48","-36.22","-34.81","12.13","-39.48","-25.74","14.42","-40.66","-4.31","-1.51","-","-1.87","-1.18","-38.04","-19.19","26.04","-32.20","-5.6","-1.16","-27.23","-1.38","0","-","-18.42","35.53","-35.46","-3.8","-2.01","-65.45","-3.29","42.19","-10.18","0","0","-","-","100.00","1.00","25.9","25.9","12.95","51.8","66.67","25.9","25.9","25.9","50.00"
"689","Nick Swaney","MIN","R","1","9.2166666666667","9.2166666666667","-50.39","59.88","-46.63","-40.54","46.97","-52.24","-23.29","45.43","-50.13","-4.26","-2.65","-","-2.57","3.76","-51.10","-25.27","32.95","-41.36","-14.59","30.18","-64.72","-2.83","-1.32","-","-14.3","3.4","-22.55","0","-1.77","0.00","-32.65","39.37","-53.64","-1.9","0","-93.82","0.00","100.00","1.000","6.51","6.51","0","58.59","100.00","6.51","6.51","0","100.00"
"934","Owen Beck","MTL","C","1","9.65","9.65","-32.13","57.81","-30.68","-27.12","56.18","-34.22","-23","26.14","-37.40","0","3.04","0.00","-2.93","2.88","-46.79","-11.31","20.27","-22.34","-16.77","10.27","-53.09","0","4.51","0.00","6.46","13.55","-3.66","0","-2.06","0.00","-27.59","30.07","-37.23","0","0","-","0.00","89.64","0.896","0","12.44","12.44","49.74","0.00","6.22","12.44","31.09","16.67"
"936","Marco Kasper","DET","C","1","14.816666666667","14.816666666667","-18.4","57.65","-29.12","-9.11","51.46","-29.26","-11.82","36.57","-32.06","-7.28","0","-","-0.16","4.82","-31.18","-19.16","29.53","-33.83","-3.6","26.21","-44.24","-1.85","0","-","-21.03","3.85","-28.14","-7.16","0","-100.00","4.14","36.27","-15.32","0","0","-","0.00","100.00","1.000","12.15","24.3","8.1","36.45","60.00","16.2","32.4","20.25","44.44"
"663","Lias Andersson","L.A","C","1","8.6166666666667","8.6166666666667","-4.88","53.14","-15.71","-7","45.22","-20.49","-6.18","14.69","-13.53","0","7.36","-","-0.37","4.51","-21.38","-6.27","19.15","-16.32","-0.57","17.9","-18.05","0","7.37","-","-7.98","1.9","-11.08","0","0","-","2.29","72.62","-17.68","0","0","-","0.00","85.83","0.858","6.96","13.93","6.96","55.71","50.00","6.96","20.89","34.82","16.67"
"763","Damien Giroux","MIN","C","1","12.866666666667","12.866666666667","-26.48","53.12","-30.82","-15.54","33.7","-27.91","-3.13","36.78","-28.11","1.61","2.95","-16.46","0.48","2.27","-13.57","-17.74","23.69","-30.21","-3.52","18.62","-34.18","3.16","-1.44","48.24","-18.83","6.66","-31.11","0","5.89","0.00","-8.2","43.77","-30.95","-2.08","0","-93.82","20.43","92.20","1.126","0","4.66","0","69.95","-","4.66","18.65","0","100.00"
"888","Justin Richards","CBJ","C","2","18.3","9.15","-6.22","49.76","-13.01","-1.36","31.73","-9.25","0.9","31.92","-11.25","2.42","1.75","19.21","-0.32","4.2","-16.60","1.64","25.46","-8.03","-4.81","20.34","-28.41","0","3.34","0.00","8.58","7.24","7.75","4.14","-2.02","94.80","-10.89","39.52","-20.69","-0.93","0","-88.92","17.59","89.48","1.071","9.84","16.39","13.11","45.9","42.86","9.84","19.67","19.67","33.33"
"820","Connor McMichael","WSH","C","6","52.566666666667","8.7611111111111","-23.43","49.7","-28.99","-20.47","38.23","-31.04","-11.87","29.02","-28.84","0.58","-0.51","12.36","-1.55","2.62","-38.03","-11.15","24.72","-30.01","-3.84","7.35","-23.55","0.28","0.85","-4.50","-9.91","23.49","-34.86","0.37","-1.09","48.50","-18.03","36.89","-32.18","0","-0.81","0.00","10.61","95.89","1.065","12.56","10.27","5.71","55.93","68.75","15.98","13.7","13.7","53.85"
"600","Jeremy Davies","BUF","D","1","8.4666666666667","8.4666666666667","3.11","46.65","-19.02","-9.28","36.68","-27.53","-1.74","38.94","-30.50","-1.84","-1.72","-","-0.88","3.47","-35.71","-1.24","13.06","-10.71","1.54","16.26","-14.82","0","-1.72","-","-3.67","-4.54","2.45","-2.57","0","-100.00","-14.51","41.03","-49.12","0","0","-","0.00","100.00","1.000","7.09","14.17","0","70.87","100.00","21.26","14.17","0","100.00"
"195","Andy Andreoff","NYI","C","3","20.383333333333","6.7944444444444","-27.04","44.32","-24.40","-27.81","34.75","-29.57","-17.56","26.85","-27.57","-0.67","9.74","-41.11","-1.16","4.44","-26.82","-3.52","42.17","-23.80","-10.24","20.51","-40.08","0.33","4.35","-26.19","8.5","29.96","-11.70","-0.65","7.29","-52.90","-32.05","-2.47","-38.33","-0.63","0","-93.82","21.59","81.45","1.030","2.94","11.77","0","76.53","100.00","5.89","20.61","8.83","40.00"
"760","Semyon Der-Arguchintsev","TOR","C","1","6.3666666666667","6.3666666666667","-21.52","42.36","-21.87","-4.23","11.56","-7.99","1.43","15.09","-10.15","6.6","0","0.00","-0.24","0.26","-3.73","-4.22","2.25","-4.89","-6.52","-9.42","7.79","-3.58","0","-","3.04","15.84","-13.48","13.06","0","100.00","-24.7","47.64","-39.63","0","0","-","32.13","100.00","1.321","0","9.42","0","75.39","-","9.42","9.42","9.42","50.00"
"946","Anton Levtchi","FLA","L","2","17.666666666667","8.8333333333333","-41.34","33.44","-37.87","-34.39","33.71","-41.41","-23.12","18.06","-35.62","-3.59","-0.91","-","-1.98","2.51","-41.91","-15.49","11.35","-28.80","-7.57","13.57","-41.65","-2.69","0","-","-11.36","-3.76","-14.57","-1.16","-1.23","-48.61","-28.86","32.05","-49.20","0","0","-","0.00","100.00","1.000","10.19","13.58","6.79","50.94","60.00","16.98","13.58","13.58","55.56"
"834","Vladislav Kolyachonok","ARI","D","2","23.833333333333","11.916666666667","-23.06","28.96","-21.04","-16.01","14.77","-17.42","-11.33","1.84","-15.73","-1.79","-4.6","-","-0.76","0.95","-13.94","-19.79","8.64","-26.86","0.11","-0.01","0.33","-0.96","-2.78","-","-26.44","11.65","-45.74","-1.16","0","-95.98","-5.95","22.97","-14.63","0","-2.7","0.00","0.00","100.00","1.000","5.03","12.59","2.52","52.87","66.67","5.03","17.62","20.14","20.00"
"515","Dan Renouf","BOS","D","1","8.9166666666667","8.9166666666667","29.8","25.75","-1.08","23.99","20.58","-0.24","20.86","36.43","-12.28","-6.87","13.56","-100.00","2.42","1.39","0.34","0.01","18.16","-12.17","-12.45","14.54","-52.51","-5.11","6.8","-100.00","17.07","5.16","11.82","0","0","-","40.68","3.59","13.85","-2.74","9.13","-100.00","0.00","76.89","0.769","20.19","26.92","6.73","47.1","75.00","33.64","26.92","20.19","62.50"
"233","Alex Galchenyuk","COL","C","11","73.116666666667","6.6469696969697","-1.54","24.87","-11.05","-2.96","19.28","-12.46","-3.88","16.39","-15.05","-2.95","4.7","-63.22","-0.09","0.69","-7.79","2.91","9.67","-6.94","-1.99","1.6","-8.15","-1.28","2.2","-55.00","6.6","10.83","-6.48","-1.12","1.53","-61.02","-3.75","20.36","-15.07","-1.2","2.13","-87.31","0.00","85.11","0.851","7.39","10.67","8.21","62.37","47.37","17.23","14.77","25.44","40.38"
"850","Tyce Thompson","N.J","R","2","17.3","8.65","-7.74","24.46","-11.30","-7.49","21.47","-13.39","-16.94","14.98","-26.43","-2.85","1.22","-53.83","-1.35","2.45","-29.18","0.07","14.78","-9.92","-5.29","2.31","-15.10","-2.12","-2.45","-","7.56","16.73","-5.23","-0.99","4.86","-96.07","-14.41","14.64","-15.56","0","0","-","0.00","92.24","0.922","10.4","20.81","13.87","55.49","42.86","10.4","24.28","20.81","33.33"
"899","Samuel Knazko","CBJ","D","2","30.316666666667","15.158333333333","1.28","24.13","-7.56","0.66","31.41","-12.45","3.27","18.28","-7.66","0.34","-1.22","15.63","-1.58","1.49","-22.03","3","12.76","-5.00","-9.52","-0.69","-18.80","-0.74","1.24","-46.53","17.12","17.78","3.32","-1.08","-3.22","-25.09","-1.96","15.44","-11.93","2.54","0","88.92","5.56","96.08","1.016","3.96","7.92","13.85","51.46","22.22","11.87","15.83","35.62","25.00"
"922","Stanislav Svozil","CBJ","D","2","36.85","18.425","3.67","23.89","-6.62","8.45","23.92","-5.68","-2.12","15.23","-10.48","-2.43","3.29","-57.01","0.11","4.29","-22.60","-4.33","37.48","-23.50","6.12","24.18","-25.37","-0.81","3.49","-100.00","-14.24","18.2","-26.39","-1.18","-0.01","-33.82","13.41","-19.11","26.73","-1.11","0","-88.92","0.00","89.80","0.898","3.26","3.26","9.77","56.99","25.00","8.14","6.51","24.42","25.00"
"547","Riley Tufte","DAL","L","3","23.666666666667","7.8888888888889","-36.08","23.17","-26.88","-37.21","23.33","-40.60","-28.49","11.2","-43.90","-1.37","0.77","-41.20","-2.91","0.91","-52.63","-28.27","13.82","-45.30","-12.36","7.56","-46.91","-0.49","-0.47","-","-21.11","8.35","-44.67","-1.18","2.21","-47.55","-13.35","10.83","-16.81","0","-0.71","0.00","0.00","92.86","0.929","2.54","7.61","5.07","68.45","33.33","7.61","12.68","12.68","37.50"
"900","Mikael Pyyhtia","CBJ","L","2","23.933333333333","11.966666666667","-3.11","22.62","-8.88","1.9","20.37","-7.35","3.86","0.41","2.76","1.03","6.34","-23.55","0.77","1.86","-4.18","-3.22","21.06","-13.38","0.59","3.33","-3.95","-0.68","1.87","-46.53","-5.32","23.59","-19.14","3.44","6.07","32.89","3.95","-5","7.25","-0.93","0","-88.92","7.11","80.56","0.877","2.51","7.52","15.04","45.13","14.29","7.52","7.52","30.08","20.00"
"391","Roland McKeown","NSH","D","6","72.783333333333","12.130555555556","-15.78","22.21","-14.60","-10.03","20.16","-14.59","-13.6","12.63","-20.12","-1.56","-1.93","12.74","-0.83","1.6","-18.58","-6.35","8.77","-11.47","-5.3","0.92","-13.69","-1.16","-0.38","-48.92","-1.24","10.26","-10.45","-0.47","-2.05","55.74","-11.12","19.13","-18.66","-0.27","0","-11.65","8.87","98.21","1.071","9.07","12.37","9.07","55.23","50.00","16.49","21.43","20.61","44.44"
"896","Callahan Burke","COL","C","2","17.016666666667","8.5083333333333","-13.41","22.11","-14.67","-10.65","16.92","-15.22","-8.65","6.13","-11.57","-0.66","0.75","-18.25","-1.07","1.54","-29.69","-9.23","8.01","-23.61","0.02","7.96","-16.32","0","-1.51","-","-12.57","0.18","-31.29","-0.88","3.59","-47.40","3.13","21.42","-6.88","0","-0.94","0.00","0.00","90.99","0.910","3.53","10.58","7.05","66.99","33.33","3.53","17.63","21.16","14.29"
"753","Jan Jenik","ARI","R","2","11.716666666667","5.8583333333333","-28.98","21.92","-27.48","-20.53","3.23","-19.39","-16.37","-5.5","-17.74","-3.78","-1.67","-","-1.96","1.39","-36.87","-19.22","14.86","-31.08","-11.18","4.82","-41.54","-3","0","-","-10.21","13.75","-23.66","-1.04","-2.2","-32.12","-16.57","-2.05","-24.62","0","0","-","0.00","100.00","1.000","0","5.12","10.24","71.69","0.00","5.12","10.24","25.6","16.67"
"889","Tristen Robins","S.J","C","3","37.033333333333","12.344444444444","-23.75","20.51","-19.63","-22.38","18.18","-25.34","-14.34","16.01","-25.05","-1.67","-2.51","-28.88","-2.15","0.06","-27.52","-16.58","-0.72","-19.82","-6.62","-1.83","-19.28","-1.68","-2.04","-","-13.16","1.72","-20.37","0","0.73","0.00","-1.93","36.83","-13.94","0","-1.54","0.00","0.00","96.86","0.969","3.24","8.1","4.86","48.6","40.00","8.1","12.96","25.92","23.81"
"190","Joseph Cramarossa","MIN","C","4","30.5","7.625","-15.29","20.41","-14.84","-9.05","11.97","-11.42","-7.89","12.67","-16.30","0.84","0.84","-0.49","-0.68","1.67","-20.93","-13.12","6.63","-19.90","-4.96","3.84","-19.72","1.31","2.04","-49.17","-10.75","3.68","-20.19","-0.56","-1.01","-35.69","-10.24","21.36","-16.25","0","-0.54","0.00","9.02","95.12","1.041","7.87","15.74","15.74","43.28","33.33","13.77","17.7","21.64","38.89"
"950","Jake Livingstone","NSH","D","5","75.266666666667","15.053333333333","1.8","20.09","-5.39","-0.25","15.75","-7.29","1.92","14.94","-7.49","-0.16","0.58","-6.94","0.57","1.71","-7.33","2.81","6.79","-1.82","3.16","8.69","-8.14","0.13","0.84","-13.65","-0.4","-2.42","1.49","0.52","1.07","-0.69","1.26","17.44","-7.65","-1.01","-1.49","-40.31","6.16","93.21","0.994","7.17","8.77","9.57","49.42","42.86","15.94","14.35","16.74","48.78"
"794","Ronnie Attard","PHI","D","2","28.2","14.1","-8.09","19.74","-11.00","-3.63","5.26","-5.03","4.26","4.23","0.42","0.48","-1.1","16.35","-0.24","-0.66","5.06","0.01","9.24","-6.16","-1.12","6.81","-17.71","1.33","0","0.00","1.27","3.04","-0.96","0","-1.59","0.00","-15.75","17.55","-23.33","-1.11","0","-93.91","6.71","94.07","1.008","2.13","8.51","14.89","51.06","12.50","17.02","14.89","17.02","50.00"
"938","Shane Wright","SEA","C","8","64.433333333333","8.0541666666667","-11.91","18.82","-13.86","-0.91","9.76","-6.60","1.18","6.17","-4.60","2.15","-1.84","35.33","0.01","-0.42","4.77","-5.98","-5.66","0.16","0.98","-4.93","15.73","-0.11","-0.36","5.76","-9.51","-0.95","-10.96","2.08","-1.5","74.96","-4.21","25.27","-20.78","1.02","-0.53","62.42","13.60","96.78","1.104","15.83","15.83","2.79","58.67","85.00","23.28","17.69","12.11","65.79"
"308","Anthony Duclair","FLA","L","20","258.38333333333","12.919166666667","-2.85","18.77","-9.24","0.5","15.84","-8.63","1.61","9.87","-6.74","0.07","0.51","-5.18","0.39","1.25","-8.02","0.77","12.34","-9.72","4.08","6.76","-6.03","0.43","0.29","-0.80","-4.42","7.49","-13.67","-0.19","0.77","-25.09","-4.61","9.22","-9.67","-0.27","-0.54","13.85","8.91","93.46","1.024","12.31","19.27","9.06","42.03","57.61","21.36","24.38","18.11","54.12"
"698","Mac Hollowell","TOR","D","6","75.383333333333","12.563888888889","9.55","18.59","-3.38","2.57","19.67","-9.70","0.83","16.27","-12.74","1.8","1.21","-5.99","-0.53","1.89","-21.91","6.18","9.99","-3.24","-5.89","7.36","-29.25","-0.35","1.02","-28.46","16.1","3.49","11.45","2.55","0.28","25.41","0","13.56","-8.07","0.3","0","0.00","15.29","94.14","1.094","5.57","5.57","6.37","68.45","46.67","13.53","10.35","12.73","51.52"
"933","Marc McLaughlin","BOS","C","2","17.533333333333","8.7666666666667","-0.39","17.97","-6.44","-7.1","16.86","-11.81","-12.61","11.3","-17.40","-3.53","0.83","-59.57","-1.1","2.33","-25.50","-13.15","12.91","-21.15","-9.54","12.71","-33.36","-1.76","1.63","-52.50","-5.23","0.06","-7.91","-1.19","-1.08","-52.27","15.47","8.77","4.98","-1.29","0","-100.00","0.00","93.24","0.932","3.42","30.8","6.84","58.17","33.33","6.84","30.8","20.53","25.00"
"68","Jason Demers","EDM","D","1","10.733333333333","10.733333333333","-24.04","17.49","-18.03","-20.67","13.06","-18.32","-17.63","2.45","-15.22","-7.43","5.16","-100.00","-3.51","1.74","-41.53","-33.5","13.96","-38.25","-21.84","15.48","-56.18","-7.47","5.13","-100.00","-15.86","-2.64","-21.07","0","0","-","18.44","-1.43","11.04","0","0","-","0.00","79.47","0.795","0","11.18","16.77","50.31","0.00","11.18","11.18","27.95","28.57"
"942","Milos Kelemen","ARI","L","14","105.38333333333","7.527380952381","0.5","17.39","-6.51","-5.38","9.17","-8.81","-6.21","-0.28","-6.61","-2.04","0.08","-29.88","-0.55","0.46","-10.83","-4.68","11.03","-13.56","-1.96","4.38","-13.24","-0.92","0.1","-26.56","-3.52","8.95","-13.67","-1.1","0.18","-33.62","3.49","7.52","-2.10","-0.45","-0.08","-32.20","2.73","88.43","0.912","6.83","17.65","10.25","57.5","40.00","12.53","21.64","19.93","38.60"
"818","Lassi Thomson","OTT","D","2","21.6","10.8","-29.44","17.22","-17.16","-21.55","12.91","-18.31","-22.68","11.75","-26.97","-1.95","4.54","-70.19","-2.57","0.76","-30.24","-17.71","18.9","-30.99","-9.98","1.21","-20.67","-0.98","1.79","-54.38","-10.62","23.86","-39.07","-1.25","3.49","-100.00","-16.18","-8.77","-1.01","0","0","-","0.00","84.70","0.847","16.67","11.11","5.56","55.56","75.00","27.78","22.22","13.89","66.67"
"62","Jakub Voracek","CBJ","R","11","133.7","12.154545454545","-6.63","16.84","-8.99","-3.81","14.83","-9.29","-5.02","12.09","-12.31","-0.57","0.35","-7.05","-0.68","1.33","-18.03","-3.35","9.16","-10.15","-3.96","3.97","-20.08","-0.25","0.83","-12.83","0.88","7.19","-5.02","-0.85","-0.9","-7.49","-1.54","8.89","-5.30","0.47","0.27","5.29","9.29","89.66","0.990","16.6","11.22","9.42","40.39","63.79","24.68","16.6","17.5","58.51"
"466","Austin Wagner","CHI","L","7","84.116666666667","12.016666666667","-13.75","16.72","-13.04","-12.23","14.56","-15.80","-7.88","12.34","-15.71","-1.47","-0.45","-12.72","-1.26","0.4","-19.61","-11.38","8.95","-19.25","-5.75","3.61","-23.68","-2.3","0.87","-51.25","-7.56","7.24","-16.71","0.08","-1.12","20.99","-3.83","6.56","-6.52","1.09","-0.6","100.00","6.62","91.13","0.978","4.99","15.69","6.42","52.78","43.75","8.56","21.4","19.26","30.77"
"931","Vincent Iorio","WSH","D","3","39.433333333333","13.144444444444","3.98","15.35","-3.36","3.56","14.21","-3.59","3.11","12.82","-4.17","0.57","2.72","-19.21","-0.35","0.83","-8.29","4.75","4.46","1.54","-0.63","3.08","-5.58","0.88","-0.1","8.55","6.97","1.64","6.79","-1.54","3.87","-100.00","-2.37","8.48","-5.66","1.13","0","-6.82","17.94","91.01","1.089","9.13","19.78","6.09","63.91","60.00","16.74","25.87","9.13","64.71"
"63","Jake Muzzin","TOR","D","4","52.833333333333","13.208333333333","4.46","15.29","-5.51","-6.88","4.64","-7.08","-5.48","-4.48","0.31","-0.16","-0.65","4.77","-0.84","0.32","-10.89","-0.41","14.03","-11.26","-6.71","-0.86","-12.63","-0.17","-0.33","4.47","8.36","19.71","-14.75","0","-0.47","0.00","1.22","0.42","0.51","0","0","-","7.16","90.43","0.976","4.54","14.76","12.49","54.51","26.67","20.44","18.17","24.98","45.00"
"685","Olle Lycksell","PHI","R","8","83.916666666667","10.489583333333","-17.15","15.14","-14.74","-15.09","13.29","-18.02","-10.39","3.31","-14.13","-1.55","-1.24","-15.16","-0.81","0.32","-13.28","-5.2","12.69","-13.98","0.08","6.69","-9.59","-0.6","-0.63","-5.53","-6.87","8.05","-17.59","-0.78","-1.88","-29.40","-16.81","6.29","-18.96","-0.49","1.16","-36.58","4.93","92.00","0.969","7.86","9.29","11.44","47.9","40.74","11.44","12.87","17.16","40.00"
"721","Filip Kral","TOR","D","2","18.05","9.025","33.99","14.9","7.37","21.18","10.32","5.00","13.42","6.22","5.12","2.53","0.02","30.81","1.96","1.02","2.35","22.08","22.1","-5.20","2.84","4.32","-4.44","2.6","0.8","25.84","24.95","23.78","-5.66","0","-1","0.00","20.02","-12.52","23.84","0","0","-","8.33","91.15","0.995","6.65","9.97","9.97","59.83","40.00","23.27","13.3","19.94","53.85"
"778","Egor Sokolov","OTT","L","5","32.8","6.56","15.91","13.88","-0.74","20.65","7.02","3.84","17.87","7.42","3.63","4.9","1.89","8.55","3.54","0.62","10.67","20.77","7.83","5.19","19.43","-1.92","21.36","1.68","2.86","-23.71","2","13.45","-14.09","4.89","-0.42","100.00","-5.09","6.98","-7.68","-0.51","-0.97","-34.60","13.31","89.52","1.028","7.32","10.98","9.15","71.34","44.44","16.46","14.63","18.29","47.37"
"651","Aleksi Heponiemi","FLA","C","10","84.066666666667","8.4066666666667","-29.68","13.77","-19.64","-24.42","13.37","-21.91","-18.23","5.2","-19.41","0.16","1.48","-12.72","-2.46","0.09","-26.18","-22.57","1.26","-22.51","-10.15","-0.85","-18.19","-0.75","1.56","-40.92","-16.41","2.97","-25.15","0.36","0.4","4.46","-9.76","19.84","-17.84","0.94","-0.63","75.16","14.57","90.44","1.050","10.71","14.27","6.42","49.96","62.50","16.42","19.27","17.13","48.94"
"732","Filip Hallander","PIT","C","2","15.716666666667","7.8583333333333","-41.9","13.62","-30.84","-22.37","1","-18.68","-21.5","0.77","-30.81","-3.82","-1.36","-","-2.53","-0.01","-36.26","-22.44","1.34","-30.21","-8.57","4.25","-34.66","-1.51","-0.66","-","-18.56","-4","-28.32","-1.02","-0.92","-52.60","-18.08","6.66","-22.01","-2.29","0","-100.00","0.00","100.00","1.000","7.64","30.54","7.64","45.81","50.00","7.64","30.54","11.45","40.00"
"842","Aidan McDonough","VAN","L","6","54.1","9.0166666666667","-4.06","12.83","-7.47","-5.62","12.07","-10.92","-2.34","9.51","-10.05","-1.42","1.01","-28.32","-0.28","1.01","-12.25","-3.55","10.73","-12.22","0.17","5.96","-11.21","-1.89","0.49","-53.16","-4.75","6.36","-12.60","1.04","-0.35","44.50","-7.98","13.88","-15.57","-0.42","1.05","-53.07","4.78","91.04","0.958","8.87","18.85","8.87","49.91","50.00","12.2","23.29","22.18","35.48"
"564","Noah Gregor","S.J","C","57","692.5","12.149122807018","-2.86","12.69","-6.20","0.46","8.61","-4.27","-1.67","6.16","-6.07","-0.23","-0.7","3.01","0.08","0.41","-2.62","-0.54","4.34","-3.74","0.22","1.76","-2.81","-0.1","-0.41","4.25","-1.01","3.47","-4.48","0","0.05","-0.66","-6.08","12.23","-9.74","-0.19","-0.52","27.27","8.19","92.43","1.006","7.19","12.82","10.57","51.03","40.49","15.6","19.41","22.18","41.28"
"471","Guillaume Brisebois","VAN","D","17","241.58333333333","14.210784313725","-7.09","12.6","-8.63","-1.86","6.02","-4.54","-0.02","4.46","-3.44","-0.3","1.06","-13.55","0.09","0.05","0.47","-2.34","7.45","-8.41","-0.85","2.49","-7.60","0.05","1.15","-14.94","-1.96","6.55","-8.77","-0.18","-0.06","-3.98","-6.61","8.84","-10.93","-0.29","-0.09","-40.55","8.10","90.81","0.989","7.45","17.14","11.18","58.12","40.00","14.4","21.86","23.35","38.16"
"761","Nathan Smith","ARI","C","4","29.366666666667","7.3416666666667","2.12","12.51","-3.64","-9.98","8.51","-12.62","-13.76","0.49","-19.01","-2.7","-0.53","-50.99","-1.36","0.22","-23.29","-2.34","2.86","-5.22","-3.49","0.5","-13.20","-1.35","-1.14","-","1.62","3.04","-0.82","-1.85","1.89","-65.00","2.33","16.55","-6.65","0","-0.97","0.00","0.00","92.53","0.925","2.04","12.26","4.09","69.47","33.33","10.22","20.43","12.26","45.45"
"521","Luke Kunin","S.J","C","31","354.21666666667","11.426344086022","-9.49","12.37","-9.64","-4.56","4.27","-5.45","-3.09","4.46","-6.41","-0.85","0.14","-9.80","-0.61","0.01","-6.39","-6.27","2.19","-7.55","-3.02","0.3","-7.78","-1.15","0.33","-37.03","-4.31","2.67","-7.35","0.06","-0.04","1.68","-6.73","11.59","-10.33","0.37","-0.24","22.42","7.71","90.34","0.981","8.64","16.6","9.49","51.49","47.66","17.45","22.02","21.34","44.98"
"327","Gustav Olofsson","SEA","D","3","35.416666666667","11.805555555556","3.92","12.33","-2.71","9","4.11","3.33","18.07","7.32","9.37","1.57","-1.1","27.89","0.33","0.89","-2.08","-3.12","11.04","-9.62","3.79","3.89","4.96","1.15","-1.65","73.83","-8.58","9.94","-17.29","0.58","1.41","-18.32","16","5.63","6.18","0","-0.78","0.00","8.18","95.52","1.037","6.78","5.08","1.69","71.15","80.00","22.02","13.55","10.16","68.42"
"666","Nick DeSimone","CGY","D","4","41.466666666667","10.366666666667","-17.22","12.27","-13.34","-5.34","4.85","-6.25","-15.46","3.52","-14.77","-1.9","5.38","-51.74","-1.45","0.28","-16.17","-13.89","6.39","-20.60","-7.74","2.12","-20.94","-0.65","0.18","-13.37","-8.05","5.73","-18.97","-1.05","5.74","-100.00","4.42","3.22","-0.14","-0.61","1.43","-52.69","5.05","70.56","0.756","10.13","1.45","0","78.14","100.00","27.49","8.68","5.79","82.61"
"351","Jean-Sebastien Dea","ARI","C","4","37.8","9.45","-4.27","12.26","-5.75","-4","7.82","-5.69","-1.83","-0.57","-1.43","-2.49","2.15","-34.77","0.42","-0.37","6.78","-1.62","5.41","-4.86","6.42","0.49","11.48","-0.99","2.12","-35.58","-10.64","6.8","-20.92","-1.52","-1.63","-48.18","-9.41","6.32","-11.04","-0.5","1.79","-44.18","6.73","88.18","0.949","4.76","14.29","11.11","60.32","30.00","6.35","20.63","28.57","18.18"
"741","Gabriel Fortier","T.B","L","1","8.4166666666667","8.4166666666667","-15.65","12.09","-11.58","-4.5","-9.77","1.36","-4.89","-7.82","0.70","-1.57","-4.54","-","-0.54","5.77","-21.10","-16.01","33.5","-28.25","-6.37","23.99","-26.37","-1.6","-2.99","-","-12.93","12.48","-22.60","0","-2.04","0.00","-3.72","-52.6","37.80","0","0","-","0.00","100.00","1.000","0","21.39","7.13","57.03","0.00","14.26","28.51","7.13","66.67"
"353","Dakota Mermis","MIN","D","2","27.083333333333","13.541666666667","-17.24","11.56","-11.79","-11.65","3.53","-8.90","-8.12","2.45","-10.53","-2.41","2.05","-100.00","-0.62","-0.24","-2.98","-19.8","1.19","-18.63","-0.89","2.42","-7.44","-0.8","2.03","-100.00","-25.35","-1.54","-29.37","-1.05","0","-100.00","3.99","3.6","-0.09","-1.15","0","-100.00","0.00","91.69","0.917","4.43","2.22","6.65","59.82","40.00","22.15","6.65","15.51","58.82"
"93","Jordie Benn","TOR","D","12","167.15","13.929166666667","-0.42","11.35","-5.30","-2.38","5.09","-4.58","-3.14","0.98","-3.59","0.09","1.92","-21.05","-0.67","-0.05","-5.76","-1.48","5.97","-6.20","-5.08","0.9","-12.62","-0.57","0.04","-5.83","5.13","6.68","-1.02","0.38","1.57","-4.70","-2.32","7.44","-7.18","0.55","1.01","35.16","9.24","87.97","0.972","6.1","12.2","8.62","53.13","41.46","16.15","21.9","20.46","44.12"
"662","Robin Salo","NYI","D","11","114.83333333333","10.439393939394","-4.65","10.89","-6.09","0.13","4.63","-2.42","0.96","0.78","0.24","0.52","0.73","-2.86","0.26","0.64","-2.66","0.73","9.52","-6.21","3.79","7.45","-4.08","0.71","0.84","1.31","-4.03","2.76","-7.64","0.21","0.19","0.39","-4.12","3.09","-4.55","-0.35","-0.42","17.76","13.38","89.93","1.033","6.79","15.15","2.61","55.91","72.22","17.76","20.9","13.06","57.63"
"898","Billy Sweezey","CBJ","D","9","131.8","14.644444444444","-9.88","10.85","-8.62","-6.81","7.19","-7.65","-9.92","2.76","-12.09","-0.33","-1.31","3.72","-0.47","-0.15","-4.33","-7.8","2.18","-9.04","-1.84","1.02","-5.96","-0.03","-2.03","26.55","-7.75","1.5","-10.81","0.05","0.53","-4.75","-4.16","12.01","-9.96","-0.49","0.41","-62.47","8.17","93.26","1.014","7.74","8.65","8.65","51.44","47.22","13.2","14.57","15.93","45.31"
