Player,Team,Bio_ID,Bio_Position,Bio_Age,Bio_Date of Birth,Bio_Birth City,Bio_Birth State/Province,Bio_Birth Country,Bio_Nationality,Bio_Height (in),Bio_Weight (lbs),Bio_Draft Year,Bio_Draft Team,Bio_Draft Round,Bio_Round Pick,Bio_Overall Draft Position,5-5_ID,5-5_Position,5-5_GP,5-5_TOI,5-5_CF,5-5_CA,5-5_CF%,5-5_FF,5-5_FA,5-5_FF%,5-5_SF,5-5_SA,5-5_SF%,5-5_GF,5-5_GA,5-5_GF%,5-5_xGF,5-5_xGA,5-5_xGF%,5-5_SCF,5-5_SCA,5-5_SCF%,5-5_HDCF,5-5_HDCA,5-5_HDCF%,5-5_HDGF,5-5_HDGA,5-5_HDGF%,5-5_MDCF,5-5_MDCA,5-5_MDCF%,5-5_MDGF,5-5_MDGA,5-5_MDGF%,5-5_LDCF,5-5_LDCA,5-5_LDCF%,5-5_LDGF,5-5_LDGA,5-5_LDGF%,5-5_On-Ice SH%,5-5_On-Ice SV%,5-5_PDO,5-5_Off. Zone Starts,5-5_Neu. Zone Starts,5-5_Def. Zone Starts,5-5_On The Fly Starts,5-5_Off. Zone Start %,5-5_Off. Zone Faceoffs,5-5_Neu. Zone Faceoffs,5-5_Def. Zone Faceoffs,5-5_Off. Zone Faceoff %,PK_ID,PK_Position,PK_GP,PK_TOI,PK_CF,PK_CA,PK_CF%,PK_FF,PK_FA,PK_FF%,PK_SF,PK_SA,PK_SF%,PK_GF,PK_GA,PK_GF%,PK_xGF,PK_xGA,PK_xGF%,PK_SCF,PK_SCA,PK_SCF%,PK_HDCF,PK_HDCA,PK_HDCF%,PK_HDGF,PK_HDGA,PK_HDGF%,PK_MDCF,PK_MDCA,PK_MDCF%,PK_MDGF,PK_MDGA,PK_MDGF%,PK_LDCF,PK_LDCA,PK_LDCF%,PK_LDGF,PK_LDGA,PK_LDGF%,PK_On-Ice SH%,PK_On-Ice SV%,PK_PDO,PK_Off. Zone Starts,PK_Neu. Zone Starts,PK_Def. Zone Starts,PK_On The Fly Starts,PK_Off. Zone Start %,PK_Off. Zone Faceoffs,PK_Neu. Zone Faceoffs,PK_Def. Zone Faceoffs,PK_Off. Zone Faceoff %,PP_ID,PP_Position,PP_GP,PP_TOI,PP_CF,PP_CA,PP_CF%,PP_FF,PP_FA,PP_FF%,PP_SF,PP_SA,PP_SF%,PP_GF,PP_GA,PP_GF%,PP_xGF,PP_xGA,PP_xGF%,PP_SCF,PP_SCA,PP_SCF%,PP_HDCF,PP_HDCA,PP_HDCF%,PP_HDGF,PP_HDGA,PP_HDGF%,PP_MDCF,PP_MDCA,PP_MDCF%,PP_MDGF,PP_MDGA,PP_MDGF%,PP_LDCF,PP_LDCA,PP_LDCF%,PP_LDGF,PP_LDGA,PP_LDGF%,PP_On-Ice SH%,PP_On-Ice SV%,PP_PDO,PP_Off. Zone Starts,PP_Neu. Zone Starts,PP_Def. Zone Starts,PP_On The Fly Starts,PP_Off. Zone Start %,PP_Off. Zone Faceoffs,PP_Neu. Zone Faceoffs,PP_Def. Zone Faceoffs,PP_Off. Zone Faceoff %,rel-5-5_ID,rel-5-5_Position,rel-5-5_GP,rel-5-5_TOI,rel-5-5_TOI/GP,rel-5-5_CF/60 Rel,rel-5-5_CA/60 Rel,rel-5-5_CF% Rel,rel-5-5_FF/60 Rel,rel-5-5_FA/60 Rel,rel-5-5_FF% Rel,rel-5-5_SF/60 Rel,rel-5-5_SA/60 Rel,rel-5-5_SF% Rel,rel-5-5_GF/60 Rel,rel-5-5_GA/60 Rel,rel-5-5_GF% Rel,rel-5-5_xGF/60 Rel,rel-5-5_xGA/60 Rel,rel-5-5_xGF% Rel,rel-5-5_SCF/60 Rel,rel-5-5_SCA/60 Rel,rel-5-5_SCF% Rel,rel-5-5_HDCF/60 Rel,rel-5-5_HDCA/60 Rel,rel-5-5_HDCF% Rel,rel-5-5_HDGF/60 Rel,rel-5-5_HDGA/60 Rel,rel-5-5_HDGF% Rel,rel-5-5_MDCF/60 Rel,rel-5-5_MDCA/60 Rel,rel-5-5_MDCF% Rel,rel-5-5_MDGF/60 Rel,rel-5-5_MDGA/60 Rel,rel-5-5_MDGF% Rel,rel-5-5_LDCF/60 Rel,rel-5-5_LDCA/60 Rel,rel-5-5_LDCF% Rel,rel-5-5_LDGF/60 Rel,rel-5-5_LDGA/60 Rel,rel-5-5_LDGF% Rel,rel-5-5_On-Ice SH%,rel-5-5_On-Ice SV%,rel-5-5_PDO,rel-5-5_Off. Zone Starts/60,rel-5-5_Neu. Zone Starts/60,rel-5-5_Def. Zone Starts/60,rel-5-5_On The Fly Starts/60,rel-5-5_Off. Zone Start %,rel-5-5_Off. Zone Faceoffs/60,rel-5-5_Neu. Zone Faceoffs/60,rel-5-5_Def. Zone Faceoffs/60,rel-5-5_Off. Zone Faceoff %,rel-PK_ID,rel-PK_Position,rel-PK_GP,rel-PK_TOI,rel-PK_TOI/GP,rel-PK_CF/60 Rel,rel-PK_CA/60 Rel,rel-PK_CF% Rel,rel-PK_FF/60 Rel,rel-PK_FA/60 Rel,rel-PK_FF% Rel,rel-PK_SF/60 Rel,rel-PK_SA/60 Rel,rel-PK_SF% Rel,rel-PK_GF/60 Rel,rel-PK_GA/60 Rel,rel-PK_GF% Rel,rel-PK_xGF/60 Rel,rel-PK_xGA/60 Rel,rel-PK_xGF% Rel,rel-PK_SCF/60 Rel,rel-PK_SCA/60 Rel,rel-PK_SCF% Rel,rel-PK_HDCF/60 Rel,rel-PK_HDCA/60 Rel,rel-PK_HDCF% Rel,rel-PK_HDGF/60 Rel,rel-PK_HDGA/60 Rel,rel-PK_HDGF% Rel,rel-PK_MDCF/60 Rel,rel-PK_MDCA/60 Rel,rel-PK_MDCF% Rel,rel-PK_MDGF/60 Rel,rel-PK_MDGA/60 Rel,rel-PK_MDGF% Rel,rel-PK_LDCF/60 Rel,rel-PK_LDCA/60 Rel,rel-PK_LDCF% Rel,rel-PK_LDGF/60 Rel,rel-PK_LDGA/60 Rel,rel-PK_LDGF% Rel,rel-PK_On-Ice SH%,rel-PK_On-Ice SV%,rel-PK_PDO,rel-PK_Off. Zone Starts/60,rel-PK_Neu. Zone Starts/60,rel-PK_Def. Zone Starts/60,rel-PK_On The Fly Starts/60,rel-PK_Off. Zone Start %,rel-PK_Off. Zone Faceoffs/60,rel-PK_Neu. Zone Faceoffs/60,rel-PK_Def. Zone Faceoffs/60,rel-PK_Off. Zone Faceoff %,rel-PP_ID,rel-PP_Position,rel-PP_GP,rel-PP_TOI,rel-PP_TOI/GP,rel-PP_CF/60 Rel,rel-PP_CA/60 Rel,rel-PP_CF% Rel,rel-PP_FF/60 Rel,rel-PP_FA/60 Rel,rel-PP_FF% Rel,rel-PP_SF/60 Rel,rel-PP_SA/60 Rel,rel-PP_SF% Rel,rel-PP_GF/60 Rel,rel-PP_GA/60 Rel,rel-PP_GF% Rel,rel-PP_xGF/60 Rel,rel-PP_xGA/60 Rel,rel-PP_xGF% Rel,rel-PP_SCF/60 Rel,rel-PP_SCA/60 Rel,rel-PP_SCF% Rel,rel-PP_HDCF/60 Rel,rel-PP_HDCA/60 Rel,rel-PP_HDCF% Rel,rel-PP_HDGF/60 Rel,rel-PP_HDGA/60 Rel,rel-PP_HDGF% Rel,rel-PP_MDCF/60 Rel,rel-PP_MDCA/60 Rel,rel-PP_MDCF% Rel,rel-PP_MDGF/60 Rel,rel-PP_MDGA/60 Rel,rel-PP_MDGF% Rel,rel-PP_LDCF/60 Rel,rel-PP_LDCA/60 Rel,rel-PP_LDCF% Rel,rel-PP_LDGF/60 Rel,rel-PP_LDGA/60 Rel,rel-PP_LDGF% Rel,rel-PP_On-Ice SH%,rel-PP_On-Ice SV%,rel-PP_PDO,rel-PP_Off. Zone Starts/60,rel-PP_Neu. Zone Starts/60,rel-PP_Def. Zone Starts/60,rel-PP_On The Fly Starts/60,rel-PP_Off. Zone Start %,rel-PP_Off. Zone Faceoffs/60,rel-PP_Neu. Zone Faceoffs/60,rel-PP_Def. Zone Faceoffs/60,rel-PP_Off. Zone Faceoff %
A.J. Greer,BOS,448.0,L,27.0,1996-12-14,Joliette,QC,CAN,CAN,75.0,208.0,2015,COL,2,9,39,448.0,L,61.0,542.5,428.47,443.64,49.13,332.36,321.27,50.85,239.72,237.78,50.2,21.07,12.6,62.57,22.83,19.18,54.34,249.12,210.52,54.2,105.69,87.71,54.65,10.98,7.68,58.83,144.4,121.36,54.34,9.01,4.01,69.22,147.51,211.17,41.12,1.07,0.88,54.77,8.79,94.70,1.035,27.0,179.0,94.0,504.0,22.31,42.0,218.0,144.0,22.58,421.0,L,61.0,3.7,1.0,2.0,33.33,1.0,2.0,33.33,0.0,2.0,0.00,0.0,0.0,-,0.32,0.08,79.62,1.0,1.0,50.00,0.0,0.0,-,0.0,0.0,-,1.0,1.0,50.00,0.0,0.0,-,0.0,1.0,0.00,0.0,0.0,-,-,100.00,1.00,0.0,0.0,0.0,11.0,-,0.0,0.0,0.0,-,424.0,L,61.0,4.9166666666667,1.0,1.0,50.00,1.0,1.0,50.00,1.0,0.0,100.00,1.0,0.0,100.00,0.16,0.06,72.56,1.0,1.0,50.00,1.0,0.0,100.00,1.0,0.0,100.00,0.0,1.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,100.00,-,1.00,2.0,2.0,0.0,11.0,100.00,3.0,2.0,0.0,100.00,448.0,L,61.0,542.5,8.8934426229508,-12.78,-5.44,-3.34,-8.17,-4.91,-1.78,-6.49,-2.56,-3.15,-1.15,-0.51,-2.01,-0.29,-0.36,1.23,-5.13,-4.49,0.13,-1.47,-1.5,0.62,-0.61,-0.11,-6.58,-4.82,-4.02,-0.03,-0.09,-0.31,8.12,-12.63,-0.52,-10.25,-0.67,-0.25,-13.41,8.79,94.70,1.035,2.99,19.8,10.4,55.74,22.31,4.65,24.11,15.93,22.58,421.0,L,61.0,3.7,0.060655737704918,-2.73,-52.37,15.07,0.88,-32.34,14.19,-13.71,-10.33,-24.28,-1.44,-5.59,-,3.98,-5.01,63.14,5.93,-34.12,33.04,-4.69,-20.21,-,-0.36,-3.07,-,14.16,-18.55,34.34,-0.96,-1.68,-36.36,-7.56,-28.7,-12.66,0.0,-1.82,0.00,-,100.00,1.00,0.0,0.0,0.0,178.38,-,0.0,0.0,0.0,-,424.0,L,61.0,4.9166666666667,0.080601092896175,-93.49,-3.39,-37.14,-66.35,-1.66,-35.00,-45.75,-11.94,17.08,4.69,-0.96,11.36,-6.22,-0.27,-16.43,-51.33,4.12,-38.71,-14.36,-3.66,12.10,9.12,-0.39,11.11,-49.29,10.37,-89.30,-3.08,-0.77,-80.00,-62.57,-3.06,-,-3.06,0.0,-100.00,100.00,-,1.00,24.41,24.41,0.0,134.24,100.00,36.61,24.41,0.0,100.00
Aaron Ekblad,FLA,365.0,D,27.0,1996-02-07,Windsor,ON,CAN,CAN,76.0,215.0,2014,FLA,1,1,1,365.0,D,71.0,1149.7166666667,1250.85,1038.55,54.64,933.49,828.67,52.97,686.84,595.21,53.57,52.08,59.35,46.73,60.48,56.3,51.79,635.97,547.86,53.72,290.25,267.1,52.08,26.86,26.04,50.77,345.26,281.45,55.09,17.07,21.85,43.86,560.7,422.77,57.01,8.04,10.9,42.46,7.58,90.03,0.976,179.0,310.0,185.0,801.0,49.18,405.0,433.0,394.0,50.69,351.0,D,71.0,199.53333333333,57.0,314.0,15.36,48.0,236.0,16.90,41.0,177.0,18.81,3.0,29.0,9.38,2.42,25.16,8.76,24.0,173.0,12.18,9.0,76.0,10.59,2.0,11.0,15.38,15.0,97.0,13.39,1.0,8.0,11.11,12.0,146.0,7.59,0.0,10.0,0.00,7.32,83.62,0.909,6.0,19.0,160.0,85.0,3.61,13.0,34.0,237.0,5.20,348.0,D,71.0,233.6,429.0,59.0,87.91,346.0,48.0,87.82,255.0,36.0,87.63,38.0,4.0,90.48,39.23,2.95,93.01,255.0,21.0,92.39,140.0,10.0,93.33,25.0,4.0,86.21,115.0,11.0,91.27,10.0,0.0,100.00,182.0,13.0,93.33,3.0,0.0,100.00,14.90,88.89,1.038,126.0,19.0,3.0,27.0,97.67,257.0,30.0,5.0,98.09,365.0,D,71.0,1149.7166666667,16.193192488263,1.63,-1.73,1.41,1.07,0.4,0.32,1.42,0.54,0.56,-0.42,0.82,-11.23,0.09,0.31,-2.06,0.52,0.32,0.11,0.62,1.42,-1.64,-0.47,0.14,-9.73,-0.16,-1.39,1.54,0.15,0.64,-10.02,4.19,-3.32,5.04,-0.11,0.26,-13.60,7.58,90.03,0.976,9.34,16.18,9.65,41.8,49.18,21.14,22.6,20.56,50.69,351.0,D,71.0,199.53333333333,2.8103286384977,-4.07,-3.04,-2.51,-2.48,-2.7,-1.77,0.29,-2.96,1.16,0.04,0.41,0.00,-1.01,-0.47,-9.05,-2.82,-5.02,-2.77,-1.31,-2.37,-3.14,0.31,-1.57,9.83,-2.01,-3.53,-2.52,0.02,0.53,-1.39,-2.65,6.28,-4.51,-0.41,2.27,-16.67,7.32,83.62,0.909,1.8,5.71,48.11,25.56,3.61,3.91,10.22,71.27,5.20,348.0,D,71.0,233.6,3.2901408450704,-11.48,-3.62,1.28,-2.75,-3.44,2.50,-1.34,-3.15,3.27,2.63,-0.47,7.87,0.05,-0.65,5.29,-4.72,-4.37,4.60,1.79,-1.94,4.98,3.04,0.28,4.39,-8.68,-3.24,4.00,-0.58,-1.0,20.00,-3.53,-2.23,2.36,0.03,0.0,0.00,14.90,88.89,1.038,32.36,4.88,0.77,6.93,97.67,66.01,7.71,1.28,98.09
Aatu Raty,"NYI, VAN",919.0,C,21.0,2002-11-14,Oulu,,FIN,FIN,74.0,190.0,2021,NYI,2,20,52,919.0,C,15.0,117.78333333333,99.27,102.33,49.24,76.91,72.39,51.52,58.7,47.69,55.18,3.08,2.86,51.82,3.9,4.32,47.43,45.14,41.11,52.34,17.52,21.22,45.22,2.0,0.93,68.28,27.35,19.88,57.9,1.04,0.0,100.00,43.61,51.26,45.97,0.0,1.96,0.00,5.24,94.00,0.992,26.0,21.0,8.0,122.0,76.47,41.0,28.0,21.0,66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,C,15.0,6.8833333333333,8.0,0.0,100.00,7.0,0.0,100.00,3.0,0.0,100.00,0.0,0.0,-,0.54,0.0,100.00,6.0,0.0,100.00,2.0,0.0,100.00,0.0,0.0,-,4.0,0.0,100.00,0.0,0.0,-,2.0,0.0,100.00,0.0,0.0,-,0.00,-,0.00,3.0,0.0,1.0,7.0,75.00,4.0,1.0,1.0,80.00,919.0,C,15.0,117.78333333333,7.8522222222222,-8.72,-5.81,-1.33,-5.97,-4.65,-0.58,-2.12,-3.69,1.81,-1.09,-0.61,-4.41,-1.13,-0.31,-8.0,-10.05,-7.52,-1.39,-5.59,-0.64,-10.68,-0.34,-0.51,10.22,-5.98,-9.25,6.0,-0.74,-1.02,41.34,-0.58,2.44,-2.12,-0.29,1.0,-39.63,5.24,94.00,0.992,13.24,10.7,4.08,62.15,76.47,20.89,14.26,10.7,66.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,C,15.0,6.8833333333333,0.45888888888889,-23.32,-21.34,18.66,-9.84,-19.63,21.70,-17.39,-17.93,29.17,-2.56,-2.56,-,-2.08,-1.2,14.94,-1.48,-11.95,18.18,-7.32,-4.27,14.71,-1.71,-2.56,-,7.79,-10.24,20.93,-1.14,0.0,-100.00,-27.84,-3.7,6.52,0.0,0.0,-,0.00,-,0.00,26.15,0.0,8.72,61.02,75.00,34.87,8.72,8.72,80.00
Adam Beckman,MIN,809.0,L,22.0,2001-05-10,Saskatoon,SK,CAN,CAN,74.0,182.0,2019,MIN,3,13,75,809.0,L,9.0,88.1,97.63,77.42,55.77,71.73,62.43,53.46,46.04,43.22,51.58,0.0,2.07,0.00,3.31,3.3,50.05,36.88,27.6,57.2,14.39,13.67,51.29,0.0,2.09,0.00,22.78,13.84,62.2,0.0,0.0,-,45.45,46.66,49.34,0.0,0.0,-,0.00,95.21,0.952,9.0,12.0,15.0,78.0,37.50,21.0,19.0,30.0,41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.0,L,9.0,6.45,6.0,1.0,85.71,5.0,1.0,83.33,5.0,1.0,83.33,0.0,0.0,-,0.24,0.14,63.47,1.0,1.0,50.00,0.0,1.0,0.00,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,4.0,0.0,100.00,0.0,0.0,-,0.00,100.00,1.000,2.0,0.0,0.0,6.0,100.00,3.0,0.0,1.0,75.00,809.0,L,9.0,88.1,9.7888888888889,10.35,-5.96,6.88,6.69,0.39,3.45,2.83,-0.13,2.47,-2.35,0.17,-65.37,-0.01,-0.13,1.35,0.83,-6.72,8.43,-0.21,0.05,-0.67,-1.09,1.26,-86.66,1.48,-8.95,15.04,-0.73,-0.47,-60.61,5.07,1.37,2.24,-1.0,-0.98,-50.49,0.00,95.21,0.952,6.13,8.17,10.22,53.12,37.50,14.3,12.94,20.43,41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.0,L,9.0,6.45,0.71666666666667,-24.84,1.24,-5.19,-18.01,3.93,-8.97,-3.23,5.27,-9.17,-6.72,0.0,-,-4.37,0.98,-31.88,-36.4,5.27,-41.89,-18.82,6.61,-87.50,-5.38,0.0,-,-23.44,-1.79,4.76,-1.79,0.0,-100.00,-2.56,-1.94,3.33,0.0,0.0,-,0.00,100.00,1.000,18.6,0.0,0.0,55.81,100.00,27.91,0.0,9.3,75.00
Adam Boqvist,CBJ,744.0,D,23.0,2000-08-15,Falun,,SWE,SWE,72.0,182.0,2018,CHI,1,8,8,744.0,D,46.0,677.91666666667,622.86,729.55,46.06,476.19,554.33,46.21,327.68,421.02,43.77,33.01,39.66,45.42,29.55,36.93,44.45,336.36,390.11,46.3,117.97,182.11,39.31,13.08,24.66,34.66,216.2,209.82,50.75,14.97,9.92,60.15,251.78,293.03,46.21,5.05,5.08,49.82,10.07,90.58,1.007,121.0,112.0,73.0,580.0,62.37,273.0,183.0,149.0,64.69,677.0,D,46.0,1.85,2.0,2.0,50.00,1.0,1.0,50.00,1.0,1.0,50.00,0.0,0.0,-,0.06,0.2,24.23,0.0,2.0,0.00,0.0,2.0,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,1.0,0.0,100.00,0.0,0.0,-,0.00,100.00,1.000,0.0,0.0,0.0,5.0,-,0.0,0.0,0.0,-,685.0,D,46.0,141.33333333333,266.0,44.0,85.81,209.0,40.0,83.94,144.0,33.0,81.36,14.0,3.0,82.35,19.83,3.01,86.84,136.0,24.0,85.00,52.0,14.0,78.79,5.0,2.0,71.43,84.0,10.0,89.36,5.0,1.0,83.33,138.0,8.0,94.52,4.0,0.0,100.00,9.72,90.91,1.006,69.0,13.0,1.0,12.0,98.57,152.0,16.0,4.0,97.44,744.0,D,46.0,677.91666666667,14.73731884058,4.7,-3.79,3.6,4.97,-1.75,3.96,2.19,2.39,0.3,1.15,-0.12,12.61,0.21,0.19,0.56,3.76,0.63,2.89,-0.11,3.19,-5.64,0.16,0.51,-2.71,5.06,-3.37,8.65,1.02,-0.65,30.94,1.77,-6.86,5.51,0.35,-0.18,23.28,10.07,90.58,1.007,10.71,9.91,6.46,51.33,62.37,24.16,16.2,13.19,64.69,677.0,D,46.0,1.85,0.040217391304348,50.09,-48.51,38.47,19.16,-59.84,37.43,22.48,-28.78,36.02,-0.6,-10.86,-,1.24,-3.09,16.30,-6.63,-5.09,-8.66,-3.02,34.11,-8.93,-0.3,-4.52,-,-4.82,-52.27,-,0.0,-4.82,0.00,40.75,-63.15,91.19,0.0,-3.92,0.00,0.00,100.00,1.000,0.0,0.0,0.0,162.16,-,0.0,0.0,0.0,-,685.0,D,46.0,141.33333333333,3.0724637681159,28.8,7.31,-2.29,18.24,8.64,-5.49,11.11,7.19,-6.64,-2.39,-1.0,3.78,1.97,0.56,-3.16,16.81,4.13,-2.10,4.64,2.15,-3.35,0.61,-0.67,21.43,16.22,2.63,-1.81,-1.21,0.57,-16.67,13.46,2.72,-2.49,-3.02,0.0,0.00,9.72,90.91,1.006,29.29,5.52,0.42,5.09,98.57,64.53,6.79,1.7,97.44
Adam Erne,DET,321.0,L,28.0,1995-04-20,New Haven,CT,USA,USA,73.0,212.0,2013,T.B,2,3,33,321.0,L,61.0,699.86666666667,494.07,719.98,40.7,358.23,510.5,41.24,239.32,341.13,41.23,19.59,35.2,35.76,19.52,29.32,39.97,221.93,353.85,38.54,85.65,133.67,39.05,9.78,15.16,39.21,135.46,220.35,38.07,6.96,14.24,32.81,246.22,329.47,42.77,2.94,5.89,33.29,8.19,89.68,0.979,114.0,148.0,82.0,560.0,58.16,190.0,204.0,196.0,49.22,309.0,L,61.0,98.9,21.0,180.0,10.45,19.0,134.0,12.42,15.0,101.0,12.93,2.0,15.0,11.76,1.24,12.91,8.76,9.0,105.0,7.89,5.0,42.0,10.64,2.0,6.0,25.00,4.0,63.0,5.97,0.0,5.0,0.00,5.0,75.0,6.25,0.0,4.0,0.00,13.33,85.15,0.985,4.0,9.0,46.0,100.0,8.00,6.0,13.0,68.0,8.11,307.0,L,61.0,1.6333333333333,0.0,1.0,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,1.0,0.00,0.0,0.15,0.00,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,0.0,0.0,-,-,0.00,0.00,6.0,2.0,0.0,14.0,100.00,6.0,2.0,1.0,85.71,321.0,L,61.0,699.86666666667,11.473224043716,-7.95,4.04,-5.89,-7.07,1.29,-5.84,-7.01,-1.46,-6.04,-0.68,0.25,-10.24,-0.65,-0.26,-5.66,-5.38,0.49,-6.44,-2.63,-1.44,-4.54,-0.26,0.01,-6.76,-3.61,2.56,-7.7,-0.43,0.31,-15.26,-2.77,6.12,-6.19,-0.14,0.03,-8.79,8.19,89.68,0.979,9.77,12.69,7.03,48.01,58.16,16.29,17.49,16.8,49.22,309.0,L,61.0,98.9,1.6213114754098,-0.96,8.04,-1.48,-0.43,4.04,-0.98,-1.69,3.84,-2.88,0.63,1.23,4.87,0.0,0.12,-0.08,-0.37,6.85,-1.41,0.41,1.58,0.75,0.92,-0.73,18.75,-1.04,7.04,-2.90,-0.39,1.32,-12.50,-1.09,-2.49,-1.18,0.0,1.4,0.00,13.33,85.15,0.985,2.43,5.46,27.91,60.67,8.00,3.64,7.89,41.25,8.11,307.0,L,61.0,1.6333333333333,0.026775956284153,-100.95,23.44,-88.36,-76.88,25.24,-86.99,-55.69,27.21,-85.40,-7.36,35.48,-85.42,-7.43,5.03,-92.41,-53.89,-5.75,-,-19.94,-1.98,-,-4.31,-0.36,-,-45.27,-5.03,-,-1.92,-0.96,-66.67,-67.46,-5.71,-,-2.34,-0.26,-90.00,-,0.00,0.00,220.41,73.47,0.0,514.29,100.00,220.41,73.47,36.73,85.71
Adam Fox,NYR,526.0,D,25.0,1998-02-17,Jericho,NY,USA,USA,71.0,182.0,2016,CGY,3,5,66,526.0,D,82.0,1435.05,1421.7,1173.18,54.79,1072.56,886.0,54.76,766.59,664.64,53.56,69.09,46.8,59.61,70.48,58.64,54.59,778.59,616.45,55.81,322.6,261.83,55.2,41.16,22.94,64.21,455.67,353.62,56.3,16.81,14.82,53.14,576.72,479.59,54.6,11.47,8.7,56.87,9.01,92.96,1.02,183.0,301.0,180.0,1019.0,50.41,485.0,465.0,378.0,56.2,495.0,D,82.0,173.05,61.0,264.0,18.77,54.0,201.0,21.18,40.0,144.0,21.74,3.0,22.0,12.00,3.77,22.61,14.27,35.0,154.0,18.52,14.0,79.0,15.05,2.0,12.0,14.29,21.0,75.0,21.88,1.0,9.0,10.00,14.0,115.0,10.85,0.0,1.0,0.00,7.50,84.72,0.922,4.0,20.0,124.0,92.0,3.13,8.0,28.0,174.0,4.40,495.0,D,82.0,293.68333333333,657.0,57.0,92.02,518.0,48.0,91.52,343.0,39.0,89.79,50.0,5.0,90.91,54.9,4.0,93.21,399.0,26.0,93.88,177.0,16.0,91.71,21.0,3.0,87.50,222.0,10.0,95.69,18.0,1.0,94.74,267.0,14.0,95.02,10.0,0.0,100.00,14.58,87.18,1.018,118.0,21.0,1.0,11.0,99.16,298.0,37.0,5.0,98.35,526.0,D,82.0,1435.05,17.500609756098,6.84,-7.85,6.75,6.15,-4.14,6.32,3.92,-1.17,4.28,0.31,-0.49,8.21,0.59,-0.22,7.77,6.75,-3.88,9.28,2.58,-1.78,9.04,0.35,-0.42,14.46,5.52,-2.82,9.44,-0.03,0.15,-5.79,0.76,-5.31,4.75,-0.01,-0.26,9.62,9.01,92.96,1.02,7.65,12.58,7.53,42.6,50.41,20.28,19.44,15.8,56.2,495.0,D,82.0,173.05,2.1103658536585,3.27,-3.31,2.91,3.57,-0.61,3.45,3.26,1.75,3.70,-0.47,1.57,-8.00,-0.04,0.75,-1.70,2.44,-0.24,3.21,-0.6,10.42,-9.27,-0.22,1.74,-12.99,4.05,-14.21,11.50,0.46,0.93,10.00,1.32,-3.68,2.36,0.0,-1.25,0.00,7.50,84.72,0.922,1.39,6.93,42.99,31.9,3.13,2.77,9.71,60.33,4.40,495.0,D,82.0,293.68333333333,3.5815040650406,57.35,-5.8,10.51,41.49,-4.37,9.57,22.1,-4.03,9.79,5.31,1.02,-9.09,5.01,0.22,1.94,38.45,-1.78,8.01,18.17,1.63,0.04,2.65,0.61,-12.50,27.03,-4.55,13.55,2.72,0.27,-5.26,31.54,-6.89,13.94,0.59,0.0,0.00,14.58,87.18,1.018,24.11,4.29,0.2,2.25,99.16,60.88,7.56,1.02,98.35
