Player,season,Pos,GP,ATOI,BLK,CorsiForPerc,FenwickPerc,CorsiForPercRel,FenwickPercRel,CorsiAgainst,DZoneStartPerc,GAPer60,XGA,XGF,GFPer60,exGA60,exGF60,BLK_60,CorsiAgainst_60,DefenceRating
Justin Abdelkader,14-15,LW,71,1075,28.0,56.4,55.3,4.0,4.1,704,36.4,2.3,29.3,39.1,2.9,1.3819849328529317,1.844218801179168,1.3206681952178185,33.20537176547658,5.0
Will Acton,14-15,C,3,643,3.0,44.7,53.3,-9.8,1.9,26,89.5,6.4,0.7,0.5,2.1,1.3063763608087091,0.9331259720062208,5.598755832037325,48.52255054432348,3.0
Luke Adam,14-15,C,3,387,0.0,55.0,38.5,8.7,-8.0,9,70.0,0.0,0.8,0.1,0.0,2.4806201550387597,0.31007751937984496,0.0,27.906976744186046,3.0
Craig Adams,14-15,RW,70,585,29.0,47.8,47.9,-6.3,-6.6,396,50.0,1.6,18.0,14.6,1.3,1.5824175824175821,1.2835164835164836,2.5494505494505493,34.81318681318681,4.0
Andrew Agozzino,14-15,LW,1,585,0.0,36.4,43.8,-11.8,-4.4,14,50.0,0.0,0.3,0.4,6.2,1.8461538461538463,2.4615384615384617,0.0,86.15384615384616,3.0
Jason Akeson,14-15,RW,13,483,4.0,38.4,39.3,-9.5,-9.1,114,50.0,1.2,4.3,2.2,0.6,2.4653607262302915,1.2613473483038702,2.2933588150979456,65.36072623029146,2.0
Bryan Allen,14-15,D,11,943,15.0,53.4,51.4,-2.2,-2.5,137,54.8,2.5,4.3,5.1,2.5,1.4923358719753204,1.7699797551335197,5.205822809216234,47.54651499084161,3.0
Conor Allen,14-15,D,4,732,0.0,57.6,53.4,11.1,5.8,36,32.3,2.5,1.4,2.0,1.3,1.721311475409836,2.459016393442623,0.0,44.26229508196721,3.0
Mark Alt,14-15,D,1,565,0.0,70.6,63.6,40.5,40.0,5,50.0,6.4,0.6,0.2,0.0,3.8230088495575214,1.2743362831858407,0.0,31.858407079646017,2.0
Karl Alzner,14-15,D,82,1166,165.0,50.7,50.6,-0.9,-1.4,1204,50.5,1.8,48.3,53.0,2.3,1.8186001757101617,1.9955654101995566,6.21260929590428,45.333221771325775,3.0
Josh Anderson,14-15,RW,6,807,2.0,51.0,46.3,2.2,-2.2,71,53.5,3.0,3.4,2.2,2.2,2.527881040892193,1.6356877323420076,1.486988847583643,52.78810408921933,2.0
Joakim Andersson,14-15,C,68,698,24.0,43.8,44.2,-11.8,-9.8,556,61.2,2.0,26.4,17.8,1.4,2.0023596831282653,1.3500758469576943,1.8203269846620596,42.17090847800438,3.0
Andy Andreoff,14-15,C,18,514,0.0,47.1,45.2,-7.1,-7.7,139,40.6,0.8,6.9,5.3,1.2,2.6848249027237356,2.0622568093385216,0.0,54.08560311284047,2.0
Sven Andrighetto,14-15,RW,12,565,4.0,45.3,45.2,1.2,0.3,81,39.6,1.9,3.2,2.4,3.2,1.6991150442477876,1.2743362831858405,2.1238938053097343,43.008849557522126,4.0
Mike Angelidis,14-15,LW,3,441,0.0,53.3,45.5,3.8,-1.4,14,25.0,0.0,0.7,0.5,0.0,1.9047619047619044,1.3605442176870746,0.0,38.0952380952381,4.0
Artem Anisimov,14-15,C,52,983,26.0,50.9,50.6,3.2,3.0,586,55.3,3.4,29.1,27.4,2.7,2.049456138978011,1.9297284607559277,1.8311291963377416,41.27083496361218,3.0
Mark Arcobello,14-15,C,77,888,27.0,52.1,51.3,2.6,2.1,907,39.8,2.8,42.7,36.7,2.3,2.2481572481572485,1.9322569322569325,1.4215514215514216,47.75359775359775,2.0
Joel Armia,14-15,RW,1,887,0.0,26.7,30.8,-0.9,0.8,11,60.0,0.0,0.6,0.2,0.0,2.435174746335964,0.8117249154453214,0.0,44.64487034949267,3.0
Viktor Arvidsson,14-15,LW,6,615,5.0,47.6,51.4,-4.1,-0.5,55,46.0,1.0,1.8,0.8,1.0,1.7560975609756098,0.7804878048780488,4.878048780487805,53.65853658536585,3.0
Carter Ashton,14-15,RW,7,373,3.0,39.4,41.5,-1.8,0.9,43,58.3,4.2,1.4,1.1,0.0,1.9302949061662196,1.5166602834163159,4.136346227499042,59.287629260819614,2.0
Cam Atkinson,14-15,RW,78,1019,39.0,48.7,48.2,1.7,1.4,1062,49.9,2.4,50.1,44.7,2.3,2.269193024835812,2.0246093455121916,1.7664376840039253,48.10145693364535,2.0
Keith Aulie,14-15,D,31,858,37.0,43.6,43.5,-5.3,-4.8,447,55.6,3.0,20.7,16.1,2.6,2.8017144146176403,2.179111211369276,5.007895330475976,60.50078953304761,1.0
David Backes,14-15,C,80,1118,87.0,50.2,52.8,-2.7,-0.6,1078,57.7,2.7,42.0,48.6,3.2,1.6905187835420394,1.956171735241503,3.501788908765653,43.38998211091234,3.0
Mikael Backlund,14-15,C,52,1065,33.0,46.0,48.1,2.3,3.4,767,60.9,2.6,26.4,26.5,2.8,1.7161430119176597,1.722643553629469,2.1451787648970746,49.859154929577464,3.0
Nicklas Bäckström,14-15,C,82,1232,52.0,53.4,54.0,3.2,3.8,1235,44.3,2.6,47.3,51.9,2.7,1.685540069686411,1.8494615140956603,1.8530250237567312,44.00934431422236,3.0
Sven Baertschi,14-15,LW,18,581,7.0,43.9,43.8,-1.2,-3.9,166,51.1,3.5,8.0,5.2,2.2,2.7538726333907055,1.790017211703959,2.4096385542168672,57.14285714285714,1.0
Casey Bailey,14-15,C,6,542,4.0,51.2,53.8,7.1,8.4,40,42.9,1.1,1.5,2.5,2.2,1.6605166051660516,2.7675276752767526,4.428044280442805,44.28044280442804,4.0
Josh Bailey,14-15,LW,70,1007,36.0,53.1,54.0,0.2,-0.5,1019,35.6,3.0,48.7,63.0,3.2,2.487161299475103,3.217477656405164,1.8385586608029505,52.04142431550574,1.0
Keith Ballard,14-15,D,14,723,20.0,44.1,44.0,-12.1,-13.0,160,51.6,4.2,6.7,5.3,3.0,2.3829282750444576,1.885002963841138,7.1132187314759925,56.90574985180794,1.0
Mark Barberio,14-15,D,52,1007,46.0,52.7,52.0,1.2,0.9,697,45.6,2.3,30.1,34.7,2.0,2.0693606294400735,2.385608433274769,3.162478038346956,47.91841723321366,2.0
Aleksander Barkov,14-15,C,71,1050,35.0,52.9,52.1,2.7,2.2,851,51.0,2.3,37.0,40.7,2.2,1.7867203219315893,1.9653923541247484,1.6901408450704225,41.094567404426556,4.0
Tyson Barrie,14-15,D,80,1282,90.0,46.0,46.5,3.4,2.9,1473,49.2,3.0,62.1,59.7,3.2,2.1797971918876753,2.0955538221528864,3.159126365054602,51.704368174726994,2.0
Matt Bartkowski,14-15,D,47,1016,24.0,50.2,49.5,-3.1,-2.2,614,50.4,2.4,25.3,27.0,1.8,1.9073546657731615,2.0355168369911207,1.8093482995476629,46.289160663427715,3.0
Victor Bartley,14-15,D,37,806,53.0,49.2,50.4,-3.2,-1.8,449,41.5,2.4,18.8,16.7,2.5,2.269465495271947,2.0159613708000808,6.397961236670914,54.20159613708001,2.0
Kyle Baun,14-15,RW,3,752,0.0,52.7,52.8,-1.0,4.9,26,28.6,1.6,1.0,0.6,0.0,1.5957446808510638,0.9574468085106383,0.0,41.48936170212766,4.0
Jay Beagle,14-15,RW,62,769,33.0,49.0,49.9,-2.6,-1.7,597,55.6,2.2,24.2,26.9,2.6,1.8272578547757874,2.03112546667226,2.4917152565124376,45.07739418599773,3.0
François Beauchemin,14-15,D,64,1365,107.0,50.0,50.0,-1.5,-2.3,1112,51.6,1.8,45.1,44.3,2.7,1.8585164835164834,1.8255494505494507,4.40934065934066,45.824175824175825,4.0
Nathan Beaulieu,14-15,D,64,942,69.0,48.3,49.5,0.2,1.0,902,50.4,1.5,32.5,34.4,1.8,1.940684713375796,2.054140127388535,4.120222929936306,53.861464968152866,3.0
Taylor Beck,14-15,LW,62,716,23.0,46.4,46.0,-7.5,-8.5,601,70.6,1.9,22.6,19.0,1.6,1.8327626599387277,1.5408181654352135,1.8652009371057847,48.738511443503334,3.0
Matt Beleskey,14-15,LW,65,869,25.0,53.5,53.2,4.0,3.1,707,47.9,2.1,26.7,33.1,3.2,1.7016907143489424,2.10958661591573,1.5933433654952642,45.059750376206075,4.0
Pierre-Édouard Bellemare,14-15,LW,81,770,61.0,46.3,47.8,-4.1,-1.7,819,51.5,2.0,28.0,28.0,1.8,1.616161616161616,1.616161616161616,3.5209235209235215,47.27272727272727,4.0
Brett Bellemore,14-15,D,49,983,54.0,48.1,49.5,-3.8,-2.5,649,55.1,1.9,28.0,23.7,2.0,2.0927190815288474,1.7713372225797746,4.0359582286627775,48.506238711150786,2.0
Jamie Benn,14-15,LW,82,1197,50.0,54.2,53.2,3.2,1.4,1160,45.4,3.6,56.3,59.9,3.6,2.0649183935448376,2.196955804144508,1.8338529249954154,42.54538785989364,2.0
Jordie Benn,14-15,D,73,1084,121.0,53.8,54.2,2.8,3.3,985,50.8,2.9,41.4,50.2,2.4,1.8834352727088917,2.2837790021735835,5.504726280139513,44.811201536672904,3.0
Beau Bennett,14-15,RW,49,749,13.0,53.1,54.7,-0.9,1.3,466,49.7,2.2,20.4,21.9,2.1,2.0010353941309504,2.148170349581755,1.2751696139069781,45.70992616005013,3.0
Sam Bennett,14-15,C,1,960,0.0,60.0,63.6,,,6,28.6,7.9,0.5,0.4,4.0,1.875,1.5,0.0,22.5,1.0
André Benoit,14-15,D,59,1088,98.0,36.8,37.2,-0.7,-2.2,1097,59.1,3.0,43.6,27.7,1.7,2.4451645064805585,1.5534646061814554,5.4960119641076774,61.52168494516451,2.0
Sean Bergenheim,14-15,LW,56,787,13.0,53.2,53.5,2.0,2.3,565,50.8,2.2,23.1,27.1,2.6,1.8869123252858961,2.2136503902704665,1.0618987111998548,46.15175167907061,3.0
Patrice Bergeron,14-15,C,81,1088,60.0,58.9,57.9,9.6,9.8,890,56.2,2.7,34.2,55.6,2.6,1.397058823529412,2.2712418300653594,2.4509803921568625,36.3562091503268,4.0
Patrik Berglund,14-15,C,77,875,26.0,54.5,55.4,3.3,2.9,778,53.8,2.2,31.7,38.5,2.2,1.693803339517625,2.0571428571428574,1.3892393320964749,41.57031539888682,4.0
Steve Bernier,14-15,RW,67,776,48.0,47.4,47.4,1.1,1.7,692,48.8,2.1,32.9,26.9,2.5,2.278042775811663,1.8625942452685027,3.323588244345284,47.91506385597784,2.0
Stu Bickel,14-15,D,9,326,9.0,36.7,41.8,-8.6,-4.9,50,51.7,1.2,1.5,1.6,2.5,1.840490797546012,1.96319018404908,11.042944785276074,61.349693251533736,3.0
Bryan Bickell,14-15,LW,80,725,13.0,54.3,52.8,0.5,-0.2,775,29.8,1.8,34.1,40.5,2.3,2.1165517241379312,2.513793103448276,0.8068965517241379,48.10344827586207,3.0
Alex Biega,14-15,D,7,948,8.0,42.4,42.6,-6.9,-7.8,99,49.3,3.9,6.2,2.8,2.8,3.3634719710669083,1.5189873417721518,4.3399638336347195,53.707052441229656,1.0
Danny Biega,14-15,D,10,969,7.0,56.3,55.9,-0.1,1.3,124,42.2,3.7,5.7,6.1,1.9,2.1176470588235294,2.26625386996904,2.6006191950464395,46.06811145510836,2.0
Kevin Bieksa,14-15,D,60,1250,93.0,48.1,48.6,-1.9,-3.0,1057,50.3,2.9,49.0,45.8,2.9,2.352,2.1984,4.464,50.736000000000004,2.0
Anthony Bitetto,14-15,D,7,707,3.0,47.3,47.0,-5.7,-5.3,79,39.1,1.5,3.4,3.5,0.7,2.4732269145281873,2.545968882602546,2.1822590422307537,57.46615477874318,2.0
Nick Bjugstad,14-15,C,72,995,29.0,51.1,51.5,0.0,0.8,877,47.2,2.5,34.6,42.5,2.4,1.7386934673366834,2.1356783919597992,1.4572864321608041,44.07035175879397,3.0
Jesse Blacker,14-15,D,1,363,1.0,15.4,18.2,-29.9,-26.5,11,50.0,19.8,0.8,0.0,0.0,7.933884297520662,0.0,9.917355371900827,109.0909090909091,1.0
Jonathon Blum,14-15,D,4,592,2.0,51.7,51.1,-7.7,-9.4,29,50.0,6.3,2.3,1.7,1.6,3.4966216216216215,2.584459459459459,3.040540540540541,44.08783783783784,1.0
Mike Blunden,14-15,RW,2,587,0.0,44.4,42.9,-13.7,-11.4,15,50.0,3.1,0.9,0.3,0.0,2.7597955706984667,0.919931856899489,0.0,45.996592844974444,1.0
Troy Bodie,14-15,RW,5,277,0.0,50.0,44.4,2.2,-2.0,24,42.9,0.0,0.6,0.7,0.0,1.55956678700361,1.819494584837545,0.0,62.3826714801444,3.0
Zach Bogosian,14-15,D,62,1421,90.0,47.3,47.0,-1.1,-1.5,1145,52.4,3.2,46.7,46.4,2.1,1.9082427186669997,1.8959842001316658,3.6775555606002133,46.78667907652493,3.0
Alexandre Bolduc,14-15,C,3,640,1.0,38.1,34.9,-11.2,-13.2,39,62.5,1.9,1.2,0.7,0.0,2.2499999999999996,1.3124999999999998,1.875,73.125,2.0
Jared Boll,14-15,RW,72,436,17.0,37.1,36.1,-11.8,-12.5,514,52.5,2.8,24.3,11.3,1.3,2.7866972477064222,1.2958715596330275,1.9495412844036697,58.94495412844037,1.0
Dave Bolland,14-15,C,53,981,21.0,49.0,48.9,-3.5,-3.0,622,56.8,2.4,27.2,25.1,2.7,1.883330448329583,1.7379262593041371,1.4540418902544574,43.06733598753679,3.0
Brandon Bollig,14-15,LW,62,516,24.0,41.7,44.2,-3.4,-2.2,539,60.2,2.3,17.4,14.2,1.3,1.9579894973743435,1.5978994748687172,2.700675168792198,60.652663165791445,3.0
Nick Bonino,14-15,C,75,1015,89.0,50.7,51.6,1.8,1.8,927,53.5,2.4,40.6,39.8,2.8,1.9200000000000002,1.882167487684729,4.208866995073892,43.8384236453202,3.0
David Booth,14-15,LW,59,716,8.0,46.9,46.5,1.0,1.1,577,56.5,2.2,23.7,19.6,1.4,2.019695104630243,1.670296373449484,0.6817536218161159,49.17147997348736,3.0
Patrick Bordeleau,14-15,LW,1,406,0.0,27.3,25.0,-25.0,-26.1,8,40.0,0.0,0.6,0.2,0.0,5.320197044334975,1.7733990147783254,0.0,70.93596059113301,1.0
Mark Borowiecki,14-15,D,63,955,102.0,46.0,44.5,-5.5,-5.3,843,57.1,1.8,32.0,26.9,2.8,1.914734480179506,1.6095736724008975,6.103216155572176,50.441286462228874,3.0
Robert Bortuzzo,14-15,D,51,907,61.0,52.8,53.7,-2.5,-1.2,576,47.2,2.5,24.3,27.3,1.8,1.8911732278357873,2.1246514041118103,4.747389584279136,44.82780984499644,3.0
Reid Boucher,14-15,LW,11,668,5.0,53.1,50.6,5.4,4.1,100,39.1,3.5,5.1,3.9,1.5,2.498639085465433,1.9107240065323896,2.4496461622210126,48.992923244420254,1.0
Eric Boulton,14-15,LW,10,432,4.0,43.3,44.0,-11.1,-10.6,76,20.0,2.5,2.7,3.0,1.7,2.25,2.5,3.3333333333333335,63.33333333333332,2.0
Lance Bouma,14-15,C,78,841,82.0,41.9,44.6,-4.5,-2.5,1046,65.4,2.4,36.8,35.3,2.9,2.0195737674929113,1.9372541845787978,4.500137199304857,57.404189152108295,3.0
Michael Bournival,14-15,LW,29,473,10.0,48.2,47.8,1.2,-0.3,205,58.8,2.2,6.5,7.5,3.0,1.7059123715098055,1.9683604286651601,2.624480571553547,53.80185171684771,3.0
Gabriel Bourque,14-15,LW,69,721,44.0,47.7,48.5,-5.8,-5.0,635,71.7,2.2,21.4,20.1,1.2,1.5485738406802145,1.454501598022071,3.183983597660254,45.950672375324125,4.0
Rene Bourque,14-15,RW,51,758,11.0,47.7,47.1,-3.6,-3.8,602,51.2,2.4,29.2,19.7,1.8,2.7192301722799934,1.8345491230793105,1.0243675306534223,56.060841223032746,2.0
Ryan Bourque,14-15,C,1,709,0.0,76.5,63.6,25.1,18.0,4,50.0,5.3,0.2,0.1,0.0,1.0155148095909734,0.5077574047954867,0.0,20.310296191819464,3.0
Jay Bouwmeester,14-15,D,72,1360,99.0,50.0,51.2,-4.1,-3.9,1208,52.2,2.2,49.9,50.3,2.6,1.8345588235294115,1.8492647058823528,3.6397058823529416,44.411764705882355,4.0
Drayson Bowman,14-15,LW,3,391,0.0,33.3,34.6,-16.7,-14.3,22,53.8,3.1,0.7,0.4,3.1,2.148337595907928,1.227621483375959,0.0,67.51918158567774,2.0
Johnny Boychuk,14-15,D,72,1301,149.0,55.2,56.8,2.7,3.7,1105,45.5,2.3,54.9,68.5,3.0,2.109915449654112,2.632590315142198,5.726364335126826,42.46733282090699,3.0
Zach Boychuk,14-15,LW,31,638,9.0,48.8,49.9,-1.9,-0.5,306,49.5,2.1,14.0,10.3,2.1,2.5482859743148953,1.8748103953888158,1.6381838406310043,55.69825058145414,2.0
Brad Boyes,14-15,RW,78,939,38.0,51.7,52.3,0.7,1.9,871,49.6,2.0,40.6,39.4,2.7,1.9955763086753502,1.9365937576800194,1.8677807815188008,42.811501597444085,4.0
Brian Boyle,14-15,C,82,780,63.0,49.0,50.7,-4.5,-2.5,707,62.7,2.2,27.2,28.7,2.2,1.5309568480300189,1.6153846153846152,3.5459662288930587,39.793621013133205,4.0
Dan Boyle,14-15,D,65,1215,79.0,52.6,53.2,4.9,5.7,949,38.2,1.3,36.7,43.5,2.4,1.672934472934473,1.9829059829059827,3.601139601139601,43.25925925925926,4.0
Tyler Bozak,14-15,C,82,1149,46.0,46.3,45.9,-0.1,-0.3,1353,50.8,3.8,68.6,48.6,2.3,2.6211551932751704,1.856970005731389,1.7576259313506974,51.697127937336816,1.0
Derick Brassard,14-15,C,80,1044,13.0,52.7,52.4,3.8,3.6,1011,45.1,2.5,44.8,52.2,3.1,1.9310344827586203,2.2500000000000004,0.560344827586207,43.57758620689655,3.0
Justin Braun,14-15,D,70,1262,130.0,50.2,49.9,-1.8,-1.9,1199,56.5,2.2,46.4,50.5,2.5,1.8908761602897894,2.0579578899705684,5.297713380122255,48.86121802128142,3.0
T.J. Brennan,14-15,D,6,1009,5.0,53.1,49.6,5.7,3.6,76,35.4,5.5,3.8,2.2,0.8,2.259663032705649,1.3082259663032707,2.9732408325074333,45.19326065411298,2.0
Eric Brewer,14-15,D,44,1121,72.0,44.9,44.4,-5.9,-6.7,714,54.5,6.2,32.0,27.7,3.5,2.3355770010542534,2.0217338415375883,5.255048252372071,52.11256183602303,1.0
Daniel Brière,14-15,C,57,727,9.0,41.8,42.9,-2.7,-2.0,632,49.3,2.2,25.7,21.6,1.6,2.2326793600231665,1.8764931586186926,0.7818721494244552,54.90479982625064,2.0
T.J. Brodie,14-15,D,81,1512,178.0,46.3,46.8,2.6,1.3,1680,59.5,2.3,65.7,63.1,2.7,1.9312169312169312,1.8547912992357438,5.232216343327455,49.382716049382715,4.0
Jonas Brodin,14-15,D,71,1450,128.0,50.2,51.5,-0.2,0.4,1294,49.6,1.8,41.0,57.3,2.6,1.4337056823700824,2.0036911121903835,4.475959203496844,45.2491500728509,5.0
Kyle Brodziak,14-15,C,73,783,63.0,43.8,45.8,-8.8,-7.8,761,65.4,3.0,28.8,25.9,2.4,1.8138875767595655,1.6312391749330812,3.9678790741615493,47.92945992757046,3.0
Julien Brouillette,14-15,D,1,573,1.0,16.7,14.3,-32.6,-31.7,10,100.0,0.0,0.4,0.1,0.0,2.513089005235602,0.6282722513089005,6.282722513089006,62.82722513089005,2.0
Troy Brouwer,14-15,RW,82,1051,39.0,50.8,50.5,-0.8,-1.5,900,43.9,2.1,36.4,37.4,2.7,1.520503121301432,1.562275185073449,1.629110487108677,37.59485739481563,5.0
Chris Brown,14-15,C,5,388,1.0,33.3,34.2,-23.2,-22.5,36,26.1,0.0,1.3,0.6,1.9,2.412371134020619,1.11340206185567,1.8556701030927836,66.80412371134021,2.0
Dustin Brown,14-15,RW,82,991,23.0,53.7,53.3,-1.0,-0.5,922,47.7,2.5,35.1,35.2,1.6,1.5549703428416726,1.5594004577785436,1.0189264354802983,40.845659717949346,4.0
J.T. Brown,14-15,RW,52,636,21.0,49.9,49.7,-1.8,-2.0,402,56.1,2.2,18.8,17.9,2.0,2.0464441219158203,1.948476052249637,2.285921625544267,43.75907111756169,3.0
Mike Brown,14-15,RW,12,492,7.0,45.1,48.5,-5.8,-4.1,89,54.5,0.6,1.4,2.9,0.6,0.8536585365853657,1.7682926829268293,4.2682926829268295,54.268292682926834,4.0
Patrick Brown,14-15,C,7,533,2.0,45.7,46.0,-4.1,-3.3,51,48.1,5.8,2.1,1.3,1.2,2.026266416510319,1.254355400696864,1.9297775395336372,49.20932725810774,2.0
Damien Brunner,14-15,C,17,909,3.0,52.9,51.0,1.5,1.4,155,41.3,1.1,8.3,6.6,1.1,1.9336051252184046,1.537565521258008,0.6988934187536402,36.1094933022714,4.0
André Burakovsky,14-15,LW,53,775,18.0,55.1,56.4,5.2,6.5,545,36.5,2.1,19.5,27.7,3.4,1.7090687766281192,2.427754108338405,1.5776019476567253,47.76628119293974,3.0
Adam Burish,14-15,RW,20,669,19.0,35.6,33.3,-19.0,-19.6,224,69.7,2.9,10.3,4.0,1.0,2.7713004484304933,1.0762331838565022,5.112107623318385,60.26905829596412,1.0
Brent Burns,14-15,D,82,1437,124.0,53.4,53.5,3.6,4.0,1487,48.8,3.0,63.3,70.1,2.7,1.9339070217424514,2.1416569071744997,3.7883802637608843,45.4300117113906,3.0
Alexandre Burrows,14-15,RW,70,929,33.0,52.4,53.4,4.7,4.9,735,48.4,2.8,34.0,35.4,2.7,1.8822082115946486,1.9597109026603106,1.8268491465477472,40.688912809472555,3.0
Chris Butler,14-15,D,33,1031,38.0,50.8,51.1,-0.4,-2.0,472,49.2,3.0,19.4,20.8,3.8,2.05272903624019,2.2008641213296887,4.020809452429239,49.94268583017371,2.0
Dustin Byfuglien,14-15,D,69,1361,60.0,53.0,52.9,0.3,1.3,1029,47.6,2.2,43.5,50.5,2.7,1.6675717982302016,1.9359166853017282,2.300099032041657,39.44669839951442,4.0
Paul Byron,14-15,C,57,868,24.0,46.9,48.1,2.1,2.4,695,58.3,2.6,25.3,24.9,2.3,1.840892553965559,1.8117875333495028,1.7463012369633761,50.56997332039777,3.0
Mikkel Bødker,14-15,LW,45,1049,9.0,48.0,46.1,-1.7,-3.4,634,40.6,3.0,27.3,18.4,2.2,2.081982840800763,1.4032411820781696,0.686367969494757,48.350810295519544,2.0
Ryan Callahan,14-15,RW,77,1064,48.0,52.9,52.5,0.2,-0.8,957,41.1,2.4,39.0,49.9,3.0,1.7136998340005856,2.192656967093057,2.109169026462259,42.0515574650913,4.0
Matt Calvert,14-15,LW,56,960,20.0,47.6,47.2,-0.1,-0.2,671,57.8,2.5,31.3,25.6,2.5,2.095982142857143,1.7142857142857144,1.3392857142857144,44.933035714285715,3.0
Mike Cammalleri,14-15,LW,68,1100,19.0,46.1,44.8,-0.4,-1.7,882,50.8,2.1,38.4,35.1,2.3,1.8481283422459893,1.6893048128342247,0.9144385026737969,42.44919786096256,4.0
Andrew Campbell,14-15,D,33,1052,58.0,46.4,45.7,-2.3,-2.6,516,60.7,2.7,20.7,14.4,1.0,2.1465606636709293,1.4932595921189078,6.014517801590046,53.50846871759419,2.0
Brian Campbell,14-15,D,82,1393,85.0,54.6,53.9,5.2,4.5,1221,38.6,2.0,52.9,61.1,2.3,1.6672211230367868,1.9256561553411657,2.678899725106368,38.48160663946913,5.0
Gregory Campbell,14-15,C,70,728,41.0,41.3,41.3,-12.4,-11.0,724,60.8,1.6,22.4,20.4,1.6,1.5824175824175823,1.4411302982731553,2.8963893249607535,51.14599686028257,4.0
Daniel Carcillo,14-15,LW,39,491,7.0,49.4,50.1,-4.6,-2.9,299,58.2,1.5,12.3,12.7,2.1,2.3123922920256934,2.3875920413598624,1.3159956133479553,56.211812627291245,2.0
Paul Carey,14-15,C,10,473,2.0,49.6,49.0,3.0,1.4,63,47.7,0.8,3.7,2.4,2.3,2.8160676532769555,1.8266384778012683,1.5221987315010572,47.94926004228329,2.0
Matt Carle,14-15,D,59,1229,109.0,52.7,53.2,-0.5,-0.7,871,49.2,1.9,40.7,44.6,2.6,2.0206589345064887,2.2142847292134986,5.4115927238625865,43.24309415123223,3.0
John Carlson,14-15,D,82,1384,200.0,50.8,51.5,-1.0,0.0,1453,50.3,2.5,54.6,61.6,2.9,1.7319892852107714,1.9540391935711265,6.344283096010151,46.09121669251375,3.0
Jordan Caron,14-15,RW,30,482,8.0,37.5,38.9,-10.1,-9.6,240,53.4,2.2,7.3,5.1,1.5,1.817427385892116,1.2697095435684647,1.991701244813278,59.75103734439834,3.0
Sam Carrick,14-15,C,16,389,1.0,48.9,46.0,1.2,-1.7,90,52.5,1.2,3.3,3.0,1.8,1.908740359897172,1.7352185089974292,0.5784061696658097,52.05655526992288,3.0
Jeff Carter,14-15,C,82,1078,32.0,55.4,54.8,1.5,1.9,967,45.0,2.7,38.5,49.3,2.9,1.5679442508710801,2.0077831576089413,1.3032263903344043,39.38187248291778,4.0
Ryan Carter,14-15,C,53,605,30.0,46.9,47.9,-5.6,-5.5,398,68.2,1.6,16.8,15.2,1.9,1.8861687197879309,1.7065336036176517,3.3681584281927335,44.68423514735693,4.0
Cody Ceci,14-15,D,81,1157,113.0,49.4,49.0,-1.3,0.2,1217,50.1,2.5,51.1,50.9,2.2,1.9629309516949967,1.9552482473830788,4.340727936233554,46.749255738019784,3.0
Michael Chaput,14-15,C,33,612,20.0,37.1,39.2,-10.9,-8.2,314,58.3,2.6,14.1,5.7,1.0,2.513368983957219,1.0160427807486632,3.5650623885918007,55.97147950089127,2.0
Zdeno Chára,14-15,D,63,1401,99.0,53.8,52.2,2.6,1.4,1007,54.1,2.4,39.2,47.4,2.3,1.5988579586009994,1.9333129397369224,4.037932089323952,41.072703171204246,5.0
Ben Chiarot,14-15,D,40,1021,52.0,53.2,53.7,-0.6,1.5,543,51.2,1.9,20.4,26.6,2.4,1.7982370225269346,2.3447600391772774,4.583741429970617,47.86483839373163,3.0
Alex Chiasson,14-15,RW,76,803,20.0,51.5,49.8,1.7,1.5,708,46.7,2.4,32.1,30.4,1.9,1.893557055777676,1.793275217932752,1.179786327587337,41.76443599659173,3.0
Jason Chimera,14-15,LW,77,776,18.0,47.0,46.5,-5.9,-6.5,801,54.4,2.1,30.4,29.7,2.0,1.8315704913643058,1.7893961708394697,1.084482527781497,48.259472486276614,3.0
Kyle Chipchura,14-15,C,70,804,29.0,49.7,48.7,1.8,1.5,825,64.7,2.7,34.2,30.1,1.1,2.187633262260128,1.925373134328358,1.8550106609808104,52.771855010660985,2.0
Taylor Chorney,14-15,D,7,730,3.0,51.7,56.2,-3.1,5.1,73,32.1,0.8,1.9,3.8,0.0,1.3385518590998042,2.6771037181996085,2.1135029354207435,51.42857142857142,3.0
Casey Cizikas,14-15,C,70,751,50.0,49.8,50.7,-4.9,-4.9,649,53.7,2.1,33.2,31.1,1.8,2.2735400418489635,2.129731786189842,3.4240060871219327,44.44359901084269,2.0
Mat Clark,14-15,D,7,766,5.0,45.5,45.3,-4.7,-4.6,90,47.5,1.6,2.8,2.7,3.1,1.8798955613577022,1.812756434166356,3.3569563595673255,60.42521447221186,3.0
David Clarkson,14-15,RW,61,828,19.0,45.8,46.4,-0.9,0.0,726,56.8,1.9,28.2,27.1,0.0,2.0099786172487524,1.9315751960085532,1.35424091233072,51.74625801853172,3.0
Daniel Cleary,14-15,RW,17,548,9.0,54.0,53.6,2.9,2.9,110,39.0,2.4,5.4,3.9,0.8,2.0867325032202664,1.507084585659081,3.4778875053671103,42.50751395448691,3.0
Adam Clendening,14-15,D,21,998,22.0,50.3,50.8,1.7,2.3,278,45.1,3.1,14.1,12.2,4.7,2.421986830804466,2.0956198110506725,3.778986544517607,47.75264815344975,1.0
Marc-André Cliche,14-15,C,74,636,28.0,38.7,40.8,-5.4,-3.9,631,54.5,1.8,25.1,16.7,1.5,1.9199388067312595,1.2774094849566549,2.1417644059153496,48.266190719020905,3.0
