Player,season,Pos,GP,ATOI,BLK,CorsiForPerc,FenwickPerc,CorsiForPercRel,FenwickPercRel,CorsiAgainst,DZoneStartPerc,GAPer60,XGA,XGF,GFPer60,exGA60,exGF60,BLK_60,CorsiAgainst_60,DefenceRating
Aaron Ekblad,17-18,D,82,1403,121.0,49.0,49.1,-0.5,-1.5,1636,57.8,3.2,73.3,65.4,3.3,2.2936912191645082,2.0464857535246774,3.786311562331589,51.19343566921059,2.0
Mattias Ekholm,17-18,D,81,1415,117.0,54.0,53.3,4.5,3.4,1375,53.5,2.4,62.3,63.7,3.1,1.9568119356105222,2.0007852375343544,3.6749116607773855,43.18806438947782,4.0
Oliver Ekman-Larsson,17-18,D,82,1421,79.0,51.4,49.5,5.0,4.0,1464,52.3,3.4,61.7,60.7,2.5,1.9062494636206038,1.8753540104014694,2.4407408043116323,45.230943512813035,3.0
Remi Elie,17-18,LW,72,615,20.0,51.4,50.7,-0.5,-1.8,623,53.1,1.7,24.6,25.1,2.0,2.0,2.0406504065040654,1.6260162601626018,50.650406504065046,3.0
Lars Eller,17-18,C,81,918,69.0,48.3,46.6,0.2,-1.3,1012,52.4,3.1,43.8,37.4,2.7,2.120551924473493,1.8106995884773662,3.3405954974582426,48.99540062938756,2.0
Ryan Ellis,17-18,D,44,1401,84.0,54.9,54.7,4.0,3.7,758,45.3,2.0,32.4,37.1,3.8,1.892154954253455,2.166634222308741,4.905586918434884,44.267081954448116,5.0
Alexei Emelin,17-18,D,76,1013,109.0,46.3,47.3,-6.9,-6.1,1136,56.6,1.7,46.9,39.1,2.0,2.1930690497220344,1.8283368836701823,5.096898217904089,53.119966748064634,3.0
Deryk Engelland,17-18,D,79,1217,150.0,48.0,48.4,-4.8,-4.2,1384,52.1,2.9,60.0,54.8,2.8,2.246653422506059,2.0519434592222,5.616633556265146,51.82280561247309,2.0
Andreas Englund,17-18,D,1,681,2.0,30.0,28.6,-10.0,-13.4,14,60.0,0.0,0.5,0.2,5.5,2.6431718061674006,1.0572687224669604,10.572687224669602,74.00881057268722,2.0
Tyler Ennis,17-18,C,73,718,33.0,46.8,47.3,-0.2,-0.8,807,49.0,2.2,28.2,34.4,2.1,1.9368870912351661,2.3627275155492806,2.266570000381577,55.427939100240394,3.0
Toby Enström,17-18,D,43,1022,51.0,52.2,52.9,3.7,4.3,589,48.3,1.8,20.0,26.7,2.5,1.6383743685432122,2.187229782005188,4.177854639785191,48.250125153597594,4.0
Jonathan Ericsson,17-18,D,81,1159,84.0,47.6,48.8,-2.0,-0.9,1306,61.2,2.7,59.0,50.2,2.3,2.262486818138242,1.9250311571277923,3.221167673281564,50.08148787268718,2.0
Loui Eriksson,17-18,LW,50,976,30.0,49.5,48.7,2.9,1.9,595,53.1,2.4,25.7,24.5,2.3,1.8959016393442623,1.8073770491803278,2.2131147540983607,43.89344262295082,4.0
Joel Eriksson Ek,17-18,C,75,767,46.0,47.9,49.8,0.7,2.0,819,49.2,1.9,26.6,32.5,1.9,1.6646675358539764,2.0338983050847457,2.8787483702737937,51.25423728813559,4.0
Adam Erne,17-18,LW,23,607,8.0,52.9,54.4,1.1,3.7,180,45.3,2.6,7.5,8.9,2.3,1.933958885466657,2.2949645440871,2.062889477831101,46.415013251199774,3.0
Radek Faksa,17-18,C,79,916,56.0,50.3,51.2,-1.5,-0.5,919,66.6,1.8,34.7,36.7,2.9,1.7262727322978275,1.8257697197501521,2.7859156486650822,45.71886573434304,5.0
Justin Falk,17-18,D,46,965,62.0,42.5,43.1,-6.1,-5.2,672,58.4,2.9,25.7,19.5,1.3,2.0842532101824736,1.5814372606442892,5.028159495381843,54.498760982203194,2.0
Oscar Fantenberg,17-18,D,27,856,17.0,47.0,46.5,-4.5,-4.3,303,45.6,2.2,12.2,10.2,2.6,1.9003115264797508,1.588785046728972,2.64797507788162,47.19626168224299,3.0
Hudson Fasching,17-18,RW,5,582,2.0,42.0,46.0,-2.7,-0.4,40,50.0,1.6,2.0,0.6,0.0,2.4742268041237114,0.7422680412371133,2.4742268041237114,49.48453608247423,2.0
Jesper Fast,17-18,RW,71,893,44.0,45.3,45.6,-0.7,-0.7,951,58.3,3.8,45.5,34.9,2.9,2.583473968108765,1.9816097030108983,2.4983044966326515,53.997444915855716,1.0
Justin Faulk,17-18,D,76,1336,90.0,55.7,54.0,1.6,0.6,1261,41.7,3.4,54.9,60.5,2.4,1.9465017333753545,2.1450520012606367,3.1909864481563184,44.70926567916798,3.0
Taylor Fedun,17-18,D,7,881,10.0,52.5,52.5,8.4,5.8,77,40.5,1.3,4.4,2.2,0.7,2.568509810280526,1.284254905140263,5.837522296092104,44.94892167990919,2.0
Eric Fehr,17-18,RW,18,707,14.0,50.3,52.9,-0.1,1.7,172,57.0,1.9,4.9,6.1,4.6,1.3861386138613863,1.7256011315417255,3.9603960396039604,48.656294200848656,4.0
Micheal Ferland,17-18,LW,77,901,30.0,52.1,51.1,-1.4,-2.6,979,43.8,2.7,39.6,44.4,3.2,2.0548596797209453,2.3039335802931804,1.5567118785764735,50.80069763754558,2.0
Landon Ferraro,17-18,C,2,265,0.0,37.5,33.3,-6.3,-9.1,10,50.0,0.0,0.5,0.4,6.8,3.3962264150943398,2.716981132075472,0.0,67.9245283018868,1.0
Kevin Fiala,17-18,LW,80,909,27.0,55.9,55.7,6.6,6.3,946,35.8,1.8,38.0,53.2,3.0,1.8811881188118809,2.633663366336634,1.3366336633663367,46.83168316831683,4.0
Valtteri Filppula,17-18,C,81,989,55.0,44.0,44.4,-7.4,-7.3,1139,53.1,2.6,42.9,36.8,2.2,1.9278732726659924,1.6537467700258395,2.471632400853837,51.185260083136725,3.0
Giovanni Fiore,17-18,LW,1,473,0.0,36.4,44.4,-17.2,-6.5,7,50.0,9.2,0.6,0.3,0.0,4.566596194503171,2.2832980972515853,0.0,53.276955602536994,1.0
Christian Fischer,17-18,RW,79,834,23.0,48.9,48.0,1.0,1.4,960,53.7,2.9,35.9,36.6,2.2,1.961569984518714,1.9998178672252072,1.2567161460704854,52.45423914033331,3.0
Mike Fisher,17-18,C,16,741,14.0,41.1,43.5,-12.2,-10.1,162,68.9,2.1,5.6,4.3,2.1,1.700404858299595,1.305668016194332,4.251012145748988,49.19028340080972,4.0
Haydn Fleury,17-18,D,67,1008,94.0,51.5,49.8,-4.5,-5.4,1005,39.5,2.2,43.1,34.1,2.1,2.297441364605544,1.8176972281449892,5.0106609808102345,53.57142857142857,2.0
Warren Foegele,17-18,LW,2,716,1.0,61.3,62.5,7.8,9.7,12,54.5,0.0,0.5,1.2,9.1,1.2569832402234637,3.016759776536313,2.5139664804469275,30.167597765363126,5.0
Steven Fogarty,17-18,C,1,736,0.0,58.8,45.5,16.0,6.1,7,62.5,0.0,0.8,0.2,0.0,3.9130434782608696,0.9782608695652174,0.0,34.23913043478261,3.0
Marcus Foligno,17-18,LW,77,652,44.0,48.1,49.8,0.9,1.9,702,50.4,2.3,24.6,26.3,2.4,1.7640028682973468,1.8859055055374072,3.1551270815074495,50.33861843677794,4.0
Nick Foligno,17-18,LW,72,1101,60.0,51.5,52.6,-0.2,-0.4,981,47.9,2.5,38.6,42.2,2.7,1.7529518619436875,1.9164396003633062,2.7247956403269757,44.55040871934605,4.0
Christian Folin,17-18,D,65,939,106.0,49.7,51.1,-0.8,0.9,901,49.4,2.3,35.6,34.9,2.2,2.0997788154337678,2.0584910297370365,6.252150405505038,53.14327844679283,2.0
Spencer Foo,17-18,RW,4,951,3.0,55.8,55.0,4.3,2.1,46,37.8,1.1,1.4,2.7,2.2,1.3249211356466877,2.555205047318612,2.8391167192429023,43.53312302839117,5.0
Derek Forbort,17-18,D,78,1247,156.0,49.6,49.7,-0.3,0.0,1269,55.3,2.1,52.1,46.9,2.7,1.9283202763555614,1.7358583677749675,5.773857257417802,46.96810807476405,4.0
Alex Formenton,17-18,LW,1,294,1.0,33.3,30.0,-11.6,-26.5,8,0.0,0.0,0.3,0.1,0.0,3.6734693877551017,1.2244897959183674,12.244897959183673,97.95918367346938,1.0
Filip Forsberg,17-18,C,67,1048,37.0,53.0,52.9,3.2,3.0,890,45.9,2.1,40.8,41.4,3.9,2.0918309217272415,2.1225931411644066,1.897003531958528,45.63062549846189,4.0
Gustav Forsling,17-18,D,41,1149,56.0,49.1,45.7,-6.8,-8.6,641,49.2,3.2,29.4,25.1,2.7,2.2467044513787173,1.9181048207348914,4.279437050245176,48.98427052155639,2.0
Cam Fowler,17-18,D,67,1491,108.0,48.5,49.0,0.3,0.7,1310,53.4,2.4,52.7,52.1,2.4,1.8991561308147393,1.877533859875672,3.8920087690321035,47.20862488363014,4.0
Cody Franson,17-18,D,23,997,18.0,59.9,60.2,9.2,11.5,266,34.2,1.8,11.9,15.4,1.8,1.8682133356591513,2.417687846147137,2.8258689110810695,41.76006279708692,4.0
Tanner Fritz,17-18,C,34,751,26.0,46.0,45.1,-1.1,-1.3,420,54.9,2.1,20.2,13.0,1.7,2.8479674159943604,1.832850317224093,3.665700634448186,59.21516409493224,2.0
Martin Frk,17-18,RW,68,617,10.0,50.7,49.3,2.2,-0.1,500,42.5,3.4,22.7,19.4,2.2,1.947754790733149,1.6646010105825149,0.8580417580322243,42.90208790161121,3.0
Byron Froese,17-18,C,48,695,42.0,45.7,47.5,-4.5,-2.5,498,53.8,1.8,16.9,16.1,1.8,1.8237410071942444,1.7374100719424461,4.532374100719424,53.74100719424461,4.0
Michael Frolík,17-18,LW,70,1015,35.0,56.2,56.3,3.4,3.6,901,53.2,3.2,38.5,44.6,2.0,1.950738916256158,2.25981703026038,1.773399014778325,45.652357494722025,3.0
Marián Gáborík,17-18,RW,46,838,9.0,49.6,47.1,-0.3,-2.5,540,42.5,1.3,21.1,19.9,2.7,1.9705302480024907,1.8584621770260452,0.8405105323233372,50.43063193940023,4.0
Sam Gagner,17-18,C,74,907,28.0,47.1,47.3,-1.1,-0.4,985,49.0,2.9,43.3,37.2,2.0,2.322476831848386,1.9952918740129326,1.5018325933430676,52.832325158675765,2.0
Alex Galchenyuk,17-18,C,82,974,37.0,49.3,47.9,-1.5,-3.2,1137,44.1,3.1,43.7,40.4,1.7,1.9697500876446135,1.8210046576851804,1.6677517904542496,51.249561776931934,3.0
Brendan Gallagher,17-18,RW,82,969,41.0,54.2,54.8,5.3,6.4,1044,52.5,3.2,39.2,50.0,2.7,1.7760326210073247,2.2653477308766896,1.8575851393188854,47.30046062070528,3.0
Dylan Gambrell,17-18,C,3,633,2.0,46.9,50.0,-3.7,-5.4,34,20.0,3.8,1.4,0.8,1.9,2.654028436018957,1.5165876777251186,3.791469194312796,64.45497630331754,1.0
Jake Gardiner,17-18,D,82,1352,103.0,50.7,49.4,0.9,0.8,1600,50.1,2.5,67.5,76.6,2.9,2.1918747293981817,2.4873719151392697,3.3446384759705587,51.95554914129023,3.0
Jason Garrison,17-18,D,8,1144,23.0,47.2,46.5,-3.4,-3.8,141,49.4,3.2,5.3,4.4,1.8,2.0847902097902096,1.7307692307692308,9.047202797202797,55.46328671328671,2.0
Adam Gaudette,17-18,C,5,767,3.0,47.5,47.6,0.9,-1.2,62,61.9,0.0,2.7,2.8,2.0,2.5345501955671446,2.6284224250325945,2.816166883963494,58.200782268578884,2.0
Frédérick Gaudreau,17-18,C,20,550,8.0,46.6,44.1,-3.6,-6.4,179,59.0,2.3,9.4,6.2,2.3,3.0763636363636366,2.029090909090909,2.6181818181818186,58.58181818181818,1.0
Johnny Gaudreau,17-18,LW,80,1165,18.0,54.5,53.2,1.9,0.4,1190,40.7,3.1,49.3,60.0,3.5,1.904291845493562,2.3175965665236054,0.6952789699570815,45.9656652360515,3.0
Brendan Gaunce,17-18,C,37,799,11.0,46.0,47.7,-1.2,1.4,402,85.1,1.7,16.0,13.5,1.7,1.9483814227243514,1.6439468254236713,1.3395122281229916,48.95308324594933,4.0
Frederik Gauthier,17-18,C,9,525,5.0,38.2,35.3,-16.2,-16.5,81,70.0,5.5,4.2,2.7,0.9,3.2,2.0571428571428574,3.8095238095238098,61.714285714285715,1.0
Nathan Gerbe,17-18,C,2,516,0.0,46.2,35.3,-4.2,-16.2,14,33.3,3.5,0.3,0.2,0.0,1.0465116279069768,0.6976744186046512,0.0,48.83720930232558,3.0
Shane Gersich,17-18,C,3,541,2.0,53.6,60.5,3.2,9.2,26,68.4,4.4,0.6,1.5,2.2,1.3308687615526802,3.3271719038817005,4.4362292051756,57.67097966728281,3.0
Ryan Getzlaf,17-18,C,56,1286,57.0,52.6,52.5,4.0,3.5,890,50.5,2.6,36.2,41.6,3.8,1.8095978671406354,2.0795378804710065,2.8493668073761382,44.490113308153745,4.0
Brian Gibbons,17-18,C,59,866,58.0,44.0,45.1,-4.3,-3.8,705,60.2,2.3,26.5,25.1,2.7,1.867146827416135,1.7685051082318866,4.08658550906173,49.67315144635377,4.0
John Gilmour,17-18,D,28,1031,27.0,49.3,49.1,4.9,5.6,459,43.1,3.8,22.7,19.3,2.3,2.830816128585285,2.4068172370791188,3.3670500207842595,57.23985035333241,1.0
Brian Gionta,17-18,RW,20,784,6.0,54.2,54.6,0.3,0.0,184,49.2,0.8,6.6,8.3,1.1,1.5153061224489794,1.9056122448979593,1.3775510204081631,42.24489795918367,5.0
Mark Giordano,17-18,D,82,1487,161.0,57.1,56.5,6.1,5.7,1357,46.8,2.9,51.4,67.8,2.7,1.517542276969508,2.001738645496744,4.753391178834452,40.064297078747515,4.0
Samuel Girard,17-18,D,73,1059,69.0,47.9,46.9,-0.1,-1.0,1095,45.7,2.6,43.1,38.9,2.4,2.0070627498156703,1.8114789087663472,3.213163102953161,50.991501416430594,2.0
Dan Girardi,17-18,D,77,1043,155.0,48.8,50.1,-4.0,-1.9,1133,51.3,2.3,47.7,46.5,3.1,2.138187794947143,2.0843969070239448,6.947989690079815,50.78756334748664,2.0
Zemgus Girgensons,17-18,C,71,823,32.0,48.3,47.1,1.0,-0.3,744,50.5,2.5,31.4,29.2,1.6,1.9345233001899609,1.798983451132066,1.971488713569387,45.83711259048825,3.0
Claude Giroux,17-18,LW,82,1222,23.0,53.2,53.7,5.6,5.7,1172,54.5,2.6,48.4,58.7,4.1,1.7388527404095644,2.108897848389286,0.8263143187896692,42.10610354876053,4.0
Tanner Glass,17-18,LW,16,563,7.0,50.8,53.2,-3.0,0.2,129,55.3,1.8,5.0,4.6,0.0,1.9982238010657192,1.8383658969804615,2.797513321492007,51.55417406749556,3.0
Luke Glendening,17-18,C,69,792,83.0,43.1,46.8,-7.8,-3.6,726,66.0,3.0,28.8,22.6,1.6,1.8972332015810278,1.4888010540184455,5.46772068511199,47.82608695652174,3.0
Nikolay Goldobin,17-18,LW,38,740,7.0,49.1,48.8,2.3,1.4,436,42.2,4.0,21.7,17.1,2.4,2.7780938833570414,2.189189189189189,0.8961593172119487,55.81792318634424,1.0
Alex Goligoski,17-18,D,78,1397,154.0,46.1,45.3,-2.7,-1.9,1641,55.1,3.2,64.3,53.9,2.0,2.124332360552833,1.7807389460932768,5.087825560266505,54.21507626232036,2.0
Barclay Goodrow,17-18,RW,47,653,30.0,50.7,51.8,1.3,1.5,438,52.5,3.2,15.8,18.4,3.1,1.8533120458766414,2.158287445831025,3.518946922550585,51.37662506923854,3.0
Josh Gorges,17-18,D,34,896,54.0,44.1,44.4,-6.1,-5.2,416,56.6,2.2,15.2,11.8,1.6,1.7962184873949578,1.3944327731092439,6.381302521008403,49.159663865546214,3.0
Shayne Gostisbehere,17-18,D,78,1287,116.0,51.5,52.2,3.2,3.5,1253,42.5,2.4,47.3,56.3,3.1,1.6962524654832347,2.01900663439125,4.1599426214810835,44.934552626860324,4.0
Tyrell Goulbourne,17-18,LW,9,335,2.0,46.7,47.8,-3.1,-3.2,48,45.2,3.6,1.7,1.0,1.2,2.0298507462686564,1.1940298507462686,2.388059701492537,57.31343283582089,2.0
Yanni Gourde,17-18,C,82,969,42.0,52.0,51.2,0.7,-0.3,995,55.3,1.9,43.9,48.5,3.7,1.9889753077097334,2.197387298950389,1.9028920939364193,45.080419844446126,4.0
Michael Grabner,17-18,RW,80,889,37.0,44.8,45.6,-2.8,-2.5,1100,53.8,2.3,46.4,43.1,1.8,2.3487064116985374,2.181664791901013,1.8728908886389202,55.68053993250844,2.0
Markus Granlund,17-18,C,53,975,12.0,46.0,44.7,-2.8,-3.9,651,61.8,2.4,28.0,18.3,1.3,1.950653120464441,1.2748911465892598,0.8359941944847605,45.352685050798264,4.0
Mikael Granlund,17-18,C,77,1127,45.0,50.0,50.9,4.0,3.8,1041,57.0,2.6,34.6,49.7,3.3,1.4353703084847718,2.0617891425344843,1.8668110948501366,43.18556332753315,5.0
Derek Grant,17-18,C,66,666,39.0,46.3,46.4,-1.0,-0.9,656,50.9,2.3,27.2,22.9,2.6,2.2276822276822275,1.8755118755118751,3.194103194103194,53.72645372645373,2.0
Tyler Graovac,17-18,C,5,404,1.0,25.5,21.7,-27.5,-28.8,41,73.3,5.5,2.1,0.5,0.0,3.742574257425743,0.8910891089108911,1.7821782178217822,73.06930693069306,1.0
Kevin Gravel,17-18,D,16,842,15.0,49.0,49.2,-6.9,-4.4,209,47.0,2.6,6.8,7.5,1.7,1.817102137767221,2.0041567695961997,4.008313539192399,55.849168646080756,3.0
Mike Green,17-18,D,66,1325,74.0,47.8,48.2,-1.2,-1.2,1244,45.6,2.6,53.8,47.2,2.0,2.2147512864493994,1.9430531732418528,3.04631217838765,51.21097770154374,2.0
Andy Greene,17-18,D,81,1267,188.0,44.4,45.3,-6.2,-5.6,1523,62.0,2.9,58.7,56.2,2.3,2.0591072524774185,1.9714110321845129,6.594755766026484,53.424537402437956,3.0
Jordan Greenway,17-18,LW,6,687,3.0,43.4,47.4,-4.3,2.0,64,45.7,1.8,1.4,1.8,1.8,1.2227074235807858,1.572052401746725,2.620087336244542,55.895196506550214,4.0
A.J. Greer,17-18,LW,17,444,5.0,39.9,40.0,-4.3,-3.8,128,49.3,1.0,6.0,4.1,2.0,2.8616852146263914,1.9554848966613672,2.384737678855326,61.049284578696344,2.0
Seth Griffith,17-18,C,21,634,4.0,49.7,47.1,2.0,-0.2,164,36.1,2.3,7.8,5.5,0.6,2.1090581342947274,1.487156376746282,1.081568273997296,44.34429923388914,3.0
Rocco Grimaldi,17-18,C,6,579,5.0,37.0,38.0,-5.6,-1.6,80,65.6,5.3,2.8,2.5,5.3,2.9015544041450774,2.5906735751295336,5.181347150259067,82.90155440414507,1.0
Eric Gryba,17-18,D,21,884,19.0,55.2,55.9,1.7,2.5,248,42.5,3.0,12.9,13.4,3.3,2.5016160310277957,2.59857789269554,3.684550743374273,48.09308338720104,1.0
Matt Grzelcyk,17-18,D,61,1004,42.0,54.8,55.5,1.9,2.7,762,45.8,1.4,30.9,39.6,2.8,1.8163411926066226,2.327738227418196,2.468813271504147,44.79132649728953,4.0
Radko Gudas,17-18,D,70,1026,123.0,51.8,52.9,2.6,3.4,964,53.2,2.3,35.3,41.3,2.3,1.7694235588972431,2.0701754385964914,6.165413533834586,48.32080200501253,3.0
Erik Gudbranson,17-18,D,52,1105,81.0,43.9,43.2,-6.0,-7.1,840,57.2,2.0,34.5,23.9,1.5,2.1615036547163244,1.4973894883397145,5.074834667594849,52.62791507135399,3.0
Jake Guentzel,17-18,C,82,989,46.0,54.1,54.3,2.7,1.8,1095,37.7,2.9,53.9,60.0,2.4,2.392660731460702,2.663444227971097,2.0419739081111743,48.60785716047251,2.0
Brendan Guhle,17-18,D,18,1086,8.0,51.0,49.0,4.3,2.3,280,46.6,4.0,11.8,11.9,2.8,2.1731123388581954,2.1915285451197053,1.4732965009208103,51.56537753222836,2.0
Carl Gunnarsson,17-18,D,63,970,102.0,46.8,50.2,-6.3,-3.8,885,58.6,1.5,29.6,31.7,2.4,1.7437407952871868,1.8674521354933726,6.008836524300442,52.135493372606774,3.0
Erik Gustafsson,17-18,D,35,1113,45.0,55.4,54.9,6.6,7.6,567,42.6,3.2,25.4,29.7,3.4,2.3473238351944548,2.744705429341548,4.158644589911437,52.3989218328841,1.0
Henrik Haapala,17-18,LW,5,822,3.0,42.9,43.3,-4.9,-5.8,72,52.9,1.0,2.8,1.6,1.0,2.452554744525547,1.4014598540145986,2.627737226277372,63.06569343065694,2.0
Carl Hagelin,17-18,LW,81,957,36.0,53.9,54.5,2.2,1.9,942,47.5,2.3,39.2,50.8,2.7,1.8205038894694068,2.3592244281899455,1.6718913270637408,43.74782305816789,4.0
Robert Hägg,17-18,D,70,1088,100.0,44.7,44.8,-6.9,-6.8,1194,59.0,2.5,47.7,39.6,2.7,2.2547268907563027,1.8718487394957986,4.726890756302521,56.4390756302521,2.0
Ron Hainsey,17-18,D,80,1312,169.0,47.0,46.2,-4.5,-3.7,1501,59.6,2.7,66.7,61.5,3.1,2.2877286585365852,2.1093750000000004,5.796493902439024,51.48246951219512,2.0
Micheal Haley,17-18,C,75,467,23.0,46.2,47.2,-3.6,-3.4,543,43.6,2.9,23.7,17.3,1.5,2.4359743040685227,1.7781584582441117,2.364025695931477,55.811563169164884,1.0
Taylor Hall,17-18,LW,76,1149,44.0,51.7,51.8,5.0,4.1,1158,42.7,2.9,48.6,57.6,3.7,2.003572900920709,2.3746049196097294,1.8139343135907655,47.7394530713206,3.0
Dan Hamhuis,17-18,D,80,1211,113.0,50.4,51.3,-1.2,-0.2,1232,59.6,2.7,48.2,50.4,2.5,1.7910817506193228,1.8728323699421965,4.199009083402147,45.78034682080925,4.0
Dougie Hamilton,17-18,D,82,1292,80.0,57.4,56.4,6.7,5.5,1340,46.9,2.8,52.4,70.0,3.0,1.7805633164690782,2.3786151174205243,2.718417277052027,45.533489390621455,3.0
Freddie Hamilton,17-18,C,16,539,0.0,49.4,49.5,-1.7,-0.2,128,55.7,0.8,5.0,3.2,1.5,2.0871985157699444,1.3358070500927646,0.0,53.432282003710576,3.0
Travis Hamonic,17-18,D,74,1242,124.0,50.9,50.6,-3.7,-3.7,1261,50.1,2.6,53.2,49.7,2.0,2.0838229533881707,1.946729338033686,4.857030943987465,49.39287113200157,3.0
Noah Hanifin,17-18,D,79,1132,69.0,56.5,55.2,2.8,2.6,1131,36.9,3.0,48.0,61.2,2.3,1.9322807174486736,2.463657914747059,2.7776535313324686,45.529364404884376,3.0
Joel Hanley,17-18,D,5,668,4.0,53.1,55.8,9.6,13.3,53,36.0,3.3,2.3,2.2,3.3,2.4790419161676644,2.3712574850299406,4.311377245508982,57.12574850299401,1.0
Markus Hännikäinen,17-18,LW,33,502,15.0,45.0,44.8,-4.2,-5.5,255,54.5,2.1,11.7,10.3,1.7,2.542557044549076,2.238319449474828,3.259688518652662,55.414704817095256,2.0
Jannik Hansen,17-18,LW,46,722,19.0,50.7,51.4,-0.6,0.4,503,50.5,2.8,23.3,19.0,2.9,2.5255931590991207,2.059496567505721,2.059496567505721,54.52246176080935,1.0
Martin Hanzal,17-18,C,38,847,21.0,47.6,48.4,-4.3,-4.2,372,66.3,3.5,15.0,13.3,1.5,1.677748089231343,1.4876033057851241,2.34884732492388,41.6081526129373,4.0
Ben Harpur,17-18,D,41,893,35.0,46.0,44.6,-3.8,-5.7,589,60.8,3.6,24.5,17.8,1.2,2.40898041679185,1.750198017097752,3.4414005954169284,57.913855734302025,1.0
Scott Harrington,17-18,D,32,798,44.0,43.8,44.5,-7.5,-7.7,420,47.4,2.4,19.4,12.2,2.3,2.7349624060150375,1.719924812030075,6.203007518796992,59.21052631578947,1.0
Ryan Hartman,17-18,RW,78,784,38.0,53.0,51.7,-0.1,-0.1,899,43.9,2.6,39.9,38.0,3.0,2.3489010989010985,2.2370486656200943,2.2370486656200943,52.923861852433284,2.0
Scott Hartnell,17-18,LW,62,721,25.0,51.1,50.7,-1.0,-1.4,619,49.1,2.4,26.7,23.1,2.3,2.1502393628920404,1.8603194487942374,2.0133327367903,49.85011856292783,3.0
Garnet Hathaway,17-18,RW,59,692,32.0,53.2,54.1,-0.7,0.7,569,46.3,2.4,21.4,25.6,2.4,1.8869403350641718,2.2572744195160186,2.821593024395023,50.17145096502401,3.0
Erik Haula,17-18,LW,76,1042,42.0,50.7,49.9,-1.1,-2.0,1078,45.5,3.7,46.1,44.4,3.1,2.095666228912011,2.0183856955248003,1.9092837660369735,49.00494999494899,2.0
John Hayden,17-18,C,47,649,23.0,47.6,48.1,-6.4,-3.6,456,55.2,2.8,18.3,16.2,2.1,2.1597875618791593,1.9119430875651573,2.7144870996295447,53.81765727961185,2.0
Jimmy Hayes,17-18,RW,33,716,6.0,43.6,44.6,-5.6,-4.0,341,55.8,2.1,11.5,10.0,1.9,1.7521584560690708,1.5236160487557138,0.9141696292534283,51.95530726256983,4.0
Kevin Hayes,17-18,RW,76,1041,36.0,45.9,46.4,-0.5,0.0,1114,57.3,2.8,50.1,47.7,2.8,2.2796905809191568,2.170483846503868,1.6381010162293341,50.69012589109661,2.0
Dillon Heatherington,17-18,D,6,651,2.0,46.3,50.0,-4.6,-1.4,58,69.7,1.0,2.2,1.6,3.9,2.0276497695852536,1.4746543778801844,1.8433179723502304,53.456221198156676,3.0
Victor Hedman,17-18,D,77,1551,110.0,52.2,51.6,0.4,0.0,1452,45.9,2.4,63.8,66.7,3.4,1.9231831997789446,2.0106006179507148,3.315833103067146,43.76899696048632,4.0
Tim Heed,17-18,D,29,961,35.0,56.0,55.8,4.3,3.8,331,37.0,2.6,12.7,17.7,2.6,1.6405324912985755,2.2864114248806917,4.5211525350748145,42.757185403136106,3.0
Danton Heinen,17-18,C,77,901,33.0,54.7,55.0,1.9,2.2,810,46.7,2.0,30.2,39.4,3.0,1.567089957766983,2.044481600530435,1.7123830664341209,42.03122072156478,5.0
Darren Helm,17-18,C,75,934,36.0,46.7,47.8,-3.0,-2.3,988,58.4,2.3,44.8,32.8,2.1,2.3023554603854386,1.6856531049250534,1.8501070663811563,50.77516059957174,3.0
Aleš Hemský,17-18,RW,7,595,2.0,49.5,48.5,-3.2,-3.6,47,40.5,1.2,2.0,1.3,0.0,1.728691476590636,1.1236494597839135,1.728691476590636,40.624249699879954,4.0
Matt Hendricks,17-18,C,60,565,42.0,49.9,51.2,-1.1,-0.2,411,60.9,2.7,15.7,15.3,2.6,1.6672566371681417,1.6247787610619469,4.460176991150442,43.64601769911504,4.0
Adam Henrique,17-18,C,81,1067,61.0,48.1,48.7,-0.5,0.0,1121,55.0,1.8,48.3,41.1,3.2,2.0118712902218054,1.7119650109340832,2.5408726439654274,46.69374153910236,4.0
Tomáš Hertl,17-18,C,79,1086,71.0,51.7,52.8,0.5,0.8,1124,50.9,2.9,44.2,45.4,2.8,1.8546751521085392,1.9050283236589969,2.9792293167354362,47.164137352262394,3.0
Joe Hicketts,17-18,D,5,1041,12.0,48.1,48.9,0.9,-0.3,67,41.5,0.9,2.4,2.9,4.5,1.6599423631123917,2.0057636887608066,8.29971181556196,46.34005763688761,4.0
Thomas Hickey,17-18,D,69,1084,110.0,47.7,47.0,0.4,0.7,1154,55.3,2.3,51.5,47.7,3.2,2.478742178726135,2.2958446975774107,5.294400770094657,55.54307716990214,2.0
Matthew Highmore,17-18,LW,13,729,7.0,51.6,52.4,3.0,4.9,140,50.6,3.3,5.8,6.4,1.6,2.2032288698955362,2.431149097815765,2.6590693257359925,53.181386514719854,2.0
Blake Hillman,17-18,D,4,1082,8.0,40.5,44.2,-6.5,-1.9,72,53.1,1.8,2.5,2.2,0.0,2.079482439926063,1.8299445471349356,6.654343807763401,59.889094269870604,3.0
Vinnie Hinostroza,17-18,C,50,829,17.0,54.5,53.4,2.4,2.7,601,49.5,2.1,26.2,30.0,2.6,2.275512665862485,2.605548854041013,1.4764776839565743,52.1978287092883,3.0
