Player,season,Pos,GP,FOW,FOL,FaceoffRating
Barrett Hayton,21-22,C,60,415.0,447.0,11
Dillon Heatherington,21-22,D,9,0.0,0.0,0
Victor Hedman,21-22,D,82,0.0,0.0,0
Danton Heinen,21-22,C,76,0.0,4.0,0
Ville Heinola,21-22,D,12,0.0,0.0,0
Miro Heiskanen,21-22,D,70,0.0,0.0,0
Darren Helm,21-22,C,68,103.0,130.0,5
Adam Henrique,21-22,C,58,276.0,221.0,20
Aleksi Heponiemi,21-22,C,6,2.0,4.0,0
Tomáš Hertl,21-22,C,82,769.0,697.0,19
Thomas Hickey,21-22,D,2,0.0,0.0,0
Matthew Highmore,21-22,LW,46,3.0,5.0,0
Cameron Hillis,21-22,C,1,2.0,2.0,6
Vinnie Hinostroza,21-22,C,62,12.0,16.0,0
Roope Hintz,21-22,LW,80,357.0,317.0,17
Taro Hirose,21-22,LW,15,1.0,1.0,0
Nico Hischier,21-22,C,70,730.0,672.0,18
Hayden Hodgson,21-22,RW,6,1.0,1.0,0
Mike Hoffman,21-22,C,67,12.0,8.0,0
Gregory Hofmann,21-22,C,24,0.0,8.0,0
Linus Högberg,21-22,D,5,0.0,0.0,0
Nils Höglander,21-22,LW,60,0.0,1.0,0
Nick Holden,21-22,D,76,0.0,1.0,0
Justin Holl,21-22,D,69,0.0,0.0,0
Alexander Holtz,21-22,RW,9,0.0,0.0,0
Patric Hörnqvist,21-22,RW,65,8.0,13.0,0
Bo Horvat,21-22,C,70,841.0,634.0,25
Brett Howden,21-22,C,47,140.0,151.0,8
Filip Hronek,21-22,D,78,0.0,0.0,0
Jonathan Huberdeau,21-22,LW,80,18.0,36.0,5
Jack Hughes,21-22,C,49,122.0,231.0,5
Quinn Hughes,21-22,D,76,0.0,0.0,0
Brad Hunt,21-22,D,50,0.0,0.0,0
Dryden Hunt,21-22,LW,76,5.0,15.0,0
Ben Hutton,21-22,D,58,0.0,0.0,0
Grant Hutton,21-22,D,16,0.0,0.0,0
Zach Hyman,21-22,C,76,41.0,44.0,5
Alex Iafallo,21-22,C,79,15.0,17.0,0
Bokondji Imama,21-22,LW,4,0.0,0.0,0
Matt Irwin,21-22,D,17,0.0,0.0,0
Mark Jankowski,21-22,C,19,86.0,93.0,10
Mattias Janmark,21-22,C,67,11.0,16.0,0
Calle Järnkrok,21-22,C,66,239.0,228.0,13
Christián Jaroš,21-22,D,11,0.0,0.0,0
Seth Jarvis,21-22,C,68,11.0,14.0,0
Dmitrij Jaškin,21-22,RW,12,5.0,5.0,0
Tanner Jeannot,21-22,F,81,10.0,14.0,0
Jan Jeník,21-22,RW,13,8.0,11.0,0
Boone Jenner,21-22,C,59,642.0,556.0,21
Nick Jensen,21-22,D,76,0.0,0.0,0
Lucas Johansen,21-22,D,1,0.0,0.0,0
Ryan Johansen,21-22,C,79,691.0,622.0,19
Marcus Johansson,21-22,C,69,41.0,57.0,5
Erik Johnson,21-22,D,77,0.0,0.0,0
Jack Johnson,21-22,D,74,0.0,0.0,0
Kent Johnson,21-22,C,9,0.0,0.0,0
Reese Johnson,21-22,F,37,107.0,105.0,10
Tyler Johnson,21-22,C,26,31.0,20.0,5
Andreas Johnsson,21-22,LW,71,4.0,10.0,0
Ross Johnston,21-22,LW,32,0.0,1.0,0
Henri Jokiharju,21-22,D,60,0.0,0.0,0
Ben Jones,21-22,F,2,0.0,0.0,0
Caleb Jones,21-22,D,51,0.0,0.0,0
Max Jones,21-22,LW,2,1.0,1.0,1
Seth Jones,21-22,D,78,0.0,0.0,0
Zachary Jones,21-22,D,12,0.0,0.0,0
Axel Jonsson-Fjällby,21-22,LW,23,1.0,3.0,0
Mathieu Joseph,21-22,RW,69,20.0,28.0,0
Pierre-Olivier Joseph,21-22,D,4,0.0,0.0,0
Dakota Joshua,21-22,C,30,40.0,35.0,5
Roman Josi,21-22,D,80,0.0,0.0,0
Tyson Jost,21-22,C,80,172.0,254.0,5
Olli Juolevi,21-22,D,18,0.0,0.0,0
Noah Juulsen,21-22,D,8,0.0,0.0,0
Nazem Kadri,21-22,C,71,585.0,592.0,14
Kaapo Kakko,21-22,RW,43,1.0,6.0,0
Arthur Kaliyev,21-22,RW,80,0.0,0.0,0
Wyatt Kalynuk,21-22,D,5,0.0,0.0,0
David Kämpf,21-22,C,82,616.0,549.0,19
Evander Kane,21-22,LW,43,9.0,11.0,0
Patrick Kane,21-22,RW,78,4.0,4.0,0
Kasperi Kapanen,21-22,RW,79,5.0,7.0,0
Kirill Kaprizov,21-22,LW,81,5.0,4.0,0
Erik Karlsson,21-22,D,50,0.0,0.0,0
William Karlsson,21-22,C,67,508.0,475.0,17
Fredrik Karlström,21-22,C,3,0.0,0.0,0
Ondřej Kaše,21-22,RW,50,2.0,9.0,0
Zack Kassian,21-22,RW,58,3.0,4.0,0
Mark Kastelic,21-22,C,16,70.0,50.0,21
Boris Katchouk,21-22,LW,59,7.0,12.0,0
Martin Kaut,21-22,RW,6,0.0,0.0,0
Joey Keane,21-22,D,1,0.0,0.0,0
Duncan Keith,21-22,D,64,0.0,0.0,0
Clayton Keller,21-22,C,67,29.0,39.0,5
Parker Kelly,21-22,F,41,0.0,2.0,0
Adrian Kempe,21-22,LW,78,25.0,25.0,0
Michal Kempný,21-22,D,15,0.0,0.0,0
Alexander Kerfoot,21-22,C,82,76.0,102.0,5
Tanner Kero,21-22,RW,23,9.0,5.0,0
Phil Kessel,21-22,RW,82,4.0,8.0,0
Jujhar Khaira,21-22,LW,27,53.0,48.0,8
Matt Kiersted,21-22,D,10,0.0,0.0,0
Alex Killorn,21-22,C,82,2.0,10.0,0
Bryce Kindopp,21-22,F,1,0.0,1.0,0
Joel Kiviranta,21-22,F,56,0.0,3.0,0
John Klingberg,21-22,D,74,0.0,0.0,0
Artemi Kniazev,21-22,D,1,0.0,0.0,0
Slater Koekkoek,21-22,D,19,0.0,0.0,0
Otto Koivula,21-22,LW,8,22.0,30.0,5
Keegan Kolesar,21-22,RW,77,76.0,112.0,5
Vladislav Kolyachonok,21-22,D,32,0.0,0.0,0
Leo Komarov,21-22,C,1,1.0,0.0,2
Travis Konecny,21-22,C,79,13.0,18.0,0
Anže Kopitar,21-22,C,81,858.0,651.0,25
Kaedan Korczak,21-22,D,1,0.0,0.0,0
Klim Kostin,21-22,C,40,2.0,2.0,0
Jesperi Kotkaniemi,21-22,C,66,176.0,168.0,10
Johnathan Kovacevic,21-22,D,4,0.0,0.0,0
Peyton Krebs,21-22,C,57,61.0,112.0,5
Chris Kreider,21-22,LW,81,67.0,70.0,5
Torey Krug,21-22,D,64,0.0,0.0,0
Dominik Kubalík,21-22,LW,78,8.0,12.0,0
Nikita Kucherov,21-22,RW,47,1.0,0.0,-1
Karson Kuhlman,21-22,C,44,0.0,2.0,0
Dean Kukan,21-22,D,41,0.0,0.0,0
Brett Kulak,21-22,D,74,0.0,0.0,0
Dmitry Kulikov,21-22,D,80,0.0,0.0,0
Luke Kunin,21-22,C,82,48.0,61.0,5
Janne Kuokkanen,21-22,C,57,2.0,14.0,0
Rasmus Kupari,21-22,C,57,129.0,174.0,5
Sean Kuraly,21-22,C,77,628.0,642.0,13
Philipp Kurashev,21-22,C,67,51.0,70.0,5
Evgeny Kuznetsov,21-22,C,79,507.0,659.0,5
Oliver Kylington,21-22,D,73,0.0,0.0,0
Jordan Kyrou,21-22,C,74,6.0,9.0,0
Kevin Labanc,21-22,RW,21,0.0,1.0,0
Tanner Laczynski,21-22,C,1,2.0,3.0,1
Andrew Ladd,21-22,LW,51,7.0,3.0,0
Paul Ladue,21-22,D,1,0.0,0.0,0
Sam Lafferty,21-22,C,56,108.0,155.0,5
Alexis Lafrenière,21-22,LW,79,14.0,34.0,0
William Lagesson,21-22,D,33,0.0,0.0,0
Patrik Laine,21-22,RW,56,14.0,24.0,0
Maxime Lajoie,21-22,D,5,0.0,0.0,0
Juho Lammikko,21-22,RW,75,354.0,340.0,15
Gabriel Landeskog,21-22,LW,51,241.0,198.0,20
Hendrix Lapierre,21-22,C,6,6.0,17.0,0
Dylan Larkin,21-22,C,71,630.0,574.0,19
Adam Larsson,21-22,D,82,0.0,0.0,0
Jacob Larsson,21-22,D,6,0.0,0.0,0
Johan Larsson,21-22,LW,43,195.0,227.0,7
Scott Laughton,21-22,C,67,395.0,379.0,16
Jeremy Lauzon,21-22,D,66,0.0,0.0,0
Curtis Lazar,21-22,C,70,136.0,142.0,5
Brett Leason,21-22,RW,36,3.0,5.0,0
Nick Leddy,21-22,D,75,0.0,0.0,0
Anders Lee,21-22,LW,76,65.0,69.0,5
Artturi Lehkonen,21-22,LW,74,8.0,21.0,0
Josh Leivo,21-22,LW,7,0.0,0.0,0
Brendan Lemieux,21-22,LW,50,11.0,13.0,0
John Leonard,21-22,LW,14,1.0,1.0,0
Jake Leschyshyn,21-22,C,41,122.0,143.0,5
Kris Letang,21-22,D,78,0.0,0.0,0
Vinni Lettieri,21-22,C,31,12.0,11.0,0
Tyler Lewington,21-22,D,2,0.0,0.0,0
Trevor Lewis,21-22,C,80,77.0,105.0,5
Timothy Liljegren,21-22,D,61,0.0,0.0,0
Kole Lind,21-22,RW,23,6.0,11.0,0
Oskar Lindblom,21-22,LW,79,8.0,14.0,0
Petteri Lindbohm,21-22,D,9,0.0,0.0,0
Esa Lindell,21-22,D,76,0.0,1.0,0
Ryan Lindgren,21-22,D,78,0.0,0.0,0
Elias Lindholm,21-22,C,82,842.0,750.0,20
Hampus Lindholm,21-22,D,71,0.0,0.0,0
Gustav Lindström,21-22,D,63,0.0,0.0,0
Blake Lizotte,21-22,C,70,313.0,294.0,15
Jon Lizotte,21-22,D,1,0.0,0.0,0
William Lockwood,21-22,RW,13,0.0,0.0,0
Viktor Lodin,21-22,C,1,0.0,0.0,0
Ryan Lomberg,21-22,LW,55,1.0,6.0,0
Steven Lorentz,21-22,C,67,51.0,61.0,5
Adam Lowry,21-22,LW,79,564.0,500.0,19
Milan Lucic,21-22,LW,82,19.0,15.0,0
Matt Luff,21-22,RW,23,2.0,0.0,0
Anton Lundell,21-22,C,65,334.0,414.0,6
Isac Lundeström,21-22,C,80,391.0,488.0,5
Nils Lundkvist,21-22,D,25,0.0,0.0,0
Eetu Luostarinen,21-22,C,78,321.0,481.0,5
Ilya Lyubushkin,21-22,D,77,0.0,0.0,0
Olli Määttä,21-22,D,66,0.0,0.0,0
Matias Maccelli,21-22,LW,23,2.0,0.0,0
Kurtis MacDermid,21-22,D,58,0.0,0.0,0
Jacob MacDonald,21-22,D,8,0.0,0.0,0
Mackenzie MacEachern,21-22,LW,14,0.0,0.0,0
Zack MacEwen,21-22,C,75,16.0,19.0,0
Ryan MacInnis,21-22,C,1,0.0,0.0,0
Connor Mackey,21-22,D,3,0.0,0.0,0
Nathan MacKinnon,21-22,C,65,383.0,461.0,7
Josh Mahura,21-22,D,38,0.0,0.0,0
Cale Makar,21-22,D,77,0.0,0.0,0
Beck Malenstyn,21-22,LW,12,1.0,6.0,0
Evgeni Malkin,21-22,C,41,164.0,212.0,5
Brad Malone,21-22,C,8,13.0,14.0,4
Jeff Malott,21-22,F,1,0.0,0.0,0
Mikhail Maltsev,21-22,LW,18,44.0,32.0,12
Maxim Mamin,21-22,C,40,0.0,2.0,0
Andrew Mangiapane,21-22,LW,82,21.0,34.0,5
Josh Manson,21-22,D,67,0.0,0.0,0
Anthony Mantha,21-22,RW,37,3.0,1.0,0
Brad Marchand,21-22,LW,70,14.0,27.0,0
Jonathan Marchessault,21-22,C,76,43.0,57.0,5
Mason Marchment,21-22,F,54,11.0,29.0,0
John Marino,21-22,D,81,0.0,0.0,0
Mitch Marner,21-22,RW,72,10.0,8.0,0
Cooper Marody,21-22,C,1,0.0,0.0,0
Pat Maroon,21-22,LW,81,15.0,15.0,0
Matt Martin,21-22,LW,71,8.0,11.0,0
Alec Martinez,21-22,D,26,0.0,0.0,0
Jordan Martinook,21-22,LW,59,23.0,28.0,5
Mike Matheson,21-22,D,74,0.0,0.0,0
Stefan Matteau,21-22,LW,1,0.0,0.0,0
Auston Matthews,21-22,C,73,691.0,538.0,24
Scott Mayfield,21-22,D,61,0.0,0.0,0
Gerald Mayhew,21-22,F,40,3.0,7.0,0
Dysin Mayo,21-22,D,67,0.0,0.0,0
Charlie McAvoy,21-22,D,78,0.0,0.0,0
Jack McBain,21-22,C,10,35.0,68.0,5
Jake McCabe,21-22,D,75,0.0,0.0,0
Jared McCann,21-22,C,74,224.0,268.0,5
Michael McCarron,21-22,RW,51,192.0,161.0,17
Ben McCartney,21-22,F,2,0.0,1.0,0
Max McCormick,21-22,LW,10,2.0,2.0,0
Connor McDavid,21-22,C,80,562.0,484.0,21
Ryan McDonagh,21-22,D,71,0.0,1.0,0
Brock McGinn,21-22,LW,64,16.0,28.0,0
Greg McKegg,21-22,C,43,72.0,88.0,5
Marc McLaughlin,21-22,F,11,5.0,10.0,0
Michael McLeod,21-22,C,77,604.0,451.0,25
Ryan McLeod,21-22,C,71,248.0,277.0,8
Connor McMichael,21-22,C,68,148.0,197.0,5
Brayden McNabb,21-22,D,69,0.0,0.0,0
Mason McTavish,21-22,C,9,0.0,3.0,0
Jaycob Megna,21-22,D,44,0.0,0.0,0
Jayson Megna,21-22,C,20,56.0,60.0,7
Timo Meier,21-22,RW,77,18.0,19.0,0
Nicolas Meloche,21-22,D,50,0.0,0.0,0
Dawson Mercer,21-22,C,82,209.0,381.0,5
Nicholas Merkley,21-22,RW,9,6.0,5.0,2
Ryan Merkley,21-22,D,39,0.0,0.0,0
Dakota Mermis,21-22,D,2,0.0,0.0,0
Jonathon Merrill,21-22,D,69,0.0,0.0,0
Victor Mete,21-22,D,37,0.0,0.0,0
Carson Meyer,21-22,RW,13,0.0,0.0,0
Ben Meyers,21-22,F,5,11.0,13.0,4
Jacob Middleton,21-22,D,66,0.0,0.0,0
Ilya Mikheyev,21-22,F,53,0.0,2.0,0
Niko Mikkola,21-22,D,54,0.0,0.0,0
Sonny Milano,21-22,LW,66,0.0,2.0,0
Colin Miller,21-22,D,38,0.0,0.0,0
J.T. Miller,21-22,C,80,667.0,566.0,21
K'Andre Miller,21-22,D,82,0.0,0.0,0
Daniil Miromanov,21-22,D,11,0.0,0.0,0
Ian Mitchell,21-22,D,8,0.0,0.0,0
Casey Mittelstadt,21-22,C,40,202.0,250.0,6
Sean Monahan,21-22,C,65,414.0,365.0,19
Brandon Montour,21-22,D,81,0.0,0.0,0
John Moore,21-22,D,7,0.0,0.0,0
Trevor Moore,21-22,LW,81,28.0,39.0,5
Josh Morrissey,21-22,D,79,0.0,0.0,0
J.J. Moser,21-22,D,43,0.0,0.0,0
Tyler Motte,21-22,C,58,11.0,8.0,0
Jacob Moverare,21-22,D,19,0.0,0.0,0
Connor Murphy,21-22,D,57,0.0,0.0,0
Brett Murray,21-22,LW,19,0.0,0.0,0
Ryan Murray,21-22,D,37,0.0,0.0,0
Jake Muzzin,21-22,D,47,0.0,0.0,0
Philippe Myers,21-22,D,27,0.0,0.0,0
Tyler Myers,21-22,D,82,0.0,0.0,0
Vladislav Namestnikov,21-22,C,75,26.0,31.0,5
Riley Nash,21-22,C,49,207.0,190.0,16
James Neal,21-22,LW,19,0.0,2.0,0
Martin Nečas,21-22,C,78,38.0,47.0,5
Jake Neighbours,21-22,LW,9,1.0,2.0,0
Brock Nelson,21-22,C,72,476.0,488.0,13
Patrik Nemeth,21-22,D,63,0.0,0.0,0
Alex Newhook,21-22,C,71,136.0,256.0,5
Valeri Nichushkin,21-22,RW,62,0.0,5.0,0
Nino Niederreiter,21-22,RW,75,19.0,20.0,0
Markus Niemeläinen,21-22,D,20,0.0,0.0,0
Matthew Nieto,21-22,LW,70,2.0,11.0,0
Sami Niku,21-22,D,13,0.0,0.0,0
Stefan Noesen,21-22,RW,2,0.0,0.0,0
Mattias Norlinder,21-22,D,6,0.0,0.0,0
Joshua Norris,21-22,C,66,529.0,507.0,16
Tomáš Nosek,21-22,C,75,362.0,310.0,19
Thomas Novak,21-22,C,27,62.0,79.0,5
Ryan Nugent-Hopkins,21-22,C,63,178.0,259.0,5
Darnell Nurse,21-22,D,71,0.0,0.0,0
Markus Nutivaara,21-22,D,1,0.0,0.0,0
William Nylander,21-22,C,81,34.0,31.0,5
Gustav Nyquist,21-22,RW,82,14.0,16.0,0
Liam O'Brien,21-22,C,39,5.0,5.0,0
Drew O'Connor,21-22,F,22,18.0,34.0,5
Logan O'Connor,21-22,RW,81,5.0,17.0,0
Danny O'Regan,21-22,C,5,11.0,17.0,1
Ryan O'Reilly,21-22,C,78,900.0,685.0,25
Jordan Oesterle,21-22,D,45,0.0,0.0,0
Nikita Okhotyuk,21-22,D,5,0.0,0.0,0
Kyle Okposo,21-22,RW,74,92.0,93.0,5
Jamie Oleksiak,21-22,D,72,0.0,0.0,0
Mathieu Olivier,21-22,F,10,0.0,1.0,0
Victor Olofsson,21-22,RW,72,0.0,1.0,0
Dmitry Orlov,21-22,D,76,0.0,0.0,0
T.J. Oshie,21-22,C,44,72.0,97.0,5
Alex Ovechkin,21-22,LW,77,4.0,9.0,0
Brayden Pachal,21-22,D,2,0.0,0.0,0
Max Pacioretty,21-22,LW,39,2.0,7.0,0
Jean-Gabriel Pageau,21-22,C,77,748.0,604.0,23
Ondřej Palát,21-22,LW,77,2.0,16.0,0
Kyle Palmieri,21-22,RW,69,15.0,36.0,5
Artemi Panarin,21-22,LW,75,1.0,1.0,0
Richard Pánik,21-22,RW,4,1.0,1.0,0
Cédric Paquette,21-22,C,24,31.0,73.0,5
Colton Parayko,21-22,D,80,0.0,0.0,0
Zach Parise,21-22,LW,82,28.0,47.0,5
David Pastrňák,21-22,RW,72,7.0,14.0,0
Greg Pateryn,21-22,D,10,0.0,0.0,0
Nolan Patrick,21-22,C,25,83.0,89.0,9
Nick Paul,21-22,LW,80,426.0,419.0,14
Joe Pavelski,21-22,C,82,394.0,357.0,17
Chase Pearson,21-22,C,3,2.0,2.0,1
Tanner Pearson,21-22,LW,68,20.0,37.0,5
Matthew Peca,21-22,C,5,5.0,7.0,0
Lane Pederson,21-22,F,29,42.0,54.0,5
Andrew Peeke,21-22,D,82,0.0,0.0,0
Adam Pelech,21-22,D,78,0.0,0.0,0
Cole Perfetti,21-22,C,18,0.0,3.0,0
Brendan Perlini,21-22,LW,23,0.0,1.0,0
Jacob Perreault,21-22,RW,1,0.0,0.0,0
Mathieu Perreault,21-22,C,25,36.0,35.0,5
David Perron,21-22,LW,67,1.0,3.0,0
Corey Perry,21-22,RW,82,2.0,2.0,0
Scott Perunovich,21-22,D,19,0.0,0.0,0
Brett Pesce,21-22,D,70,0.0,0.0,0
Nic Petan,21-22,C,18,14.0,32.0,0
John-Jason Peterka,21-22,RW,2,0.0,0.0,0
Jacob Peterson,21-22,C,65,59.0,56.0,5
Jeff Petry,21-22,D,68,0.0,0.0,0
Elias Pettersson,21-22,C,80,238.0,302.0,5
Marcus Pettersson,21-22,D,72,0.0,0.0,0
Michael Pezzetta,21-22,C,51,6.0,5.0,0
Isaak Phillips,21-22,D,4,0.0,0.0,0
Alex Pietrangelo,21-22,D,80,0.0,0.0,0
Garrett Pilon,21-22,C,2,8.0,10.0,5
Shane Pinto,21-22,C,5,17.0,35.0,5
Neal Pionk,21-22,D,77,0.0,0.0,0
Rem Pitlick,21-22,C,66,53.0,65.0,5
Tyler Pitlick,21-22,C,39,4.0,6.0,0
Vasily Podkolzin,21-22,RW,79,8.0,11.0,0
Ryan Poehling,21-22,C,57,227.0,262.0,7
Austin Poganski,21-22,RW,16,0.0,0.0,0
Brayden Point,21-22,C,66,366.0,351.0,16
Tucker Poolman,21-22,D,40,0.0,0.0,0
Andrew Poturalski,21-22,C,2,3.0,4.0,1
Derrick Pouliot,21-22,D,11,0.0,0.0,0
Owen Power,21-22,D,8,0.0,0.0,0
Aliaksei Protas,21-22,C,33,56.0,69.0,5
Ivan Provorov,21-22,D,79,0.0,0.0,0
Ethan Prow,21-22,D,4,0.0,0.0,0
Jesse Puljujärvi,21-22,RW,65,0.0,0.0,0
Ryan Pulock,21-22,D,56,0.0,0.0,0
Valtteri Puustinen,21-22,RW,1,0.0,0.0,0
Mark Pysyk,21-22,D,68,0.0,0.0,0
Jack Quinn,21-22,RW,2,0.0,0.0,0
Darren Raddysh,21-22,D,4,0.0,0.0,0
Taylor Raddysh,21-22,RW,74,6.0,10.0,0
Alexander Radulov,21-22,RW,71,10.0,12.0,0
Michael Raffl,21-22,LW,76,14.0,12.0,0
Rickard Rakell,21-22,RW,70,36.0,43.0,5
Sampo Ranta,21-22,LW,10,2.0,2.0,0
Mikko Rantanen,21-22,RW,75,164.0,190.0,5
Victor Rask,21-22,C,47,89.0,87.0,6
Adam Raška,21-22,RW,5,0.0,0.0,0
Michael Rasmussen,21-22,C,80,410.0,409.0,14
Isaac Ratcliffe,21-22,LW,10,0.0,1.0,0
Jack Rathbone,21-22,D,9,0.0,0.0,0
Kyle Rau,21-22,C,5,1.0,1.0,0
Lucas Raymond,21-22,LW,82,12.0,19.0,0
Ryan Reaves,21-22,RW,69,5.0,5.0,0
Scott Reedy,21-22,C,35,53.0,79.0,5
Alec Regula,21-22,D,15,0.0,0.0,0
Kristian Reichel,21-22,F,13,1.0,0.0,0
Lukas Reichel,21-22,LW,11,16.0,30.0,0
Mike Reilly,21-22,D,70,0.0,0.0,0
Cole Reinhardt,21-22,LW,1,0.0,0.0,0
Sam Reinhart,21-22,C,78,174.0,185.0,6
Sheldon Rempal,21-22,RW,1,0.0,0.0,0
Dan Renouf,21-22,D,4,0.0,0.0,0
Brad Richardson,21-22,C,44,139.0,100.0,16
Morgan Rielly,21-22,D,82,0.0,0.0,0
Juuso Riikola,21-22,D,5,0.0,0.0,0
Rasmus Ristolainen,21-22,D,66,0.0,0.0,0
Brett Ritchie,21-22,RW,41,1.0,3.0,0
Nick Ritchie,21-22,LW,57,0.0,4.0,0
Jason Robertson,21-22,LW,74,0.0,0.0,0
Nicholas Robertson,21-22,LW,10,0.0,0.0,0
Buddy Robinson,21-22,RW,32,0.0,6.0,0
Eric Robinson,21-22,LW,67,2.0,2.0,0
Evan Rodrigues,21-22,C,82,183.0,203.0,5
Alexander Romanov,21-22,D,79,0.0,0.0,0
Kevin Rooney,21-22,C,61,181.0,223.0,5
Calle Rosén,21-22,D,18,0.0,0.0,0
Jack Roslovic,21-22,C,81,372.0,483.0,5
Marco Rossi,21-22,C,2,7.0,15.0,0
Antoine Roussel,21-22,LW,53,17.0,22.0,0
Carter Rowney,21-22,RW,26,74.0,91.0,5
Matt Roy,21-22,D,67,0.0,0.0,0
Nicolas Roy,21-22,C,78,454.0,477.0,12
Kristiāns Rubīns,21-22,D,3,0.0,0.0,0
Chad Ruhwedel,21-22,D,78,0.0,0.0,0
Arttu Ruotsalainen,21-22,F,18,51.0,69.0,5
Kris Russell,21-22,D,31,0.0,0.0,0
Bryan Rust,21-22,RW,60,1.0,5.0,0
Jan Rutta,21-22,D,76,0.0,0.0,0
Adam Ružička,21-22,C,28,103.0,120.0,7
Derek Ryan,21-22,C,75,286.0,226.0,18
Jonas Røndbjerg,21-22,RW,30,0.0,2.0,0
Brandon Saad,21-22,LW,78,8.0,11.0,0
Scott Sabourin,21-22,F,7,1.0,0.0,0
Robin Salo,21-22,D,21,0.0,0.0,0
Dylan Samberg,21-22,D,15,0.0,0.0,0
Dmitri Samorukov,21-22,D,1,0.0,0.0,0
Mattias Samuelsson,21-22,D,42,0.0,0.0,0
Linus Sandin,21-22,F,1,0.0,0.0,0
Rasmus Sandin,21-22,D,51,0.0,0.0,0
Zach Sanford,21-22,LW,80,5.0,17.0,0
Travis Sanheim,21-22,D,80,0.0,0.0,0
David Savard,21-22,D,62,0.0,0.0,0
Marco Scandella,21-22,D,70,0.0,0.0,0
Colton Sceviour,21-22,C,35,29.0,33.0,5
Mark Scheifele,21-22,C,67,430.0,418.0,15
Brayden Schenn,21-22,C,62,284.0,295.0,11
Luke Schenn,21-22,D,66,0.0,0.0,0
Nick Schmaltz,21-22,C,63,114.0,125.0,5
Nate Schmidt,21-22,D,77,0.0,0.0,0
Braden Schneider,21-22,D,43,0.0,0.0,0
Corey Schueneman,21-22,D,24,0.0,0.0,0
Justin Schultz,21-22,D,74,0.0,0.0,0
Jaden Schwartz,21-22,C,37,17.0,18.0,0
Cole Schwindt,21-22,RW,3,15.0,16.0,11
Nick Seeler,21-22,D,43,0.0,0.0,0
Tyler Seguin,21-22,C,81,464.0,364.0,22
Moritz Seider,21-22,D,82,0.0,0.0,0
Andrej Sekera,21-22,D,32,0.0,0.0,0
Kirill Semyonov,21-22,C,3,1.0,1.0,0
Brett Seney,21-22,LW,2,0.0,5.0,0
Zachary Senyshyn,21-22,RW,2,0.0,0.0,0
Mikhail Sergachev,21-22,D,78,0.0,0.0,0
Damon Severson,21-22,D,80,0.0,0.0,0
Michael Sgarbossa,21-22,C,10,41.0,31.0,20
Yegor Sharangovich,21-22,C,76,89.0,131.0,5
Kevin Shattenkirk,21-22,D,82,0.0,1.0,0
Logan Shaw,21-22,RW,17,58.0,57.0,12
Mason Shaw,21-22,C,3,1.0,2.0,0
Riley Sheahan,21-22,C,69,263.0,296.0,8
Conor Sheary,21-22,LW,71,11.0,16.0,0
Kiefer Sherwood,21-22,RW,11,1.0,0.0,0
Kole Sherwood,21-22,RW,1,0.0,0.0,0
Devin Shore,21-22,C,49,102.0,112.0,5
Jonas Siegenthaler,21-22,D,70,0.0,0.0,0
Dylan Sikura,21-22,C,5,0.0,0.0,0
Jakob Silfverberg,21-22,LW,53,8.0,16.0,0
Cole Sillinger,21-22,C,79,362.0,417.0,8
Radim Šimek,21-22,D,36,0.0,0.0,0
Wayne Simmonds,21-22,RW,72,3.0,3.0,0
Dominik Simon,21-22,C,72,9.0,12.0,0
Colton Sissons,21-22,C,79,719.0,573.0,23
Jeff Skinner,21-22,LW,80,91.0,133.0,5
Brady Skjei,21-22,D,82,0.0,0.0,0
Jaccob Slavin,21-22,D,79,0.0,0.0,0
Josiah Slavin,21-22,LW,15,29.0,38.0,5
Brendan Smith,21-22,D,45,0.0,0.0,0
C.J. Smith,21-22,LW,1,0.0,0.0,0
Cole Smith,21-22,F,8,0.0,1.0,0
Craig Smith,21-22,C,74,4.0,8.0,0
Gemel Smith,21-22,C,3,6.0,4.0,10
Givani Smith,21-22,RW,46,1.0,1.0,0
Nathan Smith,21-22,C,10,38.0,58.0,5
Reilly Smith,21-22,RW,56,4.0,4.0,0
Ty Smith,21-22,D,66,0.0,0.0,0
Joe Snively,21-22,F,12,0.0,1.0,0
Victor Söderström,21-22,D,16,0.0,0.0,0
Egor Sokolov,21-22,F,8,0.0,0.0,0
Carson Soucy,21-22,D,64,0.0,0.0,0
Blake Speers,21-22,C,2,6.0,5.0,14
Jordan Spence,21-22,D,24,0.0,0.0,0
Jason Spezza,21-22,C,71,305.0,272.0,17
Daniel Sprong,21-22,RW,63,0.0,4.0,0
Jared Spurgeon,21-22,D,65,0.0,0.0,0
Jordan Staal,21-22,C,78,736.0,549.0,25
Marc Staal,21-22,D,71,0.0,0.0,0
Steven Stamkos,21-22,C,81,545.0,523.0,16
Logan Stanley,21-22,D,58,0.0,0.0,0
Paul Stastny,21-22,C,71,267.0,205.0,18
Troy Stecher,21-22,D,29,0.0,0.0,0
Sam Steel,21-22,C,68,203.0,209.0,9
Oskar Steen,21-22,C,20,1.0,5.0,0
Alex Steeves,21-22,F,3,0.0,0.0,0
Kevin Stenlund,21-22,C,3,1.0,0.0,0
Derek Stepan,21-22,C,58,248.0,196.0,20
Mitchell Stephens,21-22,C,27,124.0,129.0,11
Chandler Stephenson,21-22,C,79,653.0,602.0,18
Riley Stillman,21-22,D,52,0.0,0.0,0
