Name,Short Name,Team,ShotPct,SOGPlus,Pos,Other Pos,Rook,GP,Goals,Asst,Pts,SOG,FOW,FOL,PPG,SHG,GWG,GTG,PIM,Mins,+/-,Pas C,Pas I,Cor W,Cor L,Ft W,Ft L,Ft D,Hits,Blks,Saves,Gls A,GAA,W,L,T,EN,ShO,Sv Pct,Sh Fat,Gm Fat,Inj Rt,Skate,Pass,Fchk,Phys,Int,Clr,Rock,Kill,Blk,FO,Speed,C,LW,RW,LD,RD
"Boedker, Mikkel",Boedker,BOS,16,28,LW,RW,N,71,7,28,35,88,7,11,2,0,1,0,6,996,-23,0,0,0,0,0,0,0,54,28,0,0,0,0,0,0,0,0,,90,14:00,11,3,4,2,2,1,0,0,0,0,0,4,0,3,3,0,0
"Cole, Ian",Cole,NYH,5,8,LD,RD,N,71,2,13,15,82,0,0,0,0,0,0,115,1403,-1,0,0,0,0,0,0,0,107,178,0,0,0,0,0,0,0,0,,120,19:45,11,2,3,0,3,3,3,0,0,2,0,2,0,0,0,3,3
"Cullen, Matt",Cullen,DEN,16,28,C,LW,N,71,7,13,20,87,320,320,0,2,2,0,14,817,6,0,0,0,0,0,0,0,32,31,0,0,0,0,0,0,0,0,,90,11:30,11,2,3,4,2,1,0,0,1,0,3,2,4,4,0,0,0
"Ferland, Micheal",Ferland,POR,22,37,LW,RW,N,71,17,23,40,156,23,50,6,0,3,0,58,1001,13,0,0,0,0,0,0,0,182,19,0,0,0,0,0,0,0,0,,90,14:00,11,3,3,4,5,5,0,0,0,0,0,4,0,4,4,0,0
"Fischer, Christian",Fischer,NOT,19,35,RW,LW,N,71,11,7,18,116,2,5,0,0,0,0,27,935,-13,0,0,0,0,0,0,0,124,19,0,0,0,0,0,0,0,0,,90,13:15,11,4,3,2,3,3,0,0,0,0,0,3,0,3,3,0,0
"Hyman, Zach",Hyman,EDM,29,45,LW,,N,71,21,20,41,144,112,126,0,1,4,0,65,1227,16,0,0,0,0,0,0,0,102,39,0,0,0,0,0,0,0,0,,90,17:15,11,3,3,4,3,3,0,1,1,0,1,4,0,4,0,0,0
"Kempny, Michal",Kempny,LAD,11,24,LD,,N,71,6,19,25,111,0,0,0,0,3,0,60,1362,24,0,0,0,0,0,0,0,84,135,0,0,0,0,0,0,0,0,,120,19:15,11,2,4,0,3,3,3,0,0,1,0,4,0,0,0,4,0
"Kuraly, Sean",Kuraly,CHI,12,23,C,LW,N,71,8,13,21,134,285,245,0,0,3,0,38,978,6,0,0,0,0,0,0,0,129,35,0,0,0,0,0,0,0,0,,90,13:45,11,3,3,5,4,3,0,0,0,0,3,4,4,4,0,0,0
"Mete, Victor",Mete,LON,0,3,LD,RD,N,71,0,13,13,65,0,0,0,0,0,0,6,1262,17,0,0,0,0,0,0,0,21,95,0,0,0,0,0,0,0,0,,120,17:45,11,3,3,0,1,1,1,0,0,1,0,4,0,0,0,3,3
"Oesterle, Jordan",Oesterle,SAN,16,21,RD,LD,N,71,6,14,20,77,0,0,3,0,0,0,12,1342,-3,0,0,0,0,0,0,0,58,139,0,0,0,0,0,0,0,0,,120,19:00,11,2,2,0,2,2,3,0,0,2,0,3,0,0,0,3,3
"Pettersson, Elias",E. Pettersson,OTT,39,74,C,,Y,71,28,38,66,144,257,370,10,0,7,0,12,1294,3,0,0,0,0,0,0,0,42,51,0,0,0,0,0,0,0,0,0,90,18:15,11,5,5,2,2,1,0,0,0,0,1,5,2,0,0,0,0
"Pietrangelo, Alex",Pietrangelo,WIN,15,31,RD,,N,71,13,28,41,168,0,1,3,0,2,0,22,1709,2,0,0,0,0,0,0,0,62,139,0,0,0,0,0,0,0,0,,120,24:00:00,11,5,4,0,3,3,3,0,0,1,0,4,0,0,0,0,4
"Seeler, Nick",Seeler,QUE,6,10,LD,RD,Y,71,2,5,7,67,0,0,0,0,1,0,64,876,-4,0,0,0,0,0,0,0,78,116,0,0,0,0,0,0,0,0,,120,12:15,11,2,2,0,4,2,3,0,0,2,0,2,0,0,0,2,2
"Simon, Dominik",Simon,SAS,13,24,LW,RW,N,71,8,20,28,121,6,13,1,0,0,0,18,946,8,0,0,0,0,0,0,0,89,19,0,0,0,0,0,0,0,0,,90,13:15,11,4,3,4,3,1,0,0,0,0,0,3,0,2,2,0,0
"Tkachuk, Brady",B. Tkachuk,POR,21,30,LW,,Y,71,22,23,45,214,73,76,4,0,3,0,75,1138,-10,0,0,0,0,0,0,0,174,26,0,0,0,0,0,0,0,0,0,90,16:00,11,4,4,5,4,4,0,1,0,0,1,4,0,3,0,0,0
"White, Colin A.",White,EDM,23,31,C,RW,Y,71,14,27,41,123,379,420,5,0,2,0,24,1150,-24,0,0,0,0,0,0,0,23,35,0,0,0,0,0,0,0,0,,90,16:15,11,4,4,3,2,2,0,1,0,0,2,4,2,0,2,0,0
"Backes, David",Backes,QUE,11,16,RW,C,N,70,7,13,20,129,176,133,2,0,1,0,31,913,0,0,0,0,0,0,0,0,140,30,0,0,0,0,0,0,0,0,,90,13:00,12,2,3,5,4,4,0,0,0,0,3,2,3,0,3,0,0
"Benning, Matt",Benning,LAD,11,14,RD,LD,N,70,5,12,17,94,0,0,0,0,0,0,33,1046,11,0,0,0,0,0,0,0,109,59,0,0,0,0,0,0,0,0,,120,15:00,12,2,2,0,3,3,3,0,0,0,0,2,0,0,0,3,3
"Brodziak, Kyle",Brodziak,,16,31,C,,N,70,6,3,9,74,399,368,0,1,2,0,33,818,-14,0,0,0,0,0,0,0,92,46,0,0,0,0,0,0,0,0,,90,11:45,12,2,2,2,3,3,0,0,0,0,3,2,3,0,0,0,0
"Chabot, Thomas",Chabot,WIN,15,28,LD,RD,N,70,14,41,55,185,0,0,1,1,2,0,32,1700,-12,0,0,0,0,0,0,0,71,112,0,0,0,0,0,0,0,0,,120,24:15:00,12,4,5,0,3,2,3,0,0,0,0,4,0,0,0,3,3
"Gauthier, Frederik",Gauthier,DET,13,18,C,,N,70,3,11,14,46,240,207,0,0,0,0,12,586,3,0,0,0,0,0,0,0,98,28,0,0,0,0,0,0,0,0,,90,8:15,12,3,3,3,3,3,0,0,0,0,3,2,3,0,0,0,0
"Hedman, Victor",Hedman,LSV,13,26,LD,,N,70,12,42,54,182,0,1,2,0,4,0,44,1594,24,0,0,0,0,0,0,0,59,97,0,0,0,0,0,0,0,0,,120,22:45,12,4,5,0,3,3,4,0,0,0,0,3,0,0,0,4,0
"Joseph, Mathieu",Joseph,DEN,27,51,RW,LW,Y,70,13,13,26,95,10,24,0,0,1,0,26,795,5,0,0,0,0,0,0,0,129,14,0,0,0,0,0,0,0,0,,90,11:15,12,3,3,4,4,3,0,0,0,0,0,4,0,3,3,0,0
"Jost, Tyson",Jost,LAD,19,37,C,LW,N,70,11,15,26,114,55,91,4,0,3,0,14,910,-2,0,0,0,0,0,0,0,48,35,0,0,0,0,0,0,0,0,,90,13:00,12,4,3,4,2,1,0,0,0,0,0,4,2,2,0,0,0
"Nordstrom, Joakim",Nordstrom,PHI,14,17,LW,C,N,70,7,5,12,103,48,77,0,0,3,0,13,944,0,0,0,0,0,0,0,0,86,52,0,0,0,0,0,0,0,0,,90,13:30,12,3,2,3,3,2,0,1,0,0,0,4,4,4,0,0,0
"Pysyk, Mark",Pysyk,SAS,3,7,RD,LD,N,70,1,10,11,64,0,0,0,0,0,0,26,1279,-1,0,0,0,0,0,0,0,133,89,0,0,0,0,0,0,0,0,,120,18:15,12,3,3,0,4,2,3,0,0,1,0,3,0,0,0,3,3
"Radulov, Alexander",Radulov,BOS,28,45,RW,,N,70,29,43,72,209,6,10,7,0,7,0,54,1385,22,0,0,0,0,0,0,0,60,83,0,0,0,0,0,0,0,0,,90,19:45,12,4,4,2,3,2,0,0,0,0,0,4,0,0,3,0,0
"Smith, Zack",Z. Smith,SAS,18,29,LW,C,N,70,9,19,28,101,403,417,0,1,1,0,81,1145,-6,0,0,0,0,0,0,0,136,27,0,0,0,0,0,0,0,0,,90,16:15,12,3,3,4,4,3,0,0,0,0,3,3,3,3,0,0,0
"Thomas, Robert",Thomas,LON,23,38,RW,C,Y,70,9,24,33,80,97,123,3,0,0,0,14,915,-2,0,0,0,0,0,0,0,13,22,0,0,0,0,0,0,0,0,,90,13:00,12,4,4,3,1,1,0,0,0,0,1,4,2,0,2,0,0
"Virtanen, Jake",Virtanen,DET,19,41,RW,LW,N,70,15,10,25,154,5,10,2,0,1,0,44,1037,-4,0,0,0,0,0,0,0,154,37,0,0,0,0,0,0,0,0,,90,14:45,12,4,3,4,4,3,0,0,0,0,0,4,0,4,4,0,0
"Zadorov, Nikita",Zadorov,DEN,14,26,LD,RD,N,70,7,7,14,100,0,0,0,0,0,0,75,1204,19,0,0,0,0,0,0,0,228,67,0,0,0,0,0,0,0,0,,120,17:15,12,3,2,0,5,5,5,0,0,0,0,3,0,0,0,4,4
"Boeser, Brock",Boeser,POR,25,45,RW,,N,69,26,30,56,209,39,51,6,0,3,0,22,1322,-2,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,,90,19:15,13,4,5,4,2,1,0,0,0,0,0,4,0,0,3,0,0
"Copp, Andrew",Copp,VAN,27,48,C,LW,N,69,11,14,25,82,198,160,0,1,2,0,6,839,20,0,0,0,0,0,0,0,71,34,0,0,0,0,0,0,0,0,,90,12:15,13,3,3,4,3,2,0,0,0,0,3,3,4,4,0,0,0
"Hamonic, Travis",Hamonic,CHI,11,18,RD,,N,69,7,12,19,128,0,1,0,1,1,0,33,1440,21,0,0,0,0,0,0,0,44,167,0,0,0,0,0,0,0,0,,120,20:45,13,3,3,0,4,3,3,0,0,2,0,3,0,0,0,0,5
"Hischier, Nico",Hischier,MTL,21,32,C,,N,69,17,30,47,160,437,529,3,0,3,0,24,1249,0,0,0,0,0,0,0,0,53,44,0,0,0,0,0,0,0,0,,90,18:00,13,5,5,4,2,2,0,1,0,0,2,5,3,0,0,0,0
"Hornqvist, Patric",Hornqvist,SAS,18,26,RW,LW,N,69,18,19,37,197,9,9,6,0,2,0,26,1068,-3,0,0,0,0,0,0,0,150,34,0,0,0,0,0,0,0,0,,90,15:30,13,2,3,3,4,3,0,1,0,0,0,3,0,2,2,0,0
"Hutton, Ben",B. Hutton,SAS,9,19,LD,,N,69,5,15,20,114,0,0,1,0,1,0,43,1543,-23,0,0,0,0,0,0,0,55,102,0,0,0,0,0,0,0,0,,120,22:15,13,3,3,0,3,2,2,0,0,0,0,3,0,0,0,3,0
"Oshie, T.J.",Oshie,CHI,35,50,RW,,N,69,25,29,54,143,84,121,6,1,4,0,36,1284,5,0,0,0,0,0,0,0,133,55,0,0,0,0,0,0,0,0,,90,18:30,13,4,4,4,4,3,0,1,0,0,1,3,0,0,4,0,0
"Rakell, Rickard",Rakell,LON,19,28,LW,RW,N,69,18,25,43,194,17,31,6,0,2,0,27,1275,-13,0,0,0,0,0,0,0,82,38,0,0,0,0,0,0,0,0,,90,18:30,13,4,4,4,3,2,0,0,0,0,0,4,0,4,4,0,0
"Schwartz, Jaden",Schwartz,SAS,12,23,LW,,N,69,11,25,36,183,18,19,2,0,1,0,16,1251,-6,0,0,0,0,0,0,0,61,27,0,0,0,0,0,0,0,0,,90,18:15,13,5,4,4,3,2,0,0,0,0,0,4,0,3,0,0,0
"Sobotka, Vladimir",Sobotka,DET,14,21,C,LW,N,69,5,8,13,71,318,295,0,0,0,0,26,979,-20,0,0,0,0,0,0,0,87,30,0,0,0,0,0,0,0,0,,90,14:15,13,3,3,3,3,2,0,0,0,0,3,3,4,4,0,0,0
"Archibald, Josh",J. Archibald,NOT,26,50,RW,,N,68,12,10,22,92,12,25,0,0,1,0,15,923,1,0,0,0,0,0,0,0,161,39,0,0,0,0,0,0,0,0,0,90,13:30,14,2,3,4,4,3,0,0,1,0,0,4,0,0,4,0,0
"Carpenter, Ryan",Carpenter,CHI,10,17,C,LW RW,N,68,5,13,18,102,161,145,0,1,0,0,8,858,-6,0,0,0,0,0,0,0,126,17,0,0,0,0,0,0,0,0,,90,12:30,14,3,3,4,3,3,0,0,0,0,2,3,3,3,3,0,0
"Debrusk, Jake",Debrusk,TAM,35,51,RW,LW,N,68,27,15,42,156,8,30,8,0,4,0,18,1099,2,0,0,0,0,0,0,0,45,24,0,0,0,0,0,0,0,0,,90,16:15,14,4,4,3,3,2,0,1,0,0,0,5,0,3,3,0,0
"Malkin, Evgeni",Malkin,CHI,22,47,C,,N,68,21,51,72,187,381,452,9,0,5,0,89,1279,-25,0,0,0,0,0,0,0,54,33,0,0,0,0,0,0,0,0,,90,18:45,14,3,5,3,3,2,0,0,0,0,2,4,1,0,0,0,0
"Matthews, Auston",Matthews,DET,29,55,C,,N,68,37,36,73,251,475,436,12,0,5,0,12,1262,-9,0,0,0,0,0,0,0,28,60,0,0,0,0,0,0,0,0,,90,18:30,14,5,5,2,2,2,0,0,0,0,3,5,2,0,0,0,0
"Nosek, Tomas",Nosek,TAM,14,19,LW,RW,N,68,8,9,17,116,82,50,0,1,1,0,18,848,-10,0,0,0,0,0,0,0,75,23,0,0,0,0,0,0,0,0,,90,12:30,14,3,3,4,3,2,0,1,1,0,3,4,0,3,3,0,0
"Dickinson, Jason",Dickinson,MTL,13,22,C,LW,N,67,6,16,22,94,201,268,0,0,2,0,23,896,9,0,0,0,0,0,0,0,106,50,0,0,0,0,0,0,0,0,,90,13:15,15,3,3,2,3,2,0,0,0,0,1,3,4,4,0,0,0
"Getzlaf, Ryan",Getzlaf,SAN,21,36,C,,N,67,14,34,48,133,551,463,1,0,2,0,58,1304,-19,0,0,0,0,0,0,0,150,74,0,0,0,0,0,0,0,0,,90,19:30,15,3,4,5,4,4,0,0,0,0,4,2,3,0,0,0,0
"Mantha, Anthony",Mantha,EDM,25,47,RW,LW,N,67,25,23,48,198,22,28,7,0,1,0,30,1194,-8,0,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,0,,90,17:45,15,4,4,3,3,3,0,0,0,0,0,4,0,2,2,0,0
"Martin, Matt",Martin,,19,27,LW,,N,67,6,8,14,62,6,9,0,0,1,0,53,766,5,0,0,0,0,0,0,0,275,42,0,0,0,0,0,0,0,0,0,90,11:30,15,2,2,3,5,5,0,1,0,0,0,2,0,3,0,0,0
"Phaneuf, Dion",Phaneuf,QUE,3,6,LD,RD,N,67,1,5,6,80,0,0,0,0,0,0,53,1005,-21,0,0,0,0,0,0,0,128,79,0,0,0,0,0,0,0,0,,120,15:00,15,2,2,0,4,5,5,0,0,1,0,2,0,0,0,2,2
"Raffl, Michael",Raffl,OTT,18,32,LW,RW,N,67,6,12,18,65,14,20,0,1,1,0,32,765,-1,0,0,0,0,0,0,0,96,29,0,0,0,0,0,0,0,0,,90,11:30,15,3,3,3,3,3,0,0,0,0,0,3,0,3,3,0,0
"Rieder, Tobias",Rieder,PHI,0,3,LW,RW,N,67,0,11,11,92,5,20,0,0,0,0,8,847,-8,0,0,0,0,0,0,0,69,44,0,0,0,0,0,0,0,0,,90,12:45,15,3,3,3,3,2,0,0,0,0,0,4,0,3,3,0,0
"Compher, J.T.",Compher,LAD,27,47,RW,C,N,66,16,16,32,118,301,311,4,3,3,0,31,1153,-8,0,0,0,0,0,0,0,33,59,0,0,0,0,0,0,0,0,,90,17:30,16,3,3,4,2,2,0,0,0,0,3,4,4,0,4,0,0
"Fast, Jesper",Fast,NYH,20,25,RW,,N,66,8,12,20,80,7,13,0,0,1,0,26,1038,-3,0,0,0,0,0,0,0,120,47,0,0,0,0,0,0,0,0,,90,15:45,16,4,3,3,3,2,0,1,0,0,0,4,0,0,4,0,0
"Grzelcyk, Matt",Grzelcyk,QUE,7,10,LD,RD,N,66,3,15,18,90,0,0,1,0,0,0,68,1263,9,0,0,0,0,0,0,0,46,60,0,0,0,0,0,0,0,0,,120,19:15,16,3,3,0,2,3,2,0,0,0,0,4,0,0,0,4,4
"Howden, Brett",Howden,TAM,16,27,C,,Y,66,6,17,23,74,353,376,0,0,1,0,14,986,-16,0,0,0,0,0,0,0,64,47,0,0,0,0,0,0,0,0,,90,15:00,16,3,3,3,3,2,0,1,0,0,2,4,3,0,0,0,0
"Pacioretty, Max",Pacioretty,CHI,23,47,LW,,N,66,22,18,40,191,21,31,4,0,5,0,36,1122,-13,0,0,0,0,0,0,0,119,20,0,0,0,0,0,0,0,0,,90,17:00,16,3,3,3,3,2,0,0,0,0,0,3,0,3,0,0,0
"Pastrnak, David",Pastrnak,VAN,32,63,RW,,N,66,38,43,81,235,1,2,17,0,4,0,32,1238,6,0,0,0,0,0,0,0,57,25,0,0,0,0,0,0,0,0,,90,18:45,16,5,5,3,2,2,0,0,0,0,0,5,0,0,3,0,0
"Richardson, Brad",Richardson,NYH,30,57,C,,N,66,19,8,27,128,577,474,0,3,3,0,22,1054,6,0,0,0,0,0,0,0,63,55,0,0,0,0,0,0,0,0,,90,16:00,16,2,2,4,2,2,0,0,1,0,5,3,4,0,0,0,0
"van Riemsdyk, James",J.van Riemsdyk,CHI,32,66,LW,,N,66,27,21,48,167,6,5,8,0,4,0,18,1096,-10,0,0,0,0,0,0,0,34,16,0,0,0,0,0,0,0,0,,90,16:30,16,3,4,2,2,2,0,0,0,0,0,3,0,2,0,0,0
"Bergeron, Patrice",Bergeron,NOT,31,64,C,,N,65,32,47,79,205,786,603,9,4,3,0,30,1200,23,0,0,0,0,0,0,0,43,60,0,0,0,0,0,0,0,0,,90,18:30,17,5,5,4,3,2,0,0,1,0,5,3,5,0,0,0,0
"Bogosian, Zach",Bogosian,OTT,6,15,RD,LD,N,65,3,16,19,93,0,0,0,1,0,0,52,1406,-5,0,0,0,0,0,0,0,83,116,0,0,0,0,0,0,0,0,,120,21:45,17,3,3,0,4,4,4,0,0,1,0,3,0,0,0,4,4
"Erne, Adam",Erne,PHI,20,32,LW,RW,N,65,7,13,20,70,11,12,2,0,3,0,40,686,10,0,0,0,0,0,0,0,159,26,0,0,0,0,0,0,0,0,,90,10:30,17,3,3,4,4,5,0,0,0,0,0,3,0,3,3,0,0
"Frolik, Michael",Frolik,LSV,24,42,RW,LW,N,65,16,18,34,132,13,25,0,2,4,0,26,868,24,0,0,0,0,0,0,0,57,22,0,0,0,0,0,0,0,0,,90,13:15,17,4,4,3,3,1,0,0,0,0,0,3,0,5,5,0,0
"Letang, Kris",Letang,DEN,16,26,RD,,N,65,16,40,56,206,0,0,2,1,3,0,48,1687,13,0,0,0,0,0,0,0,116,111,0,0,0,0,0,0,0,0,,120,26:00:00,17,5,5,0,4,3,3,0,0,0,0,4,0,0,0,0,3
"Miller, Colin",C. Miller,CHI,5,10,RD,LD,N,65,3,26,29,131,0,0,1,0,0,0,44,1277,0,0,0,0,0,0,0,0,122,64,0,0,0,0,0,0,0,0,,120,19:45,17,3,4,0,4,3,3,0,0,0,0,3,0,0,0,2,2
"Roussel, Antoine",Roussel,LON,21,41,LW,,N,65,9,22,31,84,17,17,0,0,1,0,118,894,5,0,0,0,0,0,0,0,87,50,0,0,0,0,0,0,0,0,,90,13:45,17,3,4,4,4,4,0,0,0,0,0,3,0,4,0,0,0
"Steen, Alex",Steen,TAM,18,29,RW,LW,N,65,10,17,27,114,11,18,2,1,0,0,14,1030,2,0,0,0,0,0,0,0,55,50,0,0,0,0,0,0,0,0,,90,15:45,17,3,3,3,2,2,0,0,1,0,0,3,0,4,4,0,0
"Thompson, Tage",T. Thompson,TAM,13,24,RW,LW,N,65,7,5,12,108,10,10,1,0,0,0,20,788,-22,0,0,0,0,0,0,0,66,9,0,0,0,0,0,0,0,0,,90,12:15,17,3,2,2,4,2,0,0,0,0,0,4,0,1,1,0,0
"Wilson, Colin",C. Wilson,QUE,23,39,RW,LW,N,65,12,15,27,104,20,32,5,0,2,0,8,882,-6,0,0,0,0,0,0,0,55,31,0,0,0,0,0,0,0,0,,90,13:30,17,4,3,3,3,2,0,0,0,0,0,4,0,3,3,0,0
"Andrighetto, Sven",Andrighetto,,15,28,LW,RW,N,64,7,10,17,95,3,8,0,0,1,0,14,708,10,0,0,0,0,0,0,0,29,32,0,0,0,0,0,0,0,0,,90,11:00,18,2,3,3,2,1,0,0,0,0,0,4,0,3,3,0,0
"Buchnevich, Pavel",Buchnevich,WIN,35,62,RW,LW,N,64,21,17,38,119,7,18,7,0,1,0,13,971,-10,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,,90,15:15,18,4,4,4,2,2,0,0,0,0,0,4,0,2,2,0,0
"Dermott, Travis",Dermott,MTL,8,11,LD,RD,N,64,4,13,17,98,0,0,0,0,0,0,22,1108,-5,0,0,0,0,0,0,0,100,57,0,0,0,0,0,0,0,0,,120,17:15,18,4,3,0,3,2,3,0,0,0,0,3,0,0,0,2,2
"Dowd, Nic",Dowd,SAN,34,62,C,,N,64,8,14,22,47,245,227,0,0,3,0,20,659,10,0,0,0,0,0,0,0,97,37,0,0,0,0,0,0,0,0,,90,10:15,18,3,4,3,3,2,0,0,0,0,2,3,4,0,0,0,0
"Edmundson, Joel",Edmundson,TAM,4,7,LD,RD,N,64,2,9,11,102,0,1,0,0,1,0,68,1241,8,0,0,0,0,0,0,0,128,106,0,0,0,0,0,0,0,0,,120,19:30,18,2,2,0,4,4,3,0,0,1,0,2,0,0,0,4,4
"Forsberg, Filip",Forsberg,NYH,26,54,LW,,N,64,28,22,50,217,1,6,7,2,4,0,26,1191,8,0,0,0,0,0,0,0,100,29,0,0,0,0,0,0,0,0,,90,18:30,18,4,4,4,3,2,0,0,0,0,0,4,0,3,0,0,0
"Klingberg, John",Klingberg,EDM,13,22,RD,,N,64,10,35,45,153,0,0,5,0,5,0,12,1570,6,0,0,0,0,0,0,0,42,77,0,0,0,0,0,0,0,0,,120,24:30:00,18,4,5,0,2,1,2,0,0,0,0,4,0,0,0,0,3
"Kovalchuk, Ilya",Kovalchuk,LSV,23,42,LW,RW,N,64,16,18,34,141,16,20,4,0,1,0,10,1039,-26,0,0,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,0,90,16:15,18,4,3,2,1,1,0,0,0,0,0,4,0,1,1,0,0
"Krug, Torey",Krug,DEN,8,20,LD,,N,64,6,47,53,151,0,0,2,0,2,0,33,1363,-2,0,0,0,0,0,0,0,53,60,0,0,0,0,0,0,0,0,,120,21:15,18,4,5,0,2,1,1,0,0,0,0,5,0,0,0,2,0
"Nieto, Matthew",Nieto,LSV,9,18,LW,,N,64,4,19,23,86,9,8,0,1,1,0,8,881,2,0,0,0,0,0,0,0,50,26,0,0,0,0,0,0,0,0,,90,13:45,18,4,3,3,2,1,0,0,1,0,0,3,0,4,0,0,0
"Palat, Ondrej",Palat,MTL,16,26,LW,,N,64,8,26,34,100,2,15,2,0,1,0,20,953,4,0,0,0,0,0,0,0,104,34,0,0,0,0,0,0,0,0,,90,15:00,18,3,4,3,4,2,0,0,0,0,0,4,0,3,0,0,0
"Stephenson, Chandler",Stephenson,LAD,28,45,LW,RW,N,64,5,6,11,36,47,48,0,1,0,0,0,775,-13,0,0,0,0,0,0,0,38,33,0,0,0,0,0,0,0,0,,90,12:00,18,3,2,3,2,1,0,0,0,0,1,3,0,3,3,0,0
"Vanek, Thomas",Vanek,,30,55,LW,RW,N,64,16,20,36,108,7,18,4,0,1,0,26,903,-12,0,0,0,0,0,0,0,38,13,0,0,0,0,0,0,0,0,,90,14:00,18,3,3,1,2,1,0,0,0,0,0,2,0,1,1,0,0
"Weegar, MacKenzie",Weegar,NOT,10,21,RD,LD,N,64,4,11,15,79,1,0,0,0,2,0,64,1086,-3,0,0,0,0,0,0,0,127,103,0,0,0,0,0,0,0,0,,120,17:00,18,3,3,0,4,3,3,0,0,1,0,3,0,0,0,3,3
"Goldobin, Nikolay",Goldobin,NYH,13,25,LW,RW,N,63,7,20,27,105,0,0,1,0,1,0,18,944,-10,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,,90,15:00,19,4,4,3,1,1,0,0,0,0,0,4,0,2,2,0,0
"Kampf, David",Kampf,WIN,11,21,C,RW,N,63,4,15,19,72,276,333,0,0,0,0,14,877,-6,0,0,0,0,0,0,0,39,30,0,0,0,0,0,0,0,0,,90,14:00,19,3,3,4,2,2,0,0,0,0,2,3,3,0,3,0,0
"Neal, James",Neal,NYH,10,17,RW,LW,N,63,7,12,19,141,5,6,2,0,1,0,28,942,-5,0,0,0,0,0,0,0,46,19,0,0,0,0,0,0,0,0,,90,15:00,19,3,3,2,3,2,0,0,0,0,0,2,0,2,2,0,0
"Scandella, Marco",Scandella,,14,24,LD,RD,N,63,6,7,13,83,0,0,0,0,1,0,26,1109,-13,0,0,0,0,0,0,0,53,75,0,0,0,0,0,0,0,0,,120,17:30,19,2,3,0,3,2,2,0,0,0,0,2,0,0,0,2,2
"Shaw, Andrew",Shaw,LSV,28,39,RW,,N,63,19,28,47,135,181,203,3,0,3,0,71,1003,17,0,0,0,0,0,0,0,128,36,0,0,0,0,0,0,0,0,,90,16:00,19,2,4,4,4,3,0,1,0,0,1,3,0,0,3,0,0
"Smith, Brendan",B. Smith,,12,17,LD,RW RD,N,63,4,9,13,66,0,1,0,0,0,0,71,964,-7,0,0,0,0,0,0,0,100,48,0,0,0,0,0,0,0,0,,120,15:15,19,3,2,2,4,3,3,0,0,0,0,2,0,0,2,2,2
"Subban, P.K.",PK. Subban,BOS,11,23,RD,,N,63,9,22,31,168,0,0,2,1,1,0,60,1428,5,0,0,0,0,0,0,0,56,75,0,0,0,0,0,0,0,0,,120,22:45,19,4,4,0,3,3,2,0,0,0,0,3,0,0,0,0,3
"Wilson, Tom",T. Wilson,WIN,34,64,RW,,N,63,22,18,40,130,29,24,3,2,2,0,128,1143,11,0,0,0,0,0,0,0,200,52,0,0,0,0,0,0,0,0,,90,18:15,19,3,3,4,5,5,0,0,0,0,1,3,0,0,3,0,0
"Wood, Miles",Wood,VAN,13,25,LW,RW,N,63,10,14,24,159,0,2,1,0,1,0,91,863,-10,0,0,0,0,0,0,0,97,27,0,0,0,0,0,0,0,0,,90,13:45,19,4,3,5,4,3,0,0,0,0,0,4,0,4,4,0,0
"Chara, Zdeno",Chara,VAN,10,22,LD,,N,62,5,9,14,99,0,0,1,0,2,0,57,1307,22,0,0,0,0,0,0,0,81,88,0,0,0,0,0,0,0,0,,120,21:00,20,3,3,0,4,5,5,0,0,0,0,2,0,0,0,5,0
"Ehlers, Nikolaj",Ehlers,POR,27,48,LW,RW,N,62,21,16,37,158,1,1,2,0,4,0,15,977,2,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,,90,15:45,20,4,4,3,2,1,0,0,0,0,0,5,0,2,2,0,0
"Gardiner, Jake",Gardiner,DET,8,11,LD,RD,N,62,3,27,30,78,0,1,0,0,0,0,26,1315,19,0,0,0,0,0,0,0,61,64,0,0,0,0,0,0,0,0,,120,21:15,20,4,4,0,3,2,2,0,0,0,0,4,0,0,0,2,2
"Girardi, Dan",Girardi,CHI,11,17,RD,,N,62,4,12,16,75,0,0,0,0,0,0,12,1104,6,0,0,0,0,0,0,0,151,108,0,0,0,0,0,0,0,0,,120,17:45,20,2,3,0,4,4,3,0,0,1,0,2,0,0,0,0,3
"Pouliot, Derrick",Pouliot,MTL,10,25,LD,RD,N,62,3,9,12,58,0,0,1,0,1,0,30,1064,-1,0,0,0,0,0,0,0,76,71,0,0,0,0,0,0,0,0,,120,17:15,20,3,3,0,3,2,2,0,0,0,0,3,0,0,0,2,2
"Rasmussen, Michael",Rasmussen,LAD,22,27,RW,LW,Y,62,8,10,18,74,23,41,4,0,0,0,29,749,-8,0,0,0,0,0,0,0,84,28,0,0,0,0,0,0,0,0,,90,12:00,20,4,3,3,4,3,0,1,0,0,0,3,0,3,3,0,0
