Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
C,27,0.34,0.56,0.9,0.34,2.06,27,43,70,26,111,38,76,23,20.0,58.5,45.2,13.3,5.1,2.5,7.6,1.0,kopitan01,22-23
D,5,0.1,0.16,0.25,0.1,1.47,5,8,13,5,29,5,38,5,-9.0,26.7,34.8,-8.0,0.8,0.9,1.7,,xhekaar01,22-23
LW,0,0.0,0.0,0.0,0.0,2.25,0,0,0,0,1,0,0,0,1.0,1.5,1.7,-0.2,-0.1,0.1,0.0,,duranar01,22-23
D,4,0.06,0.13,0.19,0.07,0.77,3,7,10,4,41,0,51,12,2.0,38.1,39.0,-0.9,0.0,2.6,2.5,,zubar01,22-23
LW,32,0.35,0.77,1.12,0.4,2.49,28,60,88,32,123,51,68,0,4.0,57.4,52.1,5.3,7.0,2.1,9.1,2.0,panarar01,22-23
RW,11,0.23,0.27,0.5,0.2,2.18,12,14,26,10,46,20,31,0,-5.0,22.7,21.8,0.9,2.1,0.5,2.6,1.0,kaliyar01,22-23
LW,19,0.33,0.47,0.8,0.3,2.34,20,28,48,19,95,37,56,6,8.0,52.1,44.2,7.9,3.2,1.8,5.0,,lehkoar01,22-23
C,2,0.1,0.07,0.17,0.07,0.93,3,2,5,2,10,1,13,0,-4.0,8.5,9.3,-0.8,-0.1,0.3,0.1,,czarnau01,22-23
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,2,0,-2.0,2.1,1.9,0.2,-0.1,0.0,-0.1,,stranau01,22-23
LW,1,0.14,0.14,0.29,0.12,1.86,1,1,2,1,3,0,5,0,-2.0,1.8,4.7,-2.9,0.1,0.1,0.1,,wagneau01,22-23
LW,6,0.12,0.03,0.15,0.07,1.05,9,2,11,5,17,0,41,17,-7.0,17.8,22.2,-4.4,-0.2,0.7,0.5,,watsoau01,22-23
C,34,0.54,0.61,1.15,0.45,4.42,38,42,80,32,137,50,56,0,31.0,67.4,48.7,18.7,7.7,2.9,10.6,1.0,matthau01,22-23
LW,5,0.12,0.16,0.28,0.11,1.08,6,8,14,5,17,0,21,3,-1.0,15.8,17.2,-1.4,0.4,0.7,1.1,,jonssax01,22-23
RW,11,0.13,0.24,0.38,0.14,1.09,11,19,30,11,48,2,57,14,3.0,37.4,45.2,-7.8,0.7,1.5,2.2,,goodrba01,22-23
C,17,0.23,0.29,0.52,0.2,2.17,18,23,41,16,90,24,89,18,-5.0,50.8,48.6,2.2,1.9,1.3,3.2,1.0,haytoba01,22-23
LW,1,0.11,0.11,0.22,0.09,0.78,1,1,2,1,3,0,4,1,0.0,1.6,3.3,-1.6,0.0,0.1,0.2,,malenbe01,22-23
D,6,0.07,0.18,0.25,0.09,1.45,5,13,18,6,56,2,105,20,-31.0,46.3,56.0,-9.7,0.4,1.6,2.0,,chiarbe01,22-23
D,2,0.02,0.12,0.14,0.04,0.81,1,5,6,2,22,0,23,1,0.0,19.8,28.1,-8.3,-0.1,1.3,1.2,,harpube01,22-23
D,3,0.1,0.16,0.26,0.1,1.68,3,5,8,3,18,1,16,0,1.0,21.3,16.3,5.0,0.5,1.1,1.5,,huttobe01,22-23
F,2,0.1,0.0,0.1,0.06,0.85,4,0,4,2,9,0,15,0,-6.0,13.2,15.2,-2.1,-0.3,0.2,-0.1,,meyerbe01,22-23
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2,1,0.0,0.4,1.0,-0.5,-0.1,0.0,-0.1,,groulbe01,22-23
D,0,0.0,0.11,0.11,0.03,0.33,0,1,1,0,3,0,10,4,-3.0,3.1,8.2,-5.1,-0.1,0.2,0.1,,sweezbi01,22-23
C,15,0.22,0.24,0.46,0.18,2.29,17,19,36,14,51,1,51,10,9.0,59.4,40.9,18.6,1.9,1.8,3.7,,colembl01,22-23
C,12,0.14,0.28,0.42,0.15,1.33,11,22,33,12,52,1,56,16,11.0,40.2,34.7,5.4,1.4,1.5,2.9,,lizotbl01,22-23
RW,19,0.22,0.54,0.76,0.26,1.75,15,37,52,18,74,23,56,2,-3.0,41.0,40.2,0.8,3.2,1.6,4.8,1.0,wheelbl01,22-23
C,29,0.48,0.41,0.89,0.37,2.9,37,30,67,28,112,41,94,22,-1.0,50.8,55.4,-4.5,5.7,1.8,7.5,,horvabo01,22-23
F,0,0.0,0.1,0.1,0.03,1.8,0,1,1,0,2,0,4,0,-2.0,4.7,4.6,0.1,-0.2,0.1,-0.1,1.0,mcmanbo02,22-23
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,-2.0,0.1,2.7,-2.6,-0.1,0.0,-0.1,,imamabo01,22-23
C,19,0.38,0.28,0.66,0.29,3.15,25,18,43,19,79,28,98,15,-32.0,47.5,50.2,-2.8,3.0,0.7,3.7,1.0,jennebo01,22-23
LW,6,0.09,0.19,0.28,0.1,1.17,5,10,15,5,21,0,37,6,-10.0,19.7,28.6,-8.9,0.1,0.7,0.8,,katchbo01,22-23
D,9,0.24,0.33,0.57,0.22,1.55,10,13,23,9,48,8,38,5,7.0,32.3,35.6,-3.2,2.1,2.4,4.5,,byrambo01,22-23
D,4,0.09,0.13,0.21,0.08,0.98,4,6,10,4,21,0,17,0,4.0,21.8,19.1,2.7,0.7,1.4,2.1,,huntbr01,22-23
C/LW,0,0.0,0.0,0.0,0.0,0.7,0,0,0,0,0,0,7,3,-4.0,2.1,3.0,-0.9,-0.2,-0.1,-0.3,,malonbr01,22-23
LW,24,0.29,0.63,0.92,0.32,2.51,20,43,63,23,104,45,42,10,27.0,50.3,36.4,13.9,4.6,2.4,7.0,2.0,marchbr03,22-23
D,6,0.06,0.16,0.22,0.08,0.98,5,12,17,6,50,0,45,4,9.0,44.3,55.9,-11.6,0.6,3.4,4.1,,schnebr01,22-23
D,15,0.22,0.25,0.47,0.19,2.32,17,19,36,14,82,10,82,17,7.0,66.5,55.3,11.2,3.3,4.8,8.2,,skjeibr01,22-23
LW,33,0.43,0.59,1.01,0.4,4.23,34,45,79,31,128,54,86,2,-10.0,64.4,49.9,14.6,7.3,1.6,8.9,1.0,tkachbr01,22-23
D,5,0.04,0.17,0.21,0.07,1.25,3,12,15,5,74,1,53,24,44.0,52.4,37.2,15.2,0.1,5.9,6.0,,carlobr01,22-23
RW,5,0.18,0.02,0.2,0.1,1.57,9,1,10,5,20,0,15,1,6.0,19.7,17.8,1.9,0.3,0.9,1.2,,duhaibr01,22-23
LW,25,0.37,0.42,0.79,0.31,2.2,29,32,61,25,100,26,69,18,23.0,61.2,53.4,7.8,4.6,2.6,7.2,1.0,hagelbr01,22-23
D,24,0.2,0.71,0.91,0.3,3.03,15,54,69,23,153,55,100,11,9.0,84.0,70.1,13.9,6.2,3.7,9.9,,montobr01,22-23
LW,15,0.27,0.25,0.52,0.21,1.79,18,17,35,14,59,10,67,10,-8.0,41.6,43.7,-2.0,2.1,1.0,3.1,,saadbr01,22-23
LW,14,0.2,0.23,0.43,0.17,1.4,15,18,33,13,54,0,64,31,21.0,35.8,30.8,5.0,1.7,1.8,3.5,,tanevbr01,22-23
D,1,0.0,0.22,0.22,0.06,1.22,0,2,2,1,11,2,10,0,-1.0,6.2,4.4,1.7,0.0,0.2,0.2,,clarkbr02,22-23
D,5,0.01,0.2,0.21,0.06,1.09,1,15,16,5,74,0,84,27,17.0,62.1,55.7,6.4,-0.3,4.5,4.2,,mcnabbr01,22-23
D,1,0.0,0.2,0.2,0.06,1.8,0,2,2,1,5,0,3,0,2.0,6.1,6.2,-0.1,0.0,0.5,0.5,,pachabr01,22-23
C,39,0.62,0.54,1.16,0.47,2.87,49,42,91,38,147,56,89,0,2.0,74.6,61.4,13.2,9.3,1.9,11.2,3.0,pointbr01,22-23
C,23,0.26,0.54,0.79,0.28,1.76,20,42,62,22,87,24,100,10,-27.0,46.2,63.5,-17.3,4.0,0.7,4.7,4.0,schenbr01,22-23
RW,6,0.22,0.16,0.38,0.16,2.51,8,6,14,6,25,3,27,0,-5.0,16.2,17.0,-0.8,0.6,0.4,1.0,,gallabr01,22-23
C,0,0.0,0.2,0.2,0.05,1.8,0,1,1,0,2,0,3,0,-1.0,1.6,2.6,-1.1,-0.1,0.0,0.0,,gauncbr01,22-23
LW,3,0.04,0.16,0.2,0.07,0.98,2,7,9,3,18,1,21,1,-3.0,17.4,18.1,-0.7,-0.2,0.4,0.2,,lemiebr01,22-23
D,1,0.0,0.08,0.08,0.02,0.97,0,5,5,1,34,0,40,9,3.0,37.6,28.7,8.9,-0.7,2.0,1.3,,smithbr05,22-23
D,7,0.02,0.26,0.28,0.08,1.01,2,20,22,7,60,2,81,25,2.0,52.2,51.0,1.1,0.4,4.3,4.7,,dillobr01,22-23
D/RW,22,0.22,0.52,0.74,0.27,3.11,17,41,58,20,114,31,80,16,19.0,73.6,52.9,20.7,5.4,6.0,11.4,5.0,burnsbr01,22-23
C,5,0.11,0.13,0.24,0.1,0.98,6,7,13,5,23,0,24,6,5.0,21.6,25.7,-4.1,-0.1,0.9,0.8,,howdebr01,22-23
D,6,0.04,0.21,0.24,0.08,1.39,3,16,19,6,67,0,79,24,11.0,57.3,53.7,3.6,0.5,2.9,3.4,,kulakbr01,22-23
RW,4,0.11,0.06,0.17,0.07,0.94,6,3,9,4,14,0,36,1,-21.0,17.1,34.7,-17.6,-0.2,-0.1,-0.3,,leasobr01,22-23
D,10,0.06,0.3,0.37,0.12,1.76,5,24,29,9,84,7,85,19,11.0,69.4,57.9,11.4,1.2,5.2,6.4,,pescebr01,22-23
RW,6,0.16,0.1,0.26,0.11,1.36,8,5,13,6,20,2,18,0,0.0,18.5,19.7,-1.2,0.6,0.6,1.2,,ritchbr01,22-23
LW,1,0.14,0.0,0.14,0.08,1.29,1,0,1,1,2,0,4,0,-2.0,4.2,4.1,0.1,-0.1,0.1,0.0,,seneybr01,22-23
D,7,0.01,0.29,0.3,0.09,1.0,1,23,24,7,70,0,115,41,-4.0,65.1,63.2,1.9,0.4,3.3,3.7,,dumoubr01,22-23
RW,19,0.24,0.5,0.74,0.26,2.41,17,35,52,19,93,31,82,0,-20.0,44.7,49.0,-4.3,3.3,0.6,3.9,,boesebr01,22-23
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,2,0,0,0,2.0,1.5,1.4,0.1,0.0,0.2,0.2,,faberbr01,22-23
LW,8,0.16,0.09,0.25,0.11,1.21,12,7,19,8,33,0,63,24,-6.0,26.5,34.8,-8.4,0.2,0.9,1.1,,mcginbr01,22-23
C,31,0.44,0.48,0.91,0.38,2.71,35,37,72,29,108,26,75,6,13.0,61.2,57.7,3.4,6.7,2.4,9.1,2.0,nelsobr01,22-23
RW,18,0.25,0.32,0.57,0.22,2.6,19,25,44,17,78,18,83,19,-4.0,61.1,50.3,10.8,2.2,1.6,3.8,,rustbr01,22-23
RW,1,0.11,0.22,0.33,0.12,1.44,1,2,3,1,4,0,5,2,1.0,4.0,3.6,0.4,0.1,0.2,0.3,,robinbu01,22-23
C,1,0.11,0.11,0.22,0.09,1.67,1,1,2,1,2,0,2,0,0.0,3.2,2.2,1.0,0.0,0.1,0.1,,froesby01,22-23
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1.0,0.2,0.3,-0.1,0.0,0.0,0.0,,frankcl01,22-23
RW,5,0.12,0.12,0.24,0.1,0.9,6,6,12,5,22,0,20,7,9.0,16.6,21.3,-4.7,0.1,1.1,1.2,,cluttca01,22-23
D,0,0.0,0.08,0.08,0.02,0.83,0,1,1,0,5,0,5,0,0.0,6.9,5.3,1.6,-0.1,0.3,0.2,,fleurca01,22-23
D,22,0.28,0.82,1.1,0.37,2.93,16,46,62,21,114,40,74,16,16.0,60.9,44.6,16.3,6.0,4.5,10.5,2.0,makarca01,22-23
D,6,0.05,0.16,0.22,0.08,1.18,4,11,15,5,56,6,74,5,-19.0,50.0,56.2,-6.2,0.2,2.3,2.5,,jonesca01,22-23
D,9,0.05,0.42,0.47,0.14,1.24,3,25,28,8,69,38,48,0,-17.0,30.9,30.8,0.1,1.9,1.3,3.2,,addisca01,22-23
C,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,-1.0,0.1,1.2,-1.2,0.0,0.0,-0.1,,burkeca01,22-23
D,2,0.04,0.1,0.14,0.05,0.78,2,5,7,2,31,0,29,4,6.0,24.5,31.3,-6.8,-0.1,2.1,2.1,,footeca01,22-23
C,16,0.27,0.26,0.53,0.22,1.45,19,18,37,15,55,8,49,11,9.0,37.1,35.6,1.5,2.7,1.6,4.2,1.0,jarnkca01,22-23
D,7,0.16,0.2,0.37,0.14,1.27,8,9,17,7,47,1,34,7,19.0,33.5,31.0,2.5,1.6,2.7,4.3,,rosenca01,22-23
D,4,0.04,0.19,0.23,0.07,0.96,2,9,11,4,32,1,26,2,7.0,29.3,22.5,6.8,0.5,2.3,2.8,,dehaaca01,22-23
D,16,0.12,0.46,0.59,0.19,1.59,10,36,46,15,94,21,122,26,-23.0,61.8,85.3,-23.5,3.1,2.8,5.9,,fowleca01,22-23
D,6,0.04,0.33,0.37,0.11,0.78,2,17,19,6,52,5,51,3,-1.0,42.1,38.8,3.3,0.8,2.4,3.2,,yorkca01,22-23
RW,8,0.21,0.12,0.33,0.15,1.58,11,7,18,8,26,1,37,8,-4.0,22.0,21.5,0.5,1.2,0.5,1.8,,grundca01,22-23
RW,0,0.0,0.07,0.07,0.02,1.21,0,1,1,0,3,1,4,0,-2.0,3.8,5.7,-2.0,-0.3,0.1,-0.2,,meyerca01,22-23
D,5,0.04,0.17,0.21,0.07,1.12,3,12,15,5,59,1,56,16,18.0,42.3,38.5,3.8,0.3,3.4,3.7,,soucyca01,22-23
C,31,0.52,0.38,0.9,0.39,3.4,40,29,69,30,100,21,69,0,10.0,72.3,58.4,14.0,7.1,1.6,8.7,1.0,verhaca01,22-23
C,7,0.07,0.19,0.26,0.09,1.37,6,14,20,7,35,0,51,16,0.0,34.3,40.9,-6.6,-0.6,1.5,0.8,,cizikca01,22-23
D,1,0.0,0.11,0.11,0.03,0.48,0,3,3,1,13,0,22,7,-2.0,10.8,15.1,-4.3,-0.1,0.4,0.3,,fitzgca01,22-23
C,20,0.18,0.54,0.72,0.25,1.65,14,42,56,19,85,24,75,6,-8.0,49.6,52.0,-2.4,3.6,0.9,4.4,1.0,mitteca01,22-23
D,2,0.02,0.09,0.11,0.03,0.77,1,4,5,2,22,0,38,12,-4.0,28.9,26.3,2.6,-0.3,1.2,0.9,,ruhwech01,22-23
C,22,0.2,0.6,0.8,0.27,1.48,15,46,61,21,99,28,74,15,12.0,54.9,50.1,4.8,3.5,2.1,5.6,0.0,stephch02,22-23
LW,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,2,0,4,0,-2.0,4.1,3.7,0.4,-0.3,0.0,-0.2,,hudonch01,22-23
C/RW,16,0.2,0.35,0.55,0.2,1.7,15,27,42,16,63,1,53,20,29.0,47.9,45.6,2.3,1.9,2.5,4.5,4.0,coylech01,22-23
D,16,0.1,0.67,0.78,0.24,1.57,7,42,49,15,95,23,53,10,29.0,60.2,45.9,14.3,3.8,5.0,8.8,,mcavoch01,22-23
LW,24,0.46,0.23,0.68,0.31,2.9,35,17,52,24,106,47,50,12,21.0,48.0,40.9,7.1,4.5,2.5,7.0,,kreidch01,22-23
D,4,0.02,0.18,0.2,0.06,1.15,1,11,12,4,57,2,72,24,7.0,50.9,37.7,13.2,-0.3,3.4,3.1,,tanevch01,22-23
C,4,0.08,0.19,0.28,0.1,0.53,3,7,10,4,17,0,32,7,-8.0,9.2,18.0,-8.8,0.2,0.1,0.3,,tiernch01,22-23
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,-0.5,0.0,0.0,0.0,,wagnech01,22-23
