CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,UID,season
226,262,46.3,-2.0,165,199,45.3,-3.4,7.8,91.9,99.6,26.8,73.2,9:15,11,4,-2.2,38.0,55.3,beaglja01,20-21
477,420,53.2,-1.4,361,329,52.3,-1.8,6.3,91.8,98.1,55.9,44.1,13:19,11,18,4.7,116.0,47.4,beanja01,20-21
519,538,49.1,0.1,384,393,49.4,0.4,9.6,90.5,100.0,51.3,48.7,15:36,13,41,5.4,100.0,53.0,bearet01,20-21
155,245,38.8,-5.9,113,182,38.3,-6.1,14.1,92.8,106.9,56.1,43.9,12:30,4,19,-3.4,22.0,31.8,beaudni01,20-21
291,352,45.3,-3.4,226,276,45.0,-3.2,9.1,89.9,99.0,50.3,49.7,14:52,3,23,-8.1,52.0,50.0,beaulna01,20-21
517,582,47.0,-1.8,384,440,46.6,-3.5,11.9,93.7,105.5,47.5,52.5,14:09,15,27,5.9,174.0,62.6,beauvan01,20-21
425,349,54.9,-4.4,299,249,54.6,-4.5,7.3,93.8,101.2,40.6,59.4,9:05,17,11,5.7,101.0,59.4,bellepi01,20-21
123,119,50.8,2.3,87,90,49.2,-1.7,7.8,93.1,100.9,56.7,43.3,10:16,2,2,-0.5,36.0,52.8,belloki01,20-21
6,17,26.1,-29.1,6,14,30.0,-23.1,0.0,88.9,88.9,40.0,60.0,11:49,0,0,-0.6,3.0,66.7,belpelo01,20-21
22,17,56.4,3.3,16,14,53.3,3.8,12.5,77.8,90.3,66.7,33.3,9:60,1,1,0.0,6.0,50.0,belzial01,20-21
205,199,50.7,4.6,151,146,50.8,3.4,6.6,95.2,101.8,46.9,53.1,11:55,2,5,1.6,54.0,51.9,bemstem01,20-21
732,621,54.1,1.6,540,463,53.8,1.7,9.6,92.5,102.0,57.8,42.2,14:41,18,36,6.9,209.0,59.3,bennja01,20-21
417,481,46.4,-1.8,319,367,46.5,-2.4,11.6,91.5,103.1,50.9,49.1,13:23,5,19,-2.7,,,bennjo01,20-21
566,456,55.4,1.9,433,350,55.3,2.6,9.7,88.2,98.0,60.7,39.3,12:14,16,27,6.1,,,bennesa01,20-21
593,644,47.9,-2.5,453,476,48.8,-2.4,7.4,93.0,100.3,34.5,65.5,14:17,3,28,-2.0,97.0,44.3,bennima01,20-21
85,72,54.1,1.4,64,53,54.7,3.3,4.3,87.2,91.5,32.1,67.9,15:31,0,1,-0.3,8.0,37.5,benoisi01,20-21
790,473,62.5,11.2,641,360,64.0,11.8,10.8,88.7,99.5,57.5,42.5,13:06,35,14,13.9,298.0,61.1,bergepa01,20-21
8,15,34.8,-7.0,6,12,33.3,-3.7,0.0,88.9,88.9,60.0,40.0,10:19,1,0,-0.8,1.0,100.0,bergmle01,20-21
46,58,44.2,-2.3,31,49,38.8,-9.1,18.8,97.6,116.3,74.1,25.9,13:16,0,2,-2.3,16.0,37.5,bernaja01,20-21
115,94,55.0,9.5,85,76,52.8,8.5,7.6,91.7,99.2,60.3,39.7,14:03,6,8,0.9,34.0,58.8,bertuty01,20-21
95,133,41.7,-1.5,68,99,40.7,-3.0,9.1,91.9,101.0,47.4,52.6,9:33,0,4,-2.8,18.0,22.2,biegaal01,20-21
109,112,49.3,2.7,83,82,50.3,4.2,10.4,92.1,102.5,22.4,77.6,9:07,3,6,0.9,25.0,64.0,bishocl01,20-21
135,204,39.8,-5.2,102,160,38.9,-7.2,8.5,88.0,96.5,50.5,49.5,13:28,2,3,-4.2,25.0,48.0,bitetan01,20-21
437,478,47.8,-3.7,338,358,48.6,-2.8,7.2,88.2,95.3,44.3,55.7,12:10,25,13,0.0,,,bjorkan01,20-21
717,805,47.1,0.9,563,617,47.7,1.2,10.3,87.6,97.9,53.1,46.9,15:57,39,26,-5.3,237.0,60.3,bjorkol01,20-21
418,485,46.3,-1.7,306,369,45.3,-2.8,6.1,93.7,99.7,51.1,48.9,15:28,5,13,-5.1,55.0,54.5,bjornto01,20-21
382,464,45.2,-2.0,309,333,48.1,-0.2,9.7,93.3,103.0,38.4,61.6,10:47,12,10,2.7,117.0,66.7,bjugsni01,20-21
436,553,44.1,-3.2,338,414,44.9,-2.7,11.5,91.4,102.9,50.0,50.0,12:11,15,17,-7.0,115.0,55.7,blackco01,20-21
317,369,46.2,-3.4,236,284,45.4,-4.4,11.8,90.0,101.9,50.6,49.4,11:59,9,11,-0.7,53.0,58.5,blaissa01,20-21
33,22,60.0,14.8,19,16,54.3,5.7,7.7,76.9,84.6,40.9,59.1,7:34,0,1,-0.5,7.0,42.9,blichjo01,20-21
83,82,50.3,-3.0,66,56,54.1,-0.3,2.1,84.6,86.7,30.8,69.2,9:32,1,2,0.1,18.0,55.6,blidhan01,20-21
387,419,48.0,-3.0,301,310,49.3,-1.6,10.5,91.5,102.0,31.6,68.4,12:42,11,12,-1.6,77.0,63.6,bluegte01,20-21
779,808,49.1,3.7,594,617,49.1,3.4,12.4,87.6,100.0,60.2,39.8,15:32,16,31,-2.8,247.0,57.1,boesebr01,20-21
517,475,52.1,1.1,398,376,51.4,-0.5,8.8,92.6,101.4,50.5,49.5,13:02,7,19,6.1,85.0,42.4,bogosza01,20-21
433,622,41.0,-6.7,342,442,43.6,-4.8,13.7,89.6,103.3,34.7,65.3,11:03,22,8,0.6,103.0,64.1,boninni01,20-21
393,410,48.9,1.4,291,311,48.3,1.4,8.0,90.4,98.4,62.3,37.7,13:27,7,21,-1.1,83.0,47.0,boqviad01,20-21
232,284,45.0,-4.7,172,218,44.1,-5.2,8.3,91.4,99.8,35.8,64.2,10:39,8,10,-2.9,63.0,54.0,boqvije01,20-21
97,138,41.3,-6.5,82,112,42.3,-6.0,6.3,90.6,96.8,42.4,57.6,14:48,0,1,0.0,12.0,58.3,borgewi01,20-21
76,73,51.0,-2.1,56,58,49.1,-3.9,10.3,86.4,96.6,68.6,31.4,11:47,2,3,-0.2,23.0,30.4,borgman01,20-21
197,218,47.5,-7.5,150,143,51.2,-3.3,7.5,90.7,98.2,27.1,72.9,11:38,1,5,-1.5,47.0,38.3,borowma01,20-21
394,391,50.2,3.5,293,285,50.7,4.0,6.5,90.7,97.2,54.7,45.3,12:26,7,17,0.3,70.0,44.3,borturo01,20-21
198,177,52.8,6.1,139,141,49.6,1.3,5.8,92.3,98.1,68.2,31.8,13:50,4,10,-0.1,69.0,55.1,bouchev01,20-21
19,19,50.0,14.0,14,14,50.0,14.7,10.0,100.0,110.0,33.3,66.7,11:02,1,2,0.0,1.0,0.0,boweyma01,20-21
267,353,43.1,-4.6,207,272,43.2,-5.2,9.6,90.2,99.8,55.8,44.2,9:36,8,6,-7.6,,,boydtr01,20-21
251,335,42.8,-5.6,180,242,42.7,-6.0,10.2,88.1,98.3,39.8,60.2,11:36,12,10,-3.8,56.0,62.5,bozakty01,20-21
376,366,50.7,3.9,274,278,49.6,2.7,12.6,89.4,102.0,50.0,50.0,13:57,8,31,-5.5,93.0,45.2,branner01,20-21
542,541,50.0,2.3,389,413,48.5,0.7,8.2,90.6,98.8,50.1,49.9,12:20,17,19,-3.3,130.0,51.5,brassde01,20-21
585,483,54.8,5.7,458,363,55.8,8.2,8.7,89.9,98.6,59.1,40.9,13:16,17,22,1.5,181.0,55.8,brattje01,20-21
726,695,51.1,-1.7,551,529,51.0,-1.2,9.4,90.5,99.9,40.2,59.8,16:02,7,31,-1.4,119.0,49.6,braunju01,20-21
5,21,19.2,-25.7,3,18,14.3,-30.2,0.0,100.0,100.0,50.0,50.0,10:38,0,1,-1.7,0.0,,brisegu01,20-21
900,902,49.9,-1.7,696,657,51.4,-0.6,11.6,93.2,104.8,52.9,47.1,19:07,22,51,12.2,110.0,43.6,broditj01,20-21
798,919,46.5,0.4,613,662,48.1,1.2,11.3,89.6,100.9,44.4,55.6,19:21,14,19,-2.2,166.0,48.2,brodijo01,20-21
33,67,33.0,-13.3,28,54,34.1,-11.7,5.6,96.9,102.4,41.7,58.3,11:01,0,1,-1.8,8.0,87.5,brodzjo01,20-21
215,240,47.3,-2.3,169,187,47.5,-1.6,3.2,92.6,95.8,51.3,48.7,11:51,12,10,-2.7,38.0,57.9,bromema01,20-21
77,78,49.7,-2.1,53,58,47.7,-5.9,13.6,94.7,108.4,51.0,49.0,10:06,4,4,1.5,14.0,71.4,brookad01,20-21
719,694,50.9,3.5,536,513,51.1,3.3,10.5,88.8,99.2,38.4,61.6,13:56,56,29,-4.9,200.0,61.5,brownco02,20-21
633,576,52.4,5.6,489,453,51.9,4.6,9.0,89.7,98.8,47.6,52.4,14:32,11,31,-1.1,207.0,62.3,browndu01,20-21
207,282,42.3,-6.1,158,203,43.8,-4.5,8.8,91.3,100.1,42.3,57.7,11:54,3,15,-1.8,31.0,25.8,brownjo01,20-21
8,3,72.7,24.1,3,3,50.0,-1.7,0.0,100.0,100.0,0.0,100.0,5:43,0,1,-0.5,2.0,0.0,brownlo01,20-21
36,23,61.0,3.5,27,14,65.9,9.2,0.0,100.0,100.0,47.1,52.9,9:05,1,0,-0.8,10.0,50.0,brownpa02,20-21
477,598,44.4,-1.7,372,480,43.7,-1.8,11.4,91.4,102.8,42.3,57.7,16:32,2,17,-9.9,65.0,36.9,brysoja01,20-21
631,720,46.7,-0.3,480,542,47.0,-0.8,13.2,90.4,103.6,51.5,48.5,14:10,30,39,-1.6,201.0,59.7,buchnpa01,20-21
133,158,45.7,-5.0,91,117,43.8,-7.3,4.7,89.3,94.0,37.5,62.5,10:42,5,0,-3.0,27.0,55.6,bunnaco01,20-21
300,238,55.8,6.7,226,190,54.3,4.1,8.8,89.3,98.1,68.8,31.2,14:42,9,5,-0.4,62.0,61.3,buntimi01,20-21
766,525,59.3,0.7,545,403,57.5,-1.3,9.1,88.9,98.0,60.2,39.8,12:55,16,24,9.1,180.0,56.7,burakan01,20-21
1051,1136,48.1,0.2,787,849,48.1,-0.5,9.7,88.4,98.1,44.3,55.7,20:36,36,47,2.3,294.0,46.9,burnsbr01,20-21
51,32,61.4,-0.4,39,24,61.9,1.0,7.1,94.1,101.3,57.1,42.9,9:32,1,1,0.9,8.0,37.5,burroky01,20-21
332,364,47.7,-1.5,243,259,48.4,0.4,9.7,90.1,99.7,52.5,47.5,17:38,8,8,-4.4,75.0,49.3,butchwi01,20-21
64,73,46.7,4.0,48,57,45.7,2.0,5.0,94.3,99.3,59.3,40.7,13:24,3,2,0.0,12.0,75.0,byfiequ01,20-21
290,229,55.9,-3.0,203,172,54.1,-4.6,8.3,91.6,99.9,58.8,41.2,16:25,1,5,1.6,43.0,48.8,byrambo01,20-21
419,427,49.5,-5.7,306,323,48.6,-6.1,7.7,93.9,101.5,49.4,50.6,11:10,13,14,-2.7,81.0,54.3,byronpa01,20-21
161,182,46.9,-6.6,128,141,47.6,-5.1,3.1,90.0,93.1,36.6,63.4,9:11,5,7,0.0,49.0,67.3,caamani01,20-21
329,432,43.2,-4.7,253,335,43.0,-4.4,8.4,90.1,98.5,45.4,54.6,11:15,9,10,-3.8,,,caggidr01,20-21
193,138,58.3,-1.8,129,102,55.8,-4.0,4.4,93.5,97.9,41.0,59.0,11:17,6,0,2.7,45.0,57.8,calvema01,20-21
30,15,66.7,12.7,20,12,62.5,9.6,0.0,77.8,77.8,84.2,15.8,12:10,2,1,0.7,8.0,37.5,capobky01,20-21
414,317,56.6,1.5,319,251,56.0,0.1,7.2,89.3,96.5,50.2,49.8,15:55,6,8,-1.4,90.0,47.8,carlobr01,20-21
872,855,50.5,1.0,669,660,50.3,1.1,11.3,88.3,99.7,54.9,45.1,18:36,24,21,1.1,251.0,51.0,carlsjo01,20-21
140,172,44.9,-2.9,101,130,43.7,-5.0,8.8,87.1,95.9,51.3,48.7,14:15,4,2,-2.0,28.0,50.0,carlsga01,20-21
108,129,45.6,0.6,75,104,41.9,-1.5,8.9,96.0,104.9,40.5,59.5,12:05,2,3,-0.4,18.0,55.6,carlslu01,20-21
315,273,53.6,6.6,224,203,52.5,6.5,2.9,90.0,92.9,37.1,62.9,9:31,4,7,-0.8,75.0,68.0,carpery01,20-21
52,56,48.1,-4.9,37,49,43.0,-10.5,7.4,88.2,95.6,53.8,46.2,10:08,1,2,-1.7,8.0,62.5,carrda01,20-21
133,218,37.9,-9.1,106,162,39.6,-7.1,10.5,90.5,101.0,43.8,56.2,17:40,1,8,-1.8,21.0,38.1,carrico01,20-21
127,135,48.5,0.2,88,109,44.7,-3.6,11.9,94.9,106.8,41.3,58.7,12:03,2,6,-0.7,35.0,65.7,carrisa01,20-21
302,298,50.3,0.4,232,231,50.1,-1.7,7.5,94.7,102.2,46.2,53.8,18:02,10,9,0.0,68.0,45.6,carrial01,20-21
524,438,54.5,1.7,393,324,54.8,1.6,7.4,91.9,99.2,59.3,40.7,10:13,12,9,2.7,103.0,63.1,carriwi01,20-21
636,612,51.0,2.2,490,468,51.1,2.5,9.9,91.1,101.0,52.3,47.7,13:23,20,16,1.3,,,carteje01,20-21
32,39,45.1,-16.4,23,30,43.4,-15.5,5.3,78.9,84.2,34.8,65.2,10:16,1,1,0.3,8.0,87.5,catesja01,20-21
120,106,53.1,-1.3,89,89,50.0,-2.6,10.1,86.2,96.3,56.7,43.3,12:19,3,4,-1.4,56.0,53.6,caufico01,20-21
676,690,49.5,-1.1,514,526,49.4,-1.0,11.7,92.7,104.4,50.0,50.0,15:56,11,15,-1.9,110.0,52.7,cecico01,20-21
638,548,53.8,2.7,491,436,53.0,1.2,11.7,90.2,101.9,48.9,51.1,16:44,6,10,4.5,163.0,52.1,cernaer01,20-21
1037,1099,48.5,0.9,774,812,48.8,0.7,8.2,90.6,98.9,42.5,57.5,22:33,18,82,-2.9,241.0,49.8,chaboth01,20-21
60,115,34.3,-11.6,47,80,37.0,-8.3,0.0,87.7,87.7,33.3,66.7,8:46,2,3,-1.3,11.0,27.3,chapumi01,20-21
709,740,48.9,-1.8,527,567,48.2,-2.4,10.8,91.3,102.1,36.7,63.3,15:20,14,32,2.2,148.0,45.3,charazd01,20-21
167,222,42.9,-3.8,136,176,43.6,-2.6,5.7,86.1,91.8,33.9,66.1,12:24,4,3,-5.1,26.0,53.8,chatfja01,20-21
23,49,31.9,-17.4,17,38,30.9,-17.1,7.7,86.2,93.9,28.6,71.4,10:17,1,2,-1.3,6.0,83.3,chekhiv01,20-21
706,670,51.3,-4.7,519,507,50.6,-4.0,6.2,89.1,95.3,48.1,51.9,18:49,9,51,1.4,157.0,51.6,chiarbe01,20-21
331,395,45.6,-3.1,237,282,45.7,-3.4,7.6,91.4,99.0,46.6,53.4,9:29,13,10,-3.3,99.0,65.7,chiasal01,20-21
7,6,53.8,-2.6,6,6,50.0,-2.5,20.0,100.0,120.0,50.0,50.0,7:11,0,0,0.5,1.0,100.0,chlapfi01,20-21
41,41,50.0,2.6,36,32,52.9,6.6,10.3,81.5,91.8,46.9,53.1,9:45,2,0,0.1,10.0,80.0,chmelal01,20-21
179,237,43.0,0.2,137,184,42.7,-0.6,6.5,94.6,101.1,58.2,41.8,14:14,3,6,-3.1,22.0,45.5,cholode01,20-21
970,1000,49.2,1.0,732,733,50.0,2.2,10.5,89.1,99.6,56.9,43.1,19:36,20,36,-3.6,355.0,49.6,chychja01,20-21
431,447,49.1,2.7,348,340,50.6,4.5,10.7,92.7,103.4,57.1,42.9,12:28,23,25,-2.3,123.0,61.8,chytifi01,20-21
588,523,52.9,0.8,453,407,52.7,0.6,7.7,90.5,98.2,52.7,47.3,13:44,21,19,1.9,111.0,67.6,cirelan01,20-21
446,589,43.1,-7.1,334,440,43.2,-8.0,8.0,92.7,100.7,35.2,64.8,11:59,12,16,-2.0,112.0,64.3,cizikca01,20-21
63,75,45.7,-0.5,49,52,48.5,2.1,5.4,95.3,100.8,59.0,41.0,11:41,0,7,-0.1,,,claesfr01,20-21
243,259,48.4,1.1,195,203,49.0,1.3,9.0,87.2,96.3,54.1,45.9,15:11,1,7,-0.7,46.0,52.2,claguka01,20-21
354,386,47.8,-0.8,270,300,47.4,-0.7,4.8,92.5,97.3,43.6,56.4,9:25,8,13,-4.8,105.0,61.9,cliffky01,20-21
578,588,49.6,-5.0,447,435,50.7,-5.4,8.2,93.9,102.1,47.8,52.2,16:47,13,15,-0.3,103.0,46.6,cliftco01,20-21
392,516,43.2,-7.0,295,376,44.0,-7.0,8.8,90.9,99.6,35.8,64.2,11:31,18,12,-1.2,93.0,53.8,cluttca01,20-21
209,282,42.6,-6.2,162,203,44.4,-5.2,7.9,90.8,98.7,40.7,59.3,13:22,4,14,-5.2,,,coburbr01,20-21
367,297,55.3,2.7,258,219,54.1,0.9,7.6,89.9,97.5,60.2,39.8,12:56,5,4,-1.5,75.0,41.3,coghldy01,20-21
588,535,52.4,-0.3,429,391,52.3,0.1,5.5,90.1,95.7,41.0,59.0,12:18,12,10,4.9,156.0,56.4,coglian01,20-21
555,759,42.2,-5.2,444,548,44.8,-3.3,14.6,93.0,107.5,32.5,67.5,14:25,10,24,0.6,,,coleia01,20-21
647,527,55.1,4.1,513,403,56.0,5.3,10.2,91.7,101.8,49.2,50.8,12:49,25,19,6.4,183.0,66.7,colembl01,20-21
244,231,51.4,-2.4,181,173,51.1,-1.9,11.5,92.1,103.6,57.0,43.0,9:49,5,4,-0.9,74.0,62.2,coltoro01,20-21
609,583,51.1,-2.4,441,426,50.9,-2.1,5.7,88.8,94.5,35.6,64.4,13:57,21,17,4.8,134.0,56.7,comeabl01,20-21
469,400,54.0,-4.9,352,298,54.2,-3.7,10.8,91.0,101.8,41.2,58.8,10:37,16,10,6.4,88.0,53.4,comphj.01,20-21
669,655,50.5,2.4,502,491,50.6,3.4,9.9,91.9,101.8,61.0,39.0,13:38,20,39,0.8,181.0,51.9,comtoma01,20-21
78,85,47.9,-3.7,57,66,46.3,-5.5,15.2,94.2,109.4,34.5,65.5,13:47,0,5,0.9,12.0,41.7,connake01,20-21
284,263,51.9,1.7,215,203,51.4,1.7,7.7,92.9,100.6,44.0,56.0,11:19,7,8,0.3,,,connobr01,20-21
782,753,50.9,3.6,568,568,50.0,2.4,11.5,87.8,99.4,57.5,42.5,15:35,37,32,-2.9,302.0,55.0,connoky01,20-21
643,702,47.8,-1.0,487,530,47.9,-0.8,9.4,91.2,100.7,46.3,53.7,13:55,22,25,-10.8,177.0,65.0,coppan01,20-21
518,505,50.6,1.5,384,387,49.8,-0.6,9.0,92.5,101.6,46.4,53.6,11:43,8,15,2.6,96.0,62.5,cousini01,20-21
724,763,48.7,1.1,536,591,47.6,-1.3,10.6,88.3,98.8,40.9,59.1,14:43,27,16,2.0,196.0,58.2,coutulo01,20-21
689,465,59.7,8.1,516,358,59.0,8.4,11.0,84.7,95.7,52.0,48.0,14:40,21,14,3.9,206.0,58.3,coutuse01,20-21
545,570,48.9,-6.7,425,431,49.6,-7.1,6.2,90.8,97.0,51.3,48.8,13:03,28,19,-6.7,127.0,62.2,coylech01,20-21
431,510,45.8,-1.0,324,413,44.0,-3.2,8.3,89.4,97.6,46.3,53.7,12:35,13,20,-6.4,102.0,60.8,cozendy01,20-21
25,49,33.8,-4.0,22,32,40.7,6.1,5.9,92.0,97.9,34.6,65.4,10:42,0,2,-0.7,3.0,100.0,cramajo01,20-21
843,775,52.1,2.3,640,608,51.3,1.0,11.4,90.7,102.1,62.1,37.9,17:11,51,54,3.5,251.0,63.3,crosbsi01,20-21
465,604,43.5,-6.9,352,440,44.4,-5.5,7.3,91.8,99.0,39.1,60.9,11:58,21,11,-8.4,135.0,51.9,crousla01,20-21
3,6,33.3,-9.7,0,6,0.0,-47.2,,100.0,,100.0,0.0,5:05,0,0,-0.4,2.0,0.0,currijo01,20-21
31,33,48.4,-3.0,25,27,48.1,-3.3,0.0,95.2,95.2,34.8,65.2,10:21,1,1,-0.5,4.0,50.0,czarnau01,20-21
6,20,23.1,-40.3,4,14,22.2,-42.0,0.0,75.0,75.0,37.5,62.5,10:18,0,1,-1.3,4.0,50.0,czuczke01,20-21
