Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season
Phillip Di Giuseppe,22,CAR,LW,41,7,10,17,0,18,1.9,7,0,0,1,10,0,0,68,10.3,585,14:16,21,113,7,13,35.0,digiuph01,15-16
Jason Dickinson,20,DAL,C,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,2,50.0,12,11:55,1,0,1,6,14.3,dickija01,15-16
Darren Dietz,22,MTL,D,13,1,4,5,-1,13,0.8,1,0,0,0,4,0,0,13,7.7,189,14:32,14,38,0,0,,dietzda01,15-16
Brenden Dillon,25,SJS,D,76,2,9,11,8,61,3.3,2,0,0,1,9,0,0,93,2.2,1268,16:41,89,154,0,0,,dillobr01,15-16
Shane Doan,39,ARI,RW,72,28,19,47,4,98,6.5,16,12,0,4,14,5,0,170,16.5,1267,17:36,15,115,74,69,51.7,doansh01,15-16
Max Domi,20,ARI,LW,81,18,34,52,3,72,5.8,15,3,0,0,21,12,1,156,11.5,1326,16:22,25,34,20,35,36.4,domima01,15-16
Joonas Donskoi,23,SJS,RW,76,11,25,36,4,20,3.7,8,3,0,1,20,5,0,107,10.3,1076,14:09,46,31,2,1,66.7,donskjo01,15-16
Derek Dorsett,29,VAN,RW,71,5,11,16,-13,177,0.5,5,0,0,0,10,0,1,91,5.5,894,12:35,44,127,3,7,30.0,dorsede01,15-16
Drew Doughty,26,LAK,D,82,14,37,51,24,52,11.6,4,9,1,3,21,15,1,197,7.1,2297,28:01,105,125,0,0,,doughdr01,15-16
Nic Dowd,25,LAK,C,5,0,0,0,1,2,0.0,0,0,0,0,0,0,0,3,0.0,53,10:35,0,6,18,16,52.9,dowdni01,15-16
Steve Downie,28,ARI,RW,26,3,3,6,1,53,0.7,3,0,0,0,3,0,0,22,13.6,234,9:00,7,29,2,2,50.0,downist01,15-16
Leon Draisaitl,20,EDM,C,72,19,32,51,-2,20,5.8,14,5,0,2,28,4,0,133,14.3,1300,18:03,18,38,502,536,48.4,draisle01,15-16
Jonathan Drouin,20,TBL,LW,21,4,6,10,1,4,1.2,4,0,0,1,4,2,0,25,16.0,303,14:27,2,18,9,10,47.4,drouijo01,15-16
Brandon Dubinsky,29,CBJ,C,75,17,31,48,-16,71,4.3,12,5,0,3,26,5,0,158,10.8,1407,18:46,40,235,780,704,52.6,dubinbr01,15-16
Matt Duchene,25,COL,C,76,30,29,59,-8,24,7.2,22,8,0,6,22,7,0,200,15.0,1413,18:35,37,41,428,311,57.9,duchema01,15-16
Anthony Duclair,20,ARI,LW,81,20,24,44,12,49,5.8,12,8,0,2,20,4,0,105,19.0,1164,14:22,27,27,0,1,0.0,duclaan01,15-16
Mathew Dumba,21,MIN,D,81,10,16,26,1,38,5.6,4,6,0,3,10,6,0,152,6.6,1364,16:50,56,83,0,0,,dumbama01,15-16
Brian Dumoulin,24,PIT,D,79,0,16,16,11,14,3.7,0,0,0,0,16,0,0,101,0.0,1492,18:53,68,77,1,0,100.0,dumoubr01,15-16
Pascal Dupuis,36,PIT,RW,18,2,2,4,-1,12,0.1,2,0,0,0,2,0,0,28,7.1,272,15:06,12,35,2,1,66.7,dupuipa01,15-16
Ryan Dzingel,23,OTT,LW,30,3,6,9,4,11,0.9,3,0,0,0,6,0,0,23,13.0,324,10:48,4,54,2,2,50.0,dzingry01,15-16
David Dziurzynski,26,OTT,LW,14,1,3,4,-4,9,0.1,1,0,0,0,3,0,0,14,7.1,141,10:05,7,55,3,4,42.9,dziurda01,15-16
Cody Eakin,24,DAL,C,82,16,19,35,3,42,3.4,11,2,3,1,16,2,1,132,12.1,1342,16:22,47,98,567,621,47.7,eakinco01,15-16
Patrick Eaves,31,DAL,RW,54,11,6,17,-5,27,1.7,6,5,0,2,4,2,0,86,12.8,700,12:58,20,70,3,8,27.3,eavespa01,15-16
Jordan Eberle,25,EDM,RW,69,25,22,47,-12,14,5.7,18,7,0,4,18,4,0,173,14.5,1232,17:51,23,28,5,3,62.5,eberljo01,15-16
Alexander Edler,29,VAN,D,52,6,14,20,-8,46,3.8,3,3,0,0,8,6,0,111,5.4,1272,24:27,106,84,0,0,,edleral01,15-16
Joel Edmundson,22,STL,D,67,1,8,9,0,63,2.2,1,0,0,0,8,0,0,90,1.1,1000,14:56,62,165,0,0,,edmunjo01,15-16
Nikolaj Ehlers,19,WPG,RW,72,15,23,38,3,21,4.1,11,4,0,0,16,7,0,167,9.0,1159,16:06,25,29,0,2,0.0,ehlerni01,15-16
Christian Ehrhoff,33,TOT,D,48,2,10,12,-11,34,1.3,2,0,0,0,2,8,0,80,2.5,743,15:29,35,39,0,0,,ehrhoch01,15-16
Jack Eichel,19,BUF,C,81,24,32,56,-16,22,6.3,16,8,0,5,19,13,0,238,10.1,1549,19:07,25,43,402,578,41.0,eicheja01,15-16
Aaron Ekblad,19,FLA,D,78,15,21,36,18,41,8.2,12,3,0,4,15,6,0,182,8.2,1691,21:41,59,87,0,0,,ekblaaa01,15-16
Mattias Ekholm,25,NSH,D,82,8,27,35,14,44,7.8,6,1,1,3,22,4,1,114,7.0,1660,20:15,106,67,0,0,,ekholma01,15-16
Oliver Ekman-Larsson,24,ARI,D,75,21,34,55,-6,96,9.5,9,12,0,8,19,15,0,228,9.2,1858,24:46,67,154,0,0,,ekmanol01,15-16
Patrik Eliáš,39,NJD,C,16,2,6,8,5,10,1.0,2,0,0,0,4,2,0,21,9.5,247,15:26,1,10,9,19,32.1,eliaspa01,15-16
Lars Eller,26,MTL,C,79,13,13,26,-13,28,1.8,11,1,1,2,13,0,0,149,8.7,1205,15:15,36,111,207,202,50.6,ellerla01,15-16
Stefan Elliott,25,TOT,D,21,2,4,6,-3,4,0.9,2,0,0,0,4,0,0,37,5.4,298,14:10,18,12,0,0,,elliost01,15-16
Morgan Ellis,23,MTL,D,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,27,8:57,2,1,0,0,,ellismo01,15-16
Ryan Ellis,25,NSH,D,79,10,22,32,13,35,7.6,6,3,1,2,18,4,0,152,6.6,1651,20:54,100,61,0,0,,ellisry01,15-16
Turner Elson,23,CGY,LW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,15,14:54,0,2,0,0,,elsontu01,15-16
Alexei Emelin,29,MTL,D,72,0,12,12,-7,71,2.1,0,0,0,0,12,0,0,71,0.0,1476,20:30,113,256,0,0,,emelial01,15-16
Deryk Engelland,33,CGY,D,69,3,9,12,7,54,2.8,3,0,0,0,8,0,1,71,4.2,1051,15:14,107,105,0,0,,engelde01,15-16
Tyler Ennis,26,BUF,C,23,3,8,11,-9,11,0.6,1,2,0,0,6,2,0,57,5.3,416,18:04,8,30,2,0,100.0,ennisty01,15-16
Toby Enström,31,WPG,D,72,2,14,16,8,44,3.6,2,0,0,0,13,1,0,50,4.0,1502,20:51,96,25,0,0,,enstrto01,15-16
Jonathan Ericsson,31,DET,D,71,3,12,15,2,56,3.7,3,0,0,0,12,0,0,68,4.4,1316,18:32,48,121,0,0,,ericsjo01,15-16
Loui Eriksson,30,BOS,RW,82,30,33,63,13,12,8.2,18,10,2,5,25,7,1,184,16.3,1598,19:29,34,22,12,9,57.1,erikslo01,15-16
Emerson Etem,23,TOT,RW,58,7,8,15,-12,11,0.7,7,0,0,1,8,0,0,100,7.0,763,13:09,43,87,2,2,50.0,etemem01,15-16
Dennis Everberg,24,COL,RW,15,0,0,0,-5,0,-0.4,0,0,0,0,0,0,0,9,0.0,134,8:57,12,11,0,0,,everbde01,15-16
Robby Fabbri,20,STL,C,72,18,19,37,-2,25,4.6,16,2,0,3,13,6,0,114,15.8,959,13:19,9,51,6,9,40.0,fabbrro01,15-16
Radek Faksa,22,DAL,C,45,5,7,12,9,16,1.3,5,0,0,1,6,1,0,67,7.5,556,12:21,33,48,197,204,49.1,faksara01,15-16
Justin Falk,27,CBJ,D,24,0,4,4,2,17,0.9,0,0,0,0,4,0,0,16,0.0,341,14:14,38,37,0,0,,falkju01,15-16
Bobby Farnham,27,TOT,RW,53,8,2,10,-2,97,1.3,8,0,0,0,2,0,0,50,16.0,494,9:19,19,93,2,2,50.0,farnhbo01,15-16
Hudson Fasching,20,BUF,RW,7,1,1,2,2,4,0.3,1,0,0,0,1,0,0,9,11.1,81,11:31,1,8,0,0,,faschhu01,15-16
Jesper Fast,24,NYR,RW,79,10,20,30,9,18,2.7,10,0,0,3,20,0,0,75,13.3,1180,14:56,55,109,1,5,16.7,fastje01,15-16
Justin Faulk,23,CAR,D,64,16,21,37,-22,27,6.4,4,12,0,4,16,5,0,184,8.7,1539,24:03,65,109,0,1,0.0,faulkju01,15-16
Mark Fayne,28,EDM,D,69,2,5,7,-6,18,1.8,2,0,0,0,4,0,1,61,3.3,1153,16:43,100,53,0,0,,faynema01,15-16
Taylor Fedun,27,VAN,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,19,18:48,3,3,0,0,,fedunta01,15-16
Eric Fehr,30,PIT,C,55,8,6,14,0,19,1.2,4,0,4,2,5,1,0,74,10.8,718,13:03,45,60,107,135,44.2,fehrer01,15-16
Andrew Ference,36,EDM,D,6,0,0,0,-4,6,-0.3,0,0,0,0,0,0,0,4,0.0,78,13:04,5,10,0,0,,ferenan01,15-16
Micheal Ferland,23,CGY,LW,71,4,14,18,-15,45,0.2,3,1,0,0,13,1,0,122,3.3,896,12:37,22,207,7,5,58.3,ferlami01,15-16
Landon Ferraro,24,TOT,C,68,5,5,10,-11,27,0.0,5,0,0,1,5,0,0,77,6.5,722,10:37,29,101,29,57,33.7,ferrala01,15-16
Kevin Fiala,19,NSH,LW,5,1,0,1,0,0,0.1,1,0,0,0,0,0,0,11,9.1,66,13:09,2,2,0,0,,fialake01,15-16
Vernon Fiddler,35,DAL,C,82,12,10,22,5,31,2.3,9,1,2,0,7,1,2,98,12.2,954,11:38,39,42,455,442,50.7,fiddlve01,15-16
Valtteri Filppula,31,TBL,C,76,8,23,31,-6,46,2.0,6,1,1,2,16,7,0,101,7.9,1388,18:15,25,30,632,584,52.0,filppva01,15-16
Mike Fisher,35,NSH,C,70,13,10,23,-14,29,1.5,10,3,0,2,7,2,1,98,13.3,1201,17:10,74,142,668,582,53.4,fishemi01,15-16
Tomáš Fleischmann,31,TOT,LW,76,14,11,25,-8,32,2.1,13,0,1,3,10,1,0,123,11.4,1156,15:13,19,40,24,19,55.8,fleisto01,15-16
Brian Flynn,27,MTL,C,56,4,6,10,-3,6,0.3,3,0,1,0,5,0,1,73,5.5,657,11:44,33,23,200,146,57.8,flynnbr01,15-16
Marcus Foligno,24,BUF,LW,75,10,13,23,4,79,2.5,8,0,2,2,11,2,0,81,12.3,989,13:11,44,193,1,3,25.0,foligma01,15-16
Nick Foligno,28,CBJ,LW,72,12,25,37,-14,53,2.9,12,0,0,2,12,13,0,149,8.1,1216,16:54,46,152,83,93,47.2,foligni01,15-16
Christian Folin,24,MIN,D,26,0,4,4,-1,11,0.8,0,0,0,0,4,0,0,14,0.0,379,14:35,30,38,0,0,,folinch01,15-16
Justin Fontaine,28,MIN,RW,60,5,11,16,3,20,1.4,5,0,0,1,10,0,1,54,9.3,711,11:51,24,9,1,3,25.0,fontaju01,15-16
Derek Forbort,23,LAK,D,14,1,1,2,-1,17,0.4,1,0,0,0,1,0,0,14,7.1,155,11:03,7,9,0,0,,forbode01,15-16
Filip Forsberg,21,NSH,LW,82,33,31,64,1,47,8.5,24,8,1,3,16,15,0,247,13.4,1562,19:03,41,114,2,7,22.2,forsbfi01,15-16
Cam Fowler,24,ANA,D,69,5,23,28,-8,27,5.2,2,3,0,0,9,14,0,113,4.4,1572,22:47,112,43,0,0,,fowleca01,15-16
Cody Franson,28,BUF,D,59,4,13,17,-5,26,3.3,3,1,0,1,7,6,0,92,4.3,993,16:50,56,61,0,0,,fransco01,15-16
Johan Franzén,36,DET,RW,2,0,1,1,0,2,0.1,0,0,0,0,0,1,0,3,0.0,26,12:57,0,3,0,1,0.0,franzjo01,15-16
Max Friberg,23,ANA,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,44,8:50,2,7,0,0,,fribema01,15-16
Alex Friesen,25,VAN,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,11:43,0,1,0,1,0.0,friesal01,15-16
Byron Froese,24,TOR,C,56,2,3,5,-11,16,-0.8,2,0,0,0,3,0,0,64,3.1,707,12:38,23,51,310,332,48.3,froesby01,15-16
Michael Frolík,27,CGY,RW,64,15,17,32,1,24,3.4,13,0,2,4,14,1,2,155,9.7,1012,15:49,44,49,5,5,50.0,frolimi01,15-16
Marián Gáborík,33,LAK,RW,54,12,10,22,-6,20,2.2,11,1,0,3,7,3,0,142,8.5,807,14:57,17,29,1,2,33.3,gaborma01,15-16
Kurtis Gabriel,22,MIN,RW,3,0,0,0,1,10,0.0,0,0,0,0,0,0,0,1,0.0,13,4:30,0,4,0,0,,gabriku01,15-16
Sam Gagner,26,PHI,C,53,8,8,16,4,25,1.6,6,2,0,2,7,1,0,86,9.3,735,13:52,15,17,34,63,35.1,gagnesa01,15-16
Alex Galchenyuk,21,MTL,C,82,30,26,56,-8,20,7.0,21,9,0,4,19,7,0,201,14.9,1333,16:16,36,62,359,390,47.9,galchal01,15-16
Stanislav Galiev,24,WSH,RW,24,0,3,3,2,4,0.0,0,0,0,0,3,0,0,30,0.0,219,9:07,4,14,0,0,,galiest01,15-16
Brendan Gallagher,23,MTL,RW,53,19,21,40,13,24,5.6,12,7,0,0,18,3,0,173,11.0,879,16:35,25,43,12,17,41.4,gallabr01,15-16
Ryan Garbutt,30,TOT,C,80,7,7,14,-11,48,0.5,6,0,1,3,7,0,0,135,5.2,867,10:50,28,165,1,7,12.5,garbury01,15-16
Jake Gardiner,25,TOR,D,79,7,24,31,-15,32,4.7,6,1,0,2,12,11,1,122,5.7,1629,20:37,67,87,2,0,100.0,gardija01,15-16
Jason Garrison,31,TBL,D,72,5,6,11,-4,18,2.8,5,0,0,1,6,0,0,99,5.1,1329,18:28,105,88,0,0,,garrija01,15-16
Tyler Gaudet,22,ARI,C,14,1,2,3,-2,0,0.1,1,0,0,0,2,0,0,6,16.7,148,10:36,4,23,43,49,46.7,gaudety01,15-16
Johnny Gaudreau,22,CGY,LW,79,30,48,78,4,20,9.2,24,6,0,6,33,15,0,217,13.8,1575,19:56,10,26,2,3,40.0,gaudrjo01,15-16
Brendan Gaunce,21,VAN,C,20,1,0,1,-9,2,-0.5,1,0,0,0,0,0,0,34,2.9,255,12:46,3,34,49,58,45.8,gauncbr01,15-16
Paul Gaustad,33,NSH,C,63,2,4,6,-4,46,-0.4,1,0,1,0,3,0,1,46,4.3,708,11:15,33,114,427,345,55.3,gaustpa01,15-16
Frederik Gauthier,20,TOR,C,7,0,1,1,-5,0,-0.3,0,0,0,0,0,0,1,3,0.0,97,13:51,7,10,52,58,47.3,gauthfr01,15-16
Luke Gazdic,26,EDM,LW,29,1,0,1,-6,24,-0.3,1,0,0,0,0,0,0,18,5.6,180,6:12,9,35,0,1,0.0,gazdilu01,15-16
Éric Gélinas,24,TOT,D,40,1,5,6,-6,16,1.2,0,1,0,0,2,3,0,55,1.8,553,13:50,23,61,0,0,,geliner01,15-16
Nathan Gerbe,28,CAR,LW,47,3,4,7,-15,14,-0.4,3,0,0,0,3,1,0,73,4.1,633,13:28,10,54,2,3,40.0,gerbena01,15-16
Ryan Getzlaf,30,ANA,C,77,13,50,63,14,55,7.0,7,6,0,5,33,16,1,178,7.3,1502,19:30,61,108,602,617,49.4,getzlry01,15-16
Tom Gilbert,33,MTL,D,45,1,1,2,3,12,1.3,1,0,0,0,0,0,1,36,2.8,759,16:52,88,29,0,0,,gilbeto01,15-16
Brian Gionta,37,BUF,RW,79,12,21,33,-5,12,2.9,11,1,0,2,16,5,0,169,7.1,1401,17:44,36,46,54,66,45.0,giontbr01,15-16
Stephen Gionta,32,NJD,C,82,1,10,11,-13,43,-0.5,1,0,0,0,10,0,0,62,1.6,1001,12:13,36,113,291,400,42.1,giontst01,15-16
Mark Giordano,32,CGY,D,82,21,35,56,-5,54,9.2,11,9,1,2,23,10,2,212,9.9,2032,24:47,193,65,0,0,,giordma01,15-16
Dan Girardi,31,NYR,D,74,2,15,17,18,20,4.3,2,0,0,1,14,0,1,77,2.6,1504,20:19,195,168,0,0,,girarda01,15-16
Zemgus Girgensons,22,BUF,C,71,7,11,18,0,20,1.3,6,1,0,1,9,1,1,110,6.4,1068,15:02,41,125,153,182,45.7,girgeze01,15-16
Claude Giroux,28,PHI,C,78,22,45,67,-8,53,6.9,15,6,1,5,23,21,1,241,9.1,1603,20:33,36,83,1083,798,57.6,giroucl01,15-16
Tanner Glass,32,NYR,LW,57,4,3,7,-3,66,0.0,4,0,0,0,3,0,0,49,8.2,586,10:17,18,224,6,14,30.0,glassta01,15-16
Luke Glendening,26,DET,C,81,8,13,21,4,46,1.5,8,0,0,3,13,0,0,88,9.1,1181,14:35,71,143,614,511,54.6,glendlu01,15-16
Nikolay Goldobin,20,SJS,LW,9,1,1,2,1,0,0.2,1,0,0,0,1,0,0,7,14.3,101,11:11,1,0,0,0,,goldoni01,15-16
Alex Goligoski,30,DAL,D,82,5,32,37,21,34,7.2,4,1,0,1,27,4,1,127,3.9,1954,23:50,159,100,0,0,,goligal01,15-16
Cody Goloubef,26,CBJ,D,43,1,7,8,-3,20,1.3,1,0,0,0,7,0,0,40,2.5,650,15:08,48,31,0,0,,golouco01,15-16
Scott Gomez,36,TOT,C,34,1,8,9,-7,6,0.2,1,0,0,1,4,4,0,20,5.0,385,11:20,10,3,125,152,45.1,gomezsc01,15-16
Barclay Goodrow,22,SJS,RW,14,0,3,3,1,16,0.2,0,0,0,0,2,0,1,7,0.0,144,10:16,4,8,4,2,66.7,goodrba01,15-16
Boyd Gordon,32,ARI,C,65,2,2,4,-7,10,-1.0,1,0,1,0,2,0,0,53,3.8,793,12:12,51,21,525,383,57.8,gordobo01,15-16
Josh Gorges,31,BUF,D,77,2,10,12,-7,72,3.1,2,0,0,0,10,0,0,57,3.5,1576,20:28,167,143,0,0,,gorgejo01,15-16
Brandon Gormley,23,COL,D,26,0,1,1,-3,8,0.2,0,0,0,0,1,0,0,11,0.0,317,12:11,19,18,0,0,,gormlbr01,15-16
Shayne Gostisbehere,22,PHI,D,64,17,29,46,8,24,8.9,9,8,0,5,15,14,0,152,11.2,1286,20:05,59,27,1,0,100.0,gostish01,15-16
Yanni Gourde,24,TBL,C,2,0,1,1,1,2,0.1,0,0,0,0,1,0,0,0,,15,7:19,1,2,0,0,,gourdya01,15-16
Michael Grabner,28,TOR,RW,80,9,9,18,-4,12,1.0,8,0,1,2,9,0,0,116,7.8,1158,14:28,55,41,3,10,23.1,grabnmi01,15-16
Mikhail Grabovski,32,NYI,C,58,9,16,25,3,33,2.6,8,1,0,2,14,2,0,83,10.8,818,14:06,26,28,221,242,47.7,grabomi01,15-16
Marc-André Gragnani,28,NJD,D,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,57,14:22,1,1,0,0,,gragnma01,15-16
Petter Granberg,23,NSH,D,27,0,2,2,1,13,0.7,0,0,0,0,2,0,0,12,0.0,370,13:43,26,48,0,0,,granbpe01,15-16
Markus Granlund,22,TOT,C,47,6,4,10,-4,14,0.5,5,0,1,1,3,0,1,56,10.7,648,13:47,23,31,202,270,42.8,granlma01,15-16
Mikael Granlund,23,MIN,C,82,13,31,44,-12,20,3.6,10,2,1,3,22,9,0,160,8.1,1486,18:07,56,86,528,556,48.7,granlmi01,15-16
Alex Grant,27,ARI,D,5,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,4,0.0,66,13:14,2,7,0,0,,grantal01,15-16
Derek Grant,25,CGY,C,15,0,1,1,-7,2,-0.5,0,0,0,0,1,0,0,22,0.0,163,10:53,11,25,61,50,55.0,grantde01,15-16
Tyler Graovac,22,MIN,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:37,0,1,13,6,68.4,graovty01,15-16
Kevin Gravel,23,LAK,D,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,58,11:41,4,4,0,0,,graveke01,15-16
Mike Green,30,DET,D,74,7,28,35,-6,38,5.9,2,5,0,0,13,15,0,124,5.6,1463,19:46,71,106,0,2,0.0,greenmi03,15-16
Andy Greene,33,NJD,D,82,4,9,13,7,26,5.7,3,1,0,0,8,1,0,63,6.3,1882,22:57,154,73,0,0,,greenan01,15-16
Matt Greene,32,LAK,D,3,0,0,0,0,8,0.0,0,0,0,0,0,0,0,3,0.0,35,11:45,1,5,0,0,,greenma01,15-16
Colin Greening,29,TOT,LW,31,7,8,15,-2,13,1.7,6,1,0,0,7,1,0,58,12.1,437,14:06,10,90,13,8,61.9,greenco01,15-16
Alexandre Grenier,24,VAN,RW,6,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,9,0.0,69,11:29,3,5,1,1,50.0,grenial01,15-16
Seth Griffith,23,BOS,C,4,0,1,1,-4,4,-0.1,0,0,0,0,0,1,0,2,0.0,40,9:58,0,4,0,0,,griffse01,15-16
Mikhail Grigorenko,21,COL,C,74,6,21,27,2,8,2.2,5,1,0,0,18,3,0,84,7.1,982,13:16,39,23,150,199,43.0,grigomi01,15-16
Rocco Grimaldi,22,FLA,C,20,3,2,5,-4,2,0.3,3,0,0,0,2,0,0,29,10.3,237,11:52,2,17,47,61,43.5,grimaro01,15-16
Nicklas Grossmann,31,ARI,D,58,3,4,7,-3,24,1.6,3,0,0,1,4,0,0,42,7.1,1031,17:47,73,105,0,0,,grossni01,15-16
Eric Gryba,27,EDM,D,53,1,5,6,0,75,1.8,1,0,0,0,5,0,0,58,1.7,948,17:53,78,132,0,0,,grybaer01,15-16
Radko Gudas,25,PHI,D,76,5,9,14,-3,116,3.2,5,0,0,1,9,0,0,150,3.3,1508,19:51,157,304,0,0,,gudasra01,15-16
Erik Gudbranson,24,FLA,D,64,2,7,9,3,49,2.1,2,0,0,0,7,0,0,73,2.7,1287,20:07,73,150,0,0,,gudbrer01,15-16
Nate Guenin,33,COL,D,29,0,0,0,2,2,0.5,0,0,0,0,0,0,0,10,0.0,379,13:04,33,15,0,0,,guenina01,15-16
Carl Gunnarsson,29,STL,D,72,3,6,9,7,31,3.3,2,1,0,0,6,0,0,51,5.9,1251,17:23,119,67,0,0,,gunnaca01,15-16
Erik Gustafsson,23,CHI,D,41,0,14,14,11,4,3.1,0,0,0,0,13,1,0,58,0.0,633,15:27,37,29,0,0,,gustaer02,15-16
Carl Hagelin,27,TOT,LW,80,14,25,39,8,32,4.3,14,0,0,6,23,0,2,178,7.9,1257,15:42,33,84,6,8,42.9,hagelca01,15-16
Ron Hainsey,34,CAR,D,81,5,14,19,-13,37,4.3,5,0,0,2,14,0,0,131,3.8,1808,22:19,126,85,0,0,,hainsro01,15-16
Micheal Haley,29,SJS,C,16,1,0,1,-2,48,0.0,1,0,0,0,0,0,0,10,10.0,114,7:06,4,39,11,8,57.9,haleymi01,15-16
Matt Halischuk,27,WPG,RW,30,0,3,3,1,4,-0.1,0,0,0,0,3,0,0,39,0.0,284,9:27,11,38,1,2,33.3,halisma01,15-16
Taylor Hall,24,EDM,LW,82,26,39,65,-4,54,7.6,22,4,0,6,31,8,0,286,9.1,1575,19:12,50,82,14,25,35.9,hallta02,15-16
Dan Hamhuis,33,VAN,D,58,3,10,13,-2,28,3.2,2,1,0,1,8,2,0,72,4.2,1242,21:25,72,64,0,0,,hamhuda01,15-16
Dougie Hamilton,22,CGY,D,82,12,31,43,-14,46,5.7,7,5,0,3,20,11,0,190,6.3,1621,19:46,106,78,0,0,,hamildo01,15-16
Freddie Hamilton,24,CGY,C,4,1,1,2,1,0,0.3,0,0,1,0,1,0,0,7,14.3,51,12:42,2,8,12,9,57.1,hamilfr01,15-16
Travis Hamonic,25,NYI,D,72,5,16,21,-5,35,4.0,4,0,1,1,16,0,0,147,3.4,1715,23:49,128,148,0,0,,hamontr01,15-16
Noah Hanifin,19,CAR,D,79,4,18,22,-14,22,3.8,3,1,0,0,12,6,0,122,3.3,1414,17:54,78,67,0,0,,hanifno01,15-16
Joel Hanley,24,MTL,D,10,0,6,6,0,0,0.8,0,0,0,0,6,0,0,10,0.0,160,16:00,19,6,0,0,,hanlejo01,15-16
Markus Hännikäinen,22,CBJ,LW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,29,7:09,0,7,0,0,,hannima01,15-16
Jannik Hansen,29,VAN,RW,67,22,16,38,16,32,5.8,20,1,1,5,16,0,0,117,18.8,1101,16:26,19,39,6,15,28.6,hanseja01,15-16
Martin Hanzal,28,ARI,C,64,13,28,41,-5,77,4.0,9,3,1,2,18,10,0,141,9.2,1139,17:48,28,126,586,462,55.9,hanzama01,15-16
Ben Harpur,21,OTT,D,5,0,1,1,1,2,0.2,0,0,0,0,1,0,0,3,0.0,68,13:40,7,9,0,0,,harpube01,15-16
Scott Harrington,22,TOR,D,15,0,1,1,0,4,0.3,0,0,0,0,1,0,0,9,0.0,196,13:06,16,23,0,0,,harrisc01,15-16
Ryan Hartman,21,CHI,RW,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,28,9:14,3,5,1,3,25.0,hartmry01,15-16
Scott Hartnell,33,CBJ,LW,79,23,26,49,-11,112,5.6,13,10,0,1,24,2,0,150,15.3,1231,15:35,41,131,0,3,0.0,hartnsc01,15-16
Garnet Hathaway,24,CGY,RW,14,0,3,3,-1,31,0.0,0,0,0,0,2,0,1,11,0.0,168,12:01,17,50,1,3,25.0,hathaga01,15-16
Erik Haula,24,MIN,C,76,14,20,34,21,24,4.8,12,0,2,2,17,1,2,99,14.1,967,12:44,55,57,416,365,53.3,haulaer01,15-16
Martin Havlát,34,STL,RW,2,1,0,1,0,0,0.2,1,0,0,1,0,0,0,3,33.3,22,10:54,0,1,0,0,,havlama01,15-16
Jimmy Hayes,26,BOS,RW,75,13,16,29,-12,60,2.4,10,3,0,0,14,2,0,127,10.2,1037,13:50,15,128,42,70,37.5,hayesji01,15-16
Kevin Hayes,23,NYR,RW,79,14,22,36,4,30,3.9,11,3,0,3,19,3,0,133,10.5,1079,13:40,23,59,137,244,36.0,hayeske01,15-16
Victor Hedman,25,TBL,D,78,10,37,47,21,46,10.1,9,1,0,0,26,10,1,180,5.6,1799,23:04,132,62,0,0,,hedmavi01,15-16
Seth Helgeson,25,NJD,D,19,0,1,1,-5,17,0.1,0,0,0,0,1,0,0,9,0.0,265,13:57,23,46,0,0,,helgese01,15-16
Darren Helm,29,DET,C,77,13,13,26,-2,32,2.4,13,0,0,3,13,0,0,165,7.9,1160,15:04,26,115,39,38,50.6,helmda01,15-16
Aleš Hemský,32,DAL,RW,75,13,26,39,3,20,4.2,12,1,0,0,22,4,0,155,8.4,983,13:06,26,25,2,4,33.3,hemskal01,15-16
Matt Hendricks,34,EDM,LW,68,5,7,12,2,82,0.6,4,0,1,0,6,0,1,62,8.1,900,13:14,68,175,251,202,55.4,hendrma01,15-16
Adam Henrique,25,NJD,C,80,30,20,50,10,23,7.6,21,7,2,8,14,5,1,149,20.1,1586,19:50,56,66,617,764,44.7,henriad01,15-16
Tomáš Hertl,22,SJS,C,81,21,25,46,16,26,6.1,18,3,0,3,21,4,0,202,10.4,1294,15:58,60,90,256,201,56.0,hertlto01,15-16
Thomas Hickey,26,NYI,D,62,6,12,18,9,30,4.4,6,0,0,2,11,0,0,55,10.9,1079,17:24,90,65,0,0,,hicketh01,15-16
