CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,UID,season
13,6,68.4,18.4,9,5,64.3,20.6,0.0,100.0,100.0,50.0,50.0,,0,0,0.0,2,0.0,birobr01,21-22
60,72,45.5,-4.0,46,52,46.9,-1.0,3.6,89.5,93.0,41.7,58.3,,0,2,-1.7,22,36.4,bishocl01,21-22
465,621,42.8,-6.9,334,484,40.8,-8.2,6.9,91.5,98.4,43.4,56.6,,16,11,-11.1,93,54.8,bjorkan01,21-22
39,32,54.9,0.4,29,27,51.8,-2.0,3.8,89.5,93.3,39.3,60.7,,0,0,0.3,11,72.7,bjorkka01,21-22
1136,1114,50.5,3.3,854,877,49.3,3.2,8.5,87.7,96.1,50.2,49.8,,57,33,-8.5,402,53.5,bjorkol01,21-22
951,975,49.4,-6.0,732,750,49.4,-7.0,6.9,90.9,97.8,48.8,51.2,,10,30,-9.8,110,48.2,bjornto01,21-22
484,513,48.5,-3.7,377,401,48.5,-3.7,8.1,91.0,99.1,41.0,59.0,,18,13,1.6,130,63.1,bjugsni01,21-22
527,537,49.5,-2.4,385,404,48.8,-3.3,8.6,90.1,98.7,46.1,53.9,,18,17,0.3,126,61.1,blackco01,21-22
137,173,44.2,2.0,101,130,43.7,1.5,10.3,95.0,105.3,46.2,53.8,,2,4,-1.3,33,51.5,blaissa01,21-22
107,99,51.9,0.1,75,73,50.7,2.0,3.8,91.2,95.1,50.8,49.2,,1,0,-0.8,24,54.2,blankni01,21-22
186,290,39.1,-12.8,138,216,39.0,-14.1,9.4,91.0,100.4,31.7,68.3,,6,6,-2.0,46,60.9,blidhan01,21-22
672,719,48.3,-4.1,535,543,49.6,-3.6,9.8,92.6,102.4,28.8,71.2,,37,22,-1.3,134,69.4,bluegte01,21-22
1121,940,54.4,5.8,820,715,53.4,4.5,7.8,91.1,98.9,60.8,39.2,,33,21,0.5,391,49.9,boesebr01,21-22
573,651,46.8,-4.8,451,511,46.9,-5.2,7.4,94.5,101.8,47.4,52.6,,7,16,-4.5,108,55.6,bogosza01,21-22
594,562,51.4,-0.4,461,427,51.9,-0.1,12.9,91.1,103.9,55.1,44.9,,27,22,9.8,197,57.4,boldyma01,21-22
760,1129,40.2,-6.7,580,786,42.5,-5.2,8.7,89.0,97.7,36.7,63.3,,50,15,-12.2,211,64.9,boninni01,21-22
743,786,48.6,1.7,566,630,47.3,1.4,10.0,88.8,98.8,59.4,40.6,,11,28,-7.4,130,49.2,boqviad01,21-22
622,662,48.4,-1.3,480,523,47.9,-1.8,8.0,91.1,99.1,47.8,52.2,,18,23,-1.1,135,54.8,boqvije01,21-22
107,116,48.0,2.1,81,73,52.6,6.2,13.7,84.3,98.0,52.6,47.4,,9,8,-0.1,25,52.0,bordeth01,21-22
451,416,52.0,1.1,343,320,51.7,1.7,6.3,93.1,99.4,53.2,46.8,,4,14,2.0,97,50.5,borgewi01,21-22
409,446,47.8,1.6,276,310,47.1,1.1,5.2,89.1,94.3,39.7,60.3,,22,8,-1.2,85,48.2,borgshe01,21-22
531,592,47.3,-2.7,421,440,48.9,-0.8,7.2,90.7,97.9,38.9,61.1,,7,14,-3.7,91,49.5,borowma01,21-22
684,770,47.0,0.0,530,582,47.7,1.4,7.1,91.8,98.9,46.9,53.1,,8,20,-0.1,87,54.0,borturo01,21-22
1479,1210,55.0,4.1,1105,913,54.8,4.9,8.8,90.5,99.3,55.0,45.0,,37,79,1.5,400,51.3,bouchev01,21-22
19,35,35.2,-20.8,13,27,32.5,-22.0,0.0,83.3,83.3,41.7,58.3,,0,0,-0.8,3,0.0,boweyma01,21-22
811,1072,43.1,-1.1,623,794,44.0,0.8,14.2,88.5,102.6,44.9,55.1,,20,28,-15.1,155,56.8,boydtr01,21-22
508,536,48.7,-3.4,402,391,50.7,-1.7,8.6,92.9,101.5,30.6,69.4,,20,10,0.6,122,71.3,boylebr01,21-22
413,494,45.5,-2.5,317,380,45.5,-2.0,5.1,89.5,94.6,46.4,53.6,,20,13,-3.2,73,63.0,bozakty01,21-22
850,817,51.0,3.7,636,633,50.1,2.6,5.9,90.8,96.7,58.4,41.6,,10,36,-8.8,168,51.2,branner01,21-22
450,497,47.5,-0.6,328,383,46.1,-2.2,10.5,93.3,103.8,50.3,49.7,,10,10,0.6,91,68.1,brassde01,21-22
1207,1025,54.1,4.4,953,780,55.0,6.1,10.1,88.8,98.8,59.3,40.7,,29,46,16.4,324,60.8,brattje01,21-22
951,1100,46.4,-2.2,699,807,46.4,-1.7,8.3,92.4,100.8,40.9,59.1,,16,32,-6.5,160,45.6,braunju01,21-22
102,109,48.3,0.3,76,83,47.8,-0.6,7.0,87.5,94.5,69.9,30.1,,1,4,-1.4,31,58.1,brinkbo01,21-22
1,4,20.0,-28.9,1,3,25.0,-21.4,0.0,66.7,66.7,50.0,50.0,,0,0,-0.1,0,,brisegu01,21-22
242,222,52.2,1.3,191,185,50.8,0.6,7.2,86.6,93.8,48.6,51.4,,5,14,-2.3,60,48.3,brobeph01,21-22
1461,1339,52.2,-1.7,1119,1046,51.7,-1.9,9.6,91.3,100.9,52.4,47.6,,30,62,17.0,158,43.0,broditj01,21-22
1349,1231,52.3,1.6,1016,930,52.2,1.1,10.0,90.1,100.1,52.3,47.7,,24,28,17.4,232,54.3,brodijo01,21-22
182,188,49.2,1.4,143,138,50.9,3.0,5.1,95.8,100.9,48.9,51.1,,5,4,-1.0,52,65.4,brodzjo01,21-22
164,189,46.5,-3.0,120,139,46.3,-3.3,5.7,96.7,102.4,47.9,52.1,,3,3,1.1,21,66.7,brookad01,21-22
926,904,50.6,4.5,687,674,50.5,4.1,8.2,87.7,95.9,46.7,53.3,,51,50,-0.2,235,51.5,brownco02,21-22
737,699,51.3,-3.7,583,537,52.1,-4.3,7.0,92.3,99.3,53.6,46.4,,13,19,-3.1,238,61.3,browndu01,21-22
553,641,46.3,-4.9,423,481,46.8,-4.4,6.8,91.8,98.6,47.9,52.1,,9,22,-4.7,87,51.7,brownjo01,21-22
308,362,46.0,1.3,247,285,46.4,2.1,6.7,92.8,99.5,45.3,54.7,,7,13,0.5,56,60.7,brownlo01,21-22
369,494,42.8,-4.9,279,352,44.2,-3.0,6.7,87.8,94.5,24.2,75.8,,9,14,-6.3,83,61.4,brownpa02,21-22
964,1025,48.5,-0.7,737,811,47.6,-0.6,9.1,90.0,99.0,47.6,52.4,,24,25,-5.5,85,50.6,brysoja01,21-22
1002,935,51.7,6.0,801,742,51.9,6.7,12.8,91.0,103.8,53.2,46.8,,46,41,8.2,304,65.5,buchnpa01,21-22
97,124,43.9,-5.5,78,93,45.6,-3.7,1.8,88.6,90.4,32.4,67.6,,0,2,-1.3,17,58.8,bunnaco01,21-22
1250,950,56.8,4.9,939,735,56.1,4.5,13.4,88.3,101.7,58.4,41.6,,36,23,21.3,296,59.1,buntimi01,21-22
1274,1026,55.4,3.7,934,791,54.1,3.3,11.0,89.4,100.5,57.1,42.9,,28,39,6.0,313,47.6,burakan01,21-22
1474,1775,45.4,-0.5,1117,1269,46.8,0.0,10.6,89.7,100.3,43.8,56.2,,68,97,-9.2,446,45.5,burnsbr01,21-22
439,470,48.3,-2.0,300,334,47.3,-3.2,6.8,93.1,99.9,44.4,55.6,,7,7,-5.5,83,47.0,burroky01,21-22
476,490,49.3,2.2,368,389,48.6,2.5,6.6,90.5,97.1,63.3,36.7,,1,10,-2.5,78,44.9,butchwi01,21-22
378,380,49.9,-5.6,296,286,50.9,-4.7,6.6,91.2,97.8,60.9,39.1,,15,14,-3.1,77,51.9,byfiequ01,21-22
537,469,53.4,3.0,389,359,52.0,2.5,10.8,90.9,101.6,56.0,44.0,,14,11,3.6,102,48.0,byrambo01,21-22
244,303,44.6,-3.0,173,236,42.3,-5.6,6.5,89.9,96.4,43.8,56.2,,9,15,-4.4,43,76.7,byronpa01,21-22
170,191,47.1,-0.8,126,151,45.5,-2.6,10.0,89.2,99.2,45.1,54.9,,6,2,-5.1,37,62.2,caggidr01,21-22
547,681,44.5,0.4,421,538,43.9,0.8,9.9,89.9,99.7,50.5,49.5,,16,31,-11.4,85,47.1,capobky01,21-22
219,243,47.4,4.7,168,190,46.9,5.0,5.6,88.8,94.5,46.5,53.5,,8,9,-1.7,64,56.3,carcomi01,21-22
1213,1134,51.7,-4.1,960,869,52.5,-4.6,6.8,92.2,98.9,46.8,53.2,,32,25,8.6,213,58.7,carlobr01,21-22
1353,1299,51.0,0.8,1054,976,51.9,0.7,11.0,90.1,101.0,56.9,43.1,,42,55,1.4,388,50.3,carlsjo01,21-22
379,412,47.9,0.6,282,318,47.0,0.5,11.3,92.7,104.0,55.6,44.4,,7,4,-4.2,38,47.4,carlsga01,21-22
513,416,55.2,-1.7,382,321,54.3,-2.2,8.4,91.2,99.7,62.2,37.8,,7,12,7.0,85,48.2,carlslu01,21-22
555,601,48.0,0.2,399,436,47.8,-0.2,6.2,91.5,97.7,26.8,73.2,,19,11,-6.0,117,57.3,carpery01,21-22
566,664,46.0,-2.5,428,502,46.0,-2.7,7.1,90.7,97.8,44.3,55.7,,14,14,-5.8,139,57.6,carrisa01,21-22
1120,1248,47.3,-3.1,871,945,48.0,-2.7,9.9,94.7,104.6,43.9,56.1,,27,39,-3.0,188,50.5,carrial01,21-22
772,611,55.8,3.2,588,434,57.5,4.3,8.2,90.9,99.1,51.2,48.8,,24,12,10.0,194,61.9,carriwi01,21-22
932,1044,47.2,-6.1,726,780,48.2,-5.8,10.1,90.0,100.1,40.7,59.3,,33,39,-2.3,315,63.5,carteje01,21-22
71,104,40.6,-9.6,56,78,41.8,-6.9,8.3,90.2,98.5,37.7,62.3,,2,0,-1.8,13,61.5,catesja01,21-22
177,175,50.3,3.2,134,126,51.5,4.3,10.8,92.2,103.0,52.3,47.7,,10,3,1.5,43,53.5,catesno01,21-22
821,895,47.8,1.7,619,691,47.3,1.6,10.7,87.1,97.8,56.0,44.0,,32,27,-9.7,327,57.5,caufico01,21-22
1313,1276,50.7,-2.8,983,978,50.1,-2.5,9.7,91.0,100.6,45.0,55.0,,15,39,5.7,213,47.9,cecico01,21-22
807,725,52.7,2.4,619,542,53.3,2.7,10.0,90.5,100.6,41.4,58.6,,21,17,2.9,176,48.9,cernaer01,21-22
1278,1267,50.2,5.3,950,934,50.4,4.8,9.5,89.9,99.5,57.8,42.2,,29,68,-1.5,330,52.4,chaboth01,21-22
13,9,59.1,7.6,11,6,64.7,13.0,11.1,100.0,111.1,75.0,25.0,,0,0,0.1,2,50.0,chaffmi01,21-22
966,1259,43.4,-4.4,739,925,44.4,-3.5,9.8,93.3,103.1,48.5,51.5,,14,45,-7.5,172,47.1,charazd01,21-22
228,161,58.6,0.8,171,125,57.8,-0.1,5.4,93.5,99.0,60.1,39.9,,6,3,4.2,51,49.0,chatfja01,21-22
1302,1341,49.3,-1.6,982,1032,48.8,-1.4,8.0,89.9,97.9,44.7,55.3,,20,69,-2.2,268,53.4,chiarbe01,21-22
565,594,48.7,-1.7,412,439,48.4,-1.8,9.3,92.6,101.9,51.3,48.7,,7,10,-0.5,140,70.0,chiasal01,21-22
587,657,47.2,-0.4,424,526,44.6,-2.4,7.6,88.0,95.6,51.8,48.2,,19,19,-14.0,189,51.9,chinaye01,21-22
29,18,61.7,8.7,19,14,57.6,6.1,7.1,100.0,107.1,50.0,50.0,,1,1,0.7,9,44.4,chishde01,21-22
208,216,49.1,2.6,155,158,49.5,1.8,8.0,94.6,102.6,38.0,62.0,,8,3,-0.6,60,51.7,chmelal01,21-22
154,161,48.9,-3.9,114,129,46.9,-6.0,13.3,85.7,99.0,54.0,46.0,,1,5,-2.2,33,33.3,cholode01,21-22
52,82,38.8,-8.9,40,62,39.2,-9.3,12.0,95.7,107.7,67.6,32.4,,0,0,-1.6,11,36.4,chrisja01,21-22
763,850,47.3,3.5,576,644,47.2,3.9,9.1,88.4,97.5,44.1,55.9,,19,37,-8.9,293,48.1,chychja01,21-22
713,712,50.0,3.0,541,531,50.5,2.9,8.0,91.5,99.5,58.9,41.1,,23,28,1.5,231,58.4,chytifi01,21-22
1037,917,53.1,2.8,789,679,53.7,3.2,10.4,90.9,101.3,45.4,54.6,,60,13,7.7,260,56.2,cirelan01,21-22
579,803,41.9,-5.0,426,582,42.3,-4.8,8.6,92.9,101.6,30.6,69.4,,33,32,-11.9,147,61.9,cizikca01,21-22
74,79,48.4,-5.6,57,60,48.7,-6.2,2.9,90.7,93.6,50.0,50.0,,1,3,-0.7,11,36.4,claesfr01,21-22
396,473,45.6,-2.5,306,370,45.3,-3.4,6.0,91.8,97.8,61.0,39.0,,6,35,-5.8,56,46.4,claguka01,21-22
185,189,49.5,-0.8,137,149,47.9,-2.3,8.2,88.3,96.5,65.6,34.4,,5,5,-0.6,44,65.9,cliffky01,21-22
816,703,53.7,-1.1,655,535,55.0,-1.2,7.0,90.0,97.0,50.5,49.5,,16,14,9.1,149,53.7,cliftco01,21-22
485,586,45.3,-2.2,365,426,46.1,-1.7,6.4,92.5,98.9,33.6,66.4,,21,14,-5.9,113,65.5,cluttca01,21-22
774,688,52.9,0.8,584,484,54.7,1.5,6.2,92.0,98.2,53.8,46.2,,20,28,1.9,218,49.5,coghldy01,21-22
601,775,43.7,-4.3,471,566,45.4,-3.2,8.1,88.6,96.6,37.0,63.0,,29,23,-11.5,128,58.6,coglian01,21-22
1106,834,57.0,1.6,846,631,57.3,2.8,8.7,91.4,100.1,55.1,44.9,,29,48,9.9,180,42.8,coleia01,21-22
1096,823,57.1,2.3,839,625,57.3,3.1,8.1,92.0,100.0,51.2,48.8,,34,47,11.3,329,64.4,colembl01,21-22
850,761,52.8,2.6,658,581,53.1,2.6,8.9,91.1,100.0,47.6,52.4,,29,8,4.9,259,61.4,coltoro01,21-22
46,48,48.9,-4.0,36,34,51.4,-1.8,7.7,87.0,94.6,23.3,76.7,,1,4,1.1,5,40.0,comeabl01,21-22
816,866,48.5,-5.2,587,644,47.7,-4.9,10.7,92.1,102.8,44.5,55.5,,26,18,-5.9,199,51.3,comphj.01,21-22
572,623,47.9,1.2,419,464,47.5,0.8,9.1,86.9,96.0,53.5,46.5,,9,34,-6.6,130,55.4,comtoma01,21-22
438,497,46.8,-3.4,331,391,45.8,-5.3,8.4,91.7,100.1,56.1,43.9,,6,16,-2.0,67,44.8,connake01,21-22
56,74,43.1,-2.6,41,50,45.1,-1.6,4.2,90.0,94.2,24.3,75.7,,2,0,-2.0,13,46.2,connobr01,21-22
1309,1309,50.0,0.7,1010,1037,49.3,-0.3,9.9,90.1,100.0,58.2,41.8,,66,47,1.6,499,63.5,connoky01,21-22
1057,912,53.7,2.9,814,713,53.3,3.0,10.0,91.3,101.3,54.7,45.3,,34,43,2.9,283,64.7,coppan01,21-22
51,57,47.2,-3.1,37,38,49.3,-2.9,11.5,93.8,105.3,45.2,54.8,,1,0,0.1,17,64.7,cottepa01,21-22
681,674,50.3,1.4,518,519,50.0,0.6,6.7,91.5,98.2,48.7,51.3,,16,23,-2.8,171,60.2,cousini01,21-22
1082,1191,47.6,2.9,824,855,49.1,3.4,8.9,90.2,99.1,44.0,56.0,,62,31,1.5,314,63.4,coutulo01,21-22
474,386,55.1,10.1,352,292,54.7,9.6,7.4,89.7,97.1,47.9,52.1,,25,17,-0.3,136,58.1,coutuse01,21-22
1079,1040,50.9,-4.4,872,782,52.7,-3.6,8.3,89.6,97.9,50.9,49.1,,39,42,9.8,214,61.2,coylech01,21-22
944,942,50.1,1.9,714,738,49.2,1.9,7.9,89.3,97.3,57.6,42.4,,33,30,-7.2,265,60.4,cozendy01,21-22
12,6,66.7,3.2,9,4,69.2,4.5,16.7,75.0,91.7,66.7,33.3,,1,0,0.3,1,100.0,cramajo01,21-22
38,46,45.2,-1.1,30,35,46.2,-0.6,8.7,95.8,104.5,55.2,44.8,,0,0,0.5,10,50.0,criscky01,21-22
1261,1065,54.2,3.8,971,829,53.9,2.1,10.5,92.3,102.8,62.7,37.3,,34,54,11.2,334,62.3,crosbsi01,21-22
738,884,45.5,1.8,555,656,45.8,2.8,10.1,90.3,100.4,42.7,57.3,,29,23,-7.4,224,58.5,crousla01,21-22
147,122,54.6,5.9,104,88,54.2,5.9,13.9,91.0,105.0,48.8,51.2,,6,4,0.1,29,48.3,czarnau01,21-22
883,1006,46.7,0.3,630,716,46.8,0.3,9.4,88.3,97.6,51.8,48.2,,42,17,-1.5,198,58.6,dachki01,21-22
1075,943,53.3,0.9,774,681,53.2,-0.5,9.7,90.4,100.1,56.6,43.4,,17,30,6.9,300,59.0,dadonev01,21-22
705,784,47.3,2.5,525,555,48.6,2.5,6.9,88.7,95.6,46.0,54.0,,21,23,-1.5,178,59.0,dahlejo01,21-22
1412,1364,50.9,4.1,1085,1122,49.2,3.0,7.9,89.6,97.5,59.0,41.0,,27,51,-5.8,321,53.0,dahlira01,21-22
37,28,56.9,11.6,27,24,52.9,8.0,8.7,100.0,108.7,31.3,68.8,,2,3,0.8,5,80.0,dahlsca01,21-22
10,12,45.5,-8.4,7,7,50.0,-3.7,25.0,100.0,125.0,44.4,55.6,,0,1,-0.3,2,100.0,dalcomi01,21-22
2,7,22.2,-33.7,2,4,33.3,-23.8,0.0,75.0,75.0,80.0,20.0,,0,0,-0.1,0,,dalpeza01,21-22
