Pos,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,PlusMin,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,UID,season
F,1,0.0,0.33,0.33,0.09,1.0,0,5,5,1,6,0,5,0,1.0,6.3,4.7,1.6,0.1,0.2,0.3,,trueal01,19-20
RW,0,0.0,0.11,0.11,0.03,0.78,0,1,1,0,1,0,7,0,-6.0,2.1,2.9,-0.8,-0.2,-0.1,-0.3,,volkoal01,19-20
C,7,0.09,0.3,0.39,0.13,1.26,6,20,26,9,39,13,46,14,-5.0,27.8,27.0,0.8,0.1,1.1,1.2,,wennbal01,19-20
D,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,2,0,3,0,0.0,2.2,1.7,0.5,-0.1,0.1,0.1,,yelesal01,19-20
D,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,2,0,0,0,2.0,2.3,0.7,1.5,0.0,0.2,0.2,,carrial01,19-20
C,5,0.17,0.19,0.36,0.14,1.36,7,8,15,6,20,1,16,0,3.0,16.1,15.6,0.4,0.7,0.7,1.4,,texieal01,19-20
LW,8,0.16,0.17,0.33,0.13,1.14,11,12,23,9,26,1,22,1,5.0,24.3,20.0,4.3,0.7,1.1,1.8,,bjorkan01,19-20
LW,17,0.29,0.34,0.63,0.25,2.87,24,28,52,21,75,12,52,0,8.0,55.1,46.4,8.7,2.9,1.8,4.7,1.0,leean01,19-20
LW,18,0.34,0.43,0.78,0.3,1.78,24,29,53,21,60,13,35,1,11.0,35.2,32.8,2.4,4.1,1.3,5.4,,burakan01,19-20
C,10,0.2,0.27,0.47,0.18,2.35,13,17,30,12,35,12,72,1,-46.0,28.3,36.7,-8.5,1.2,-0.4,0.8,,athanan01,19-20
D,1,0.0,0.13,0.13,0.03,0.42,0,3,3,1,5,0,19,6,-8.0,7.7,10.9,-3.2,0.0,-0.1,-0.1,,engluan01,19-20
LW,8,0.19,0.3,0.49,0.18,1.81,9,15,24,9,44,14,30,0,0.0,28.2,24.3,3.9,1.1,0.6,1.6,0.0,johnsan01,19-20
F,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,0,0,0.0,0.3,0.5,-0.2,0.0,0.0,0.0,,chibian01,19-20
RW,23,0.35,0.54,0.9,0.33,2.69,29,45,74,28,93,31,53,0,9.0,49.4,38.3,11.1,5.3,1.6,6.9,1.0,svechan01,19-20
D,3,0.04,0.11,0.14,0.05,1.11,2,7,9,3,26,0,30,13,9.0,35.1,34.6,0.4,-0.3,3.4,3.2,,sekeran01,19-20
LW,1,0.05,0.09,0.14,0.05,0.45,1,2,3,1,8,1,5,1,3.0,4.4,5.0,-0.6,0.0,0.3,0.3,,agozzan01,19-20
LW/C,5,0.04,0.16,0.21,0.07,1.0,4,13,17,6,22,0,37,16,2.0,25.8,28.0,-2.2,-0.6,1.2,0.6,,coglian01,19-20
C,10,0.16,0.25,0.41,0.15,1.92,12,19,31,12,37,3,51,14,-3.0,31.0,39.2,-8.3,0.4,1.2,1.6,,coppan01,19-20
LW,1,0.25,0.0,0.25,0.14,1.25,1,0,1,1,2,0,0,0,2.0,2.3,1.9,0.4,0.1,0.1,0.2,1.0,laddan01,19-20
LW,14,0.25,0.22,0.47,0.2,1.6,20,18,38,16,54,5,44,0,4.0,41.1,36.1,5.0,2.4,1.3,3.8,1.0,mangian01,19-20
D,1,0.05,0.09,0.14,0.05,1.05,1,2,3,1,11,0,10,0,1.0,11.0,9.4,1.6,0.0,0.9,0.9,,peekean01,19-20
C,4,0.12,0.27,0.38,0.14,1.77,4,8,12,4,20,5,17,0,-4.0,17.5,15.9,1.5,0.3,0.2,0.5,,shawan01,19-20
LW,0,0.0,0.07,0.07,0.02,1.0,0,1,1,0,3,0,6,0,-3.0,4.3,5.1,-0.8,-0.2,0.0,-0.2,,andrean01,19-20
D,4,0.03,0.19,0.22,0.07,0.95,2,15,17,5,43,1,69,26,1.0,35.3,41.8,-6.5,0.1,3.1,3.2,,greenan01,19-20
C,1,0.13,0.0,0.13,0.07,0.63,1,0,1,1,2,0,2,0,-1.0,1.6,2.2,-0.5,0.1,0.0,0.1,,angelan01,19-20
LW,15,0.26,0.31,0.57,0.23,1.94,22,25,47,19,63,15,63,4,-11.0,44.0,44.4,-0.4,2.5,1.0,3.5,0.0,beauvan01,19-20
D,2,0.0,0.16,0.16,0.04,1.06,0,9,9,2,34,0,43,16,3.0,25.9,30.3,-4.3,-0.2,1.9,1.7,,bitetan01,19-20
C,16,0.24,0.41,0.65,0.24,1.66,19,33,52,19,74,10,62,29,28.0,44.0,34.2,9.9,2.5,2.2,4.7,,cirelan01,19-20
LW,17,0.35,0.26,0.61,0.26,2.79,27,20,47,20,57,15,56,9,-5.0,35.8,37.8,-2.0,3.5,1.0,4.5,5.0,duclaan01,19-20
RW,14,0.37,0.51,0.88,0.33,3.19,19,25,44,17,51,14,46,1,-7.0,32.3,22.5,9.8,3.1,1.0,4.1,,manthan01,19-20
C,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,0,-1.0,0.1,0.5,-0.4,0.0,0.0,0.0,,richaan01,19-20
LW,5,0.17,0.15,0.32,0.13,1.34,8,7,15,6,33,9,23,0,0.0,17.3,22.3,-5.0,0.6,0.5,1.2,,roussan01,19-20
LW,0,0.0,0.0,0.0,0.0,1.29,0,0,0,0,3,0,4,2,-1.0,2.0,1.0,0.9,-0.2,0.1,-0.2,,blidhan01,19-20
D,0,0.0,0.25,0.25,0.07,0.25,0,1,1,0,3,0,2,0,1.0,2.2,1.5,0.7,0.0,0.2,0.2,,lindhan01,19-20
D,6,0.07,0.2,0.28,0.09,1.29,6,17,23,8,66,0,90,16,-6.0,49.9,56.4,-6.6,0.6,2.0,2.6,,stralan01,19-20
F,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,1,0,0,0,1.0,0.6,0.9,-0.3,-0.1,0.1,0.0,,wedinan01,19-20
C,2,0.05,0.3,0.35,0.11,0.9,1,7,8,2,10,0,7,1,4.0,7.2,5.8,1.4,0.3,0.4,0.7,,suomean01,19-20
C,22,0.3,0.59,0.89,0.32,1.93,25,48,73,27,80,22,71,19,6.0,41.4,40.8,0.6,4.3,2.2,6.5,3.0,kopitan01,19-20
C,10,0.31,0.1,0.41,0.2,1.78,17,6,23,11,27,7,36,2,-15.0,21.4,24.7,-3.2,1.7,0.2,1.9,1.0,anisiar01,19-20
LW,34,0.46,0.91,1.38,0.49,3.03,38,74,112,41,128,39,53,0,36.0,57.8,47.8,10.0,8.8,2.6,11.4,2.0,panarar01,19-20
LW,11,0.19,0.2,0.39,0.16,2.0,15,16,31,13,39,2,62,24,2.0,38.8,32.0,6.7,1.2,1.2,2.4,,lehkoar01,19-20
D,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,,sautnas01,19-20
C,1,0.25,0.13,0.38,0.17,1.13,2,1,3,1,3,1,1,0,1.0,1.7,2.5,-0.8,0.3,0.1,0.4,,czarnau01,19-20
RW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,,poganau01,19-20
LW,5,0.09,0.08,0.17,0.07,1.91,7,6,13,5,20,2,24,0,-5.0,33.2,27.0,6.2,-0.4,0.8,0.4,,wagneau01,19-20
LW,5,0.11,0.15,0.26,0.1,0.94,7,10,17,7,24,0,44,10,-9.0,14.4,23.4,-9.0,0.3,0.3,0.6,,watsoau01,19-20
C,35,0.67,0.47,1.14,0.49,4.14,56,39,95,41,113,35,60,0,19.0,64.7,49.2,15.5,8.9,2.0,10.8,5.0,matthau01,19-20
RW,9,0.11,0.26,0.37,0.13,1.46,9,21,30,11,44,6,54,13,-8.0,33.2,34.9,-1.7,0.3,1.3,1.5,,goodrba01,19-20
C,1,0.05,0.15,0.2,0.07,1.35,1,4,5,2,8,0,6,0,2.0,9.5,10.8,-1.3,-0.1,0.4,0.3,,haytoba01,19-20
LW,0,0.0,0.0,0.0,0.0,1.33,0,0,0,0,0,0,3,2,-1.0,0.5,0.8,-0.3,-0.1,0.0,-0.1,,malenbe01,19-20
D,8,0.13,0.17,0.3,0.12,1.88,10,14,24,9,67,0,90,29,5.0,62.9,51.0,11.9,1.2,3.7,4.9,,chiarbe01,19-20
D,5,0.06,0.18,0.25,0.08,1.75,5,14,19,7,47,1,54,10,5.0,46.6,40.1,6.6,0.5,3.5,4.0,,huttobe01,19-20
C,0,0.0,0.33,0.33,0.09,1.33,0,1,1,0,1,0,0,0,1.0,0.4,1.2,-0.8,0.0,0.1,0.1,,streebe01,19-20
C,14,0.32,0.17,0.48,0.22,3.03,25,13,38,17,53,7,64,18,0.0,34.7,37.4,-2.7,2.3,1.4,3.7,,colembl01,19-20
RW,7,0.15,0.15,0.29,0.12,1.35,10,10,20,8,21,1,40,14,-6.0,23.3,26.5,-3.1,0.2,0.9,1.1,,comeabl01,19-20
C,8,0.09,0.26,0.35,0.12,1.34,7,20,27,9,33,7,39,9,-4.0,35.5,27.3,8.2,0.4,1.1,1.5,,lizotbl01,19-20
RW,23,0.31,0.61,0.92,0.32,2.54,26,50,76,28,90,36,64,11,1.0,44.7,43.0,1.7,4.8,1.6,6.4,0.0,wheelbl01,19-20
C,20,0.32,0.45,0.77,0.29,2.58,26,37,63,24,88,35,74,5,-15.0,44.9,47.4,-2.5,3.7,0.9,4.6,2.0,horvabo01,19-20
LW,4,0.21,0.13,0.33,0.15,1.79,6,3,9,4,14,2,10,0,3.0,10.5,11.1,-0.6,0.4,0.5,0.9,2.0,ryanbo01,19-20
C,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,2,0,0,0,2.0,0.6,0.9,-0.3,-0.1,0.1,0.0,,nievecr01,19-20
C,10,0.16,0.19,0.34,0.14,2.56,13,15,28,11,49,14,58,10,-14.0,40.7,41.4,-0.7,0.0,1.2,1.2,1.0,jennebo01,19-20
D,7,0.14,0.19,0.32,0.12,1.8,10,13,23,9,43,12,37,0,-7.0,28.4,24.5,3.8,1.6,1.2,2.8,,huntbr01,19-20
LW,31,0.4,0.84,1.24,0.45,2.64,33,70,103,37,122,45,63,10,25.0,44.4,34.9,9.5,7.8,2.6,10.4,7.0,marchbr03,19-20
C,5,0.1,0.08,0.19,0.08,1.29,7,6,13,5,27,1,47,20,1.0,24.0,30.2,-6.2,-0.5,1.1,0.6,,richabr02,19-20
D,9,0.12,0.24,0.36,0.13,2.07,9,19,28,10,60,1,91,20,-10.0,49.3,57.3,-7.9,1.5,1.7,3.2,,skjeibr01,19-20
LW,18,0.3,0.32,0.62,0.25,3.65,24,27,51,20,69,19,68,3,-14.0,53.8,47.4,6.4,3.0,0.9,3.9,1.0,tkachbr01,19-20
D,6,0.06,0.22,0.28,0.09,1.66,5,18,23,8,52,0,61,23,16.0,41.2,42.2,-1.1,0.6,4.1,4.7,,carlobr01,19-20
D,0,0.0,0.0,0.0,0.0,1.42,0,0,0,0,5,0,8,0,-3.0,4.3,5.8,-1.5,-0.2,0.1,0.0,,davidbr01,19-20
LW,0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0,1,0,0.0,0.8,0.5,0.3,0.0,0.0,0.0,,hagelbr01,19-20
D,1,0.11,0.0,0.11,0.06,0.89,1,0,1,1,1,0,3,0,-1.0,2.0,3.1,-1.1,0.1,0.2,0.2,,mannibr01,19-20
D,6,0.09,0.24,0.33,0.12,1.59,6,15,21,7,52,3,47,9,13.0,33.7,41.0,-7.2,1.1,3.3,4.4,,montobr01,19-20
C,1,0.0,0.13,0.13,0.04,1.5,0,2,2,1,3,0,7,0,-4.0,4.8,5.5,-0.7,-0.4,0.0,-0.3,1.0,pirribr01,19-20
LW,15,0.36,0.21,0.57,0.25,2.41,25,14,39,17,45,3,53,12,2.0,43.1,38.6,4.6,2.8,1.1,3.9,,saadbr01,19-20
C/RW,7,0.18,0.2,0.39,0.15,1.73,10,11,21,8,24,4,31,12,1.0,19.0,23.2,-4.2,0.7,0.7,1.4,,suttebr03,19-20
LW,10,0.16,0.21,0.37,0.14,1.4,13,17,30,12,31,1,47,15,-1.0,24.3,29.2,-4.9,0.8,1.1,1.9,,tanevbr01,19-20
D,3,0.03,0.1,0.13,0.04,1.03,2,8,10,3,60,1,86,31,1.0,57.1,49.1,8.1,-0.6,2.8,2.2,,mcnabbr01,19-20
C,24,0.38,0.59,0.97,0.36,2.14,30,46,76,29,107,29,52,0,28.0,48.1,39.4,8.7,5.5,2.2,7.7,2.0,pointbr01,19-20
C,23,0.35,0.46,0.82,0.32,1.94,29,38,67,26,87,36,50,1,3.0,42.0,39.9,2.1,4.8,1.6,6.4,2.0,schenbr01,19-20
D,1,0.03,0.08,0.1,0.03,1.1,1,4,5,2,30,0,27,4,5.0,22.2,21.5,0.8,-0.2,1.4,1.2,,coburbr01,19-20
RW,18,0.37,0.36,0.73,0.31,3.83,26,24,50,21,73,13,50,1,9.0,50.3,30.5,19.7,4.1,1.4,5.5,,gallabr01,19-20
C,0,0.0,1.0,1.0,0.27,0.0,0,1,1,0,1,0,0,0,1.0,0.2,0.5,-0.3,0.1,0.0,0.1,,gauncbr01,19-20
D,3,0.13,0.13,0.27,0.11,1.3,5,5,10,4,15,0,25,4,-2.0,16.9,19.5,-2.6,0.6,1.0,1.6,,guhlebr01,19-20
LW,4,0.05,0.13,0.18,0.06,0.8,4,10,14,5,23,2,20,0,3.0,21.5,17.3,4.2,-0.1,0.6,0.5,,leipsbr01,19-20
LW,6,0.1,0.2,0.31,0.11,1.46,7,14,21,8,29,8,39,2,-14.0,23.8,29.3,-5.5,0.3,0.1,0.4,,lemiebr01,19-20
LW,1,0.03,0.08,0.1,0.03,1.2,1,3,4,1,8,3,22,0,-18.0,9.1,18.1,-9.0,-0.7,0.0,-0.7,,perlibr01,19-20
D,3,0.05,0.08,0.13,0.05,0.73,4,6,10,4,13,0,42,16,-12.0,16.3,24.1,-7.8,0.2,0.3,0.5,,smithbr05,19-20
D,4,0.01,0.19,0.2,0.06,0.84,1,15,16,5,52,0,68,12,-2.0,44.0,46.7,-2.7,-0.2,3.3,3.1,,dillobr01,19-20
D,0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,3,0,2,0,1.0,1.4,1.2,0.2,-0.1,0.2,0.1,,menelbr01,19-20
D/RW,15,0.17,0.47,0.64,0.22,3.21,14,39,53,18,88,20,101,11,-22.0,55.8,63.4,-7.6,3.5,3.2,6.7,1.0,burnsbr01,19-20
D,2,0.09,0.03,0.13,0.06,1.25,4,1,5,2,24,2,29,10,1.0,19.8,27.3,-7.5,0.0,1.2,1.2,,seabrbr01,19-20
RW,14,0.28,0.2,0.48,0.2,1.7,23,17,40,17,50,8,41,0,-3.0,33.2,34.8,-1.6,2.4,0.9,3.3,,connobr01,19-20
C,8,0.13,0.14,0.27,0.11,0.91,11,12,23,9,33,4,61,22,-11.0,24.9,35.0,-10.1,0.2,0.4,0.6,,howdebr01,19-20
D,2,0.0,0.13,0.13,0.04,1.8,0,8,8,2,40,0,42,1,-1.0,44.9,34.7,10.2,-0.5,1.9,1.4,,kulakbr01,19-20
D,6,0.07,0.23,0.3,0.1,1.7,5,17,22,7,57,1,69,18,7.0,49.2,48.9,0.3,0.5,3.4,3.9,,pescebr01,19-20
RW,2,0.07,0.15,0.22,0.08,1.26,2,5,7,2,13,2,12,0,-3.0,9.6,11.7,-2.1,0.0,0.2,0.3,,ritchbr01,19-20
LW,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,0,0,1,0,-1.0,0.3,0.7,-0.5,-0.1,0.0,-0.1,,seneybr01,19-20
C,6,0.15,0.23,0.38,0.14,1.44,7,11,18,7,21,1,28,4,-5.0,15.0,17.7,-2.7,0.8,0.3,1.0,,boylebr01,19-20
D,2,0.04,0.25,0.29,0.09,1.25,1,8,9,3,43,1,30,6,17.0,25.6,18.2,7.5,0.2,2.6,2.7,,dumoubr01,19-20
C,0,0.0,0.0,0.0,0.0,0.6,0,0,0,0,1,0,10,2,-7.0,4.1,5.5,-1.3,-0.4,-0.1,-0.5,,gibbobr02,19-20
D,0,0.0,0.11,0.11,0.03,0.67,0,1,1,0,3,0,4,3,1.0,4.5,3.7,0.8,-0.1,0.5,0.4,,lashobr01,19-20
RW,16,0.28,0.51,0.79,0.29,2.96,19,35,54,20,82,29,49,0,4.0,35.9,30.7,5.2,3.1,1.3,4.4,5.0,boesebr01,19-20
LW,6,0.1,0.15,0.25,0.09,1.37,9,12,21,8,28,1,50,17,-4.0,27.3,30.1,-2.8,-0.1,0.9,0.8,,mcginbr01,19-20
C,22,0.38,0.41,0.79,0.32,2.57,32,34,66,27,78,16,70,11,6.0,43.7,44.4,-0.7,4.5,1.8,6.3,1.0,nelsobr01,19-20
RW,2,0.29,0.43,0.71,0.26,1.86,2,3,5,2,6,0,3,1,4.0,4.2,4.4,-0.2,0.4,0.3,0.7,,littlbr01,19-20
RW,22,0.49,0.53,1.02,0.41,2.75,32,35,67,27,89,27,55,8,14.0,42.9,32.9,10.1,5.4,1.8,7.1,0.0,rustbr01,19-20
RW,1,0.2,0.0,0.2,0.11,1.2,1,0,1,1,1,0,1,0,0.0,3.1,2.1,1.0,0.0,0.1,0.1,,robinbu01,19-20
LW,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1.0,0.0,0.5,-0.5,0.0,0.0,0.0,,frankcl01,19-20
RW,3,0.08,0.11,0.19,0.07,0.95,4,5,9,4,17,0,18,8,6.0,14.0,15.6,-1.6,-0.4,0.8,0.5,,cluttca01,19-20
D,1,0.02,0.0,0.02,0.01,1.1,1,0,1,1,16,0,24,2,-4.0,19.6,23.4,-3.8,-0.5,0.9,0.4,,fleurca01,19-20
D,17,0.21,0.67,0.88,0.29,2.12,14,45,59,20,89,29,50,1,12.0,43.9,34.9,9.0,4.8,2.9,7.7,,makarca01,19-20
D,4,0.09,0.12,0.21,0.08,0.88,5,6,11,4,28,1,28,0,-1.0,22.1,23.3,-1.2,0.6,1.3,1.9,,jonesca01,19-20
C,13,0.23,0.3,0.53,0.21,2.13,18,23,41,16,48,11,47,14,4.0,29.8,34.1,-4.3,2.2,1.2,3.3,1.0,jarnkca01,19-20
D,1,0.0,0.25,0.25,0.07,1.17,0,3,3,1,5,0,6,0,0.0,5.9,6.9,-1.0,0.1,0.3,0.4,,rosenca01,19-20
D,2,0.03,0.17,0.21,0.07,1.45,1,6,7,2,21,0,18,7,10.0,21.9,22.8,-0.9,0.0,1.9,1.9,,dehaaca01,19-20
C,0,0.0,0.0,0.0,0.0,0.33,0,0,0,0,0,0,0,0,0.0,0.2,0.5,-0.2,-0.1,0.0,0.0,,thurkca01,19-20
RW,10,0.27,0.32,0.59,0.24,3.36,14,16,30,12,36,10,34,9,2.0,24.3,22.1,2.2,1.7,1.2,2.9,1.0,atkinca01,19-20
D,11,0.15,0.34,0.49,0.18,1.98,10,23,33,12,61,11,59,8,0.0,46.8,42.9,3.9,2.4,2.9,5.3,,fowleca01,19-20
D,1,0.33,1.0,1.33,0.45,1.67,1,4,5,2,4,0,2,0,2.0,1.7,1.1,0.5,0.5,0.2,0.7,,gauncca01,19-20
C,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,-1.0,0.0,0.1,-0.1,0.0,0.0,-0.1,,hugheca01,19-20
D,0,0.0,0.07,0.07,0.02,0.6,0,1,1,0,3,0,7,0,-4.0,7.5,7.8,-0.3,-0.2,0.2,0.0,,dahlsca01,19-20
RW,1,0.0,0.31,0.31,0.08,1.23,0,5,5,1,9,0,7,0,2.0,5.2,5.8,-0.7,-0.1,0.3,0.2,,grundca01,19-20
D,2,0.06,0.14,0.19,0.07,0.86,2,6,8,3,23,0,23,8,8.0,19.8,21.9,-2.1,0.2,1.8,2.0,,gunnaca01,19-20
LW,9,0.14,0.29,0.43,0.16,1.84,10,20,30,11,36,0,38,13,12.0,22.9,25.7,-2.8,1.1,1.2,2.3,,hagelca01,19-20
C,14,0.24,0.26,0.5,0.2,1.93,20,21,41,17,58,21,35,4,6.0,33.5,39.0,-5.5,2.2,1.7,4.0,1.0,soderca01,19-20
F,1,0.07,0.0,0.07,0.04,0.93,1,0,1,1,1,0,7,3,-2.0,3.8,5.4,-1.7,-0.2,0.1,-0.2,,twaryca01,19-20
D,6,0.13,0.13,0.25,0.1,1.11,8,8,16,7,40,1,27,5,16.0,26.5,25.4,1.0,1.1,2.9,4.0,,soucyca01,19-20
RW,8,0.11,0.15,0.27,0.11,0.89,9,13,22,8,35,0,51,23,5.0,25.5,32.6,-7.1,0.3,1.3,1.6,,rowneca01,19-20
C,6,0.17,0.08,0.25,0.11,1.1,11,5,16,7,22,4,28,0,-9.0,22.4,20.1,2.3,0.9,0.1,0.9,,verhaca01,19-20
C,7,0.21,0.08,0.29,0.14,1.4,12,5,17,8,24,0,28,15,12.0,23.4,20.1,3.3,0.5,1.3,1.8,1.0,cizikca01,19-20
C,4,0.13,0.16,0.29,0.12,1.1,5,6,11,4,15,3,17,0,-5.0,9.8,14.6,-4.7,0.2,0.3,0.5,1.0,mitteca01,19-20
C,7,0.11,0.18,0.3,0.11,1.28,8,13,21,8,29,0,35,5,-1.0,22.9,27.1,-4.2,0.3,0.7,1.0,,paquece01,19-20
D,2,0.05,0.1,0.15,0.05,1.07,2,5,7,2,23,0,24,5,4.0,20.7,18.8,2.0,0.1,1.6,1.7,,ruhwech01,19-20
C,10,0.17,0.23,0.4,0.16,1.12,13,17,30,12,53,5,34,11,24.0,38.9,28.3,10.6,1.3,1.8,3.1,,stephch02,19-20
LW,1,0.07,0.07,0.13,0.06,1.47,1,1,2,1,1,0,10,0,-9.0,4.9,6.3,-1.4,-0.2,-0.2,-0.3,,hudonch01,19-20
C/RW,14,0.23,0.3,0.53,0.21,2.07,19,25,44,17,59,13,39,3,9.0,39.2,32.6,6.7,2.1,1.8,3.8,5.0,coylech01,19-20
D,10,0.07,0.4,0.48,0.15,1.51,6,32,38,12,80,8,57,9,24.0,55.1,47.2,7.9,1.8,5.1,6.9,1.0,mcavoch01,19-20
